alias_city,alias_address,urlReport
Santo Stefano Belbo,Comune,https://www.sisiacque.it/wp-content/uploads/2019/09/2019-08-05-Santo-Stefano.pdf
Cossano Belbo,Comune,https://www.sisiacque.it/wp-content/uploads/2019/09/2019-08-05-Cossano.pdf
Benevello,Comune,https://www.sisiacque.it/wp-content/uploads/2019/09/2019-08-26-Benevello.pdf
Montelupo Albese,Comune,https://www.sisiacque.it/wp-content/uploads/2019/09/2019-08-26-Montelupo-Albese.pdf
Rodello,Comune,https://www.sisiacque.it/wp-content/uploads/2019/09/2019-08-26-Rodello.pdf
