alias_city,alias_address,georeferencingString,type
Santo Stefano Belbo,Comune,"Santo Stefano Belbo, CN, Piemonte",POINT
Cossano Belbo,Comune,"Cossano Belbo, CN, Piemonte",POINT
Benevello,Comune,"Benevello, CN, Piemonte",POINT
Montelupo Albese,Comune,"Montelupo Albese, CN, Piemonte",POINT
Rodello,Comune,"Rodello, CN, Piemonte",POINT
