alias_address,alias_city,Type,georeferencingString
VIA COLLOMBROSO,TRICESIMO,POLYGON,TRICESIMO
VIA COSTANTINI,TRICESIMO,POLYGON,TRICESIMO
VIA DANTE ALIGHIERI,TRICESIMO,POLYGON,TRICESIMO
VIA DE TORATE,TRICESIMO,POLYGON,TRICESIMO
VIA DEI BOREATTI,TRICESIMO,POLYGON,TRICESIMO
VIA DEI CADUTI,TRICESIMO,POLYGON,TRICESIMO
VIA DEI CARPINI,TRICESIMO,POLYGON,TRICESIMO
VIA DEI COLLI,TRICESIMO,POLYGON,TRICESIMO
VIA DEI MORANDINI,TRICESIMO,POLYGON,TRICESIMO
VIA DEI MURIA',TRICESIMO,POLYGON,TRICESIMO
VIA DEI PAOLINI,TRICESIMO,POLYGON,TRICESIMO
VIA DEI PIOPPI,TRICESIMO,POLYGON,TRICESIMO
VIA DEI QUATTRO PIEVANI,TRICESIMO,POLYGON,TRICESIMO
VIA DEI RONCS,TRICESIMO,POLYGON,TRICESIMO
VIA DEI RONCUZ,TRICESIMO,POLYGON,TRICESIMO
VIA DEI VALENTINIS,TRICESIMO,POLYGON,TRICESIMO
VIA DEL CASTELLO,TRICESIMO,POLYGON,TRICESIMO
VIA DEL FORTE,TRICESIMO,POLYGON,TRICESIMO
VIA DEL MASO,TRICESIMO,POLYGON,TRICESIMO
VIA DEL PASCO,TRICESIMO,POLYGON,TRICESIMO
VIA DEL RISORGIMENTO,TRICESIMO,POLYGON,TRICESIMO
VIA DEL TUZZAN,TRICESIMO,POLYGON,TRICESIMO
VIA DELLA BRESSANA,TRICESIMO,POLYGON,TRICESIMO
VIA DELLA CORTINA ROMANA,TRICESIMO,POLYGON,TRICESIMO
VIA DELLA FERROVIA,TRICESIMO,POLYGON,TRICESIMO
VIA DELLA MARTINA,TRICESIMO,POLYGON,TRICESIMO
VIA DELLA NATIVITA',TRICESIMO,POLYGON,TRICESIMO
VIA DELLA PACE,TRICESIMO,POLYGON,TRICESIMO
VIA DELLA RESISTENZA,TRICESIMO,POLYGON,TRICESIMO
VIA DELLA SOIMA,TRICESIMO,POLYGON,TRICESIMO
VIA DELLE ROBINIE,TRICESIMO,POLYGON,TRICESIMO
VIA DIACONO,TRICESIMO,POLYGON,TRICESIMO
VIA DRIULINI,TRICESIMO,POLYGON,TRICESIMO
VIA ENRICO FRUCH,TRICESIMO,POLYGON,TRICESIMO
VIA EUROPA UNITA,TRICESIMO,POLYGON,TRICESIMO
VIA FELLA,TRICESIMO,POLYGON,TRICESIMO
VIA FRATELLI GIRARDINI,TRICESIMO,POLYGON,TRICESIMO
VIA G. B. DA BISSONE,TRICESIMO,POLYGON,TRICESIMO
VIA G. MATTEOTTI,TRICESIMO,POLYGON,TRICESIMO
VIA GALILEO GALILEI,TRICESIMO,POLYGON,TRICESIMO
VIA GARDIAN,TRICESIMO,POLYGON,TRICESIMO
VIA GARDIANI,TRICESIMO,POLYGON,TRICESIMO
VIA GARIBALDI,TRICESIMO,POLYGON,TRICESIMO
VIA GEMONA,TRICESIMO,POLYGON,TRICESIMO
VIA GIACOMO MATTEOTTI,TRICESIMO,POLYGON,TRICESIMO
VIA GIAMBATTISTA TIEPOLO,TRICESIMO,POLYGON,TRICESIMO
VIA GIOSUE' CARDUCCI,TRICESIMO,POLYGON,TRICESIMO
VIA GIOTTO,TRICESIMO,POLYGON,TRICESIMO
VIA GIOVANNI BATTISTA GALLERIO,TRICESIMO,POLYGON,TRICESIMO
VIA GOITO,TRICESIMO,POLYGON,TRICESIMO
VIA GORIZIA,TRICESIMO,POLYGON,TRICESIMO
VIA GUGLIELMO MARCONI,TRICESIMO,POLYGON,TRICESIMO
VIA GUIDO PELLIZZARI,TRICESIMO,POLYGON,TRICESIMO
VIA I MAGGIO,TRICESIMO,POLYGON,TRICESIMO
VIA IPPOLITO NIEVO,TRICESIMO,POLYGON,TRICESIMO
VIA ISIDORO BUTTO,TRICESIMO,POLYGON,TRICESIMO
VIA ISIDORO BUTTO',TRICESIMO,POLYGON,TRICESIMO
VIA ISONZO,TRICESIMO,POLYGON,TRICESIMO
VIA IV FEBBRAIO,TRICESIMO,POLYGON,TRICESIMO
VIA IV NOVEMBRE,TRICESIMO,POLYGON,TRICESIMO
VIA JOHN FITZGERALD KENNEDY,TRICESIMO,POLYGON,TRICESIMO
VIA JULIA,TRICESIMO,POLYGON,TRICESIMO
VIA L. MADRASSI,TRICESIMO,POLYGON,TRICESIMO
VIA LEONARDO DA VINCI,TRICESIMO,POLYGON,TRICESIMO
VIA LIVENZA,TRICESIMO,POLYGON,TRICESIMO
VIA LUIGI GARZONI,TRICESIMO,POLYGON,TRICESIMO
VIA LUSERIACCO,TRICESIMO,POLYGON,TRICESIMO
VIA MACILLIS,TRICESIMO,POLYGON,TRICESIMO
VIA MANTOVA,TRICESIMO,POLYGON,TRICESIMO
VIA MICHELANGELO BUONARROTI,TRICESIMO,POLYGON,TRICESIMO
VIA MIOTTI,TRICESIMO,POLYGON,TRICESIMO
VIA MONSIGNORE PITTINI,TRICESIMO,POLYGON,TRICESIMO
VIA MONTE BERNADIA,TRICESIMO,POLYGON,TRICESIMO
VIA MONTE FESTA,TRICESIMO,POLYGON,TRICESIMO
VIA MONTE GRAPPA,TRICESIMO,POLYGON,TRICESIMO
VIA MONTE MAGGIORE,TRICESIMO,POLYGON,TRICESIMO
VIA MONTE NERO,TRICESIMO,POLYGON,TRICESIMO
VIA MONTE SABOTINO,TRICESIMO,POLYGON,TRICESIMO
VIA MONTE SAN SIMEONE,TRICESIMO,POLYGON,TRICESIMO
VIA MONTE SAN SIMEONI,TRICESIMO,POLYGON,TRICESIMO
VIA MONTELLO,TRICESIMO,POLYGON,TRICESIMO
VIA MORENA,TRICESIMO,POLYGON,TRICESIMO
VIA NATISONE,TRICESIMO,POLYGON,TRICESIMO
VIA NAZIONALE,TRICESIMO,POLYGON,TRICESIMO
VIA OGNISSANTI,TRICESIMO,POLYGON,TRICESIMO
VIA OSOPPO,TRICESIMO,POLYGON,TRICESIMO
VIA P. MICHELINI,TRICESIMO,POLYGON,TRICESIMO
VIA P. PENNATO,TRICESIMO,POLYGON,TRICESIMO
VIA PADERNI,TRICESIMO,POLYGON,TRICESIMO
VIA PALUDARIE,TRICESIMO,POLYGON,TRICESIMO
VIA PAOLO DIACONO,TRICESIMO,POLYGON,TRICESIMO
VIA PIAVE,TRICESIMO,POLYGON,TRICESIMO
VIA PIETRO MICHELINI,TRICESIMO,POLYGON,TRICESIMO
VIA PIETRO ZORUTTI,TRICESIMO,POLYGON,TRICESIMO
VIA PONTEBBANA,TRICESIMO,POLYGON,TRICESIMO
VIA PORDENONE,TRICESIMO,POLYGON,TRICESIMO
VIA POZZUOLO,TRICESIMO,POLYGON,TRICESIMO
VIA PRADOLIN,TRICESIMO,POLYGON,TRICESIMO
VIA R. PADERNI,TRICESIMO,POLYGON,TRICESIMO
VIA RAFFAELLO SANZIO,TRICESIMO,POLYGON,TRICESIMO
VIA REDIPUGLIA,TRICESIMO,POLYGON,TRICESIMO
VIA ROMA,TRICESIMO,POLYGON,TRICESIMO
VIA S. FRANCESCO,TRICESIMO,POLYGON,TRICESIMO
VIA SAN ANTONIO,TRICESIMO,POLYGON,TRICESIMO
VIA SAN BARTOLOMEO,TRICESIMO,POLYGON,TRICESIMO
VIA SAN DANIELE,TRICESIMO,POLYGON,TRICESIMO
VIA SAN FRANCESCO,TRICESIMO,POLYGON,TRICESIMO
VIA SAN GERVASIO,TRICESIMO,POLYGON,TRICESIMO
VIA SAN GIORGIO,TRICESIMO,POLYGON,TRICESIMO
VIA SAN GIOVANNI,TRICESIMO,POLYGON,TRICESIMO
VIA SAN GIUSEPPE,TRICESIMO,POLYGON,TRICESIMO
VIA SAN MARTINO,TRICESIMO,POLYGON,TRICESIMO
VIA SAN MICHELE,TRICESIMO,POLYGON,TRICESIMO
VIA SAN PELAGIO,TRICESIMO,POLYGON,TRICESIMO
VIA SANT' ANTONIO,TRICESIMO,POLYGON,TRICESIMO
VIA SANTA CHIARA,TRICESIMO,POLYGON,TRICESIMO
VIA SANTE PATUSSI,TRICESIMO,POLYGON,TRICESIMO
VIA SANTI VITO E MODESTO,TRICESIMO,POLYGON,TRICESIMO
VIA SANZIO,TRICESIMO,POLYGON,TRICESIMO
VIA S.GIORGIO,TRICESIMO,POLYGON,TRICESIMO
VIA S.GIUSEPPE,TRICESIMO,POLYGON,TRICESIMO
VIA SOIMA,TRICESIMO,POLYGON,TRICESIMO
VIA SOLFERINO,TRICESIMO,POLYGON,TRICESIMO
VIA SOTTORIVA,TRICESIMO,POLYGON,TRICESIMO
VIA STAZIONE,TRICESIMO,POLYGON,TRICESIMO
VIA TAGLIAMENTO,TRICESIMO,POLYGON,TRICESIMO
VIA TEVERE,TRICESIMO,POLYGON,TRICESIMO
VIA TIEPOLO,TRICESIMO,POLYGON,TRICESIMO
VIA TIMAU,TRICESIMO,POLYGON,TRICESIMO
VIA TIZIANO VECELLIO,TRICESIMO,POLYGON,TRICESIMO
VIA TULLIO,TRICESIMO,POLYGON,TRICESIMO
VIA UGO FOSCOLO,TRICESIMO,POLYGON,TRICESIMO
VIA UNDICI FEBBRAIO,TRICESIMO,POLYGON,TRICESIMO
VIA VI MAGGIO 1976,TRICESIMO,POLYGON,TRICESIMO
VIA VICOLO GIUDISE,TRICESIMO,POLYGON,TRICESIMO
VIA VICOLO VALLE,TRICESIMO,POLYGON,TRICESIMO
VIA VITTORIO VENETO,TRICESIMO,POLYGON,TRICESIMO
VIA VOLONTARI DELLA LIBERTA',TRICESIMO,POLYGON,TRICESIMO
VIA VOLTURNO,TRICESIMO,POLYGON,TRICESIMO
VIA XI FEBBRAIO,TRICESIMO,POLYGON,TRICESIMO
VIA XXIV MAGGIO,TRICESIMO,POLYGON,TRICESIMO
VIA XXV APRILE,TRICESIMO,POLYGON,TRICESIMO
VIA ZARDINI,TRICESIMO,POLYGON,TRICESIMO
VIA 6 MAGGIO 1976,TRICESIMO,POLYGON,TRICESIMO
VICOLO GIUDISE,TRICESIMO,POLYGON,TRICESIMO
VICOLO MENOT,TRICESIMO,POLYGON,TRICESIMO
VICOLO TULLIO,TRICESIMO,POLYGON,TRICESIMO
VILLAGGIO MORENA,TRICESIMO,POLYGON,TRICESIMO
CORTE GIACOMELLI,UDINE,POLYGON,UDINE
CORTE SAVORGNAN,UDINE,POLYGON,UDINE
CORTE SAVORGNANA,UDINE,POLYGON,UDINE
LARGO CARLO MELZI,UDINE,POLYGON,UDINE
LARGO DEI CAPPUCCINI,UDINE,POLYGON,UDINE
LARGO DEI PECILE,UDINE,POLYGON,UDINE
LARGO DEL PECILE,UDINE,POLYGON,UDINE
LARGO DEL TEATRO,UDINE,POLYGON,UDINE
LARGO DELLE GRAZIE,UDINE,POLYGON,UDINE
LARGO GOLDONI,UDINE,POLYGON,UDINE
LARGO OSPEDALE VECCHIO,UDINE,POLYGON,UDINE
LARGO VAL CALDA,UDINE,POLYGON,UDINE
LARGO VAL CANALE,UDINE,POLYGON,UDINE
LOC. GODIA VIA  LIGURIA,UDINE,POLYGON,UDINE
PIAZZA ANTONIO BELLONI,UDINE,POLYGON,UDINE
PIAZZA BOLZANO,UDINE,POLYGON,UDINE
PIAZZA CHIAVRIS,UDINE,POLYGON,UDINE
PIAZZA DEL DUOMO,UDINE,POLYGON,UDINE
PIAZZA DEL PATRIARCATO,UDINE,POLYGON,UDINE
PIAZZA DELLA LIBERTA',UDINE,POLYGON,UDINE
PIAZZA DELLA REPUBBLICA,UDINE,POLYGON,UDINE
PIAZZA GIACOMO MATTEOTTI,UDINE,POLYGON,UDINE
PIAZZA GIOVANNI 23 N,UDINE,POLYGON,UDINE
PIAZZA GIROLAMO VENERIO,UDINE,POLYGON,UDINE
PIAZZA GIUSEPPE GARIBALDI,UDINE,POLYGON,UDINE
PIAZZA GUGLIELMO MARCONI,UDINE,POLYGON,UDINE
PIAZZA I MAGGIO,UDINE,POLYGON,UDINE
PIAZZA I MAGGIO POSTEGGIO 4,UDINE,POLYGON,UDINE
PIAZZA LIBIA,UDINE,POLYGON,UDINE
PIAZZA MEDAGLIE D'ORO,UDINE,POLYGON,UDINE
PIAZZA P GIOVANNI XXIII,UDINE,POLYGON,UDINE
PIAZZA PADERNO,UDINE,POLYGON,UDINE
PIAZZA PAPA GIOVANNI XXIII,UDINE,POLYGON,UDINE
PIAZZA POLONIA,UDINE,POLYGON,UDINE
PIAZZA RITA LEVI MONTALCINI,UDINE,POLYGON,UDINE
PIAZZA RIZZI,UDINE,POLYGON,UDINE
PIAZZA S CRISTOFORO,UDINE,POLYGON,UDINE
PIAZZA SAN CRISTOFORO,UDINE,POLYGON,UDINE
PIAZZA UDINE,UDINE,POLYGON,UDINE
PIAZZA VENERIO,UDINE,POLYGON,UDINE
PIAZZA VENERIO 1,UDINE,POLYGON,UDINE
PIAZZA XX SETTEMBRE 1870,UDINE,POLYGON,UDINE
PIAZZALE BERENGARIO I,UDINE,POLYGON,UDINE
PIAZZALE BOLZANO,UDINE,POLYGON,UDINE
PIAZZALE CARNIA,UDINE,POLYGON,UDINE
PIAZZALE CAVEDALIS,UDINE,POLYGON,UDINE
PIAZZALE CHIAVRIS,UDINE,POLYGON,UDINE
PIAZZALE D'ANNUNZIO,UDINE,POLYGON,UDINE
PIAZZALE DELL' AGRICOLTURA,UDINE,POLYGON,UDINE
PIAZZALE GABRIELE D' ANNUNZIO,UDINE,POLYGON,UDINE
PIAZZALE GIO BATTA CAVEDALIS,UDINE,POLYGON,UDINE
PIAZZALE GIO BATTA CELLA,UDINE,POLYGON,UDINE
PIAZZALE GIOVANNI BATTISTA CAVALCASELLE,UDINE,POLYGON,UDINE
PIAZZALE GUGLIELMO OBERDAN,UDINE,POLYGON,UDINE
PIAZZALE LUIGI CADORNA,UDINE,POLYGON,UDINE
PIAZZALE OSOPPO,UDINE,POLYGON,UDINE
PIAZZALE PAOLO DIACONO,UDINE,POLYGON,UDINE
PIAZZALE REPUBBLICA ARGENTINA,UDINE,POLYGON,UDINE
PIAZZALE REPUBBLICA ARTEGNA,UDINE,POLYGON,UDINE
PIAZZALE S. MARIA MISERICORDIA,UDINE,POLYGON,UDINE
PIAZZALE SANTA MARIA DELLA MISERICORDIA,UDINE,POLYGON,UDINE
PIAZZALE S.M. DELLA MISERICORDIA,UDINE,POLYGON,UDINE
PIAZZALE UNITA' D' ITALIA,UDINE,POLYGON,UDINE
PIAZZALE VALLE DEL BUT,UDINE,POLYGON,UDINE
PIAZZALE XXVI LUGLIO,UDINE,POLYGON,UDINE
PIAZZALE XXVI LUGLIO 1866,UDINE,POLYGON,UDINE
PIAZZETTA ANTONINI,UDINE,POLYGON,UDINE
PIAZZETTA BELLONI,UDINE,POLYGON,UDINE
PIAZZETTA DEL POZZO,UDINE,POLYGON,UDINE
PIAZZETTA LIONELLO,UDINE,POLYGON,UDINE
PIAZZETTA VALENTINIS,UDINE,POLYGON,UDINE
P.ZZA PATRIARCATO,UDINE,POLYGON,UDINE
RIVA BARTOLINI,UDINE,POLYGON,UDINE
SALITA CASTELLO,UDINE,POLYGON,UDINE
SAN SEBASTIANO,UDINE,POLYGON,UDINE
SS 13-TANGENZIALE,UDINE,POLYGON,UDINE
STRADA TANGENZIALE OVEST SS 13 KM127 464,UDINE,POLYGON,UDINE
TANGENZIALE OVEST,UDINE,POLYGON,UDINE
TANGENZIALE OVEST S.S. 13 KM 128 830,UDINE,POLYGON,UDINE
VIA A. BATTISTELLA,UDINE,POLYGON,UDINE
VIA A. BERETTA,UDINE,POLYGON,UDINE
VIA A. DE RUBEIS,UDINE,POLYGON,UDINE
VIA A. E A. CANDOLINI,UDINE,POLYGON,UDINE
VIA A. MALIGNANI,UDINE,POLYGON,UDINE
VIA A. MISTRUZZI,UDINE,POLYGON,UDINE
VIA A. RISTORI,UDINE,POLYGON,UDINE
VIA A. ZANUSSI,UDINE,POLYGON,UDINE
VIA ABBAZIA,UDINE,POLYGON,UDINE
VIA ACHILLE TELLINI,UDINE,POLYGON,UDINE
VIA ADELAIDE RISTORI,UDINE,POLYGON,UDINE
VIA ADIGE,UDINE,POLYGON,UDINE
VIA ADRIA,UDINE,POLYGON,UDINE
VIA AFRO,UDINE,POLYGON,UDINE
VIA AGOSTINO PETITTI DI RORETO,UDINE,POLYGON,UDINE
VIA AGRIGENTO,UDINE,POLYGON,UDINE
VIA AIELLO,UDINE,POLYGON,UDINE
VIA ALBA,UDINE,POLYGON,UDINE
VIA ALBERTO MAZZUCATO,UDINE,POLYGON,UDINE
VIA ALBERTO PICCO,UDINE,POLYGON,UDINE
VIA ALBONA,UDINE,POLYGON,UDINE
VIA ALDO MORO,UDINE,POLYGON,UDINE
VIA ALESSANDRIA,UDINE,POLYGON,UDINE
VIA ALESSANDRO MANZONI,UDINE,POLYGON,UDINE
VIA ALESSANDRO VOLTA,UDINE,POLYGON,UDINE
VIA ALNICCO,UDINE,POLYGON,UDINE
VIA ALTINO,UDINE,POLYGON,UDINE
VIA AMALFI,UDINE,POLYGON,UDINE
VIA AMALTEO,UDINE,POLYGON,UDINE
VIA AMAPEZZO,UDINE,POLYGON,UDINE
VIA AMPEZZO,UDINE,POLYGON,UDINE
VIA ANDREA PALLADIO,UDINE,POLYGON,UDINE
VIA ANGELO ANGELI,UDINE,POLYGON,UDINE
VIA ANGELO BERETTA,UDINE,POLYGON,UDINE
VIA ANGELO MASIERI,UDINE,POLYGON,UDINE
VIA ANGORIE,UDINE,POLYGON,UDINE
VIA ANNA MURATTI MORETTI,UDINE,POLYGON,UDINE
VIA ANNIBALE COMESSATTI,UDINE,POLYGON,UDINE
VIA ANTON LAZZARO MORO,UDINE,POLYGON,UDINE
VIA ANTONIO ANDREUZZI,UDINE,POLYGON,UDINE
VIA ANTONIO BATTISTELLA,UDINE,POLYGON,UDINE
VIA ANTONIO BIDERNUCCIO,UDINE,POLYGON,UDINE
VIA ANTONIO CACCIA,UDINE,POLYGON,UDINE
VIA ANTONIO CANOVA,UDINE,POLYGON,UDINE
VIA ANTONIO CARNEO,UDINE,POLYGON,UDINE
VIA ANTONIO MARANGONI,UDINE,POLYGON,UDINE
VIA ANTONIO PENNATO,UDINE,POLYGON,UDINE
VIA ANTONIO SOMMA,UDINE,POLYGON,UDINE
VIA ANTONIO ZANON,UDINE,POLYGON,UDINE
VIA ANTONIO ZANUSSI,UDINE,POLYGON,UDINE
VIA AONEZ,UDINE,POLYGON,UDINE
VIA AOSTA,UDINE,POLYGON,UDINE
VIA A.PIUTTI,UDINE,POLYGON,UDINE
VIA AQUILEIA,UDINE,POLYGON,UDINE
VIA ARGENTINA,UDINE,POLYGON,UDINE
VIA ARMANDO BERNARDINIS,UDINE,POLYGON,UDINE
VIA ARNALDO PIUTTI,UDINE,POLYGON,UDINE
VIA ARTICO DI PRAMPERO,UDINE,POLYGON,UDINE
VIA ARTUICO DA CUSSIGNACCO,UDINE,POLYGON,UDINE
VIA ARTURO MALIGNANI,UDINE,POLYGON,UDINE
VIA ARTURO ZARDINI,UDINE,POLYGON,UDINE
VIA ASILO MARCO VOLPE,UDINE,POLYGON,UDINE
VIA ASPROMONTE,UDINE,POLYGON,UDINE
VIA ASTI,UDINE,POLYGON,UDINE
VIA ATTIMIS,UDINE,POLYGON,UDINE
VIA AURELIO MISTRUZZI,UDINE,POLYGON,UDINE
VIA AURONZO,UDINE,POLYGON,UDINE
VIA AUSONIA,UDINE,POLYGON,UDINE
VIA AZZIDA,UDINE,POLYGON,UDINE
VIA B. CAIROLI,UDINE,POLYGON,UDINE
VIA BALDASSERIA,UDINE,POLYGON,UDINE
VIA BALDASSERIA ALTA,UDINE,POLYGON,UDINE
VIA BALDASSERIA BASSA,UDINE,POLYGON,UDINE
VIA BALDASSERIA MEDIA,UDINE,POLYGON,UDINE
VIA BALDISSERA,UDINE,POLYGON,UDINE
VIA BALDISSERIA MEDIA,UDINE,POLYGON,UDINE
VIA BARCIS,UDINE,POLYGON,UDINE
VIA BARIGLARIA,UDINE,POLYGON,UDINE
VIA BARIGLARIA DI TAV,UDINE,POLYGON,UDINE
VIA BARIGLARIA DI TAVAGN,UDINE,POLYGON,UDINE
VIA BARIGLARIA DI TAVAGNACCO,UDINE,POLYGON,UDINE
VIA BARTOLINI,UDINE,POLYGON,UDINE
VIA BASALDELLA,UDINE,POLYGON,UDINE
VIA BASALDELLA MEDIA,UDINE,POLYGON,UDINE
VIA BASILIANO,UDINE,POLYGON,UDINE
VIA BASILIO BROLLO,UDINE,POLYGON,UDINE
VIA BASSANO DEL GRAPPA,UDINE,POLYGON,UDINE
VIA BATTISTIG,UDINE,POLYGON,UDINE
VIA BAVIERA,UDINE,POLYGON,UDINE
VIA BEATO ODORICO DA PN,UDINE,POLYGON,UDINE
VIA BEATO ODORICO DA PORDENONE,UDINE,POLYGON,UDINE
VIA BELLUNO,UDINE,POLYGON,UDINE
VIA BENEDETTO CAIROLI,UDINE,POLYGON,UDINE
VIA BENEDETTO CROCE,UDINE,POLYGON,UDINE
VIA BEORCHIA,UDINE,POLYGON,UDINE
VIA BERENGARIO I,UDINE,POLYGON,UDINE
VIA BERGAMO,UDINE,POLYGON,UDINE
VIA BERNARDO DE RUBEIS,UDINE,POLYGON,UDINE
VIA BERSAGLIO,UDINE,POLYGON,UDINE
VIA BERTALDIA,UDINE,POLYGON,UDINE
VIA BERTIOLO,UDINE,POLYGON,UDINE
VIA BEZZECCA,UDINE,POLYGON,UDINE
VIA BICINICCO,UDINE,POLYGON,UDINE
VIA BIELLA,UDINE,POLYGON,UDINE
VIA BINDO CHIURLO,UDINE,POLYGON,UDINE
VIA BISON BERNARDINO,UDINE,POLYGON,UDINE
VIA BOLIVIA,UDINE,POLYGON,UDINE
VIA BOLOGNA,UDINE,POLYGON,UDINE
VIA BONALDO STRINGHER,UDINE,POLYGON,UDINE
VIA BORGO NONESSO,UDINE,POLYGON,UDINE
VIA BORMIO,UDINE,POLYGON,UDINE
VIA BOSI,UDINE,POLYGON,UDINE
VIA BOTTECCHIA,UDINE,POLYGON,UDINE
VIA BRAIDA BASSI,UDINE,POLYGON,UDINE
VIA BRANCO,UDINE,POLYGON,UDINE
VIA BRASILE,UDINE,POLYGON,UDINE
VIA BRAZZACCO,UDINE,POLYGON,UDINE
VIA BRENARI,UDINE,POLYGON,UDINE
VIA BRESCIA,UDINE,POLYGON,UDINE
VIA BRIGATA RE,UDINE,POLYGON,UDINE
VIA BRIONI,UDINE,POLYGON,UDINE
VIA BUERIIS,UDINE,POLYGON,UDINE
VIA BUIA,UDINE,POLYGON,UDINE
VIA BUTTRIO,UDINE,POLYGON,UDINE
VIA C BATTISTI,UDINE,POLYGON,UDINE
VIA C. DEGANUTTI,UDINE,POLYGON,UDINE
VIA CACCIA,UDINE,POLYGON,UDINE
VIA CADEL,UDINE,POLYGON,UDINE
VIA CAIROLI,UDINE,POLYGON,UDINE
VIA CAISELLI,UDINE,POLYGON,UDINE
VIA CALATAFIMI,UDINE,POLYGON,UDINE
VIA CALLIGARIS,UDINE,POLYGON,UDINE
VIA CALTANISSETTA,UDINE,POLYGON,UDINE
VIA CALZOLAI,UDINE,POLYGON,UDINE
VIA CAMILLO BENSO DI CAVOUR,UDINE,POLYGON,UDINE
VIA CAMILLO GIUSSANI,UDINE,POLYGON,UDINE
VIA CAMPAGNOLA,UDINE,POLYGON,UDINE
VIA CAMPOFORMIDO,UDINE,POLYGON,UDINE
VIA CAMPOLONGO,UDINE,POLYGON,UDINE
VIA CANADA,UDINE,POLYGON,UDINE
VIA CANAPIFICIO,UDINE,POLYGON,UDINE
VIA CAPODISTRIA,UDINE,POLYGON,UDINE
VIA CAPORIACCO,UDINE,POLYGON,UDINE
VIA CAPOSILE,UDINE,POLYGON,UDINE
VIA CAPRERA,UDINE,POLYGON,UDINE
VIA CAPRIVA,UDINE,POLYGON,UDINE
VIA CARDINAL TESSITORI,UDINE,POLYGON,UDINE
VIA CARGNACCO,UDINE,POLYGON,UDINE
VIA CARINZIA,UDINE,POLYGON,UDINE
VIA CARLINO,UDINE,POLYGON,UDINE
VIA CARLO PACE,UDINE,POLYGON,UDINE
VIA CARPENETO,UDINE,POLYGON,UDINE
VIA CASALI CASSINIS,UDINE,POLYGON,UDINE
VIA CASARSA,UDINE,POLYGON,UDINE
VIA CASSACCO,UDINE,POLYGON,UDINE
VIA CASTELFIDARDO,UDINE,POLYGON,UDINE
VIA CASTELLANA,UDINE,POLYGON,UDINE
VIA CASTELLERIO,UDINE,POLYGON,UDINE
VIA CASTIONS DI STRADA,UDINE,POLYGON,UDINE
VIA CATANIA,UDINE,POLYGON,UDINE
VIA CATERINA PERCOTO,UDINE,POLYGON,UDINE
VIA CECILIA DEGANUTTI,UDINE,POLYGON,UDINE
VIA CECILIA GRADENIGO SABBADINI,UDINE,POLYGON,UDINE
VIA CEFALONIA,UDINE,POLYGON,UDINE
VIA CERNEGLONS,UDINE,POLYGON,UDINE
VIA CERVIGNANO,UDINE,POLYGON,UDINE
VIA CESARE BATTISTI,UDINE,POLYGON,UDINE
VIA CHIAVRIS DI COLUGNA,UDINE,POLYGON,UDINE
VIA CHINO ERMACORA,UDINE,POLYGON,UDINE
VIA CHISIMAIO,UDINE,POLYGON,UDINE
VIA CHIURLO,UDINE,POLYGON,UDINE
VIA CHIURLO N,UDINE,POLYGON,UDINE
VIA CHIUSAFORTE,UDINE,POLYGON,UDINE
VIA CHIVASSO,UDINE,POLYGON,UDINE
VIA CICOGNA,UDINE,POLYGON,UDINE
VIA CIMOLAIS,UDINE,POLYGON,UDINE
VIA CIRO DI PERS,UDINE,POLYGON,UDINE
VIA CISIS,UDINE,POLYGON,UDINE
VIA CIVIDALE,UDINE,POLYGON,UDINE
VIA CIVIDALE DI COLUGNA,UDINE,POLYGON,UDINE
VIA CIVIDINA,UDINE,POLYGON,UDINE
VIA CJARANDE,UDINE,POLYGON,UDINE
VIA CJAVECIS,UDINE,POLYGON,UDINE
VIA CODROIPO,UDINE,POLYGON,UDINE
VIA COLLALTO,UDINE,POLYGON,UDINE
VIA COLONIA CAROYA,UDINE,POLYGON,UDINE
VIA COLUGNA,UDINE,POLYGON,UDINE
VIA COMELICO,UDINE,POLYGON,UDINE
VIA COMO,UDINE,POLYGON,UDINE
VIA CONEGLIANO,UDINE,POLYGON,UDINE
VIA CONTEA DI CUSSIGNACCO,UDINE,POLYGON,UDINE
VIA CORDENONS,UDINE,POLYGON,UDINE
VIA CORGNALI,UDINE,POLYGON,UDINE
VIA CORMONS,UDINE,POLYGON,UDINE
VIA CORMOR ALTO,UDINE,POLYGON,UDINE
VIA CORMOR BASSO,UDINE,POLYGON,UDINE
VIA CORMOR DI BASALDELLA,UDINE,POLYGON,UDINE
VIA CORNAPPO,UDINE,POLYGON,UDINE
VIA CORNELIO GALLO,UDINE,POLYGON,UDINE
VIA CORTAZZIS,UDINE,POLYGON,UDINE
VIA CREMA,UDINE,POLYGON,UDINE
VIA CREMONA,UDINE,POLYGON,UDINE
VIA CROAZIA,UDINE,POLYGON,UDINE
VIA CUNEO,UDINE,POLYGON,UDINE
VIA CUSSIGNACCO,UDINE,POLYGON,UDINE
VIA DA MARCOTE,UDINE,POLYGON,UDINE
VIA DAL MELON,UDINE,POLYGON,UDINE
VIA DAL MIUL,UDINE,POLYGON,UDINE
VIA DALMAZIO BIRAGO,UDINE,POLYGON,UDINE
VIA DAMIANO CHIESA,UDINE,POLYGON,UDINE
VIA DANIELE CARENZANI,UDINE,POLYGON,UDINE
VIA DANIELE CERNAZAI,UDINE,POLYGON,UDINE
VIA DANIELE MANIN,UDINE,POLYGON,UDINE
VIA DANIELE MORO,UDINE,POLYGON,UDINE
VIA DANTE ALIGHIERI,UDINE,POLYGON,UDINE
