alias_address,alias_city,georeferencingString
VIA STRETTA SANTA MARIA DI CORTE,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA STRETTA SANTA MARIA DI CORTE
VIA STRETTA SCUOLE ELEMENTARI,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA STRETTA SCUOLE ELEMENTARI
VIA TOMBE ROMANE,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA TOMBE ROMANE
VIA TRENTO,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA TRENTO
VIA UDINE,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA UDINE
VIA UGO FOSCOLO,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA UGO FOSCOLO
VIA VALANZANA,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA VALANZANA
VIA VALLI DEL NATISONE,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA VALLI DEL NATISONE
VIA VECCHIA DI PALMA,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA VECCHIA DI PALMA
VIA VELLISCIG,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA VELLISCIG
VIA XX SETTEMBRE,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA XX SETTEMBRE
VIA ZUCCOLA,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIA ZUCCOLA
VIALE DEL LAVORO,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIALE DEL LAVORO
VIALE DELLA LIBERTA',CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIALE DELLA LIBERTA'
VIALE DUCA DEGLI ABRUZZI,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIALE DUCA DEGLI ABRUZZI
VIALE GEMONA,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIALE GEMONA
VIALE GUGLIELMO MARCONI,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIALE GUGLIELMO MARCONI
VIALE TRIESTE,CIVIDALE DEL FRIULI,CIVIDALE DEL FRIULI VIALE TRIESTE
AREA COMPARTO C2,CODROIPO,CODROIPO AREA COMPARTO C2
CASALI CATOCCHIE,CODROIPO,CODROIPO CASALI CATOCCHIE
CASALI MORO,CODROIPO,CODROIPO CASALI MORO
LARGO CLOCJS,CODROIPO,CODROIPO LARGO CLOCJS
LARGO SAN FRANCESCO,CODROIPO,CODROIPO LARGO SAN FRANCESCO
LOCALITA' CASALI BARAZZAT,CODROIPO,CODROIPO LOCALITA' CASALI BARAZZAT
LOCALITA' CASALI DEL FORTE,CODROIPO,CODROIPO LOCALITA' CASALI DEL FORTE
LOCALITA' CASALI FERROVIA,CODROIPO,CODROIPO LOCALITA' CASALI FERROVIA
LOCALITA' CASALI LORETO,CODROIPO,CODROIPO LOCALITA' CASALI LORETO
LOCALITA' P.I.P. PANNELLIA,CODROIPO,CODROIPO LOCALITA' P.I.P. PANNELLIA
LOTTIZZAZIONE IL PESCHETO,CODROIPO,CODROIPO LOTTIZZAZIONE IL PESCHETO
PIAZZA AQUILEIA,CODROIPO,CODROIPO PIAZZA AQUILEIA
PIAZZA CHIESA,CODROIPO,CODROIPO PIAZZA CHIESA
PIAZZA D. MORO,CODROIPO,CODROIPO PIAZZA D. MORO
PIAZZA DANTE ALIGHIERI,CODROIPO,CODROIPO PIAZZA DANTE ALIGHIERI
PIAZZA DEI DOGI,CODROIPO,CODROIPO PIAZZA DEI DOGI
PIAZZA DELLA LEGNA,CODROIPO,CODROIPO PIAZZA DELLA LEGNA
PIAZZA DELLE SCUOLE,CODROIPO,CODROIPO PIAZZA DELLE SCUOLE
PIAZZA DELLE SCUOLE - RIVOLTO,CODROIPO,CODROIPO PIAZZA DELLE SCUOLE - RIVOLTO
PIAZZA FONTANA,CODROIPO,CODROIPO PIAZZA FONTANA
PIAZZA FONTANE,CODROIPO,CODROIPO PIAZZA FONTANE
PIAZZA GIARDINI PUBBLICI,CODROIPO,CODROIPO PIAZZA GIARDINI PUBBLICI
PIAZZA GIUSEPPE GARIBALDI,CODROIPO,CODROIPO PIAZZA GIUSEPPE GARIBALDI
PIAZZA MANIN,CODROIPO,CODROIPO PIAZZA MANIN
PIAZZA 2 FONTANE,CODROIPO,CODROIPO PIAZZA 2 FONTANE
PIAZZALE GEMONA,CODROIPO,CODROIPO PIAZZALE GEMONA
PIAZZALE GUGLIELMO OBERDAN,CODROIPO,CODROIPO PIAZZALE GUGLIELMO OBERDAN
PIAZZALE MANIN,CODROIPO,CODROIPO PIAZZALE MANIN
PIAZZETTA DON VITO ZORATTI,CODROIPO,CODROIPO PIAZZETTA DON VITO ZORATTI
PIAZZETTA GUGLIELMO MARCONI,CODROIPO,CODROIPO PIAZZETTA GUGLIELMO MARCONI
PIAZZETTA SANTI ERMACORA E FORTUNATO,CODROIPO,CODROIPO PIAZZETTA SANTI ERMACORA E FORTUNATO
STRADA PROVINCIALE DEL VARMO,CODROIPO,CODROIPO STRADA PROVINCIALE DEL VARMO
STRADA STATALE,CODROIPO,CODROIPO STRADA STATALE
VIA A. MATTIONI,CODROIPO,CODROIPO VIA A. MATTIONI
VIA A. SCHIAVI,CODROIPO,CODROIPO VIA A. SCHIAVI
VIA AGHE LUSINT,CODROIPO,CODROIPO VIA AGHE LUSINT
VIA ALBINO PEROSA,CODROIPO,CODROIPO VIA ALBINO PEROSA
VIA ALCIDE DE GASPERI,CODROIPO,CODROIPO VIA ALCIDE DE GASPERI
VIA ALESSANDRO MANZONI,CODROIPO,CODROIPO VIA ALESSANDRO MANZONI
VIA AMPEZZO,CODROIPO,CODROIPO VIA AMPEZZO
VIA ANDREA DORIA,CODROIPO,CODROIPO VIA ANDREA DORIA
VIA ANDREA LUIGI PAGLIERI,CODROIPO,CODROIPO VIA ANDREA LUIGI PAGLIERI
VIA ANNA FABRIS,CODROIPO,CODROIPO VIA ANNA FABRIS
VIA ANTONIO CARNEO,CODROIPO,CODROIPO VIA ANTONIO CARNEO
VIA ANTONIO DA FIRENZE,CODROIPO,CODROIPO VIA ANTONIO DA FIRENZE
VIA ANTONIO GRAMSCI,CODROIPO,CODROIPO VIA ANTONIO GRAMSCI
VIA ANTONIO ZANON,CODROIPO,CODROIPO VIA ANTONIO ZANON
VIA ARMENTARESSE,CODROIPO,CODROIPO VIA ARMENTARESSE
VIA ARTEGNA,CODROIPO,CODROIPO VIA ARTEGNA
VIA ARTURO MALIGNANI,CODROIPO,CODROIPO VIA ARTURO MALIGNANI
VIA ARTURO ZARDINI,CODROIPO,CODROIPO VIA ARTURO ZARDINI
VIA ASCOLI GRAZIADIO,CODROIPO,CODROIPO VIA ASCOLI GRAZIADIO
VIA ASILO,CODROIPO,CODROIPO VIA ASILO
VIA ASILO 1,CODROIPO,CODROIPO VIA ASILO 1
VIA BALILLA,CODROIPO,CODROIPO VIA BALILLA
VIA BASSA,CODROIPO,CODROIPO VIA BASSA
VIA BEANO,CODROIPO,CODROIPO VIA BEANO
VIA BEARS,CODROIPO,CODROIPO VIA BEARS
VIA BELLUNELLO,CODROIPO,CODROIPO VIA BELLUNELLO
VIA BERTIOLO,CODROIPO,CODROIPO VIA BERTIOLO
VIA BIAUZZO,CODROIPO,CODROIPO VIA BIAUZZO
VIA BIZZIS,CODROIPO,CODROIPO VIA BIZZIS
VIA CAMPESTRE,CODROIPO,CODROIPO VIA CAMPESTRE
VIA CANALE I,CODROIPO,CODROIPO VIA CANALE I
VIA CANALE II,CODROIPO,CODROIPO VIA CANALE II
VIA CAPOLUOGO,CODROIPO,CODROIPO VIA CAPOLUOGO
VIA CAPRERA,CODROIPO,CODROIPO VIA CAPRERA
VIA CAPRETTO,CODROIPO,CODROIPO VIA CAPRETTO
VIA CARLO CATTANEO,CODROIPO,CODROIPO VIA CARLO CATTANEO
VIA CARNEO,CODROIPO,CODROIPO VIA CARNEO
VIA CARNIA,CODROIPO,CODROIPO VIA CARNIA
VIA CARTIERA,CODROIPO,CODROIPO VIA CARTIERA
VIA CASALI NUOVI,CODROIPO,CODROIPO VIA CASALI NUOVI
VIA CASALI VECCHI,CODROIPO,CODROIPO VIA CASALI VECCHI
VIA CASARSA DELLA DELIZIA,CODROIPO,CODROIPO VIA CASARSA DELLA DELIZIA
VIA CASTELLIERE,CODROIPO,CODROIPO VIA CASTELLIERE
VIA CATERINA PERCOTO,CODROIPO,CODROIPO VIA CATERINA PERCOTO
VIA CAVALCAVIA,CODROIPO,CODROIPO VIA CAVALCAVIA
VIA CESARE AUGUSTO SEGHIZZI,CODROIPO,CODROIPO VIA CESARE AUGUSTO SEGHIZZI
VIA CESARE BATTISTI,CODROIPO,CODROIPO VIA CESARE BATTISTI
VIA CESARE CATTANEO,CODROIPO,CODROIPO VIA CESARE CATTANEO
VIA CHINO ERMACORA,CODROIPO,CODROIPO VIA CHINO ERMACORA
VIA CHIUSA,CODROIPO,CODROIPO VIA CHIUSA
VIA CIRCONV.NE EST,CODROIPO,CODROIPO VIA CIRCONV.NE EST
VIA CIRCONV.NE NORD,CODROIPO,CODROIPO VIA CIRCONV.NE NORD
VIA CIRCONV.NE OVEST,CODROIPO,CODROIPO VIA CIRCONV.NE OVEST
VIA CIRCONV.NE SUD,CODROIPO,CODROIPO VIA CIRCONV.NE SUD
VIA CODERNO,CODROIPO,CODROIPO VIA CODERNO
VIA CODROIPO,CODROIPO,CODROIPO VIA CODROIPO
VIA COMAT,CODROIPO,CODROIPO VIA COMAT
VIA CORDANS,CODROIPO,CODROIPO VIA CORDANS
VIA CORTINA,CODROIPO,CODROIPO VIA CORTINA
VIA COSEAT,CODROIPO,CODROIPO VIA COSEAT
VIA CRISTOFORO COLOMBO,CODROIPO,CODROIPO VIA CRISTOFORO COLOMBO
VIA DANIELE MORO,CODROIPO,CODROIPO VIA DANIELE MORO
VIA DE PAOLIS,CODROIPO,CODROIPO VIA DE PAOLIS
VIA DEGLI,CODROIPO,CODROIPO VIA DEGLI
VIA DEGLI ACERI,CODROIPO,CODROIPO VIA DEGLI ACERI
VIA DEGLI OLMI,CODROIPO,CODROIPO VIA DEGLI OLMI
VIA DEGLI ONTANI,CODROIPO,CODROIPO VIA DEGLI ONTANI
VIA DEGLI ORTI,CODROIPO,CODROIPO VIA DEGLI ORTI
VIA DEGLI OTTANI,CODROIPO,CODROIPO VIA DEGLI OTTANI
VIA DEI BAS,CODROIPO,CODROIPO VIA DEI BAS
VIA DEI CACCIATORI,CODROIPO,CODROIPO VIA DEI CACCIATORI
VIA DEI CARPINI,CODROIPO,CODROIPO VIA DEI CARPINI
VIA DEI DOGI,CODROIPO,CODROIPO VIA DEI DOGI
VIA DEI FRASSINI,CODROIPO,CODROIPO VIA DEI FRASSINI
VIA DEI GELSI,CODROIPO,CODROIPO VIA DEI GELSI
VIA DEI PINI,CODROIPO,CODROIPO VIA DEI PINI
VIA DEI PIOPPI,CODROIPO,CODROIPO VIA DEI PIOPPI
VIA DEI PLATANI,CODROIPO,CODROIPO VIA DEI PLATANI
VIA DEI PRATI,CODROIPO,CODROIPO VIA DEI PRATI
VIA DEI SOMEDA,CODROIPO,CODROIPO VIA DEI SOMEDA
VIA DEI TIGLI,CODROIPO,CODROIPO VIA DEI TIGLI
VIA DEI VAI,CODROIPO,CODROIPO VIA DEI VAI
VIA DEL FORTE,CODROIPO,CODROIPO VIA DEL FORTE
VIA DEL GIARDINO,CODROIPO,CODROIPO VIA DEL GIARDINO
VIA DEL GUADO,CODROIPO,CODROIPO VIA DEL GUADO
VIA DEL LEDRA,CODROIPO,CODROIPO VIA DEL LEDRA
VIA DEL PONTE,CODROIPO,CODROIPO VIA DEL PONTE
VIA DEL PORTELUZZO,CODROIPO,CODROIPO VIA DEL PORTELUZZO
VIA DEL SANTUARIO,CODROIPO,CODROIPO VIA DEL SANTUARIO
VIA DEL SUEI,CODROIPO,CODROIPO VIA DEL SUEI
VIA DELL' EMIGRANTE,CODROIPO,CODROIPO VIA DELL' EMIGRANTE
VIA DELLA BRAIDA,CODROIPO,CODROIPO VIA DELLA BRAIDA
VIA DELLA CHIESA,CODROIPO,CODROIPO VIA DELLA CHIESA
VIA DELLA FORNACE,CODROIPO,CODROIPO VIA DELLA FORNACE
VIA DELLA MADONNINA,CODROIPO,CODROIPO VIA DELLA MADONNINA
VIA DELLA RIMEMBRANZE,CODROIPO,CODROIPO VIA DELLA RIMEMBRANZE
VIA DELLA ROSTA,CODROIPO,CODROIPO VIA DELLA ROSTA
VIA DELLA SEGHERIA,CODROIPO,CODROIPO VIA DELLA SEGHERIA
VIA DELLA VENERANDA,CODROIPO,CODROIPO VIA DELLA VENERANDA
VIA DELLA VIGNA VECCHIA,CODROIPO,CODROIPO VIA DELLA VIGNA VECCHIA
VIA DELLE ACACIE,CODROIPO,CODROIPO VIA DELLE ACACIE
VIA DELLE BETULLE,CODROIPO,CODROIPO VIA DELLE BETULLE
VIA DELLE QUERCE,CODROIPO,CODROIPO VIA DELLE QUERCE
VIA DELLE SCUOLE,CODROIPO,CODROIPO VIA DELLE SCUOLE
VIA DELLE SERRE,CODROIPO,CODROIPO VIA DELLE SERRE
VIA DELLE TORRI,CODROIPO,CODROIPO VIA DELLE TORRI
VIA DELLE VIGNE,CODROIPO,CODROIPO VIA DELLE VIGNE
VIA DELLO STELLA,CODROIPO,CODROIPO VIA DELLO STELLA
VIA DI RIVA,CODROIPO,CODROIPO VIA DI RIVA
VIA DIVISIONE JULIA,CODROIPO,CODROIPO VIA DIVISIONE JULIA
VIA DOMENICO SCOLARI,CODROIPO,CODROIPO VIA DOMENICO SCOLARI
VIA DON GIOVANNI MINZONI,CODROIPO,CODROIPO VIA DON GIOVANNI MINZONI
VIA DON LUIGI STURZO,CODROIPO,CODROIPO VIA DON LUIGI STURZO
VIA DUE PLATANI,CODROIPO,CODROIPO VIA DUE PLATANI
VIA ENRICO CENGARLE,CODROIPO,CODROIPO VIA ENRICO CENGARLE
VIA ENRICO MATTIA ZUZZI,CODROIPO,CODROIPO VIA ENRICO MATTIA ZUZZI
VIA ERMES DI COLLOREDO,CODROIPO,CODROIPO VIA ERMES DI COLLOREDO
VIA ERMINIA,CODROIPO,CODROIPO VIA ERMINIA
VIA ERMINIO FRUCH,CODROIPO,CODROIPO VIA ERMINIO FRUCH
VIA ETTORE CRIPPA,CODROIPO,CODROIPO VIA ETTORE CRIPPA
VIA EUROPA UNITA,CODROIPO,CODROIPO VIA EUROPA UNITA
VIA FAEDIS,CODROIPO,CODROIPO VIA FAEDIS
VIA FERMO SOLARI,CODROIPO,CODROIPO VIA FERMO SOLARI
VIA FERROVIA,CODROIPO,CODROIPO VIA FERROVIA
VIA FIUME,CODROIPO,CODROIPO VIA FIUME
VIA F.LLI BATTELLINI,CODROIPO,CODROIPO VIA F.LLI BATTELLINI
VIA F.LLI SAVOIA Z.A PICCOLA  DI MORO 2,CODROIPO,CODROIPO VIA F.LLI SAVOIA Z.A PICCOLA  DI MORO 2
VIA FLORIANO CANDONIO,CODROIPO,CODROIPO VIA FLORIANO CANDONIO
VIA FLORIGERIO,CODROIPO,CODROIPO VIA FLORIGERIO
VIA FORGARIA,CODROIPO,CODROIPO VIA FORGARIA
VIA FORO BOARIO,CODROIPO,CODROIPO VIA FORO BOARIO
VIA FRANCESCO OSTERMANN,CODROIPO,CODROIPO VIA FRANCESCO OSTERMANN
VIA FRANCO BERTAGNOLLI,CODROIPO,CODROIPO VIA FRANCO BERTAGNOLLI
VIA FRATELLI CERVI,CODROIPO,CODROIPO VIA FRATELLI CERVI
VIA FRATELLI ROSSELLI,CODROIPO,CODROIPO VIA FRATELLI ROSSELLI
VIA FRATELLI SAVOIA,CODROIPO,CODROIPO VIA FRATELLI SAVOIA
VIA FRIULI,CODROIPO,CODROIPO VIA FRIULI
VIA FROVA,CODROIPO,CODROIPO VIA FROVA
VIA G. DA PORDENONE,CODROIPO,CODROIPO VIA G. DA PORDENONE
VIA G. E O. MARINELLI,CODROIPO,CODROIPO VIA G. E O. MARINELLI
VIA GABRIELE LUIGI PECILE,CODROIPO,CODROIPO VIA GABRIELE LUIGI PECILE
VIA G.DA PORDENONE,CODROIPO,CODROIPO VIA G.DA PORDENONE
VIA GIACOMO MATTEOTTI,CODROIPO,CODROIPO VIA GIACOMO MATTEOTTI
VIA GIACOMO PITTONI,CODROIPO,CODROIPO VIA GIACOMO PITTONI
VIA GIANFRANCESCO DA TOLMEZZO,CODROIPO,CODROIPO VIA GIANFRANCESCO DA TOLMEZZO
VIA GIARDINI,CODROIPO,CODROIPO VIA GIARDINI
VIA GIORGIO GATTERI,CODROIPO,CODROIPO VIA GIORGIO GATTERI
VIA GIORGIO MAINERIO,CODROIPO,CODROIPO VIA GIORGIO MAINERIO
VIA GIOSUE' CARDUCCI,CODROIPO,CODROIPO VIA GIOSUE' CARDUCCI
VIA GIOVANNI ANTONIO DA PORDENONE,CODROIPO,CODROIPO VIA GIOVANNI ANTONIO DA PORDENONE
VIA GIOVANNI BATTISTA CANDOTTI,CODROIPO,CODROIPO VIA GIOVANNI BATTISTA CANDOTTI
VIA GIOVANNI BATTISTA GALLERIO,CODROIPO,CODROIPO VIA GIOVANNI BATTISTA GALLERIO
VIA GIOVANNI BATTISTA TONIOLO,CODROIPO,CODROIPO VIA GIOVANNI BATTISTA TONIOLO
VIA GIOVANNI DA UDINE,CODROIPO,CODROIPO VIA GIOVANNI DA UDINE
VIA GIULIO LOCATELLI,CODROIPO,CODROIPO VIA GIULIO LOCATELLI
VIA GIUSEPPE BIANCHI,CODROIPO,CODROIPO VIA GIUSEPPE BIANCHI
VIA GIUSEPPE ELLERO,CODROIPO,CODROIPO VIA GIUSEPPE ELLERO
VIA GIUSEPPE MARCOTTI,CODROIPO,CODROIPO VIA GIUSEPPE MARCOTTI
VIA GIUSEPPE MARTINA,CODROIPO,CODROIPO VIA GIUSEPPE MARTINA
VIA GIUSEPPE MAZZINI,CODROIPO,CODROIPO VIA GIUSEPPE MAZZINI
VIA GIUSEPPE TUBARO,CODROIPO,CODROIPO VIA GIUSEPPE TUBARO
VIA GIUSEPPE VERDI,CODROIPO,CODROIPO VIA GIUSEPPE VERDI
VIA GIUSTINO FORTUNATO,CODROIPO,CODROIPO VIA GIUSTINO FORTUNATO
VIA GORIZIA,CODROIPO,CODROIPO VIA GORIZIA
VIA GRADISCJE,CODROIPO,CODROIPO VIA GRADISCJE
VIA GRIULIS,CODROIPO,CODROIPO VIA GRIULIS
VIA GROVIS,CODROIPO,CODROIPO VIA GROVIS
VIA I. ASCOLI,CODROIPO,CODROIPO VIA I. ASCOLI
VIA I MAGGIO,CODROIPO,CODROIPO VIA I MAGGIO
VIA IMPERIA,CODROIPO,CODROIPO VIA IMPERIA
VIA IMPERIAI,CODROIPO,CODROIPO VIA IMPERIAI
VIA INDIPENDENZA,CODROIPO,CODROIPO VIA INDIPENDENZA
VIA INVALIDI DEL LAVORO,CODROIPO,CODROIPO VIA INVALIDI DEL LAVORO
VIA IPPOLITO NIEVO,CODROIPO,CODROIPO VIA IPPOLITO NIEVO
VIA ISONZO,CODROIPO,CODROIPO VIA ISONZO
VIA ISTRIA,CODROIPO,CODROIPO VIA ISTRIA
VIA ITALIA,CODROIPO,CODROIPO VIA ITALIA
VIA IV NOVEMBRE,CODROIPO,CODROIPO VIA IV NOVEMBRE
VIA JACOPO PIRONA,CODROIPO,CODROIPO VIA JACOPO PIRONA
VIA JACOPO TOMADINI,CODROIPO,CODROIPO VIA JACOPO TOMADINI
VIA L. CHIOZZA,CODROIPO,CODROIPO VIA L. CHIOZZA
VIA L. DE PAOLIS,CODROIPO,CODROIPO VIA L. DE PAOLIS
VIA LANCIERI DI NOVARA,CODROIPO,CODROIPO VIA LANCIERI DI NOVARA
VIA LASIS,CODROIPO,CODROIPO VIA LASIS
VIA LATISANA,CODROIPO,CODROIPO VIA LATISANA
VIA LIGNANO,CODROIPO,CODROIPO VIA LIGNANO
VIA LINO ZANUSSI,CODROIPO,CODROIPO VIA LINO ZANUSSI
VIA LIVENZA,CODROIPO,CODROIPO VIA LIVENZA
VIA LONCA,CODROIPO,CODROIPO VIA LONCA
VIA LOVARIA,CODROIPO,CODROIPO VIA LOVARIA
VIA LUCA MONVERDE,CODROIPO,CODROIPO VIA LUCA MONVERDE
VIA LUIGI DE PAULIS,CODROIPO,CODROIPO VIA LUIGI DE PAULIS
VIA LUIGI FAIDUTTI,CODROIPO,CODROIPO VIA LUIGI FAIDUTTI
VIA MAIANO,CODROIPO,CODROIPO VIA MAIANO
VIA MALIGNANI,CODROIPO,CODROIPO VIA MALIGNANI
VIA MALOSARIE,CODROIPO,CODROIPO VIA MALOSARIE
VIA MANGIAROTTI,CODROIPO,CODROIPO VIA MANGIAROTTI
VIA MARCO POLO,CODROIPO,CODROIPO VIA MARCO POLO
VIA MARINUT,CODROIPO,CODROIPO VIA MARINUT
VIA MICHELANGELO GRIGOLETTI,CODROIPO,CODROIPO VIA MICHELANGELO GRIGOLETTI
VIA MICHELE GORTANI,CODROIPO,CODROIPO VIA MICHELE GORTANI
VIA MINATEL,CODROIPO,CODROIPO VIA MINATEL
VIA MOLINI,CODROIPO,CODROIPO VIA MOLINI
VIA MOLINO,CODROIPO,CODROIPO VIA MOLINO
VIA MONTE CANIN,CODROIPO,CODROIPO VIA MONTE CANIN
VIA MONTE GRAPPA,CODROIPO,CODROIPO VIA MONTE GRAPPA
VIA MONTE NERO,CODROIPO,CODROIPO VIA MONTE NERO
VIA MORAULIS,CODROIPO,CODROIPO VIA MORAULIS
VIA MUSSARS,CODROIPO,CODROIPO VIA MUSSARS
VIA N. E M. GABRIELLI,CODROIPO,CODROIPO VIA N. E M. GABRIELLI
VIA NICOLA GRASSI,CODROIPO,CODROIPO VIA NICOLA GRASSI
VIA NIMIS,CODROIPO,CODROIPO VIA NIMIS
VIA NOGARUT,CODROIPO,CODROIPO VIA NOGARUT
VIA ODORICO POLITI,CODROIPO,CODROIPO VIA ODORICO POLITI
VIA OLTRE FERROVIA,CODROIPO,CODROIPO VIA OLTRE FERROVIA
VIA ONTANI,CODROIPO,CODROIPO VIA ONTANI
VIA ORESTE ROSSO,CODROIPO,CODROIPO VIA ORESTE ROSSO
VIA OSOPPO,CODROIPO,CODROIPO VIA OSOPPO
VIA PACIFICO VALUSSI,CODROIPO,CODROIPO VIA PACIFICO VALUSSI
VIA PALMANOVA,CODROIPO,CODROIPO VIA PALMANOVA
VIA PANIS,CODROIPO,CODROIPO VIA PANIS
VIA PANTIANICCO,CODROIPO,CODROIPO VIA PANTIANICCO
VIA PAOLO DIACONO,CODROIPO,CODROIPO VIA PAOLO DIACONO
VIA PASQUALE PARDI,CODROIPO,CODROIPO VIA PASQUALE PARDI
VIA PASSARIANO,CODROIPO,CODROIPO VIA PASSARIANO
VIA PEVARIS,CODROIPO,CODROIPO VIA PEVARIS
VIA P.F. CALVI,CODROIPO,CODROIPO VIA P.F. CALVI
VIA PIAVE,CODROIPO,CODROIPO VIA PIAVE
VIA PIER FORTUNATO CALVI,CODROIPO,CODROIPO VIA PIER FORTUNATO CALVI
VIA PIER SILVERIO LEICHT,CODROIPO,CODROIPO VIA PIER SILVERIO LEICHT
VIA PIERO GOBETTI,CODROIPO,CODROIPO VIA PIERO GOBETTI
VIA PIERO PEZZE',CODROIPO,CODROIPO VIA PIERO PEZZE'
VIA PIETRO ZORUTTI,CODROIPO,CODROIPO VIA PIETRO ZORUTTI
VIA PLACEREANI,CODROIPO,CODROIPO VIA PLACEREANI
VIA POLA,CODROIPO,CODROIPO VIA POLA
VIA POMPONIO AMALTEO,CODROIPO,CODROIPO VIA POMPONIO AMALTEO
VIA PONTE DELIZIA,CODROIPO,CODROIPO VIA PONTE DELIZIA
VIA PORDENONE,CODROIPO,CODROIPO VIA PORDENONE
VIA POZZO,CODROIPO,CODROIPO VIA POZZO
VIA PRATI DI LORETO,CODROIPO,CODROIPO VIA PRATI DI LORETO
VIA PRINCIPALE,CODROIPO,CODROIPO VIA PRINCIPALE
VIA QUADRIVIO,CODROIPO,CODROIPO VIA QUADRIVIO
VIA QUARNIC,CODROIPO,CODROIPO VIA QUARNIC
VIA RENATO DEL DIN,CODROIPO,CODROIPO VIA RENATO DEL DIN
VIA RIMEMBRANZE,CODROIPO,CODROIPO VIA RIMEMBRANZE
VIA RISORGIVE,CODROIPO,CODROIPO VIA RISORGIVE
VIA ROMA,CODROIPO,CODROIPO VIA ROMA
VIA ROVEREDO,CODROIPO,CODROIPO VIA ROVEREDO
VIA SALVO D' ACQUISTO,CODROIPO,CODROIPO VIA SALVO D' ACQUISTO
VIA SAN DANIELE,CODROIPO,CODROIPO VIA SAN DANIELE
VIA SAN LORENZO,CODROIPO,CODROIPO VIA SAN LORENZO
VIA SAN MARCO,CODROIPO,CODROIPO VIA SAN MARCO
VIA SAN MARTINO,CODROIPO,CODROIPO VIA SAN MARTINO
VIA SAN PIETRO,CODROIPO,CODROIPO VIA SAN PIETRO
VIA SAN ROCCO,CODROIPO,CODROIPO VIA SAN ROCCO
VIA SAN VIDOTTO,CODROIPO,CODROIPO VIA SAN VIDOTTO
VIA SAN VITO,CODROIPO,CODROIPO VIA SAN VITO
VIA SANTA CECILIA,CODROIPO,CODROIPO VIA SANTA CECILIA
VIA SANTA MARIA MAGGIORE,CODROIPO,CODROIPO VIA SANTA MARIA MAGGIORE
VIA SANTA MARIZZA,CODROIPO,CODROIPO VIA SANTA MARIZZA
VIA SANTE SABIDE,CODROIPO,CODROIPO VIA SANTE SABIDE
VIA SANTI PIETRO E PAOLO,CODROIPO,CODROIPO VIA SANTI PIETRO E PAOLO
VIA SAVORGNAN DI BRAZZA',CODROIPO,CODROIPO VIA SAVORGNAN DI BRAZZA'
VIA SCHIEDIS,CODROIPO,CODROIPO VIA SCHIEDIS
VIA SEBASTIANO BOMBELLI,CODROIPO,CODROIPO VIA SEBASTIANO BOMBELLI
VIA SEBASTIANO RICCI,CODROIPO,CODROIPO VIA SEBASTIANO RICCI
VIA SEDEGLIANO,CODROIPO,CODROIPO VIA SEDEGLIANO
VIA SELLA,CODROIPO,CODROIPO VIA SELLA
VIA SELVA,CODROIPO,CODROIPO VIA SELVA
VIA SELVUZZA,CODROIPO,CODROIPO VIA SELVUZZA
VIA STAZIONE,CODROIPO,CODROIPO VIA STAZIONE
VIA STRETTA,CODROIPO,CODROIPO VIA STRETTA
VIA TAGLIAMENTO,CODROIPO,CODROIPO VIA TAGLIAMENTO
VIA TARCENTO,CODROIPO,CODROIPO VIA TARCENTO
VIA TARVISIO,CODROIPO,CODROIPO VIA TARVISIO
VIA TEOBALDO CICONI,CODROIPO,CODROIPO VIA TEOBALDO CICONI
VIA TESSITORI,CODROIPO,CODROIPO VIA TESSITORI
VIA TIMAVO,CODROIPO,CODROIPO VIA TIMAVO
VIA TITA MARZUTTINI,CODROIPO,CODROIPO VIA TITA MARZUTTINI
VIA TOLMEZZO,CODROIPO,CODROIPO VIA TOLMEZZO
VIA TORRENTE CORNO,CODROIPO,CODROIPO VIA TORRENTE CORNO
VIA TRENTO,CODROIPO,CODROIPO VIA TRENTO
VIA TRIESTE,CODROIPO,CODROIPO VIA TRIESTE
VIA UDINE,CODROIPO,CODROIPO VIA UDINE
VIA VALVASONE,CODROIPO,CODROIPO VIA VALVASONE
VIA VARMO,CODROIPO,CODROIPO VIA VARMO
VIA VECCHIA POSTALE,CODROIPO,CODROIPO VIA VECCHIA POSTALE
VIA VENZONE,CODROIPO,CODROIPO VIA VENZONE
VIA VILLACACCIA,CODROIPO,CODROIPO VIA VILLACACCIA
VIA VILLAORBA,CODROIPO,CODROIPO VIA VILLAORBA
VIA VOLI,CODROIPO,CODROIPO VIA VOLI
