alias_address,alias_city,georeferencingString
VIA PRADISSIS,BUJA,BUJA VIA PRADISSIS
VIA PRAZ DAI TROIS,BUJA,BUJA VIA PRAZ DAI TROIS
VIA PRECARIACCO,BUJA,BUJA VIA PRECARIACCO
VIA PROV. OSOVANA,BUJA,BUJA VIA PROV. OSOVANA
VIA PROV.OSOVANA,BUJA,BUJA VIA PROV.OSOVANA
VIA QUARTAE,BUJA,BUJA VIA QUARTAE
VIA RIO GELATO,BUJA,BUJA VIA RIO GELATO
VIA RIO GJAMBARIN,BUJA,BUJA VIA RIO GJAMBARIN
VIA RIO QUARNARIE,BUJA,BUJA VIA RIO QUARNARIE
VIA RIO RAI,BUJA,BUJA VIA RIO RAI
VIA RIO RAM,BUJA,BUJA VIA RIO RAM
VIA RIULE,BUJA,BUJA VIA RIULE
VIA RIVE DI CAJ,BUJA,BUJA VIA RIVE DI CAJ
VIA RIVE DI SAN PIERI,BUJA,BUJA VIA RIVE DI SAN PIERI
VIA RIVE DI SGNAF,BUJA,BUJA VIA RIVE DI SGNAF
VIA ROATE,BUJA,BUJA VIA ROATE
VIA S FLOREANO,BUJA,BUJA VIA S FLOREANO
VIA S. STEFANO,BUJA,BUJA VIA S. STEFANO
VIA SALA,BUJA,BUJA VIA SALA
VIA SALETTI,BUJA,BUJA VIA SALETTI
VIA SAN BORTUL,BUJA,BUJA VIA SAN BORTUL
VIA SAN FLOREANO,BUJA,BUJA VIA SAN FLOREANO
VIA SAN GIUSEPPE,BUJA,BUJA VIA SAN GIUSEPPE
VIA SANTA CATERINA,BUJA,BUJA VIA SANTA CATERINA
VIA SANTA COLOMBA,BUJA,BUJA VIA SANTA COLOMBA
VIA SANTO STEFANO,BUJA,BUJA VIA SANTO STEFANO
VIA SCJANDELAR,BUJA,BUJA VIA SCJANDELAR
VIA SCLUSIZ,BUJA,BUJA VIA SCLUSIZ
VIA SCRIZ,BUJA,BUJA VIA SCRIZ
VIA SEFFE,BUJA,BUJA VIA SEFFE
VIA S.FLOREANO,BUJA,BUJA VIA S.FLOREANO
VIA SOLARIS,BUJA,BUJA VIA SOLARIS
VIA SOPRAMONTE,BUJA,BUJA VIA SOPRAMONTE
VIA SORGENTI CORMOR,BUJA,BUJA VIA SORGENTI CORMOR
VIA SOT PASC,BUJA,BUJA VIA SOT PASC
VIA SOTTOCASTELLO,BUJA,BUJA VIA SOTTOCASTELLO
VIA SOTTOCOLLE,BUJA,BUJA VIA SOTTOCOLLE
VIA SOTTOCOSTOIA,BUJA,BUJA VIA SOTTOCOSTOIA
VIA SOTTOFRATTA,BUJA,BUJA VIA SOTTOFRATTA
VIA SPESSES,BUJA,BUJA VIA SPESSES
VIA SPIEDULES,BUJA,BUJA VIA SPIEDULES
VIA SPIGJEL,BUJA,BUJA VIA SPIGJEL
VIA SPILUNGJE,BUJA,BUJA VIA SPILUNGJE
VIA SQUARCIANS,BUJA,BUJA VIA SQUARCIANS
VIA STRADE DAI TRENTE CLAPS,BUJA,BUJA VIA STRADE DAI TRENTE CLAPS
VIA STRADE DAL LUC,BUJA,BUJA VIA STRADE DAL LUC
VIA STRADE DAL POZ,BUJA,BUJA VIA STRADE DAL POZ
VIA STRADE DE ANCONE,BUJA,BUJA VIA STRADE DE ANCONE
VIA STRADE DE BARADE,BUJA,BUJA VIA STRADE DE BARADE
VIA STRADE DE TESE,BUJA,BUJA VIA STRADE DE TESE
VIA STRADE DEL CISCJELAT,BUJA,BUJA VIA STRADE DEL CISCJELAT
VIA STRADE DES IMAGINES,BUJA,BUJA VIA STRADE DES IMAGINES
VIA STRADE DI MIEZ,BUJA,BUJA VIA STRADE DI MIEZ
VIA STRADE ROMANE,BUJA,BUJA VIA STRADE ROMANE
VIA STRAMBONS,BUJA,BUJA VIA STRAMBONS
VIA TARCENTINA,BUJA,BUJA VIA TARCENTINA
VIA TAVIELES,BUJA,BUJA VIA TAVIELES
VIA TOMBA,BUJA,BUJA VIA TOMBA
VIA TONZOLANO,BUJA,BUJA VIA TONZOLANO
VIA TORTONA,BUJA,BUJA VIA TORTONA
VIA TRENTINES,BUJA,BUJA VIA TRENTINES
VIA TREPPO,BUJA,BUJA VIA TREPPO
VIA U. PICCOLO,BUJA,BUJA VIA U. PICCOLO
VIA URBIGNACCO,BUJA,BUJA VIA URBIGNACCO
VIA URSININS GRANDE,BUJA,BUJA VIA URSININS GRANDE
VIA URSININS PICCOLO,BUJA,BUJA VIA URSININS PICCOLO
VIA URSINIS GRANDE,BUJA,BUJA VIA URSINIS GRANDE
VIA URSINIS PICCOLO,BUJA,BUJA VIA URSINIS PICCOLO
VIA VIA PROVINCIALE OSOVANA N.13 SCALA B INTERNO 4,BUJA,BUJA VIA VIA PROVINCIALE OSOVANA N.13 SCALA B INTERNO 4
VIA VIDAL,BUJA,BUJA VIA VIDAL
VIA VIDISET,BUJA,BUJA VIA VIDISET
VIA VILLAGGIO BRESCIA,BUJA,BUJA VIA VILLAGGIO BRESCIA
VIA VILSBIBURG,BUJA,BUJA VIA VILSBIBURG
VIA VIUCE,BUJA,BUJA VIA VIUCE
VIA ZALIES,BUJA,BUJA VIA ZALIES
VICOLO LINZ,BUJA,BUJA VICOLO LINZ
FRAZ. GRAUGNICCO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO FRAZ. GRAUGNICCO
LOCALITA' CASALI BIANCHINI,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO LOCALITA' CASALI BIANCHINI
LOCALITA' CASALI MAIONE,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO LOCALITA' CASALI MAIONE
LOCALITA' CASALI SAN ZENONE,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO LOCALITA' CASALI SAN ZENONE
LOCALITA' COMUGNIS,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO LOCALITA' COMUGNIS
LOCALITA' GORIZZO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO LOCALITA' GORIZZO
LOCALITA' PIEVE DI ROSA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO LOCALITA' PIEVE DI ROSA
LOCALITÀ MOLINO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO LOCALITÀ MOLINO
PIAZZA DEL VARMO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO PIAZZA DEL VARMO
PIAZZA MAGGIORE,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO PIAZZA MAGGIORE
PIAZZA SAN VALENTINO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO PIAZZA SAN VALENTINO
PIAZZA SANT' ANDREA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO PIAZZA SANT' ANDREA
STRADA VECCHIA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO STRADA VECCHIA
VIA AQUILEIA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA AQUILEIA
VIA BARTOLOMEO DALL' OCCHIO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA BARTOLOMEO DALL' OCCHIO
VIA BELGRADO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA BELGRADO
VIA BIAUZZO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA BIAUZZO
VIA BUGNINS,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA BUGNINS
VIA CARLO CANEVA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA CARLO CANEVA
VIA CHIESA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA CHIESA
VIA CODROIPO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA CODROIPO
VIA COSEAT,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA COSEAT
VIA CRESCENTIA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA CRESCENTIA
VIA DANIELE MORO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA DANIELE MORO
VIA DEGLI ORGANARI,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA DEGLI ORGANARI
VIA DEL PONTE,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA DEL PONTE
VIA DEL ROIALE,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA DEL ROIALE
VIA DELLE FORNACI,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA DELLE FORNACI
VIA ERMES DI COLLOREDO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA ERMES DI COLLOREDO
VIA FRIULI,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA FRIULI
VIA GLAUNICCO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA GLAUNICCO
VIA GORIZZO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA GORIZZO
VIA GRAVE,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA GRAVE
VIA GRINTIS,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA GRINTIS
VIA HERMES DI COLLOREDO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA HERMES DI COLLOREDO
VIA IPPOLITO NIEVO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA IPPOLITO NIEVO
VIA MAGREDI,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA MAGREDI
VIA MOLINO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA MOLINO
VIA PIER PAOLO PASOLINI,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA PIER PAOLO PASOLINI
VIA PIEVE DI ROSA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA PIEVE DI ROSA
VIA POMPONIO AMALTEO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA POMPONIO AMALTEO
VIA REMO LIANI,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA REMO LIANI
VIA RIMEMBRANZA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA RIMEMBRANZA
VIA ROMA,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA ROMA
VIA SAN LORENZO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA SAN LORENZO
VIA SAN VIDOTTO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA SAN VIDOTTO
VIA SIGNORIS,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA SIGNORIS
VIA SORGENTE,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA SORGENTE
VIA TAGLIAMENTO,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA TAGLIAMENTO
VIA TOMASO TRACANELLI,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA TOMASO TRACANELLI
VIA VIATIS,CAMINO AL TAGLIAMENTO,CAMINO AL TAGLIAMENTO VIA VIATIS
FERMO POSTA,CAMPOFORMIDO,CAMPOFORMIDO FERMO POSTA
LARGO MUNICIPIO,CAMPOFORMIDO,CAMPOFORMIDO LARGO MUNICIPIO
PARCO DEL VOLO,CAMPOFORMIDO,CAMPOFORMIDO PARCO DEL VOLO
PIAZZA IV NOVEMBRE,CAMPOFORMIDO,CAMPOFORMIDO PIAZZA IV NOVEMBRE
PIAZZA TRATTATO,CAMPOFORMIDO,CAMPOFORMIDO PIAZZA TRATTATO
PIAZZA UMBERTO I,CAMPOFORMIDO,CAMPOFORMIDO PIAZZA UMBERTO I
PIAZZA UNIONE,CAMPOFORMIDO,CAMPOFORMIDO PIAZZA UNIONE
STRADA BETULLE,CAMPOFORMIDO,CAMPOFORMIDO STRADA BETULLE
STRADA DEGLI ABETI,CAMPOFORMIDO,CAMPOFORMIDO STRADA DEGLI ABETI
STRADA DEGLI ACERI,CAMPOFORMIDO,CAMPOFORMIDO STRADA DEGLI ACERI
STRADA DEI CAROINI,CAMPOFORMIDO,CAMPOFORMIDO STRADA DEI CAROINI
STRADA DEI CARPINI,CAMPOFORMIDO,CAMPOFORMIDO STRADA DEI CARPINI
STRADA DEI CEDRI,CAMPOFORMIDO,CAMPOFORMIDO STRADA DEI CEDRI
STRADA DEI LECCI,CAMPOFORMIDO,CAMPOFORMIDO STRADA DEI LECCI
STRADA DEI SALICI,CAMPOFORMIDO,CAMPOFORMIDO STRADA DEI SALICI
STRADA DEI TIGLI,CAMPOFORMIDO,CAMPOFORMIDO STRADA DEI TIGLI
STRADA DELL' ARTIGIANATO,CAMPOFORMIDO,CAMPOFORMIDO STRADA DELL' ARTIGIANATO
STRADA DELL' ARTIGIANO,CAMPOFORMIDO,CAMPOFORMIDO STRADA DELL' ARTIGIANO
STRADA DELLE BETULLE,CAMPOFORMIDO,CAMPOFORMIDO STRADA DELLE BETULLE
STRADA DELLE ROBINIE,CAMPOFORMIDO,CAMPOFORMIDO STRADA DELLE ROBINIE
STRADINA LAT.FERROVIA VIA MAGRINII,CAMPOFORMIDO,CAMPOFORMIDO STRADINA LAT.FERROVIA VIA MAGRINII
VIA ADRIATICA,CAMPOFORMIDO,CAMPOFORMIDO VIA ADRIATICA
VIA ALBERTO GOBBO,CAMPOFORMIDO,CAMPOFORMIDO VIA ALBERTO GOBBO
VIA AQUILEIA,CAMPOFORMIDO,CAMPOFORMIDO VIA AQUILEIA
VIA ARMENTARESSA,CAMPOFORMIDO,CAMPOFORMIDO VIA ARMENTARESSA
VIA BASALDELLA,CAMPOFORMIDO,CAMPOFORMIDO VIA BASALDELLA
VIA BASILIANO,CAMPOFORMIDO,CAMPOFORMIDO VIA BASILIANO
VIA BEATO BERTRANDO,CAMPOFORMIDO,CAMPOFORMIDO VIA BEATO BERTRANDO
VIA BRAIDA LONGA,CAMPOFORMIDO,CAMPOFORMIDO VIA BRAIDA LONGA
VIA CAMPOFORMIDO,CAMPOFORMIDO,CAMPOFORMIDO VIA CAMPOFORMIDO
VIA CARPENETO,CAMPOFORMIDO,CAMPOFORMIDO VIA CARPENETO
VIA CATERINA PERCOTO,CAMPOFORMIDO,CAMPOFORMIDO VIA CATERINA PERCOTO
VIA CORAZZANO,CAMPOFORMIDO,CAMPOFORMIDO VIA CORAZZANO
VIA CORMOR,CAMPOFORMIDO,CAMPOFORMIDO VIA CORMOR
VIA CORONA,CAMPOFORMIDO,CAMPOFORMIDO VIA CORONA
VIA CORONE,CAMPOFORMIDO,CAMPOFORMIDO VIA CORONE
VIA CUSSIGNACCO,CAMPOFORMIDO,CAMPOFORMIDO VIA CUSSIGNACCO
VIA DANTE ALIGHIERI,CAMPOFORMIDO,CAMPOFORMIDO VIA DANTE ALIGHIERI
VIA DEGLI ACERI,CAMPOFORMIDO,CAMPOFORMIDO VIA DEGLI ACERI
VIA DEGLI ALPINI,CAMPOFORMIDO,CAMPOFORMIDO VIA DEGLI ALPINI
VIA DEI CADUTI,CAMPOFORMIDO,CAMPOFORMIDO VIA DEI CADUTI
VIA DEI FRASSINI,CAMPOFORMIDO,CAMPOFORMIDO VIA DEI FRASSINI
VIA DEI PASCOLI,CAMPOFORMIDO,CAMPOFORMIDO VIA DEI PASCOLI
VIA DEI PATRIARCHI,CAMPOFORMIDO,CAMPOFORMIDO VIA DEI PATRIARCHI
VIA DEI PRATI,CAMPOFORMIDO,CAMPOFORMIDO VIA DEI PRATI
VIA DEL FRESCO,CAMPOFORMIDO,CAMPOFORMIDO VIA DEL FRESCO
VIA DEL LEDRA,CAMPOFORMIDO,CAMPOFORMIDO VIA DEL LEDRA
VIA DEL MOLINO,CAMPOFORMIDO,CAMPOFORMIDO VIA DEL MOLINO
VIA DEL PASCO,CAMPOFORMIDO,CAMPOFORMIDO VIA DEL PASCO
VIA DEL SOLE,CAMPOFORMIDO,CAMPOFORMIDO VIA DEL SOLE
VIA DELLA CROCE,CAMPOFORMIDO,CAMPOFORMIDO VIA DELLA CROCE
VIA DELLA ROGGIA,CAMPOFORMIDO,CAMPOFORMIDO VIA DELLA ROGGIA
VIA DELLA TOMBA ANTICA,CAMPOFORMIDO,CAMPOFORMIDO VIA DELLA TOMBA ANTICA
VIA DELLA VIGNA,CAMPOFORMIDO,CAMPOFORMIDO VIA DELLA VIGNA
VIA DELLE ROSE,CAMPOFORMIDO,CAMPOFORMIDO VIA DELLE ROSE
VIA DI MEZZO,CAMPOFORMIDO,CAMPOFORMIDO VIA DI MEZZO
VIA DIV. JULIA,CAMPOFORMIDO,CAMPOFORMIDO VIA DIV. JULIA
VIA DON ALBERTO MANZANO,CAMPOFORMIDO,CAMPOFORMIDO VIA DON ALBERTO MANZANO
VIA DON D' AGOSTINO,CAMPOFORMIDO,CAMPOFORMIDO VIA DON D' AGOSTINO
VIA DON FELICE ZULIANI,CAMPOFORMIDO,CAMPOFORMIDO VIA DON FELICE ZULIANI
VIA DON GIUSEPPE PECORARO,CAMPOFORMIDO,CAMPOFORMIDO VIA DON GIUSEPPE PECORARO
VIA DON PIETRO BORIA,CAMPOFORMIDO,CAMPOFORMIDO VIA DON PIETRO BORIA
VIA EDMONDO DE AMICIS,CAMPOFORMIDO,CAMPOFORMIDO VIA EDMONDO DE AMICIS
VIA EMILIO CASCO,CAMPOFORMIDO,CAMPOFORMIDO VIA EMILIO CASCO
VIA ENRICO FERMI,CAMPOFORMIDO,CAMPOFORMIDO VIA ENRICO FERMI
VIA FABIO ASQUINI,CAMPOFORMIDO,CAMPOFORMIDO VIA FABIO ASQUINI
VIA FERDINANDO BONAZZI,CAMPOFORMIDO,CAMPOFORMIDO VIA FERDINANDO BONAZZI
VIA FONDERIA,CAMPOFORMIDO,CAMPOFORMIDO VIA FONDERIA
VIA FRANCESCO BARACCA,CAMPOFORMIDO,CAMPOFORMIDO VIA FRANCESCO BARACCA
VIA GALILEO GALILEI,CAMPOFORMIDO,CAMPOFORMIDO VIA GALILEO GALILEI
VIA GELINDO ZORZI,CAMPOFORMIDO,CAMPOFORMIDO VIA GELINDO ZORZI
VIA GEN. CARLO ALBERTO DALLA CHIESA,CAMPOFORMIDO,CAMPOFORMIDO VIA GEN. CARLO ALBERTO DALLA CHIESA
VIA GENERALE CARLO ALBERTO DALLA CHIESA,CAMPOFORMIDO,CAMPOFORMIDO VIA GENERALE CARLO ALBERTO DALLA CHIESA
VIA GIOVANNI DA UDINE,CAMPOFORMIDO,CAMPOFORMIDO VIA GIOVANNI DA UDINE
VIA GIUSEPPE MAZZINI,CAMPOFORMIDO,CAMPOFORMIDO VIA GIUSEPPE MAZZINI
VIA GIUSEPPE VERDI,CAMPOFORMIDO,CAMPOFORMIDO VIA GIUSEPPE VERDI
VIA GIUSTO FONTANINI,CAMPOFORMIDO,CAMPOFORMIDO VIA GIUSTO FONTANINI
VIA I MAGGIO,CAMPOFORMIDO,CAMPOFORMIDO VIA I MAGGIO
VIA IMMACOLATA,CAMPOFORMIDO,CAMPOFORMIDO VIA IMMACOLATA
VIA IV NOVEMBRE,CAMPOFORMIDO,CAMPOFORMIDO VIA IV NOVEMBRE
VIA JULIA,CAMPOFORMIDO,CAMPOFORMIDO VIA JULIA
VIA L.DA VINCI,CAMPOFORMIDO,CAMPOFORMIDO VIA L.DA VINCI
VIA LEONARDO DA VINCI,CAMPOFORMIDO,CAMPOFORMIDO VIA LEONARDO DA VINCI
VIA LUIGI ZACCARON,CAMPOFORMIDO,CAMPOFORMIDO VIA LUIGI ZACCARON
VIA MARCO MARIUZZA,CAMPOFORMIDO,CAMPOFORMIDO VIA MARCO MARIUZZA
VIA MONSIGNOR FRANCESCO LUCIS,CAMPOFORMIDO,CAMPOFORMIDO VIA MONSIGNOR FRANCESCO LUCIS
VIA NAPOLEONICA,CAMPOFORMIDO,CAMPOFORMIDO VIA NAPOLEONICA
VIA NEVOL,CAMPOFORMIDO,CAMPOFORMIDO VIA NEVOL
VIA ORGNANO,CAMPOFORMIDO,CAMPOFORMIDO VIA ORGNANO
VIA PAVIOTTI,CAMPOFORMIDO,CAMPOFORMIDO VIA PAVIOTTI
VIA PERCOTO,CAMPOFORMIDO,CAMPOFORMIDO VIA PERCOTO
VIA PEZET,CAMPOFORMIDO,CAMPOFORMIDO VIA PEZET
VIA PIETRO ZORUTTI,CAMPOFORMIDO,CAMPOFORMIDO VIA PIETRO ZORUTTI
VIA POZZUOLO,CAMPOFORMIDO,CAMPOFORMIDO VIA POZZUOLO
VIA PRINCIPE DI,CAMPOFORMIDO,CAMPOFORMIDO VIA PRINCIPE DI
VIA PRINCIPE DI PIEMONTE,CAMPOFORMIDO,CAMPOFORMIDO VIA PRINCIPE DI PIEMONTE
VIA PRINCIPE DI UDINE,CAMPOFORMIDO,CAMPOFORMIDO VIA PRINCIPE DI UDINE
VIA REGINA ELENA,CAMPOFORMIDO,CAMPOFORMIDO VIA REGINA ELENA
VIA RODOALDO,CAMPOFORMIDO,CAMPOFORMIDO VIA RODOALDO
VIA ROMA,CAMPOFORMIDO,CAMPOFORMIDO VIA ROMA
VIA ROMANO MORO,CAMPOFORMIDO,CAMPOFORMIDO VIA ROMANO MORO
VIA S MARTINO,CAMPOFORMIDO,CAMPOFORMIDO VIA S MARTINO
VIA S. PERTINI,CAMPOFORMIDO,CAMPOFORMIDO VIA S. PERTINI
VIA SALVO D' ACQUISTO,CAMPOFORMIDO,CAMPOFORMIDO VIA SALVO D' ACQUISTO
VIA SAMARON,CAMPOFORMIDO,CAMPOFORMIDO VIA SAMARON
VIA SAN CANCIANO,CAMPOFORMIDO,CAMPOFORMIDO VIA SAN CANCIANO
VIA SAN DANIELE,CAMPOFORMIDO,CAMPOFORMIDO VIA SAN DANIELE
VIA SAN GIOVANNI,CAMPOFORMIDO,CAMPOFORMIDO VIA SAN GIOVANNI
VIA SAN GIOVANNI BOSCO,CAMPOFORMIDO,CAMPOFORMIDO VIA SAN GIOVANNI BOSCO
VIA SAN MARTINO,CAMPOFORMIDO,CAMPOFORMIDO VIA SAN MARTINO
VIA SAN NICOLO',CAMPOFORMIDO,CAMPOFORMIDO VIA SAN NICOLO'
VIA SAN ROCCO,CAMPOFORMIDO,CAMPOFORMIDO VIA SAN ROCCO
VIA SAN ROCCO 22 - BASALDELLA,CAMPOFORMIDO,CAMPOFORMIDO VIA SAN ROCCO 22 - BASALDELLA
VIA SAN SEBASTIANO,CAMPOFORMIDO,CAMPOFORMIDO VIA SAN SEBASTIANO
VIA SANDRO PERTINI,CAMPOFORMIDO,CAMPOFORMIDO VIA SANDRO PERTINI
VIA SANTA BARBARA,CAMPOFORMIDO,CAMPOFORMIDO VIA SANTA BARBARA
VIA SANTA CATERINA,CAMPOFORMIDO,CAMPOFORMIDO VIA SANTA CATERINA
VIA SCORTOLES,CAMPOFORMIDO,CAMPOFORMIDO VIA SCORTOLES
VIA SECORS,CAMPOFORMIDO,CAMPOFORMIDO VIA SECORS
VIA SILVIO PELLICO,CAMPOFORMIDO,CAMPOFORMIDO VIA SILVIO PELLICO
VIA SOREVILLE,CAMPOFORMIDO,CAMPOFORMIDO VIA SOREVILLE
VIA SOT RIVE,CAMPOFORMIDO,CAMPOFORMIDO VIA SOT RIVE
VIA STRADA DEI TIGLI,CAMPOFORMIDO,CAMPOFORMIDO VIA STRADA DEI TIGLI
VIA STRETTA,CAMPOFORMIDO,CAMPOFORMIDO VIA STRETTA
VIA STRINGHER,CAMPOFORMIDO,CAMPOFORMIDO VIA STRINGHER
VIA UDINE,CAMPOFORMIDO,CAMPOFORMIDO VIA UDINE
VIA VALENTINO PRESANI,CAMPOFORMIDO,CAMPOFORMIDO VIA VALENTINO PRESANI
VIA VARIANO,CAMPOFORMIDO,CAMPOFORMIDO VIA VARIANO
VIA VECCHIA POSTALE,CAMPOFORMIDO,CAMPOFORMIDO VIA VECCHIA POSTALE
VIA VIOTTE,CAMPOFORMIDO,CAMPOFORMIDO VIA VIOTTE
VIA VITTORIO ALFIERI,CAMPOFORMIDO,CAMPOFORMIDO VIA VITTORIO ALFIERI
VIA VITTORIO EMANUELE III,CAMPOFORMIDO,CAMPOFORMIDO VIA VITTORIO EMANUELE III
VIA VIUZZA,CAMPOFORMIDO,CAMPOFORMIDO VIA VIUZZA
VIA XI FEBBRAIO,CAMPOFORMIDO,CAMPOFORMIDO VIA XI FEBBRAIO
VIA ZUGLIANO,CAMPOFORMIDO,CAMPOFORMIDO VIA ZUGLIANO
VIA 11 FEBBRAIO,CAMPOFORMIDO,CAMPOFORMIDO VIA 11 FEBBRAIO
VIALE DEI PATRIARCHI,CAMPOFORMIDO,CAMPOFORMIDO VIALE DEI PATRIARCHI
VIALE DELLE MIMOSE,CAMPOFORMIDO,CAMPOFORMIDO VIALE DELLE MIMOSE
VIALE DELLE ROSE,CAMPOFORMIDO,CAMPOFORMIDO VIALE DELLE ROSE
VICOLO CAPRERA,CAMPOFORMIDO,CAMPOFORMIDO VICOLO CAPRERA
VICOLO CARTIERE,CAMPOFORMIDO,CAMPOFORMIDO VICOLO CARTIERE
VICOLO DEL FREDDO,CAMPOFORMIDO,CAMPOFORMIDO VICOLO DEL FREDDO
VICOLO DEL SALE,CAMPOFORMIDO,CAMPOFORMIDO VICOLO DEL SALE
VICOLO DELLA FORNACE,CAMPOFORMIDO,CAMPOFORMIDO VICOLO DELLA FORNACE
VICOLO DELLA ROSTA,CAMPOFORMIDO,CAMPOFORMIDO VICOLO DELLA ROSTA
VICOLO GENERALE ROMANELLI,CAMPOFORMIDO,CAMPOFORMIDO VICOLO GENERALE ROMANELLI
VICOLO MALIGNANI,CAMPOFORMIDO,CAMPOFORMIDO VICOLO MALIGNANI
VICOLO PECILE,CAMPOFORMIDO,CAMPOFORMIDO VICOLO PECILE
VICOLO POZZO,CAMPOFORMIDO,CAMPOFORMIDO VICOLO POZZO
VICOLO RIVACIS,CAMPOFORMIDO,CAMPOFORMIDO VICOLO RIVACIS
VICOLO SAN FRANCESCO,CAMPOFORMIDO,CAMPOFORMIDO VICOLO SAN FRANCESCO
VICOLO STRINGHER,CAMPOFORMIDO,CAMPOFORMIDO VICOLO STRINGHER
VICOLO ZANON,CAMPOFORMIDO,CAMPOFORMIDO VICOLO ZANON
VILLAGGIO AZZURRO,CAMPOFORMIDO,CAMPOFORMIDO VILLAGGIO AZZURRO
BORGO ISONZO,CAMPOLONGO TAPOGLIANO,CAMPOLONGO TAPOGLIANO BORGO ISONZO
BORGO VERDI,CAMPOLONGO TAPOGLIANO,CAMPOLONGO TAPOGLIANO BORGO VERDI
CORSO ALESSANDRO VOLTA,CAMPOLONGO TAPOGLIANO,CAMPOLONGO TAPOGLIANO CORSO ALESSANDRO VOLTA
CORSO GUGLIELMO MARCONI,CAMPOLONGO TAPOGLIANO,CAMPOLONGO TAPOGLIANO CORSO GUGLIELMO MARCONI
PIAZZA ALESSANDRO MANZONI,CAMPOLONGO TAPOGLIANO,CAMPOLONGO TAPOGLIANO PIAZZA ALESSANDRO MANZONI
PIAZZA INDIPENDENZA,CAMPOLONGO TAPOGLIANO,CAMPOLONGO TAPOGLIANO PIAZZA INDIPENDENZA
PIAZZA LIBERTA',CAMPOLONGO TAPOGLIANO,CAMPOLONGO TAPOGLIANO PIAZZA LIBERTA'
PIAZZALE ESERCITO,CAMPOLONGO TAPOGLIANO,CAMPOLONGO TAPOGLIANO PIAZZALE ESERCITO
