alias_address,alias_city,geocode,geometry,georeferencingString,type
Via Matteotti - Cadrezzate,Cadrezzate - rete Matteotti,"Via Giacomo Matteotti, 21062, Cadrezzate con Osmate, Varese","{'type': 'Point', 'coordinates': [8.643533261103288, 45.795321697626534]}","Via Matteotti - Cadrezzate, Cadrezzate - rete Matteotti, Lombardia",POINT
Via Guido Rossa - Cairate,Cairate,"Via Guido Rossa, 21050, Cairate, Varese","{'type': 'Point', 'coordinates': [8.840760593435496, 45.685413941919364]}","Via Guido Rossa - Cairate, Cairate, Lombardia",POINT
Via Cattaneo - Cairate,Cairate,"Via Carlo Cattaneo, 21050, Cairate, Varese","{'type': 'Point', 'coordinates': [8.850547347647494, 45.69663699141151]}","Via Cattaneo - Cairate, Cairate, Lombardia",POINT
Via Corridoni ang. Via Manzoni - Cairate,Cairate,"Via Filippo Corridoni & Via Alessandro Manzoni, 21050, Cairate, Varese","{'type': 'Point', 'coordinates': [8.870255999999998, 45.687078]}","Via Corridoni ang. Via Manzoni - Cairate, Cairate, Lombardia",POINT
Via Milano - Cairate,Cairate,"Via Milano, 21050, Cairate, Varese","{'type': 'Point', 'coordinates': [8.857099129403274, 45.690373927990116]}","Via Milano - Cairate, Cairate, Lombardia",POINT
Piazza Liberta' - Cairate,Cairate - Municipio,"Piazza Libertà, 21050, Cairate, Varese","{'type': 'Point', 'coordinates': [8.872495009265213, 45.69076696293914]}","Piazza Liberta' - Cairate, Cairate - Municipio, Lombardia",POINT
Piazza Mazzini - Cardano al Campo,Cardano al Campo - Municipio,Municipio di Cardano al Campo,"{'type': 'Point', 'coordinates': [8.772800000000075, 45.644420000000025]}","Piazza Mazzini - Cardano al Campo, Cardano al Campo - Municipio, Lombardia",POINT
Via Roma 6 - Casale Litta,Casale Litta - Municipio,"Via Roma 6, 21020, Casale Litta, Varese","{'type': 'Point', 'coordinates': [8.73724101887013, 45.76824094255291]}","Via Roma 6 - Casale Litta, Casale Litta - Municipio, Lombardia",POINT
Via Don Antonio Corti - Casale Litta,Casale Litta - Scuola Infanzia,"Via Don Antonio Corti, 21020, Casale Litta, Varese","{'type': 'Point', 'coordinates': [8.729381506257434, 45.75204258323419]}","Via Don Antonio Corti - Casale Litta, Casale Litta - Scuola Infanzia, Lombardia",POINT
Via F.lli Cervi - Casale Litta,Casale Litta - Scuola Primaria,"Via Fratelli Cervi, 21020, Casale Litta, Varese","{'type': 'Point', 'coordinates': [8.735691512369675, 45.75684068147325]}","Via F.lli Cervi - Casale Litta, Casale Litta - Scuola Primaria, Lombardia",POINT
Via Roma 103 - Casorate Sempione,Casorate Sempione Cimitero Comunale,"Via Roma 103, 21011, Casorate Sempione, Varese","{'type': 'Point', 'coordinates': [8.749595212293704, 45.66502467579315]}","Via Roma 103 - Casorate Sempione, Casorate Sempione Cimitero Comunale, Lombardia",POINT
Via De Amicis - Casorate Sempione,Casorate Sempione Municipio,Municipio di Casorate Sempione,"{'type': 'Point', 'coordinates': [8.74031995773041, 45.6718399189223]}","Via De Amicis - Casorate Sempione, Casorate Sempione Municipio, Lombardia",POINT
Viale Rimembranze 41 - Cassano Magnago,Cassano Magnago - Cimitero,"Viale Rimembranze 41, 21012, Cassano Magnago, Varese","{'type': 'Point', 'coordinates': [8.827973269115121, 45.66672489177093]}","Viale Rimembranze 41 - Cassano Magnago, Cassano Magnago - Cimitero, Lombardia",POINT
Via Volta - Cassano Magnago,Cassano Magnago - Municipio,Municipio di Cassano Magnago,"{'type': 'Point', 'coordinates': [8.822139988314644, 45.67477001500369]}","Via Volta - Cassano Magnago, Cassano Magnago - Municipio, Lombardia",POINT
Via San Giuseppe 1 Castelseprio,Castelseprio - Municipio,"Via San Giuseppe 1, 21050, Castelseprio, Varese","{'type': 'Point', 'coordinates': [8.861305500000004, 45.716571]}","Via San Giuseppe 1 Castelseprio, Castelseprio - Municipio, Lombardia",POINT
Via Mons. Maurizio Galli - Castiglione Olona,Castiglione Olona Cimitero,"Via Monsignor Maurizio Galli, 21043, Castiglione Olona, Varese","{'type': 'Point', 'coordinates': [8.87262014652686, 45.755084766419515]}","Via Mons. Maurizio Galli - Castiglione Olona, Castiglione Olona Cimitero, Lombardia",POINT
Via G. Marconi 5 - Castiglione Olona,Castiglione Olona Scuola Infanzia,"Via Guglielmo Marconi 5, 21040, Venegono Superiore, Varese","{'type': 'Point', 'coordinates': [8.891742861359617, 45.75781092783774]}","Via G. Marconi 5 - Castiglione Olona, Castiglione Olona Scuola Infanzia, Lombardia",POINT
Via Castiglioni Branda 6 - Castiglione Olona,Castiglione Olona Scuola Media,"Via C. Ludovico Castiglioni 6, 21043, Castiglione Olona, Varese","{'type': 'Point', 'coordinates': [8.87236546794392, 45.75658749347914]}","Via Castiglioni Branda 6 - Castiglione Olona, Castiglione Olona Scuola Media, Lombardia",POINT
Via Minniti 148 - Cavaria con Premezzo,Cavaria - Cimitero Premezzo,"Via Tito Minniti 148, 21044, Cavaria con Premezzo, Varese","{'type': 'Point', 'coordinates': [8.797933530382657, 45.69476996142304]}","Via Minniti 148 - Cavaria con Premezzo, Cavaria - Cimitero Premezzo, Lombardia",POINT
P.zza Sandro Pertini 75 - Cavaria con Premezzo,Cavaria - Municipio,"Cavaria, Cavaria con Premezzo, Varese","{'type': 'Point', 'coordinates': [8.80382000000003, 45.69689000000005]}","P.zza Sandro Pertini 75 - Cavaria con Premezzo, Cavaria - Municipio, Lombardia",POINT
Via Milano - Cocquio Trevisago,Cocquio Trevisago - Cimitero,"Via Milano, 21034, Cocquio-Trevisago, Varese","{'type': 'Point', 'coordinates': [8.70349506333738, 45.85208368157018]}","Via Milano - Cocquio Trevisago, Cocquio Trevisago - Cimitero, Lombardia",POINT
Vicolo alla Chiesa - Coquio Trevisago,Cocquio Trevisago - Fontana,"Cocquio-Trevisago, Varese","{'type': 'Point', 'coordinates': [8.69936000000007, 45.856850000000065]}","Vicolo alla Chiesa - Coquio Trevisago, Cocquio Trevisago - Fontana, Lombardia",POINT
Contrada S. Anna - Cocquio Trevisago,Cocquio Trevisago - Fontana,"Contrada Sant'Anna, 21034, Cocquio-Trevisago, Varese","{'type': 'Point', 'coordinates': [8.692868201591024, 45.87077968019774]}","Contrada S. Anna - Cocquio Trevisago, Cocquio Trevisago - Fontana, Lombardia",POINT
Via Roma - Cocquio Trevisago,Cocquio Trevisago - Municipio,"Via Roma, 21034, Cocquio-Trevisago, Varese","{'type': 'Point', 'coordinates': [8.69502346650563, 45.86038921111542]}","Via Roma - Cocquio Trevisago, Cocquio Trevisago - Municipio, Lombardia",POINT
Piazza Marconi 1 Comabbio,Comabbio - Municipio,"Piazza Guglielmo Marconi 1, 21020, Comabbio, Varese","{'type': 'Point', 'coordinates': [8.674587000000002, 45.77260500000001]}","Piazza Marconi 1 Comabbio, Comabbio - Municipio, Lombardia",POINT
Via Risorgimento - Crosio della Valle,Crosio della Valle - Cimitero,"Via Risorgimento, 21020, Crosio della Valle, Varese","{'type': 'Point', 'coordinates': [8.766183267491432, 45.76173287713306]}","Via Risorgimento - Crosio della Valle, Crosio della Valle - Cimitero, Lombardia",POINT
Via IV Novembre - Crosio della Valle,Crosio della Valle - Municipio,"Crosio della Valle, Varese","{'type': 'Point', 'coordinates': [8.767350000000022, 45.76307000000003]}","Via IV Novembre - Crosio della Valle, Crosio della Valle - Municipio, Lombardia",POINT
Via XXV Aprile Fagnano Olona,Fagnano Olona,"Via 25 Aprile, 21054, Fagnano Olona, Varese","{'type': 'Point', 'coordinates': [8.865221543036201, 45.674677288413434]}","Via XXV Aprile Fagnano Olona, Fagnano Olona, Lombardia",POINT
Via Dante Alighieri - Fagnano Olona,Fagnano Olona,"Via Dante Alighieri, 21054, Fagnano Olona, Varese","{'type': 'Point', 'coordinates': [8.847431737499784, 45.66532925227263]}","Via Dante Alighieri - Fagnano Olona, Fagnano Olona, Lombardia",POINT
Via Rovereto - Fagnano Olona,Fagnano Olona,"Via Rovereto, 21054, Fagnano Olona, Varese","{'type': 'Point', 'coordinates': [8.878977845244446, 45.665850663283]}","Via Rovereto - Fagnano Olona, Fagnano Olona, Lombardia",POINT
Via Arcobaleno - Ferno,Ferno - Asilo Nido,"Via dell'Arcobaleno, 21010, Ferno, Varese","{'type': 'Point', 'coordinates': [8.761445999999996, 45.617868]}","Via Arcobaleno - Ferno, Ferno - Asilo Nido, Lombardia",POINT
Via 5 Martiri - Ferno,Ferno - Scuola Elementare,"Via Cinque Martiri, 21010, Ferno, Varese","{'type': 'Point', 'coordinates': [8.753251828373175, 45.616522621691146]}","Via 5 Martiri - Ferno, Ferno - Scuola Elementare, Lombardia",POINT
Via Marco Polo - Ferno,Ferno - Scuola Media,"Via Marco Polo, 21010, Ferno, Varese","{'type': 'Point', 'coordinates': [8.761321909085202, 45.60949518933285]}","Via Marco Polo - Ferno, Ferno - Scuola Media, Lombardia",POINT
Via Pascoli Gallarate,Gallarate - Crenna,"Via Giovanni Pascoli, 21013, Gallarate, Varese","{'type': 'Point', 'coordinates': [8.78447053503274, 45.67514740046147]}","Via Pascoli Gallarate, Gallarate - Crenna, Lombardia",POINT
Via delle Rose - Gallarate,Gallarate - Parco delle Rose,"Via delle Rose, 21013, Gallarate, Varese","{'type': 'Point', 'coordinates': [8.77820400000001, 45.662269499999994]}","Via delle Rose - Gallarate, Gallarate - Parco delle Rose, Lombardia",POINT
Via XXII Marzo - Arnate,Gallarate Cimitero Arnate,"Via 22 Marzo, 21013, Gallarate, Varese","{'type': 'Point', 'coordinates': [8.797858356921479, 45.64473433018667]}","Via XXII Marzo - Arnate, Gallarate Cimitero Arnate, Lombardia",POINT
Via della Pietà 24 - Gallarate,Gallarate Cimitero Cajello,"Via della Pietà 24, 21013, Gallarate, Varese","{'type': 'Point', 'coordinates': [8.796207919499183, 45.68147472967279]}","Via della Pietà 24 - Gallarate, Gallarate Cimitero Cajello, Lombardia",POINT
Via Monte Santo - Cedrate,Gallarate Cimitero Cedrate,"Via Monte Santo, 21013, Gallarate, Varese","{'type': 'Point', 'coordinates': [8.789415750000012, 45.64008900000002]}","Via Monte Santo - Cedrate, Gallarate Cimitero Cedrate, Lombardia",POINT
Via De Magri - Gallarate,Gallarate Cimitero Centro,"Via Egidio De Magri, 21013, Gallarate, Varese","{'type': 'Point', 'coordinates': [8.800159500000017, 45.655704]}","Via De Magri - Gallarate, Gallarate Cimitero Centro, Lombardia",POINT
Via Bravo Livio - Gavirate,Gavirate Fontana,"Via Livio Bravo, 21026, Gavirate, Varese","{'type': 'Point', 'coordinates': [8.714680126709371, 45.849212799641464]}","Via Bravo Livio - Gavirate, Gavirate Fontana, Lombardia",POINT
Via Garoni - Gavirate,Gavirate Fontana,"Gavirate, Varese","{'type': 'Point', 'coordinates': [8.715430000000026, 45.84475000000003]}","Via Garoni - Gavirate, Gavirate Fontana, Lombardia",POINT
Via Piave - Gavirate,Gavirate Fontana Loc. Beut,"Via Piave, 21026, Gavirate, Varese","{'type': 'Point', 'coordinates': [8.731861176044521, 45.83839842468387]}","Via Piave - Gavirate, Gavirate Fontana Loc. Beut, Lombardia",POINT
Via dello Sport - Gavirate,Gavirate Idrante,"Viale dello Sport, 21026, Gavirate, Varese","{'type': 'Point', 'coordinates': [8.706733022425812, 45.84245161084163]}","Via dello Sport - Gavirate, Gavirate Idrante, Lombardia",POINT
