alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
Piazza G. Marconi,San Zeno Naviglio,<0.05,<1,282,96.4,<0.05,21,615,Dicembre 2019,34.9,<0.1,27.8,<5,23,<0.02,7.9,1.4,431,10.2,35
Via Fobbia,TREVISO BRESCIANO,<0.05,<1,203,37.2,0.13,<2,341,Dicembre 2019,20.9,<0.1,27.0,<5,4,<0.02,8.3,<0.5,239,0.8,3
Via Roma,TREVISO BRESCIANO,<0.05,<1,210,79.1,0.11,2,390,Dicembre 2019,22.8,<0.1,6.8,<5,4,<0.02,7.6,0.5,273,1.5,14
Via Valledrane,TREVISO BRESCIANO,<0.05,<1,193,56.1,0.19,2,407,Dicembre 2019,24.2,<0.1,27.3,<5,12,<0.02,7.7,<0.5,285,1.7,38
Via Roma (Trebbio),Treviso Bresciano,<0.05,<1,210,79.1,0.11,2,390,Dicembre 2019,22.8,<0.1,6.8,<5,4,<0.02,7.6,0.5,273,1.5,14
Via Caschino,VALLIO TERME,<0.05,<1,269,55.6,0.08,10,485,Dicembre 2019,29.0,<0.1,32.3,<5,8,<0.02,8.2,<0.5,340,5.0,6
Via Paolo VI,VALLIO TERME,<0.05,<1,256,51.8,0.05,<2,417,Dicembre 2019,26.1,<0.1,30.6,<5,5,<0.02,8.3,<0.5,292,0.7,4
Via Porle,VALLIO TERME,<0.05,<1,275,100.6,<0.05,31,673,Dicembre 2019,35.8,<0.1,29.1,<5,19,<0.02,8.0,1.5,471,17.3,48
Via Repubblica,VALLIO TERME,<0.05,<1,269,60.6,0.07,10,485,Dicembre 2019,29.0,<0.1,31.5,<5,8,<0.02,8.2,<0.5,340,4.9,7
Via Roma,VALLIO TERME,<0.05,<1,255,69.1,<0.05,2,453,Dicembre 2019,27.8,<0.1,22.5,<5,10,<0.02,8.2,<0.5,317,1.1,9
Via Sopranico,VALLIO TERME,<0.05,<1,255,69.1,<0.05,2,453,Dicembre 2019,27.8,<0.1,22.5,<5,10,<0.02,8.2,<0.5,317,1.1,9
Via Suor S. Bodei,VALLIO TERME,<0.05,<1,269,60.6,0.07,10,485,Dicembre 2019,29.0,<0.1,31.5,<5,8,<0.02,8.2,<0.5,340,4.9,7
Breda Libera,VEROLANUOVA,<0.05,2,240,71.6,<0.05,4,430,Dicembre 2019,23.9,<0.1,14.4,<5,<2,<0.02,8.3,1.7,301,9.4,14
Via Puccini,VEROLANUOVA,<0.05,2,240,76.5,0.06,4,429,Dicembre 2019,23.9,<0.1,15.2,<5,<2,<0.02,8.3,1.9,300,10.1,14
Via San Martino,VEROLANUOVA,<0.05,<1,241,68.7,<0.05,2,440,Dicembre 2019,25.5,<0.1,17.6,<5,<2,<0.02,8.3,1.5,308,6.3,23
Via Volta,VEROLANUOVA,<0.05,2,234,72.4,0.05,3,423,Dicembre 2019,23.5,0.1,13.9,<5,<2,<0.02,8.2,1.8,296,9.1,17
Piazza Mercato,VESTONE,<0.05,<1,281,82.1,<0.05,13,550,Dicembre 2019,31.6,<0.1,23.7,<5,17,<0.02,7.5,1.3,385,6.5,16
Via Chiese,VESTONE,<0.05,<1,149,40.1,0.18,<2,288,Dicembre 2019,16.7,<0.1,15.5,<5,4,<0.02,7.6,<0.5,202,0.7,16
Via Mocenigo,VESTONE,<0.05,<1,148,41.0,0.16,<2,283,Dicembre 2019,16.5,<0.1,15.8,<5,4,<0.02,7.6,<0.5,198,0.7,14
Via Promo,VESTONE,<0.05,<1,139,30.2,0.11,<2,242,Dicembre 2019,14.4,<0.1,16.0,<5,4,<0.02,7.8,<0.5,169,0.5,<3
Via Tesolo,VESTONE,<0.05,<1,182,54.0,0.17,<2,378,Dicembre 2019,22.5,<0.1,22.4,<5,4,<0.02,7.7,<0.5,265,0.9,38
Via Toccabelli,VESTONE,<0.05,<1,139,30.2,0.11,<2,242,Dicembre 2019,14.4,<0.1,16.0,<5,4,<0.02,7.8,<0.5,169,0.5,<3
Via Berniga,VILLANUOVA SUL CLISI,<0.05,<1,213,68.2,0.06,7,439,Dicembre 2019,24.8,<0.1,23.3,<5,8,<0.02,8.3,1.1,307,4.9,34
Via Mezzane,VILLANUOVA SUL CLISI,<0.05,<1,216,68.5,0.07,7,442,Dicembre 2019,25.2,<0.1,21.3,<5,7,<0.02,8.3,1.1,309,4.7,33
Via Ponte Chiese,VILLANUOVA SUL CLISI,<0.05,<1,219,69.2,0.08,2,385,Dicembre 2019,22.9,<0.1,13.2,<5,8,<0.02,8.3,<0.5,270,1.0,7
Via Ponte Pier,VILLANUOVA SUL CLISI,<0.05,<1,211,65.8,0.12,8,439,Dicembre 2019,24.7,0.1,22.3,<5,8,<0.02,8.2,1.1,307,4.8,34
Via XXIV Maggio,VILLANUOVA SUL CLISI,<0.05,<1,213,63.7,0.05,7,436,Dicembre 2019,24.7,<0.1,21.0,<5,8,<0.02,8.3,1.0,305,4.5,33
Piazza Castello,VISANO,<0.05,<1,196,52.0,<0.05,3,395,Dicembre 2019,22.5,<0.1,19.6,10,5,<0.02,8.2,1.1,277,3.5,28
Piazza Chiesa,VOBARNO,<0.05,<1,284,57.1,0.08,<2,491,Dicembre 2019,30.3,<0.1,39.0,<5,7,<0.02,8.1,<0.5,344,0.9,6
Piazza del  Volontariato,VOBARNO,<0.05,<1,210,57.6,0.15,3,435,Dicembre 2019,25.6,<0.1,25.6,<5,6,<0.02,7.9,0.5,305,1.9,36
Via Carvanno,VOBARNO,<0.05,<1,189,54.0,0.10,2,342,Dicembre 2019,20.2,<0.1,14.4,<5,7,<0.02,8.1,<0.5,239,0.8,7
Via Ceresigno,VOBARNO,<0.05,<1,201,55.4,0.18,<2,366,Dicembre 2019,21.9,<0.1,19.2,<5,6,<0.02,8.2,<0.5,256,0.9,9
Via Comunale,VOBARNO,<0.05,<1,213,58.4,0.13,2,435,Dicembre 2019,25.9,<0.1,26.9,<5,5,<0.02,8.0,<0.5,305,1.1,37
Via Nalmase,VOBARNO,<0.05,<1,218,60.7,0.14,2,453,Dicembre 2019,27.5,<0.1,30.5,<5,5,<0.02,8.0,<0.5,317,1.1,42
Via Pavoni,VOBARNO,<0.05,<1,205,54.9,0.19,2,418,Dicembre 2019,24.8,<0.1,26.1,<5,5,<0.02,8.1,<0.5,293,1.0,37
Via Poli,VOBARNO,<0.05,<1,213,58.3,0.17,2,433,Dicembre 2019,25.8,<0.1,27.2,<5,5,<0.02,8.0,<0.5,303,1.1,37
Via San Zenone,VOBARNO,<0.05,<1,203,37.2,0.13,<2,341,Dicembre 2019,20.9,<0.1,27.0,<5,4,<0.02,8.3,<0.5,239,0.8,3
Via Verdi,Verolanuova,<0.05,2,240,76.5,0.06,4,429,Dicembre 2019,23.9,<0.1,15.2,<5,<2,<0.02,8.3,1.9,300,10.1,14
Via M. Bettinzoli,Vestone,<0.05,<1,139,30.2,0.11,<2,242,Dicembre 2019,14.4,<0.1,16.0,<5,4,<0.02,7.8,<0.5,169,0.5,<3
Piazza Roma,Villanuova sul Clisi,<0.05,<1,213,63.7,0.05,7,436,Dicembre 2019,24.7,<0.1,21.0,<5,8,<0.02,8.3,1.0,305,4.5,33
Via G. Matteotti,Visano,<0.05,<1,196,51.4,<0.05,3,393,Dicembre 2019,22.5,<0.1,19.6,10,5,<0.02,8.2,1.1,275,3.6,28
Via Castegnino,Vobarno,<0.05,<1,213,58.3,0.17,2,433,Dicembre 2019,25.8,<0.1,27.2,<5,5,<0.02,8.0,<0.5,303,1.1,37
