alias_city,alias_address,georeferencingString,type
PRALBOINO,Via Borgo Sopra,"Via Borgo Sopra, PRALBOINO, BS, Lombardia",POINT
PRALBOINO,Via Mazzini,"Via Mazzini, PRALBOINO, BS, Lombardia",POINT
PRALBOINO,Via XX Settembre,"Via XX Settembre, PRALBOINO, BS, Lombardia",POINT
PRESEGLIE,Piazza XX Settembre,"Piazza XX Settembre, PRESEGLIE, BS, Lombardia",POINT
PRESEGLIE,Via Corsini,"Via Corsini, PRESEGLIE, BS, Lombardia",POINT
PRESEGLIE,Via Nuova,"Via Nuova, PRESEGLIE, BS, Lombardia",POINT
PRESEGLIE,Via San Rocco,"Via San Rocco, PRESEGLIE, BS, Lombardia",POINT
PROVAGLIO VAL SABBIA,Strada Provinciale 59,"Strada Provinciale 59, PROVAGLIO VAL SABBIA, BS, Lombardia",POINT
PROVAGLIO VAL SABBIA,Via Milano,"Via Milano, PROVAGLIO VAL SABBIA, BS, Lombardia",POINT
PROVAGLIO VAL SABBIA,Via Roma,"Via Roma, PROVAGLIO VAL SABBIA, BS, Lombardia",POINT
PROVAGLIO VAL SABBIA,Via VII Brigata Matteotti,"Via VII Brigata Matteotti, PROVAGLIO VAL SABBIA, BS, Lombardia",POINT
Paitone,Via F. Braga,"Via F. Braga, Paitone, BS, Lombardia",POINT
Pavone del Mella,Via Trieste,"Via Trieste, Pavone del Mella, BS, Lombardia",POINT
Polaveno,via Petrarca (Gombio),"via Petrarca (Gombio), Polaveno, BS, Lombardia",POINT
Pontevico,Via Pietro Nenni,"Via Pietro Nenni, Pontevico, BS, Lombardia",POINT
Pralboino,Via Dante Alighieri,"Via Dante Alighieri, Pralboino, BS, Lombardia",POINT
Preseglie,Via Roma,"Via Roma, Preseglie, BS, Lombardia",POINT
ROCCAFRANCA,Piazza Vittoria,"Piazza Vittoria, ROCCAFRANCA, BS, Lombardia",POINT
ROCCAFRANCA,Via Donizetti,"Via Donizetti, ROCCAFRANCA, BS, Lombardia",POINT
ROCCAFRANCA,Via Paolo VI Angolo Via Francesca,"Via Paolo VI Angolo Via Francesca, ROCCAFRANCA, BS, Lombardia",POINT
RODENGO,SAIANO,"SAIANO, RODENGO, BS, Lombardia",POINT
ROE VOLCIANO,Via Ascensione,"Via Ascensione, ROE VOLCIANO, BS, Lombardia",POINT
ROE VOLCIANO,Via Bonfadio,"Via Bonfadio, ROE VOLCIANO, BS, Lombardia",POINT
ROE VOLCIANO,Via Missane,"Via Missane, ROE VOLCIANO, BS, Lombardia",POINT
ROE VOLCIANO,Via Odorici,"Via Odorici, ROE VOLCIANO, BS, Lombardia",POINT
Rodengo Saiano,Viale Europa,"Viale Europa, Rodengo Saiano, BS, Lombardia",POINT
SABBIO CHIESE,Via Belvedere,"Via Belvedere, SABBIO CHIESE, BS, Lombardia",POINT
SABBIO CHIESE,Via Bertella,"Via Bertella, SABBIO CHIESE, BS, Lombardia",POINT
SABBIO CHIESE,Via Odolo,"Via Odolo, SABBIO CHIESE, BS, Lombardia",POINT
SABBIO CHIESE,Via San Giovanni,"Via San Giovanni, SABBIO CHIESE, BS, Lombardia",POINT
SABBIO CHIESE,Via San Lorenzo,"Via San Lorenzo, SABBIO CHIESE, BS, Lombardia",POINT
SABBIO CHIESE,Via San Martino,"Via San Martino, SABBIO CHIESE, BS, Lombardia",POINT
SALE MARASINO,Cimitero,"Cimitero, SALE MARASINO, BS, Lombardia",POINT
SALE MARASINO,Via Boschetti,"Via Boschetti, SALE MARASINO, BS, Lombardia",POINT
SALE MARASINO,Via Dante,"Via Dante, SALE MARASINO, BS, Lombardia",POINT
SALE MARASINO,Via Presso,"Via Presso, SALE MARASINO, BS, Lombardia",POINT
SALE MARASINO,Via Riva,"Via Riva, SALE MARASINO, BS, Lombardia",POINT
SALE MARASINO,Via Valle,"Via Valle, SALE MARASINO, BS, Lombardia",POINT
SALE MARASINO,Villaggio Motta,"Villaggio Motta, SALE MARASINO, BS, Lombardia",POINT
SAN GERVASIO,Via Casacce,"Via Casacce, SAN GERVASIO, BS, Lombardia",POINT
SAN GERVASIO,Via Cicogne,"Via Cicogne, SAN GERVASIO, BS, Lombardia",POINT
SAN GERVASIO,Via IV Novembre,"Via IV Novembre, SAN GERVASIO, BS, Lombardia",POINT
SAN PAOLO,Via Chiesa,"Via Chiesa, SAN PAOLO, BS, Lombardia",POINT
SAN PAOLO,Via Giovanni XXIII,"Via Giovanni XXIII, SAN PAOLO, BS, Lombardia",POINT
SAN PAOLO,Via Grande,"Via Grande, SAN PAOLO, BS, Lombardia",POINT
SAN PAOLO,Via Mazzini angolo Piazza Moro,"Via Mazzini angolo Piazza Moro, SAN PAOLO, BS, Lombardia",POINT
SAN ZENO NAVIGLIO,Piazza Marconi,"Piazza Marconi, SAN ZENO NAVIGLIO, BS, Lombardia",POINT
SAN ZENO NAVIGLIO,Piazzale Marcolini,"Piazzale Marcolini, SAN ZENO NAVIGLIO, BS, Lombardia",POINT
SAN ZENO NAVIGLIO,Via Bianchetti,"Via Bianchetti, SAN ZENO NAVIGLIO, BS, Lombardia",POINT
SAN ZENO NAVIGLIO,Via Mascagni,"Via Mascagni, SAN ZENO NAVIGLIO, BS, Lombardia",POINT
SAN ZENO NAVIGLIO,Via Pace,"Via Pace, SAN ZENO NAVIGLIO, BS, Lombardia",POINT
SENIGA,Via Castello,"Via Castello, SENIGA, BS, Lombardia",POINT
SENIGA,Via Regona,"Via Regona, SENIGA, BS, Lombardia",POINT
SENIGA,Via Roda angolo Via Aldo Moro,"Via Roda angolo Via Aldo Moro, SENIGA, BS, Lombardia",POINT
SERLE,Piazza Boifava,"Piazza Boifava, SERLE, BS, Lombardia",POINT
SERLE,Via Castello,"Via Castello, SERLE, BS, Lombardia",POINT
SERLE,Via Leopardi,"Via Leopardi, SERLE, BS, Lombardia",POINT
SERLE,Via Salvandine,"Via Salvandine, SERLE, BS, Lombardia",POINT
SERLE,Via XXV Aprile,"Via XXV Aprile, SERLE, BS, Lombardia",POINT
Sabbio Chiese,Via Caduti,"Via Caduti, Sabbio Chiese, BS, Lombardia",POINT
San Zeno Naviglio,Piazza G. Marconi,"Piazza G. Marconi, San Zeno Naviglio, BS, Lombardia",POINT
TREVISO BRESCIANO,Via Fobbia,"Via Fobbia, TREVISO BRESCIANO, BS, Lombardia",POINT
TREVISO BRESCIANO,Via Roma,"Via Roma, TREVISO BRESCIANO, BS, Lombardia",POINT
TREVISO BRESCIANO,Via Valledrane,"Via Valledrane, TREVISO BRESCIANO, BS, Lombardia",POINT
Treviso Bresciano,Via Roma (Trebbio),"Via Roma (Trebbio), Treviso Bresciano, BS, Lombardia",POINT
VALLIO TERME,Via Caschino,"Via Caschino, VALLIO TERME, BS, Lombardia",POINT
VALLIO TERME,Via Paolo VI,"Via Paolo VI, VALLIO TERME, BS, Lombardia",POINT
VALLIO TERME,Via Porle,"Via Porle, VALLIO TERME, BS, Lombardia",POINT
VALLIO TERME,Via Repubblica,"Via Repubblica, VALLIO TERME, BS, Lombardia",POINT
VALLIO TERME,Via Roma,"Via Roma, VALLIO TERME, BS, Lombardia",POINT
VALLIO TERME,Via Sopranico,"Via Sopranico, VALLIO TERME, BS, Lombardia",POINT
VALLIO TERME,Via Suor S. Bodei,"Via Suor S. Bodei, VALLIO TERME, BS, Lombardia",POINT
VEROLANUOVA,Breda Libera,"Breda Libera, VEROLANUOVA, BS, Lombardia",POINT
VEROLANUOVA,Via Puccini,"Via Puccini, VEROLANUOVA, BS, Lombardia",POINT
VEROLANUOVA,Via San Martino,"Via San Martino, VEROLANUOVA, BS, Lombardia",POINT
VEROLANUOVA,Via Volta,"Via Volta, VEROLANUOVA, BS, Lombardia",POINT
VESTONE,Piazza Mercato,"Piazza Mercato, VESTONE, BS, Lombardia",POINT
VESTONE,Via Chiese,"Via Chiese, VESTONE, BS, Lombardia",POINT
VESTONE,Via Mocenigo,"Via Mocenigo, VESTONE, BS, Lombardia",POINT
VESTONE,Via Promo,"Via Promo, VESTONE, BS, Lombardia",POINT
VESTONE,Via Tesolo,"Via Tesolo, VESTONE, BS, Lombardia",POINT
VESTONE,Via Toccabelli,"Via Toccabelli, VESTONE, BS, Lombardia",POINT
VILLANUOVA SUL CLISI,Via Berniga,"Via Berniga, VILLANUOVA SUL CLISI, BS, Lombardia",POINT
VILLANUOVA SUL CLISI,Via Mezzane,"Via Mezzane, VILLANUOVA SUL CLISI, BS, Lombardia",POINT
VILLANUOVA SUL CLISI,Via Ponte Chiese,"Via Ponte Chiese, VILLANUOVA SUL CLISI, BS, Lombardia",POINT
VILLANUOVA SUL CLISI,Via Ponte Pier,"Via Ponte Pier, VILLANUOVA SUL CLISI, BS, Lombardia",POINT
VILLANUOVA SUL CLISI,Via XXIV Maggio,"Via XXIV Maggio, VILLANUOVA SUL CLISI, BS, Lombardia",POINT
VISANO,Piazza Castello,"Piazza Castello, VISANO, BS, Lombardia",POINT
VISANO,Via Padre Piamarta,"Via Padre Piamarta, VISANO, BS, Lombardia",POINT
VOBARNO,Piazza Chiesa,"Piazza Chiesa, VOBARNO, BS, Lombardia",POINT
VOBARNO,Piazza del  Volontariato,"Piazza del  Volontariato, VOBARNO, BS, Lombardia",POINT
VOBARNO,Via Carvanno,"Via Carvanno, VOBARNO, BS, Lombardia",POINT
VOBARNO,Via Ceresigno,"Via Ceresigno, VOBARNO, BS, Lombardia",POINT
VOBARNO,Via Comunale,"Via Comunale, VOBARNO, BS, Lombardia",POINT
VOBARNO,Via Nalmase,"Via Nalmase, VOBARNO, BS, Lombardia",POINT
VOBARNO,Via Pavoni,"Via Pavoni, VOBARNO, BS, Lombardia",POINT
VOBARNO,Via Poli,"Via Poli, VOBARNO, BS, Lombardia",POINT
VOBARNO,Via San Zenone,"Via San Zenone, VOBARNO, BS, Lombardia",POINT
Verolanuova,Via Verdi,"Via Verdi, Verolanuova, BS, Lombardia",POINT
Vestone,Via M. Bettinzoli,"Via M. Bettinzoli, Vestone, BS, Lombardia",POINT
Villanuova sul Clisi,Piazza Roma,"Piazza Roma, Villanuova sul Clisi, BS, Lombardia",POINT
Visano,Via G. Matteotti,"Via G. Matteotti, Visano, BS, Lombardia",POINT
Vobarno,Via Castegnino,"Via Castegnino, Vobarno, BS, Lombardia",POINT
