alias_address,alias_city,geocode,geometry,georeferencingString,type
Via Cremona,BRESCIA,"Via Cremona, Porta Cremona-Volta, Zona Sud, Brescia, Lombardia, 25100, Italia","{'type': 'Point', 'coordinates': [10.222853, 45.5271298]}","Via Cremona, BRESCIA, BS, Lombardia",POINT
Via Cucca,BRESCIA,"Via Cucca, Chiusure, Zona Ovest, Brescia, Lombardia, 25132, Italia","{'type': 'Point', 'coordinates': [10.1726374, 45.5489528]}","Via Cucca, BRESCIA, BS, Lombardia",POINT
Via Gabbiane,BRESCIA,"Via Gabbiane (fianco Chiesa), Via delle Gabbiane, Mole, San Bartolomeo, Zona Nord, Brescia, Lombardia, 25128, Italia","{'type': 'Point', 'coordinates': [10.2188117, 45.5669289]}","Via Gabbiane, BRESCIA, BS, Lombardia",POINT
Via Grandi,BRESCIA,"Via Grandi, Revolto, Bagnolo Mella, Brescia, Lombardia, 25021, Italia","{'type': 'Point', 'coordinates': [10.1878126, 45.4354623]}","Via Grandi, BRESCIA, BS, Lombardia",POINT
Via Lama,BRESCIA,"Via Lama, Collio, Vobarno, Comunità montana della valle Sabbia, Brescia, Lombardia, 25077, Italia","{'type': 'Point', 'coordinates': [10.5001917, 45.6412874]}","Via Lama, BRESCIA, BS, Lombardia",POINT
Via Milano,BRESCIA,"Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.4258729694612, 45.77958045]}","Via Milano, BRESCIA, BS, Lombardia",POINT
Via San Benedetto,BRESCIA,"Via San Benedetto, Vicina, Desenzano del Garda, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.525108569890797, 45.4806997]}","Via San Benedetto, BRESCIA, BS, Lombardia",POINT
Via Sant'Orsola,BRESCIA,"Via Sant'Orsola, Caionvico, Zona Est, Brescia, Lombardia, 25135, Italia","{'type': 'Point', 'coordinates': [10.2778889, 45.5204897]}","Via Sant'Orsola, BRESCIA, BS, Lombardia",POINT
Via Vallecamonica,BRESCIA,"Via Vallecamonica, Gussago, Brescia, Lombardia, 25132, Italia","{'type': 'Point', 'coordinates': [10.1530917, 45.5484866]}","Via Vallecamonica, BRESCIA, BS, Lombardia",POINT
Via Verziano,BRESCIA,"Via Verziano, Fornaci, Zona Sud, Brescia, Lombardia, 25131, Italia","{'type': 'Point', 'coordinates': [10.1771954, 45.5007176]}","Via Verziano, BRESCIA, BS, Lombardia",POINT
Via Violino di Sotto,BRESCIA,"Via Violino di Sotto, Villaggio Violino, Zona Ovest, Brescia, Lombardia, 25132, Italia","{'type': 'Point', 'coordinates': [10.169361, 45.5383655]}","Via Violino di Sotto, BRESCIA, BS, Lombardia",POINT
Via XI,BRESCIA,"Centro Alta Tensione Lombardia - Sezione MT di Bovegno, Castello, Bovegno, Comunità montana della valle Trompia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.274367786060903, 45.791826799999996]}","Via XI, BRESCIA, BS, Lombardia",POINT
Via S.Zenone,BRIONE,"Via San Zenone, Gazzane, Brione, Comunità montana della valle Trompia, Brescia, Lombardia, 25064, Italia","{'type': 'Point', 'coordinates': [10.1416039, 45.6396648]}","Via S.Zenone, BRIONE, BS, Lombardia",POINT
Piazzale Europa,Bedizzole,"Piazzale Europa, San Tommaso, Bedizzole, Brescia, Lombardia, 25081, Italia","{'type': 'Point', 'coordinates': [10.4210124, 45.5111676]}","Piazzale Europa, Bedizzole, BS, Lombardia",POINT
Via Dante Alighieri,Botticino,"Via Dante Alighieri, Villaggio Marcolini, Botticino, Brescia, Lombardia, 25082, Italia","{'type': 'Point', 'coordinates': [10.3042305, 45.5346195]}","Via Dante Alighieri, Botticino, BS, Lombardia",POINT
Piazza 28 Maggio,Bovezzo,"Piazza Ventotto Maggio, Villaggio del Sole, Terzago, Bovezzo, Comunità montana della valle Trompia, Brescia, Lombardia, 25073, Italia","{'type': 'Point', 'coordinates': [10.2374754, 45.5908397]}","Piazza 28 Maggio, Bovezzo, BS, Lombardia",POINT
Via Martiri della Libertà,Brandico,"Via Martiri della Libertà, Castelgonelle, Brandico, Brescia, Lombardia, 25029, Italia","{'type': 'Point', 'coordinates': [10.0505563, 45.4552079]}","Via Martiri della Libertà, Brandico, BS, Lombardia",POINT
Corso Luigi Bazoli,Brescia,"Corso Luigi Bazoli, Sanpolino, Zona Est, Brescia, Lombardia, 25135, Italia","{'type': 'Point', 'coordinates': [10.2665803, 45.5163514]}","Corso Luigi Bazoli, Brescia, BS, Lombardia",POINT
Via Casazza,Brescia,"Via Casazza, Casazza, Zona Nord, Brescia, Lombardia, 25136, Italia","{'type': 'Point', 'coordinates': [10.2301166, 45.5738965]}","Via Casazza, Brescia, BS, Lombardia",POINT
Via Corsica,Brescia,"Via Corsica, Don Bosco, Zona Sud, Brescia, Lombardia, 25215, Italia","{'type': 'Point', 'coordinates': [10.2060657, 45.528556]}","Via Corsica, Brescia, BS, Lombardia",POINT
Via Franzinetti,Brescia,"Via Franzinetti, Fiumicello, Zona Ovest, Brescia, Lombardia, 25127, Italia","{'type': 'Point', 'coordinates': [10.1931652, 45.5477604]}","Via Franzinetti, Brescia, BS, Lombardia",POINT
Via Niccolo Tommaseo,Brescia,"Via Niccolò Tommaseo, Rivoltella del Garda, Desenzano del Garda, Brescia, Lombardia, 25105, Italia","{'type': 'Point', 'coordinates': [10.5630912, 45.4565983]}","Via Niccolo Tommaseo, Brescia, BS, Lombardia",POINT
Via Prima Villaggio Badia,Brescia,"Via Prima Villaggio Badia, Villaggio Badia, Zona Ovest, Brescia, Lombardia, 25132, Italia","{'type': 'Point', 'coordinates': [10.1560756, 45.5499459]}","Via Prima Villaggio Badia, Brescia, BS, Lombardia",POINT
Via Sabbioneta,Brescia,"Via Sabbioneta, San Polo - Case, Zona Est, Brescia, Lombardia, 25134, Italia","{'type': 'Point', 'coordinates': [10.2552838, 45.5097456]}","Via Sabbioneta, Brescia, BS, Lombardia",POINT
Via Verziano,Brescia,"Via Verziano, Fornaci, Zona Sud, Brescia, Lombardia, 25131, Italia","{'type': 'Point', 'coordinates': [10.1771954, 45.5007176]}","Via Verziano, Brescia, BS, Lombardia",POINT
Via della Palla,Brescia,"Via della Palla, Folzano, Zona Sud, Brescia, Lombardia, 25125, Italia","{'type': 'Point', 'coordinates': [10.2043218, 45.4972057]}","Via della Palla, Brescia, BS, Lombardia",POINT
Viale Piave,Brescia,"Via Piave, Padenghe sul Garda, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.5084678, 45.500422]}","Viale Piave, Brescia, BS, Lombardia",POINT
Strada Provinciale X,Brione,"Brione, Comunità montana della valle Trompia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.1461559, 45.6429228]}","Strada Provinciale X, Brione, BS, Lombardia",POINT
Zumiè,CAPOVALLE,"Zumiè, Capovalle, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.5429901, 45.7552693]}","Zumiè, CAPOVALLE, BS, Lombardia",POINT
Via Morari,CAPRIANO DEL COLLE,"Via Morari, Caprianella, Capriano del Colle, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.1250382, 45.455088]}","Via Morari, CAPRIANO DEL COLLE, BS, Lombardia",POINT
Via Tese,CAPRIANO DEL COLLE,"Via Tese, Caprianella, Capriano del Colle, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.1362589, 45.4527234]}","Via Tese, CAPRIANO DEL COLLE, BS, Lombardia",POINT
Via Trento,CAPRIANO DEL COLLE,"Via Trento, Caprianella, Capriano del Colle, Brescia, Lombardia, 25131, Italia","{'type': 'Point', 'coordinates': [10.128734, 45.4738306]}","Via Trento, CAPRIANO DEL COLLE, BS, Lombardia",POINT
Via Macina,CASTENEDOLO,"Via Macina, Macina, Castenedolo, Brescia, Lombardia, 25014, Italia","{'type': 'Point', 'coordinates': [10.3203235, 45.4709099]}","Via Macina, CASTENEDOLO, BS, Lombardia",POINT
Via Auro,CASTO,"Auro, Casto, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3208159, 45.7039509]}","Via Auro, CASTO, BS, Lombardia",POINT
Via Briale,CASTO,"Briale, Casto, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3190365, 45.7012608]}","Via Briale, CASTO, BS, Lombardia",POINT
Via Comero,CASTO,"Comero, Casto, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.315202, 45.7074716]}","Via Comero, CASTO, BS, Lombardia",POINT
Via Famea,CASTO,"Famea, Casto, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3162454, 45.7043789]}","Via Famea, CASTO, BS, Lombardia",POINT
Via Roma,CASTO,"Via Roma, Malpaga, Casto, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3239575, 45.6949795]}","Via Roma, CASTO, BS, Lombardia",POINT
Via S.Giovanni,CASTO,"Via San Giovanni, Auro, Casto, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3198433, 45.6979819]}","Via S.Giovanni, CASTO, BS, Lombardia",POINT
Via Aldo Moro,CELLATICA,"Via Aldo Moro, Cellatica, Brescia, Lombardia, 25064, Italia","{'type': 'Point', 'coordinates': [10.1674789, 45.5843044]}","Via Aldo Moro, CELLATICA, BS, Lombardia",POINT
Via Montebello,CELLATICA,"Via Montebello, Fantasina, Cellatica, Brescia, Lombardia, 25064, Italia","{'type': 'Point', 'coordinates': [10.1809923, 45.5890668]}","Via Montebello, CELLATICA, BS, Lombardia",POINT
Via Risorgimento,CELLATICA,"Viale Risorgimento, Fantasina, Cellatica, Brescia, Lombardia, 25127, Italia","{'type': 'Point', 'coordinates': [10.1793801, 45.5840322]}","Via Risorgimento, CELLATICA, BS, Lombardia",POINT
Campiani,COLLEBEATO,"Campiani, Collebeato, Brescia, Lombardia, 25127, Italia","{'type': 'Point', 'coordinates': [10.1953308, 45.5813207]}","Campiani, COLLEBEATO, BS, Lombardia",POINT
Via Ca' de Bosio,CONCESIO,"Via Cà de Bosio, Cà de Bosio, Concesio, Comunità montana della valle Trompia, Brescia, Lombardia, 25062, Italia","{'type': 'Point', 'coordinates': [10.2243103, 45.5967882]}","Via Ca' de Bosio, CONCESIO, BS, Lombardia",POINT
Via Due Muri,CONCESIO,"Via Due Muri, Campagnola, Concesio, Comunità montana della valle Trompia, Brescia, Lombardia, 25062, Italia","{'type': 'Point', 'coordinates': [10.2222085, 45.5984901]}","Via Due Muri, CONCESIO, BS, Lombardia",POINT
Via Mazzini,CONCESIO,"Via Mazzini, Via Giuseppe Mazzini, San Vigilio, Concesio, Comunità montana della valle Trompia, Brescia, Lombardia, 25062, Italia","{'type': 'Point', 'coordinates': [10.1983291, 45.6093369]}","Via Mazzini, CONCESIO, BS, Lombardia",POINT
Fenili Belasi,Capriano del Colle,"Fenili Belasi, Brescia, Lombardia, 25131, Italia","{'type': 'Point', 'coordinates': [10.1302833, 45.4737506]}","Fenili Belasi, Capriano del Colle, BS, Lombardia",POINT
Via Pietro Pisa,Castenedolo,"Via Pietro Pisa, Capodimonte, Castenedolo, Brescia, Lombardia, 25014, Italia","{'type': 'Point', 'coordinates': [10.2957273, 45.468379]}","Via Pietro Pisa, Castenedolo, BS, Lombardia",POINT
Via Magenta,Cellatica,"Via Magenta, Fantasina, Cellatica, Brescia, Lombardia, 25127, Italia","{'type': 'Point', 'coordinates': [10.1788288, 45.5858943]}","Via Magenta, Cellatica, BS, Lombardia",POINT
Via Saletto,Collebeato,"Via Saletto, Villa di Sotto, Collebeato, Brescia, Lombardia, 25136, Italia","{'type': 'Point', 'coordinates': [10.2187014, 45.582264]}","Via Saletto, Collebeato, BS, Lombardia",POINT
Strada Cadimarco,FIESSE,"Cadimarco, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3545631, 45.2293129]}","Strada Cadimarco, FIESSE, BS, Lombardia",POINT
Strada San Giacomo,Fiesse,"Strada San Giacomo, Cadimarco, Fiesse, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3211064, 45.2293014]}","Strada San Giacomo, Fiesse, BS, Lombardia",POINT
Strada Provinciale VIII,GAMBARA,"Gambara, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.2934106, 45.2552458]}","Strada Provinciale VIII, GAMBARA, BS, Lombardia",POINT
Via Lamarmora,GAMBARA,"Via Lamarmora, Gambara, Brescia, Lombardia, 26032, Italia","{'type': 'Point', 'coordinates': [10.2918292, 45.2533112]}","Via Lamarmora, GAMBARA, BS, Lombardia",POINT
Via Martiri della Libertà,GAMBARA,"Viale Martiri della Libertà, Gambara, Brescia, Lombardia, 26032, Italia","{'type': 'Point', 'coordinates': [10.2780577, 45.2546721]}","Via Martiri della Libertà, GAMBARA, BS, Lombardia",POINT
Via Marzatica,GAVARDO,"Marzatica, Gavardo, Comunità montana della valle Sabbia, Brescia, Lombardia, 25085, Italia","{'type': 'Point', 'coordinates': [10.4154876, 45.5725741]}","Via Marzatica, GAVARDO, BS, Lombardia",POINT
Via S. Pellegrino,GAVARDO,"Via San Pellegrino, Bostone, Gavardo, Comunità montana della valle Sabbia, Brescia, Lombardia, 25085, Italia","{'type': 'Point', 'coordinates': [10.4407253, 45.5859898]}","Via S. Pellegrino, GAVARDO, BS, Lombardia",POINT
Via Sant'Antonio,GAVARDO,"Via Sant'Antonio, Soseto, Gavardo, Comunità montana della valle Sabbia, Brescia, Lombardia, 25085, Italia","{'type': 'Point', 'coordinates': [10.425617, 45.611256]}","Via Sant'Antonio, GAVARDO, BS, Lombardia",POINT
Via Roma,GOTTOLENGO,"Via Roma, Osteria, Gottolengo, Brescia, Lombardia, 25023, Italia","{'type': 'Point', 'coordinates': [10.2676978, 45.2899805]}","Via Roma, GOTTOLENGO, BS, Lombardia",POINT
Piazza San Lorenzo,GUSSAGO,"Piazza San Lorenzo, Villaggio Stella, Casaglio, Gussago, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.153184704651164, 45.5943539]}","Piazza San Lorenzo, GUSSAGO, BS, Lombardia",POINT
Via Carrebbio,GUSSAGO,"Via Carrebbio, Navezze, Gussago, Brescia, Lombardia, 25064, Italia","{'type': 'Point', 'coordinates': [10.1503996, 45.6073614]}","Via Carrebbio, GUSSAGO, BS, Lombardia",POINT
Via Civine,GUSSAGO,"Via Civine, Navezze, Gussago, Brescia, Lombardia, 25064, Italia","{'type': 'Point', 'coordinates': [10.1522144, 45.6187385]}","Via Civine, GUSSAGO, BS, Lombardia",POINT
Via San Zenone,GUSSAGO,"Via San Zenone, Ronco, Gussago, Brescia, Lombardia, 25064, Italia","{'type': 'Point', 'coordinates': [10.1332523, 45.5974383]}","Via San Zenone, GUSSAGO, BS, Lombardia",POINT
Via Seriola,GUSSAGO,"Via Seriola, Navezze, Gussago, Brescia, Lombardia, 25064, Italia","{'type': 'Point', 'coordinates': [10.1502769, 45.6022463]}","Via Seriola, GUSSAGO, BS, Lombardia",POINT
Via Trieste,GUSSAGO,"Via Trieste, Villaggio Stella, Casaglio, Gussago, Brescia, Lombardia, 25064, Italia","{'type': 'Point', 'coordinates': [10.1541244, 45.5839126]}","Via Trieste, GUSSAGO, BS, Lombardia",POINT
Via Lamarmora,Gambara,"Via Lamarmora, Gambara, Brescia, Lombardia, 26032, Italia","{'type': 'Point', 'coordinates': [10.2918292, 45.2533112]}","Via Lamarmora, Gambara, BS, Lombardia",POINT
Via Sale,Gussago,"Via Sale, Villaggio Stella, Casaglio, Gussago, Brescia, Lombardia, 25064, Italia","{'type': 'Point', 'coordinates': [10.1504796, 45.5818692]}","Via Sale, Gussago, BS, Lombardia",POINT
Via San Michele,IDRO,"Via San Michele, Crone, Idro, Comunità montana della valle Sabbia, Brescia, Lombardia, 25074, Italia","{'type': 'Point', 'coordinates': [10.4747803, 45.7374932]}","Via San Michele, IDRO, BS, Lombardia",POINT
Via Sasse,IDRO,"Via Sasse, Idro, Comunità montana della valle Sabbia, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.5228865, 45.7786942]}","Via Sasse, IDRO, BS, Lombardia",POINT
Via Trento,IDRO,"Via Trento, Pieve Vecchia, Idro, Comunità montana della valle Sabbia, Brescia, Lombardia, 25074, Italia","{'type': 'Point', 'coordinates': [10.4543868, 45.7338177]}","Via Trento, IDRO, BS, Lombardia",POINT
Bisenzio,LAVENONE,"Bisenzio, Lavenone, Comunità montana della valle Sabbia, Brescia, Lombardia, 25078, Italia","{'type': 'Point', 'coordinates': [10.4045935, 45.7586935]}","Bisenzio, LAVENONE, BS, Lombardia",POINT
Campagna,LONATO,"Campagna, Lonato del Garda, Brescia, Lombardia, 25017, Italia","{'type': 'Point', 'coordinates': [10.4606963, 45.4520056]}","Campagna, LONATO, BS, Lombardia",POINT
Madonna della Scoperta,LONATO,"Madonna della Scoperta, Via Madonna della Scoperta, Fenil Nuovo, Scoperta, Lonato del Garda, Brescia, Lombardia, 25105, Italia","{'type': 'Point', 'coordinates': [10.58091255, 45.3907403]}","Madonna della Scoperta, LONATO, BS, Lombardia",POINT
Piazzale Gramsci,LONATO,"Piazzale Gramsci, San Polo, Lonato del Garda, Brescia, Lombardia, 25017, Italia","{'type': 'Point', 'coordinates': [10.4868136, 45.4593553]}","Piazzale Gramsci, LONATO, BS, Lombardia",POINT
Via Centenaro,LONATO,"Via Centenaro, Centenaro, Desenzano del Garda, Brescia, Lombardia, 25015, Italia","{'type': 'Point', 'coordinates': [10.5454072, 45.4310454]}","Via Centenaro, LONATO, BS, Lombardia",POINT
Via Maguzzano,LONATO,"Via Maguzzano, Maguzzano, Lonato del Garda, Brescia, Lombardia, 25017, Italia","{'type': 'Point', 'coordinates': [10.5024368, 45.468834]}","Via Maguzzano, LONATO, BS, Lombardia",POINT
Via Mancino,LONATO,"Via Mancino, Maguzzano, Lonato del Garda, Brescia, Lombardia, 25017, Italia","{'type': 'Point', 'coordinates': [10.4899077, 45.4687924]}","Via Mancino, LONATO, BS, Lombardia",POINT
Via Tito Speri,LONATO,"Via Tito Speri, Cascina Fiocchino, Lonato del Garda, Brescia, Lombardia, 25017, Italia","{'type': 'Point', 'coordinates': [10.4787354, 45.4165647]}","Via Tito Speri, LONATO, BS, Lombardia",POINT
Via Chiesa,Longhena,"Via Chiesa, Zona Produttiva Via Xxiv Maggio, Longhena, Unione dei Comuni Bassa Bresciana Occidentale, Brescia, Lombardia, 25029, Italia","{'type': 'Point', 'coordinates': [10.0579875, 45.4400794]}","Via Chiesa, Longhena, BS, Lombardia",POINT
Piazza Italia,MANERBIO,"Piazza Italia, Manerbio, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.141300970397692, 45.3547852]}","Piazza Italia, MANERBIO, BS, Lombardia",POINT
Via Lombardia,MANERBIO,"Via Lombardia, Manerbio, Brescia, Lombardia, 25025, Italia","{'type': 'Point', 'coordinates': [10.1599448, 45.3611772]}","Via Lombardia, MANERBIO, BS, Lombardia",POINT
Dosso,MARMENTINO,"Dosso, Marmentino, Comunità montana della valle Trompia, Brescia, Lombardia, 25061, Italia","{'type': 'Point', 'coordinates': [10.2848002, 45.7554061]}","Dosso, MARMENTINO, BS, Lombardia",POINT
Ombriano,MARMENTINO,"Ombriano, Marmentino, Comunità montana della valle Trompia, Brescia, Lombardia, 25061, Italia","{'type': 'Point', 'coordinates': [10.2939951, 45.749116]}","Ombriano, MARMENTINO, BS, Lombardia",POINT
Ville,MARMENTINO,"Ville, Marmentino, Comunità montana della valle Trompia, Brescia, Lombardia, 25061, Italia","{'type': 'Point', 'coordinates': [10.2782342, 45.7527711]}","Ville, MARMENTINO, BS, Lombardia",POINT
Rotonda Paolo VI,MAZZANO,"Via Rotonda Paolo VI, Ciliverghe, Mazzano, Brescia, Lombardia, 25086, Italia","{'type': 'Point', 'coordinates': [10.3589753, 45.5198292]}","Rotonda Paolo VI, MAZZANO, BS, Lombardia",POINT
Via Conciliazione,MAZZANO,"Via Conciliazione, Ciliverghe, Mazzano, Brescia, Lombardia, 25086, Italia","{'type': 'Point', 'coordinates': [10.3505816, 45.4928783]}","Via Conciliazione, MAZZANO, BS, Lombardia",POINT
Via Conti Emili,MAZZANO,"Viale Conti Emili, Ciliverghe, Mazzano, Brescia, Lombardia, 25086, Italia","{'type': 'Point', 'coordinates': [10.3571387, 45.5204118]}","Via Conti Emili, MAZZANO, BS, Lombardia",POINT
Via Campagnoli,MONTICHIARI,"Via Campagnoli, Vighizzolo, Montichiari, Brescia, Lombardia, 25018, Italia","{'type': 'Point', 'coordinates': [10.3923613, 45.4386365]}","Via Campagnoli, MONTICHIARI, BS, Lombardia",POINT
Via Fascia d'Oro,MONTICHIARI,"Fascia d'Oro, Montichiari, Brescia, Lombardia, 25014, Italia","{'type': 'Point', 'coordinates': [10.3238667, 45.4534018]}","Via Fascia d'Oro, MONTICHIARI, BS, Lombardia",POINT
Via Rampina di San Giorgio,MONTICHIARI,"Via Rampina di San Giorgio, Sacca, Montichiari, Brescia, Lombardia, 25018, Italia","{'type': 'Point', 'coordinates': [10.3895357, 45.3995025]}","Via Rampina di San Giorgio, MONTICHIARI, BS, Lombardia",POINT
Via San Giovanni,MONTICHIARI,"Via San Giovanni, Vighizzolo, Montichiari, Brescia, Lombardia, 25018, Italia","{'type': 'Point', 'coordinates': [10.364823, 45.438327]}","Via San Giovanni, MONTICHIARI, BS, Lombardia",POINT
Via dell'Artigianato,MONTICHIARI,"Via dell'Artigianato, Sacca, Montichiari, Brescia, Lombardia, 25018, Italia","{'type': 'Point', 'coordinates': [10.3941564, 45.3993561]}","Via dell'Artigianato, MONTICHIARI, BS, Lombardia",POINT
Via Campagna,MONTIRONE,"Via Campagna, Belleguardo, Montirone, Brescia, Lombardia, 25021, Italia","{'type': 'Point', 'coordinates': [10.2284874, 45.4475174]}","Via Campagna, MONTIRONE, BS, Lombardia",POINT
Via Puccini,MONTIRONE,"Via Puccini, Belleguardo, Montirone, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.2342188, 45.444009]}","Via Puccini, MONTIRONE, BS, Lombardia",POINT
Veriano,MURA,"Veriano, Mura, Comunità montana della valle Sabbia, Brescia, Lombardia, 25078, Italia","{'type': 'Point', 'coordinates': [10.3493741, 45.7152015]}","Veriano, MURA, BS, Lombardia",POINT
Via Cabrino da Mairano,Mairano,"Via Cabrino da Mairano, Pievedizio, Mairano, Brescia, Lombardia, 25029, Italia","{'type': 'Point', 'coordinates': [10.0838988, 45.4537111]}","Via Cabrino da Mairano, Mairano, BS, Lombardia",POINT
via Fratelli Bandiera,Milzano,"Via Fratelli Bandiera, Milzano, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.2043748, 45.273594]}","via Fratelli Bandiera, Milzano, BS, Lombardia",POINT
Via San Giovanni (Vighizzolo),Montichiari,"Via San Giovanni, Vighizzolo, Montichiari, Brescia, Lombardia, 25018, Italia","{'type': 'Point', 'coordinates': [10.364823, 45.438327]}","Via San Giovanni (Vighizzolo), Montichiari, BS, Lombardia",POINT
Piazza Martiri della Libertà,NAVE,"Piazza Martiri della Libertà, Campanile, Nave, Comunità montana della valle Trompia, Brescia, Lombardia, 25075, Italia","{'type': 'Point', 'coordinates': [10.2786601, 45.5853392]}","Piazza Martiri della Libertà, NAVE, BS, Lombardia",POINT
Trento,NAVE,"Via Trento, Dernago, Nave, Comunità montana della valle Trompia, Brescia, Lombardia, 25075, Italia","{'type': 'Point', 'coordinates': [10.292843, 45.5866062]}","Trento, NAVE, BS, Lombardia",POINT
Via Belcolle,NAVE,"Via Belcolle, Sacca, Nave, Comunità montana della valle Trompia, Brescia, Lombardia, 25075, Italia","{'type': 'Point', 'coordinates': [10.2784225, 45.5877282]}","Via Belcolle, NAVE, BS, Lombardia",POINT
Via Dernago,NAVE,"Via Dernago, Dernago, Nave, Comunità montana della valle Trompia, Brescia, Lombardia, 25075, Italia","{'type': 'Point', 'coordinates': [10.2925496, 45.5875636]}","Via Dernago, NAVE, BS, Lombardia",POINT
Via Monteclana alta,NAVE,"Via Monteclana, Monteclana, Nave, Comunità montana della valle Trompia, Brescia, Lombardia, 25075, Italia","{'type': 'Point', 'coordinates': [10.2877641, 45.5918441]}","Via Monteclana alta, NAVE, BS, Lombardia",POINT
Via San Francesco,NAVE,"Via San Francesco, Muratello, Nave, Comunità montana della valle Trompia, Brescia, Lombardia, 25075, Italia","{'type': 'Point', 'coordinates': [10.2771204, 45.5806788]}","Via San Francesco, NAVE, BS, Lombardia",POINT
Via San Marco,NAVE,"Via San Marco, Cortine, Nave, Comunità montana della valle Trompia, Brescia, Lombardia, 25073, Italia","{'type': 'Point', 'coordinates': [10.2547851, 45.5844161]}","Via San Marco, NAVE, BS, Lombardia",POINT
Via Livelli,NUVOLERA,"Via Livelli, Bettoletto, Nuvolera, Brescia, Lombardia, 25081, Italia","{'type': 'Point', 'coordinates': [10.395094, 45.5155757]}","Via Livelli, NUVOLERA, BS, Lombardia",POINT
Via Roma,NUVOLERA,"Nuvolera, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.369172, 45.532183]}","Via Roma, NUVOLERA, BS, Lombardia",POINT
Via Valle,NUVOLERA,"Via Valle, Sorzana, Nuvolera, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.3701393, 45.5407359]}","Via Valle, NUVOLERA, BS, Lombardia",POINT
Via Campanile,Nave,"Via Campanile, Campanile, Nave, Comunità montana della valle Trompia, Brescia, Lombardia, 25075, Italia","{'type': 'Point', 'coordinates': [10.2820431, 45.5848743]}","Via Campanile, Nave, BS, Lombardia",POINT
Via Camprelle,Nuvolera,"Via Camprelle, Sorzana, Nuvolera, Brescia, Lombardia, 25086, Italia","{'type': 'Point', 'coordinates': [10.3668718, 45.5310269]}","Via Camprelle, Nuvolera, BS, Lombardia",POINT
Via Brescia,ODOLO,"Via Brescia, Cagnatico, Odolo, Comunità montana della valle Sabbia, Brescia, Lombardia, 25071, Italia","{'type': 'Point', 'coordinates': [10.3726402, 45.6439662]}","Via Brescia, ODOLO, BS, Lombardia",POINT
Piazza Vittoria,OFFLAGA,"Piazza Vittoria, Offlaga, Brescia, Lombardia, 25020, Italia","{'type': 'Point', 'coordinates': [10.1060903, 45.3764635]}","Piazza Vittoria, OFFLAGA, BS, Lombardia",POINT
Via Roma,OFFLAGA,"Offlaga, Brescia, Lombardia, Italia","{'type': 'Point', 'coordinates': [10.117457, 45.3861328]}","Via Roma, OFFLAGA, BS, Lombardia",POINT
Via Milano,ORZINUOVI,"Via Milano, Barco, Orzinuovi, Unione dei Comuni Bassa Bresciana Occidentale, Brescia, Lombardia, 25034, Italia","{'type': 'Point', 'coordinates': [9.917693, 45.4009641]}","Via Milano, ORZINUOVI, BS, Lombardia",POINT
Via IV Novembre,OSPITALETTO,"Via Quattro Novembre, Lovernato, Ospitaletto, Brescia, Lombardia, 25035, Italia","{'type': 'Point', 'coordinates': [10.0752335, 45.5610668]}","Via IV Novembre, OSPITALETTO, BS, Lombardia",POINT
Via Martiri della Libertà,OSPITALETTO,"Via Martiri della Libertà, Lovernato, Ospitaletto, Brescia, Lombardia, 25035, Italia","{'type': 'Point', 'coordinates': [10.0725521, 45.5533785]}","Via Martiri della Libertà, OSPITALETTO, BS, Lombardia",POINT
Via Giotto,Orzinuovi,"Via Giotto, Barco, Orzinuovi, Unione dei Comuni Bassa Bresciana Occidentale, Brescia, Lombardia, 25034, Italia","{'type': 'Point', 'coordinates': [9.9308081, 45.3965771]}","Via Giotto, Orzinuovi, BS, Lombardia",POINT
