alias_address,alias_city,geocode,geometry,georeferencingString,type
Comune,TREZZO TINELLA,"Trezzo Tinella, CN","{'type': 'Point', 'coordinates': [8.107030000000066, 44.67781000000008]}","TREZZO TINELLA, CN, Piemonte",POINT
Comune,VERDUNO,"Verduno, CN","{'type': 'Point', 'coordinates': [7.934630000000027, 44.66633000000007]}","VERDUNO, CN, Piemonte",POINT
Comune,BRA,"Bra, CN","{'type': 'Point', 'coordinates': [7.857500000000073, 44.695530000000076]}","BRA, CN, Piemonte",POINT
Comune,CAMO,"Camo, Santo Stefano Belbo, CN","{'type': 'Point', 'coordinates': [8.192450000000065, 44.69486000000006]}","CAMO, CN, Piemonte",POINT
Comune,NEVIGLIE,"Neviglie, CN","{'type': 'Point', 'coordinates': [8.11725000000007, 44.69128000000006]}","NEVIGLIE, CN, Piemonte",POINT
Comune,CHERASCO - FR SAN GIOVANNI,"San Giovanni, Cherasco, CN","{'type': 'Point', 'coordinates': [7.8207400000000575, 44.60513000000003]}","CHERASCO -  SAN GIOVANNI, CN, Piemonte",POINT
Comune,CHERASCO - FR SAN BARTOLOMEO,"San Bartolomeo, Cherasco, CN","{'type': 'Point', 'coordinates': [7.898270000000025, 44.624520000000075]}","CHERASCO -  SAN BARTOLOMEO, CN, Piemonte",POINT
Comune,CHERASCO - FR PICCHI,"Cherasco, CN","{'type': 'Point', 'coordinates': [7.8580800000000295, 44.65162000000004]}","CHERASCO -  PICCHI, CN, Piemonte",POINT
Comune,NARZOLE - FR VERGNE,"Vergne, Barolo, CN","{'type': 'Point', 'coordinates': [7.920350000000042, 44.61345000000006]}","NARZOLE -  VERGNE, CN, Piemonte",POINT
Comune,NEIVE - ALTO,"Neive, CN","{'type': 'Point', 'coordinates': [8.115020000000072, 44.72507000000007]}","NEIVE - ALTO, CN, Piemonte",POINT
Comune,CASTIGLIONE TINELLA,"Castiglione Tinella, CN","{'type': 'Point', 'coordinates': [8.189340000000072, 44.724680000000035]}","CASTIGLIONE TINELLA, CN, Piemonte",POINT
Comune,CHERASCO - CAPOLUOGO,"Cherasco, CN","{'type': 'Point', 'coordinates': [7.8580800000000295, 44.65162000000004]}","CHERASCO - CAPOLUOGO, CN, Piemonte",POINT
Comune,CHERASCO FR RORETO,"Roreto, Cherasco, CN","{'type': 'Point', 'coordinates': [7.832560000000058, 44.666870000000074]}","CHERASCO  RORETO, CN, Piemonte",POINT
Comune,CHERASCO FR CAPPELLAZZO,"Cappellazzo, Cherasco, CN","{'type': 'Point', 'coordinates': [7.772670000000062, 44.650180000000034]}","CHERASCO  CAPPELLAZZO, CN, Piemonte",POINT
Comune,CHERASCO FR BRICCO DE FAULE,"Cherasco, CN","{'type': 'Point', 'coordinates': [7.8580800000000295, 44.65162000000004]}","CHERASCO  BRICCO DE FAULE, CN, Piemonte",POINT
Comune,GOVONE - FR. CANOVE,"Canove, Govone, CN","{'type': 'Point', 'coordinates': [8.091110000000072, 44.77843000000007]}","GOVONE - . CANOVE, CN, Piemonte",POINT
Comune,GRINZANE CAVOUR-FR GALLO,"Grinzane Cavour, CN","{'type': 'Point', 'coordinates': [7.9946800000000735, 44.653620000000046]}","GRINZANE CAVOUR- GALLO, CN, Piemonte",POINT
Comune,RODDI,"Roddi, CN","{'type': 'Point', 'coordinates': [7.970570000000066, 44.68119000000007]}","RODDI, CN, Piemonte",POINT
Comune,MANGO - FR. SAN DONATO,"San Donato, Mango, CN","{'type': 'Point', 'coordinates': [8.152680000000032, 44.66292000000004]}","MANGO - . SAN DONATO, CN, Piemonte",POINT
Comune,MONTA',"Montà, CN","{'type': 'Point', 'coordinates': [7.958030000000065, 44.813510000000065]}","MONTA', CN, Piemonte",POINT
Comune,NARZOLE CAPOLUOGO,"Narzole, CN","{'type': 'Point', 'coordinates': [7.870150000000024, 44.59919000000008]}","NARZOLE CAPOLUOGO, CN, Piemonte",POINT
Comune,NARZOLE FR LUCCHI,"Lucchi, Narzole, CN","{'type': 'Point', 'coordinates': [7.835110000000043, 44.584160000000054]}","NARZOLE  LUCCHI, CN, Piemonte",POINT
Comune,NEIVE - BASSO,"Neive, CN","{'type': 'Point', 'coordinates': [8.115020000000072, 44.72507000000007]}","NEIVE - BASSO, CN, Piemonte",POINT
Comune,POCAPAGLIA,"Pocapaglia, CN","{'type': 'Point', 'coordinates': [7.886250000000075, 44.71578000000005]}","POCAPAGLIA, CN, Piemonte",POINT
Comune,SANTA VITTORIA D'ALBA,"Santa Vittoria d'Alba, CN","{'type': 'Point', 'coordinates': [7.9366900000000555, 44.69897000000003]}","SANTA VITTORIA D'ALBA, CN, Piemonte",POINT
Comune,SOMMARIVA BOSCO CAPOLUOGO,"Sommariva del Bosco, CN","{'type': 'Point', 'coordinates': [7.779960000000074, 44.77028000000007]}","SOMMARIVA BOSCO CAPOLUOGO, CN, Piemonte",POINT
Comune,SOMMARIVA BOSCO FR MANIGA,"Sommariva del Bosco, CN","{'type': 'Point', 'coordinates': [7.779960000000074, 44.77028000000007]}","SOMMARIVA BOSCO  MANIGA, CN, Piemonte",POINT
Comune,SOMMARIVA BOSCO FR TAVELLE,"Sommariva del Bosco, CN","{'type': 'Point', 'coordinates': [7.779960000000074, 44.77028000000007]}","SOMMARIVA BOSCO  TAVELLE, CN, Piemonte",POINT
Comune,SOMMARIVA BOSCO FR AGOSTINASSI,"Agostinassi, Sommariva del Bosco, CN","{'type': 'Point', 'coordinates': [7.759730000000047, 44.752740000000074]}","SOMMARIVA BOSCO  AGOSTINASSI, CN, Piemonte",POINT
Comune,SOMMARIVA BOSCO- FR. GABRIELASSI,"Sommariva del Bosco, CN","{'type': 'Point', 'coordinates': [7.779960000000074, 44.77028000000007]}","SOMMARIVA BOSCO- . GABRIELASSI, CN, Piemonte",POINT
Comune,SOMMARIVA BOSCO FR PAOLORIO,"Sommariva del Bosco, CN","{'type': 'Point', 'coordinates': [7.779960000000074, 44.77028000000007]}","SOMMARIVA BOSCO  PAOLORIO, CN, Piemonte",POINT
