parametro,syn0,syn1,syn2,syn3,syn4,syn5,syn6,syn7,syn8,syn9
residuo_fisso,
durezza,durezza totale f°
ph,ph
calcio,
sodio,sodiomg/l
magnesio,
potassio,
solfato,solfati mg/l
nitrato,nitrati no3 mg/l
nitrito,nitriti no2 mg/l
cloruro,cloruri mg/l
conducibilita,conduc. elettr. spec.µs/cm
fluoruri,fluoruri mg/l
ammoniaca,ammonio nh4 mg/l
manganese,manganese µg/l
arsenico,arsenico µg/l
bicarbonato,
cloro_residuo,
ferro,ferro µg/l
