Ammoniaca (NH4+),Attività ioni idrogeno,Bicarbonati,Calcio,Cloro residuo,Cloruri,Conduc. elettrica specifica a 20 °C,Durezza totale in gradi francesi,Ferro totale,Fluoruri,Magnesio,Manganese,Nitrati,Nitriti,Potassio,Sodio,Solfati,alias_address,alias_city,data_report
"< 0,05",7.8,238,65.6,,8,442,26.4,< 5,"< 0,2",24.3,< 1,18,"< 0,1",0.5,3,34,CA' SETTECAMINI,Monteviale,06/12/2019
"< 0,05",7.8,238,65.6,,8,442,26.4,< 5,"< 0,2",24.3,< 1,18,"< 0,1",0.5,3,34,CORTE ALDO MORO,Monteviale,06/12/2019
"< 0,05",7.8,238,65.6,,8,442,26.4,< 5,"< 0,2",24.3,< 1,18,"< 0,1",0.5,3,34,PIAZZA LIBERTÀ,Monteviale,06/12/2019
"< 0,05",7.8,238,65.6,,8,442,26.4,< 5,"< 0,2",24.3,< 1,18,"< 0,1",0.5,3,34,STRADA AMBROSINI,Monteviale,06/12/2019
"< 0,05",7.7,265,63,,5,421,25.7,< 5,"< 0,2",24.1,< 1,12,"< 0,1",0.5,3,11,CAVAZZALE PARMESANA CICLABILE,Monticello Conte Otto,06/12/2019
"< 0,05",7.7,265,63,,5,421,25.7,< 5,"< 0,2",24.1,< 1,12,"< 0,1",0.5,3,11,CAVAZZALE VICENZA CICLABILE,Monticello Conte Otto,06/12/2019
"< 0,05",7.7,265,63,,5,421,25.7,< 5,"< 0,2",24.1,< 1,12,"< 0,1",0.5,3,11,LARGO MONTE GRAPPA,Monticello Conte Otto,06/12/2019
"< 0,05",7.7,265,63,,5,421,25.7,< 5,"< 0,2",24.1,< 1,12,"< 0,1",0.5,3,11,PIAZZA DEL DONATORE,Monticello Conte Otto,06/12/2019
"< 0,05",7.8,315,67.1,0.1,13,486,29.2,5.2,"< 0,2",30.3,< 1,19,"< 0,1",0.5,3,38,PIAZZA DEL SIMPOSIO,Nanto,06/12/2019
"< 0,05",7.8,315,67.1,0.1,13,486,29.2,5.2,"< 0,2",30.3,< 1,19,"< 0,1",0.5,3,38,PIAZZA MERCATO,Nanto,06/12/2019
"< 0,05",7.8,315,67.1,0.1,13,486,29.2,5.2,"< 0,2",30.3,< 1,19,"< 0,1",0.5,3,38,STRADA MEDIANA,Nanto,06/12/2019
"< 0,05",7.8,315,67.1,0.1,13,486,29.2,5.2,"< 0,2",30.3,< 1,19,"< 0,1",0.5,3,38,VIA ANDREA PALLADIO,Nanto,06/12/2019
"< 0,05",7.7,312,81.6,0.1,21,593,32,8.7,"< 0,2",28.2,< 1,18,"< 0,1",1,11,40,LOCALITA' CALIFORNIA,Noventa Vicentina,06/12/2019
"< 0,05",7.7,312,81.6,0.1,21,593,32,8.7,"< 0,2",28.2,< 1,18,"< 0,1",1,11,40,PIAZZA COLONNA,Noventa Vicentina,06/12/2019
"< 0,05",7.7,312,81.6,0.1,21,593,32,8.7,"< 0,2",28.2,< 1,18,"< 0,1",1,11,40,PIAZZA IV NOVEMBRE,Noventa Vicentina,06/12/2019
"< 0,05",7.7,312,81.6,0.1,21,593,32,8.7,"< 0,2",28.2,< 1,18,"< 0,1",1,11,40,SANTA MARIA MADDALENA,Noventa Vicentina,06/12/2019
"< 0,05",8,194,56.4,,2,258,16,19.1,"< 0,2",4.6,< 1,4,"< 0,1",0.3,0.7,3,PIAZZA BELFIORE,Pedemonte,06/12/2019
"< 0,05",8,194,56.4,,2,258,16,19.1,"< 0,2",4.6,< 1,4,"< 0,1",0.3,0.7,3,PIAZZA SAMOGGIA,Pedemonte,06/12/2019
"< 0,05",8,194,56.4,,2,258,16,19.1,"< 0,2",4.6,< 1,4,"< 0,1",0.3,0.7,3,VIA 1 MAGGIO,Pedemonte,06/12/2019
"< 0,05",8,194,56.4,,2,258,16,19.1,"< 0,2",4.6,< 1,4,"< 0,1",0.3,0.7,3,VIA BATTISTI C.,Pedemonte,06/12/2019
"< 0,05",7.9,195,37.4,,2,288,16.6,< 5,"< 0,2",17.6,< 1,4,"< 0,1",0.6,2.7,7,PIAZZA ALPINI,Piovene Rocchette,06/12/2019
"< 0,05",7.9,195,37.4,,2,288,16.6,< 5,"< 0,2",17.6,< 1,4,"< 0,1",0.6,2.7,7,PIAZZA FORZIANA,Piovene Rocchette,06/12/2019
"< 0,05",7.9,195,37.4,,2,288,16.6,< 5,"< 0,2",17.6,< 1,4,"< 0,1",0.6,2.7,7,PIAZZA PAPIRIA,Piovene Rocchette,06/12/2019
"< 0,05",7.9,195,37.4,,2,288,16.6,< 5,"< 0,2",17.6,< 1,4,"< 0,1",0.6,2.7,7,PIAZZALE VITTORIA,Piovene Rocchette,06/12/2019
"< 0,05",7.8,,41.4,,1,319,20.3,< 5,"< 0,2",24.1,< 1,1,"< 0,1",0.4,0,3,CONTRADA BOARO,Posina,06/12/2019
"< 0,05",7.8,,41.4,,1,319,20.3,< 5,"< 0,2",24.1,< 1,1,"< 0,1",0.4,0,3,CONTRADA MOGENTALE,Posina,06/12/2019
"< 0,05",7.9,160,30.9,,1,223,13.6,< 5,"< 0,2",14.4,< 1,4,"< 0,1",0.2,0.2,2,PIAZZA LIBERTA',Posina,06/12/2019
"< 0,05",7.8,,41.4,,1,319,20.3,< 5,"< 0,2",24.1,< 1,1,"< 0,1",0.4,0,3,VIA ARREDO,Posina,06/12/2019
"< 0,05",7.7,240,58,,7,384,22.3,< 5,"< 0,2",18.9,< 1,2,"< 0,1",1,3,19,PIAZZA GIUSEPPE MAZZINI,Quinto Vicentino,06/12/2019
"< 0,05",7.7,240,58,,7,384,22.3,< 5,"< 0,2",18.9,< 1,2,"< 0,1",1,3,19,PIAZZA QUATTRO NOVEMBRE,Quinto Vicentino,06/12/2019
"< 0,05",7.7,240,58,,7,384,22.3,< 5,"< 0,2",18.9,< 1,2,"< 0,1",1,3,19,PIAZZETTA DEL DONATORE,Quinto Vicentino,06/12/2019
"< 0,05",7.7,240,58,,7,384,22.3,< 5,"< 0,2",18.9,< 1,2,"< 0,1",1,3,19,VIA ADIGE,Quinto Vicentino,06/12/2019
"< 0,05",8.2,,30.8,,4,238,14.8,< 5,"< 0,2",17.3,< 1,4,"< 0,1",0.4,1.2,7,CONTRADA ALPE,Recoaro Terme,06/12/2019
"< 0,05",8.2,,30.8,,4,238,14.8,< 5,"< 0,2",17.3,< 1,4,"< 0,1",0.4,1.2,7,CONTRADA ANGRIMANI,Recoaro Terme,06/12/2019
"< 0,05",8.1,148,27.1,,< 1,215,13.2,< 5,"< 0,2",15.7,< 1,3,"< 0,1",0.3,0.4,7,CONTRADA ASNICAR,Recoaro Terme,06/12/2019
"< 0,05",8.2,,30.8,,4,238,14.8,< 5,"< 0,2",17.3,< 1,4,"< 0,1",0.4,1.2,7,CONTRADA BALLESTRI,Recoaro Terme,06/12/2019
"< 0,05",8.1,228,54.9,,5,346,20.3,6.1,"< 0,2",16,< 1,6,"< 0,1",0.7,3.3,8,VIA ANGONESE,Salcedo,06/12/2019
"< 0,05",8.1,228,54.9,,5,346,20.3,6.1,"< 0,2",16,< 1,6,"< 0,1",0.7,3.3,8,VIA BATTISTI,Salcedo,06/12/2019
"< 0,05",8.1,228,54.9,,5,346,20.3,6.1,"< 0,2",16,< 1,6,"< 0,1",0.7,3.3,8,VIA CA' BIANCA,Salcedo,06/12/2019
"< 0,05",8.1,228,54.9,,5,346,20.3,6.1,"< 0,2",16,< 1,6,"< 0,1",0.7,3.3,8,VIA CAMPODIRONDO,Salcedo,06/12/2019
"< 0,05",8.1,166,34.6,,1,257,15.2,< 5,"< 0,2",15.8,< 1,3,"< 0,1",0.4,0.6,13,PIAZZA DEL BORGO VECCHIO,San Vito di Leguzzano,06/12/2019
"< 0,05",8.1,166,34.6,,1,257,15.2,< 5,"< 0,2",15.8,< 1,3,"< 0,1",0.4,0.6,13,PIAZZA MARCONI,San Vito di Leguzzano,06/12/2019
"< 0,05",8,,35.6,,4,219,11.8,< 5,"< 0,2",7.1,< 1,9,"< 0,1",0.4,2.1,6,VIA ANCETTI,San Vito di Leguzzano,06/12/2019
"< 0,05",8,189,35.9,,1,267,15.8,< 5,"< 0,2",16.6,< 1,3,"< 0,1",0.5,1.4,10,VIA C.B. CAVOUR,San Vito di Leguzzano,06/12/2019
"< 0,05",8,198,48.2,0.1,5,313,18.5,< 5,"< 0,2",15.4,< 1,7,"< 0,1",0.5,3.5,7,PIAZZA GIACOMO ZANELLA,Sandrigo,06/12/2019
"< 0,05",8,198,48.2,0.1,5,313,18.5,< 5,"< 0,2",15.4,< 1,7,"< 0,1",0.5,3.5,7,PIAZZA GUGLIELMO MARCONI,Sandrigo,06/12/2019
"< 0,05",8,198,48.2,0.1,5,313,18.5,< 5,"< 0,2",15.4,< 1,7,"< 0,1",0.5,3.5,7,PIAZZA GUGLIELMO ZANNINI,Sandrigo,06/12/2019
"< 0,05",8,198,48.2,0.1,5,313,18.5,< 5,"< 0,2",15.4,< 1,7,"< 0,1",0.5,3.5,7,PIAZZA MATTEOTTI,Sandrigo,06/12/2019
"< 0,05",8,246,46.7,,1,360,21.3,< 5,"< 0,2",23.8,< 1,7,"< 0,1",0.2,1,8,PIAZZA MORO,Santorso,06/12/2019
"< 0,05",8,246,46.7,,1,360,21.3,< 5,"< 0,2",23.8,< 1,7,"< 0,1",0.2,1,8,VIA 29 APRILE,Santorso,06/12/2019
"< 0,05",8,246,46.7,,1,360,21.3,< 5,"< 0,2",23.8,< 1,7,"< 0,1",0.2,1,8,VIA 4 NOVEMBRE,Santorso,06/12/2019
"< 0,05",8,246,46.7,,1,360,21.3,< 5,"< 0,2",23.8,< 1,7,"< 0,1",0.2,1,8,VIA ACATE,Santorso,06/12/2019
"< 0,05",8,200,40.2,,2,284,17.3,< 5,"< 0,2",17.6,< 1,5,"< 0,1",0.5,1.7,7,PIAZZA CAVALLINO,Sarcedo,06/12/2019
"< 0,05",8,200,40.2,,2,284,17.3,< 5,"< 0,2",17.6,< 1,5,"< 0,1",0.5,1.7,7,PIAZZA VELLERE A.,Sarcedo,06/12/2019
"< 0,05",7.8,238,50.4,,2,294,18.1,< 5,"< 0,2",13.6,< 1,5,"< 0,1",0.6,2.6,6,STRADA GASPARONA,Sarcedo,06/12/2019
"< 0,05",8,200,40.2,,2,284,17.3,< 5,"< 0,2",17.6,< 1,5,"< 0,1",0.5,1.7,7,VIA 1 MAGGIO,Sarcedo,06/12/2019
"< 0,05",8,189,35.4,,2,264,15.6,< 5,"< 0,2",16.5,< 1,3,"< 0,1",0.5,1.5,9,CONTRA' CANOVA,Schio,06/12/2019
"< 0,05",8.1,,39.2,,2,303,17.7,12.6,"< 0,2",19.2,< 1,4,"< 0,1",0.5,1.5,5,CONTRA' COVOLE,Schio,06/12/2019
"< 0,05",8.1,,39.2,,2,303,17.7,12.6,"< 0,2",19.2,< 1,4,"< 0,1",0.5,1.5,5,CONTRADA ANGELINI,Schio,06/12/2019
"< 0,05",8.1,,39.2,,2,303,17.7,12.6,"< 0,2",19.2,< 1,4,"< 0,1",0.5,1.5,5,CONTRADA BALLARE,Schio,06/12/2019
"< 0,05",7.5,325,98.2,0.1,19,575,32.2,< 5,"< 0,2",19.2,< 1,16,"< 0,1",2.5,14,29,PIAZZA LUIGI MURANO,Sossano,06/12/2019
"< 0,05",7.5,325,98.2,0.1,19,575,32.2,< 5,"< 0,2",19.2,< 1,16,"< 0,1",2.5,14,29,PIAZZA MAZZINI,Sossano,06/12/2019
"< 0,05",7.5,325,98.2,0.1,19,575,32.2,< 5,"< 0,2",19.2,< 1,16,"< 0,1",2.5,14,29,VIA ALBARELLA,Sossano,06/12/2019
"< 0,05",7.5,325,98.2,0.1,19,575,32.2,< 5,"< 0,2",19.2,< 1,16,"< 0,1",2.5,14,29,VIA ALDO MORO,Sossano,06/12/2019
"< 0,05",7.8,238,65.6,,8,442,26.4,< 5,"< 0,2",24.3,< 1,18,"< 0,1",0.5,3,34,CONTRÀ DONADELLO,Sovizzo,06/12/2019
"< 0,05",7.8,238,65.6,,8,442,26.4,< 5,"< 0,2",24.3,< 1,18,"< 0,1",0.5,3,34,PIAZZA ALESSANDRO MANZONI,Sovizzo,06/12/2019
"< 0,05",7.8,238,65.6,,8,442,26.4,< 5,"< 0,2",24.3,< 1,18,"< 0,1",0.5,3,34,PIAZZA SANTA REPARATA,Sovizzo,06/12/2019
"< 0,05",7.8,238,65.6,,8,442,26.4,< 5,"< 0,2",24.3,< 1,18,"< 0,1",0.5,3,34,PIAZZALE DEL DONATORE,Sovizzo,06/12/2019
"< 0,05",7.8,238,50.4,,2,294,18.1,< 5,"< 0,2",13.6,< 1,5,"< 0,1",0.6,2.6,6,BORGO BELVIGO,Thiene,06/12/2019
"< 0,05",7.8,238,50.4,,2,294,18.1,< 5,"< 0,2",13.6,< 1,5,"< 0,1",0.6,2.6,6,CORSO CAMPAGNA,Thiene,06/12/2019
"< 0,05",7.8,238,50.4,,2,294,18.1,< 5,"< 0,2",13.6,< 1,5,"< 0,1",0.6,2.6,6,CORSO GARIBALDI,Thiene,06/12/2019
"< 0,05",7.8,238,50.4,,2,294,18.1,< 5,"< 0,2",13.6,< 1,5,"< 0,1",0.6,2.6,6,CORTE PASINATI ARCH.CLARO,Thiene,06/12/2019
"< 0,05",8.1,175,35.3,,1,250,15.6,< 5,"< 0,2",16.4,< 1,4,"< 0,1",0.3,0.5,5,CONTRA' BARCHI,Tonezza del Cimone,06/12/2019
"< 0,05",8.1,175,35.3,,1,250,15.6,< 5,"< 0,2",16.4,< 1,4,"< 0,1",0.3,0.5,5,CONTRA' CAMPANA,Tonezza del Cimone,06/12/2019
"< 0,05",8.1,175,35.3,,1,250,15.6,< 5,"< 0,2",16.4,< 1,4,"< 0,1",0.3,0.5,5,CONTRA' CANALE,Tonezza del Cimone,06/12/2019
"< 0,05",8.1,175,35.3,,1,250,15.6,< 5,"< 0,2",16.4,< 1,4,"< 0,1",0.3,0.5,5,CONTRA' COSTA,Tonezza del Cimone,06/12/2019
"< 0,05",7.8,173,49.1,,2,305,18,,"< 0,2",14,,4,"< 0,1",0.5,1,35,CONTRA' RIOLO,Torrebelvicino,06/12/2019
"< 0,05",8.1,,39.2,,2,303,17.7,12.6,"< 0,2",19.2,< 1,4,"< 0,1",0.5,1.5,5,CONTRA' VALLE,Torrebelvicino,06/12/2019
"< 0,05",7.8,173,49.1,,2,305,18,,"< 0,2",14,,4,"< 0,1",0.5,1,35,CONTRADA COSTALUNGA,Torrebelvicino,06/12/2019
"< 0,05",7.8,173,49.1,,2,305,18,,"< 0,2",14,,4,"< 0,1",0.5,1,35,CONTRADA NASIERON,Torrebelvicino,06/12/2019
"< 0,05",7.7,198,69.8,0.1,7,474,28.9,< 5,"< 0,2",27.7,< 1,18,"< 0,1",0.5,3.5,13,MILANO VENEZIA AUTOSTARDA,Torri di Quartesolo,06/12/2019
"< 0,05",8.3,238,50.5,0.1,9,395,23.1,7.3,"< 0,2",25.5,< 1,"< 0,4","< 0,1",1,7.5,26,VIA ADAMELLO,Torri di Quartesolo,06/12/2019
"< 0,05",8.3,238,50.5,0.1,9,395,23.1,7.3,"< 0,2",25.5,< 1,"< 0,4","< 0,1",1,7.5,26,VIA ADIGE,Torri di Quartesolo,06/12/2019
"< 0,05",7.7,198,69.8,0.1,7,474,28.9,< 5,"< 0,2",27.7,< 1,18,"< 0,1",0.5,3.5,13,VIA ALDO MORO,Torri di Quartesolo,06/12/2019
"< 0,05",7.9,194,53.2,,4,348,20,8.2,"< 0,2",16.5,< 1,6,"< 0,1",0.6,2.3,35,CONTRA' LORA,Trissino,06/12/2019
"< 0,05",7.9,194,53.2,,4,348,20,8.2,"< 0,2",16.5,< 1,6,"< 0,1",0.6,2.3,35,CONTRA' SIMONI,Trissino,06/12/2019
"< 0,05",7.9,194,53.2,,4,348,20,8.2,"< 0,2",16.5,< 1,6,"< 0,1",0.6,2.3,35,CONTRADA GIACOMONI,Trissino,06/12/2019
"< 0,05",7.9,194,53.2,,4,348,20,8.2,"< 0,2",16.5,< 1,6,"< 0,1",0.6,2.3,35,CONTRADA MANZINI,Trissino,06/12/2019
"< 0,05",8,179,46.8,,2,325,18.3,8.1,"< 0,2",16.2,< 1,4,"< 0,1",0.4,1.6,32,CONTRADA ALBIERI,Valdagno,06/12/2019
"< 0,05",8,179,48.5,,2,315,18.1,< 5,"< 0,2",14.8,< 1,4,"< 0,1",0.4,1.5,28,CONTRADA ASNICAR,Valdagno,06/12/2019
"< 0,05",8,179,45,,2,306,17.3,< 5,"< 0,2",14.8,< 1,4,"< 0,1",0.4,1.6,28,CONTRADA BARBARANA,Valdagno,06/12/2019
"< 0,05",8.1,200,48.4,,2,288,17.1,20.4,"< 0,2",12.3,< 1,4,"< 0,1",0.4,1.5,3,LOCALITA' ROCCHETTA,Valdastico,06/12/2019
"< 0,05",8.1,200,48.4,,2,288,17.1,20.4,"< 0,2",12.3,< 1,4,"< 0,1",0.4,1.5,3,PIAZZA 7 COMUNI,Valdastico,06/12/2019
"< 0,05",8.1,200,48.4,,2,288,17.1,20.4,"< 0,2",12.3,< 1,4,"< 0,1",0.4,1.5,3,PIAZZA ORTIGARA,Valdastico,06/12/2019
"< 0,05",8.1,200,48.4,,2,288,17.1,20.4,"< 0,2",12.3,< 1,4,"< 0,1",0.4,1.5,3,PIAZZA PRIMA ARMATA,Valdastico,06/12/2019
"< 0,05",8.1,250,29,,1,230,13.1,< 5,"< 0,2",14.2,< 1,3,"< 0,1",0.4,1.5,15,CONTRA' FECCHIERA MALUNGA,Valli del Pasubio,06/12/2019
"< 0,05",8.1,250,29,,1,230,13.1,< 5,"< 0,2",14.2,< 1,3,"< 0,1",0.4,1.5,15,CONTRA' LORENZI,Valli del Pasubio,06/12/2019
"< 0,05",8.1,250,46.6,,2,241,20.1,< 5,"< 0,2",20.5,< 1,4,"< 0,1",1,2.1,42,LOCALITA' S.CARLO SAVENA,Valli del Pasubio,06/12/2019
"< 0,05",7.9,,40.4,,3,306,18.3,< 5,"< 0,2",20,< 1,3,"< 0,1",0.5,2.5,19,VIA 4 NOVEMBRE,Valli del Pasubio,06/12/2019
"< 0,05",8,207,39.2,,1,294,17.5,< 5,"< 0,2",18.9,< 1,6,"< 0,1",0.3,1.9,4,PIAZZA 29 APRILE,Velo dAstico,06/12/2019
"< 0,05",8,207,39.2,,1,294,17.5,< 5,"< 0,2",18.9,< 1,6,"< 0,1",0.3,1.9,4,PIAZZA 4 NOVEMBRE,Velo dAstico,06/12/2019
"< 0,05",8,207,39.2,,1,294,17.5,< 5,"< 0,2",18.9,< 1,6,"< 0,1",0.3,1.9,4,PIAZZA S. MARTINO,Velo dAstico,06/12/2019
"< 0,05",8,207,39.2,,1,294,17.5,< 5,"< 0,2",18.9,< 1,6,"< 0,1",0.3,1.9,4,PIAZZALE ALPINI,Velo dAstico,06/12/2019
"< 0,05",7.7,255,64.8,,15,499,29.5,< 5,"< 0,2",32.1,< 1,21,"< 0,1",1,4,40,BORGO CASALE,Vicenza,06/12/2019
"< 0,05",7.7,255,64.8,,15,499,29.5,< 5,"< 0,2",32.1,< 1,21,"< 0,1",1,4,40,BORGO SANTA LUCIA,Vicenza,06/12/2019
"< 0,05",7.7,255,64.8,,15,499,29.5,< 5,"< 0,2",32.1,< 1,21,"< 0,1",1,4,40,BORGO SCROFFA,Vicenza,06/12/2019
"< 0,05",8.3,238,50.5,0.1,9,395,23.1,7.3,"< 0,2",25.5,< 1,"< 0,4","< 0,1",1,7.5,26,CANDIA ELEONORA,Vicenza,06/12/2019
"< 0,05",7.8,315,67.1,0.1,13,486,29.2,5.2,"< 0,2",30.3,< 1,19,"< 0,1",0.5,3,38,ALTA VIA DEI BERICI,Villaga,06/12/2019
"< 0,05",7.8,315,67.1,0.1,13,486,29.2,5.2,"< 0,2",30.3,< 1,19,"< 0,1",0.5,3,38,VIA ALESSANDRO VOLTA,Villaga,06/12/2019
"< 0,05",7.8,315,67.1,0.1,13,486,29.2,5.2,"< 0,2",30.3,< 1,19,"< 0,1",0.5,3,38,VIA ANDREATTA,Villaga,06/12/2019
"< 0,05",7.8,315,67.1,0.1,13,486,29.2,5.2,"< 0,2",30.3,< 1,19,"< 0,1",0.5,3,38,VIA BERICO EUGANEA,Villaga,06/12/2019
"< 0,05",7.9,198,38.9,,1,293,17.1,8.1,"< 0,2",18,< 1,4,"< 0,1",0.5,1.5,6,PIAZZA MARCONI,Villaverla,06/12/2019
"< 0,05",7.9,198,38.9,,1,293,17.1,8.1,"< 0,2",18,< 1,4,"< 0,1",0.5,1.5,6,PIAZZA POPOLO,Villaverla,06/12/2019
"< 0,05",7.9,198,38.9,,1,293,17.1,8.1,"< 0,2",18,< 1,4,"< 0,1",0.5,1.5,6,VIA 1 MAGGIO,Villaverla,06/12/2019
"< 0,05",7.9,198,38.9,,1,293,17.1,8.1,"< 0,2",18,< 1,4,"< 0,1",0.5,1.5,6,VIA 2 GIUGNO,Villaverla,06/12/2019
"< 0,05",7.9,,37.3,,2,286,16.7,< 5,"< 0,2",17.9,< 1,4,"< 0,1",0.8,4,8,PIAZZALE MORO,Zane',06/12/2019
"< 0,05",7.9,,37.3,,2,286,16.7,< 5,"< 0,2",17.9,< 1,4,"< 0,1",0.8,4,8,PIAZZALE ROMA,Zane',06/12/2019
"< 0,05",7.9,,37.3,,2,286,16.7,< 5,"< 0,2",17.9,< 1,4,"< 0,1",0.8,4,8,STRADA DEL GATTO,Zane',06/12/2019
"< 0,05",7.9,,37.3,,2,286,16.7,< 5,"< 0,2",17.9,< 1,4,"< 0,1",0.8,4,8,STRADA DEL ROVERE,Zane',06/12/2019
"< 0,05",7.8,238,50.4,,2,294,18.1,< 5,"< 0,2",13.6,< 1,5,"< 0,1",0.6,2.6,6,PIAZZA GIOVANNI PAOLO II,Zugliano,06/12/2019
"< 0,05",7.7,254,59.5,,4,352,21,< 5,"< 0,2",15.5,< 1,7,"< 0,1",0.7,1.6,7,VIA 4 NOVEMBRE,Zugliano,06/12/2019
"< 0,05",7.8,238,50.4,,2,294,18.1,< 5,"< 0,2",13.6,< 1,5,"< 0,1",0.6,2.6,6,VIA ADIGE,Zugliano,06/12/2019
"< 0,05",7.7,254,59.5,,4,352,21,< 5,"< 0,2",15.5,< 1,7,"< 0,1",0.7,1.6,7,VIA ALBERA,Zugliano,06/12/2019
