alias_address,alias_city,geocode,geometry,georeferencingString,type
Centrale di Piacenza d'Adige,Masi,"Masi, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.4918239, 45.1088205]}","Masi, Veneto, Italia",POINT
Fonte Camazzole,Megliadino San Vitale,"Megliadino San Vitale, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5242368, 45.19214]}","Megliadino San Vitale, Veneto, Italia",POINT
Centrale di Castelnovo Bariano,Melara,"Melara, Rovigo, Veneto, 45037, Italia","{'type': 'Point', 'coordinates': [11.1984576, 45.0631847]}","Melara, Veneto, Italia",POINT
Centrale di Piacenza d'Adige,Merlara,"Merlara, Padova, Veneto, Italia","{'type': 'Point', 'coordinates': [11.4418785, 45.1670683]}","Merlara, Veneto, Italia",POINT
Fonte Camazzole,Monselice,"Monselice, Padova, Veneto, 35043, Italia","{'type': 'Point', 'coordinates': [11.7508534, 45.2417684]}","Monselice, Veneto, Italia",POINT
Acque Veronesi - Centrale Madonna di Lonigo,Montagnana,"Montagnana, Padova, Veneto, 35044, Italia","{'type': 'Point', 'coordinates': [11.4657779, 45.2333207]}","Montagnana, Veneto, Italia",POINT
Comune di Montebello Vicentino,Montebello Vicentino,"Montebello Vicentino, Vicenza, Veneto, 36054, Italia","{'type': 'Point', 'coordinates': [11.385640336861178, 45.45905725]}","Montebello Vicentino, Veneto, Italia",POINT
Centrale di Occhiobello,Occhiobello,"Occhiobello, Rovigo, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5813996, 44.9212498]}","Occhiobello, Veneto, Italia",POINT
Acque Veronesi - Centrale Madonna di Lonigo,Orgiano,"Orgiano, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.4630915, 45.3479399]}","Orgiano, Veneto, Italia",POINT
Fonte Camazzole,Ospedaletto Euganeo,"Ospedaletto Euganeo, Padova, Veneto, 35045, Italia","{'type': 'Point', 'coordinates': [11.6065615, 45.2218314]}","Ospedaletto Euganeo, Veneto, Italia",POINT
