alias_address,alias_address_value,alias_city,alias_province,geocode,geometry,georeferencingString,type
Fosdondo,384,CORREGGIO,RE,"Fosdondo, Correggio, RE","{'type': 'Point', 'coordinates': [10.735740000000021, 44.775100000000066]}","Fosdondo, CORREGGIO, RE, Emilia Romagna",POINT
Giardino,385,CORREGGIO,RE,"Strada Provinciale di Correggio, 42122, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.651261499741484, 44.6979025373081]}","Giardino, CORREGGIO, RE, Emilia Romagna",POINT
Mandrio,386,CORREGGIO,RE,"Mandrio, Correggio, RE","{'type': 'Point', 'coordinates': [10.80615000000006, 44.792880000000025]}","Mandrio, CORREGGIO, RE, Emilia Romagna",POINT
Mandriolo,387,CORREGGIO,RE,"Mandriolo, Correggio, RE","{'type': 'Point', 'coordinates': [10.786730000000034, 44.78703000000007]}","Mandriolo, CORREGGIO, RE, Emilia Romagna",POINT
Tutte Le Zone,372,FABBRICO,RE,"Fabbrico, RE","{'type': 'Point', 'coordinates': [10.803790000000049, 44.871560000000045]}",", FABBRICO, RE, Emilia Romagna",POINT
Zone A Nord Dell'Autostrada,227,GATTATICO,RE,"Via Guglielmo da Gattatico, 42043, Gattatico, RE","{'type': 'Point', 'coordinates': [10.45093695526366, 44.771294385213004]}","Zone A Nord Dell'Autostrada, GATTATICO, RE, Emilia Romagna",POINT
Zone A Sud Dell'Autostrada,228,GATTATICO,RE,"Via Guglielmo da Gattatico, 42043, Gattatico, RE","{'type': 'Point', 'coordinates': [10.45093695526366, 44.771294385213004]}","Zone A Sand Dell'Autostrada, GATTATICO, RE, Emilia Romagna",POINT
Gualtieri E Tutte Le Altre Zone,229,GUALTIERI,RE,"Gualtieri, RE","{'type': 'Point', 'coordinates': [10.62961000000007, 44.90052000000003]}","Gualtieri , GUALTIERI, RE, Emilia Romagna",POINT
Santa Vittoria E Zona Industriale Di Gualtieri,373,GUALTIERI,RE,"Gualtieri, RE","{'type': 'Point', 'coordinates': [10.62961000000007, 44.90052000000003]}","Sannta Vittoria E Zona Industriale Di Gualtieri, GUALTIERI, RE, Emilia Romagna",POINT
Baccanello,230,GUASTALLA,RE,Baccanello,"{'type': 'Point', 'coordinates': [10.848250000000064, 44.94214000000005]}","Baccanello, GUASTALLA, RE, Emilia Romagna",POINT
CÀ De Frati (S. Giacomo),231,GUASTALLA,RE,"San Giacomo, Guastalla, RE","{'type': 'Point', 'coordinates': [10.662920000000042, 44.89438000000007]}","CÀ De Frati (San Giacomo), GUASTALLA, RE, Emilia Romagna",POINT
Carrobioli,232,GUASTALLA,RE,"Carrobiol, Guastalla, RE","{'type': 'Point', 'coordinates': [10.680980000000034, 44.87317000000007]}","Carrobioli, GUASTALLA, RE, Emilia Romagna",POINT
Case Fangaia (S. Giacomo),233,GUASTALLA,RE,"Case Fangaia, Guastalla, RE","{'type': 'Point', 'coordinates': [10.741700000000037, 44.91632000000004]}","Case Fangaia (San Giacomo), GUASTALLA, RE, Emilia Romagna",POINT
Cerchietto (S. Martino),234,GUASTALLA,RE,"San Martino, Guastalla, RE","{'type': 'Point', 'coordinates': [10.685520000000054, 44.91438000000005]}","Cerchietto (San Martino), GUASTALLA, RE, Emilia Romagna",POINT
Guastalla Centro,235,GUASTALLA,RE,Centro Revisioni Guastalla S.n.c.,"{'type': 'Point', 'coordinates': [10.653020037220683, 44.914710041115846]}","Guastalla Centro, GUASTALLA, RE, Emilia Romagna",POINT
La Madonnina,236,GUASTALLA,RE,"Via Madonnina, 42016, Guastalla, RE","{'type': 'Point', 'coordinates': [10.66168901720079, 44.873377927468354]}","La Madonnina, GUASTALLA, RE, Emilia Romagna",POINT
Nizzola,237,GUASTALLA,RE,"Nizzola, Guastalla, RE","{'type': 'Point', 'coordinates': [10.670350000000042, 44.91886000000005]}","Nizzola, GUASTALLA, RE, Emilia Romagna",POINT
S. Giacomo E Zona Industriale Di S.Giacomo,238,GUASTALLA,RE,Zona Industriale San Giacomo di Guastalla,"{'type': 'Point', 'coordinates': [10.65384000000006, 44.89459000000005]}","San Giacomo E Zona Industriale Di SanGiacomo, GUASTALLA, RE, Emilia Romagna",POINT
S. Giorgio,240,GUASTALLA,RE,"Via San Giorgio, 42016, Guastalla, RE","{'type': 'Point', 'coordinates': [10.671780674578079, 44.923473545877314]}","San Giorgio, GUASTALLA, RE, Emilia Romagna",POINT
S. Girolamo,241,GUASTALLA,RE,"San Girolamo, Guastalla, RE","{'type': 'Point', 'coordinates': [10.72616000000005, 44.92031000000003]}","San Girolamo, GUASTALLA, RE, Emilia Romagna",POINT
S. Martino,242,GUASTALLA,RE,"San Martino, Guastalla, RE","{'type': 'Point', 'coordinates': [10.685520000000054, 44.91438000000005]}","San Martino, GUASTALLA, RE, Emilia Romagna",POINT
S. Rocco,243,GUASTALLA,RE,"San Rocco, Guastalla, RE","{'type': 'Point', 'coordinates': [10.656210000000044, 44.86959000000007]}","San Rocco, GUASTALLA, RE, Emilia Romagna",POINT
Solarolo,244,GUASTALLA,RE,"Solarolo, Guastalla, RE","{'type': 'Point', 'coordinates': [10.66408000000007, 44.90480000000008]}","Sanlarolo, GUASTALLA, RE, Emilia Romagna",POINT
Tagliata,245,GUASTALLA,RE,"Tagliata, Guastalla, RE","{'type': 'Point', 'coordinates': [10.683910000000026, 44.93205000000006]}","Tagliata, GUASTALLA, RE, Emilia Romagna",POINT
Villa Pieve,246,GUASTALLA,RE,"Villa Pieve, Guastalla, RE","{'type': 'Point', 'coordinates': [10.665520000000072, 44.91232000000008]}","Villa Pieve, GUASTALLA, RE, Emilia Romagna",POINT
Zone A Sud Del Cavo BPM,247,GUASTALLA,RE,"Guastalla, RE","{'type': 'Point', 'coordinates': [10.654370000000029, 44.91710000000006]}","Zone A Sand Del Cavo BPM, GUASTALLA, RE, Emilia Romagna",POINT
Bracchi,248,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Bracchi, LIGONCHIO, RE, Emilia Romagna",POINT
Campo,249,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Campo, LIGONCHIO, RE, Emilia Romagna",POINT
Caprile,250,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Caprile, LIGONCHIO, RE, Emilia Romagna",POINT
Casalino,251,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Casalino, LIGONCHIO, RE, Emilia Romagna",POINT
Casenove,252,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Casenove, LIGONCHIO, RE, Emilia Romagna",POINT
Cinquecerri,253,LIGONCHIO,RE,"Cinquecerri, Ventasso, RE","{'type': 'Point', 'coordinates': [10.330080000000066, 44.349860000000035]}","Cinquecerri, LIGONCHIO, RE, Emilia Romagna",POINT
Costa Di Piolo,254,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Costa Di Piolo, LIGONCHIO, RE, Emilia Romagna",POINT
Giarola,255,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Giarola, LIGONCHIO, RE, Emilia Romagna",POINT
Le Vaglie,256,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Le Vaglie, LIGONCHIO, RE, Emilia Romagna",POINT
Ligonchio Centro,257,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Ligonchio Centro, LIGONCHIO, RE, Emilia Romagna",POINT
Loggia,258,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Loggia, LIGONCHIO, RE, Emilia Romagna",POINT
Montecagno,259,LIGONCHIO,RE,"Montecagno, Ventasso, RE","{'type': 'Point', 'coordinates': [10.36641000000003, 44.33212000000003]}","Montecagno, LIGONCHIO, RE, Emilia Romagna",POINT
Ospitaletto,260,LIGONCHIO,RE,"Ospitaletto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.316530000000057, 44.29852000000005]}","Ospitaletto, LIGONCHIO, RE, Emilia Romagna",POINT
Piazza Di Piolo,261,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Piazza Di Piolo, LIGONCHIO, RE, Emilia Romagna",POINT
Piolo,262,LIGONCHIO,RE,"Ligonchio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.33997000000005, 44.31617000000006]}","Piolo, LIGONCHIO, RE, Emilia Romagna",POINT
Luzzara,263,LUZZARA,RE,"Luzzara, RE","{'type': 'Point', 'coordinates': [10.688050000000032, 44.959790000000055]}","Luzzara, LUZZARA, RE, Emilia Romagna",POINT
Montecchio Emilia,264,MONTECCHIO EMILIA,RE,"Montecchio Emilia, RE","{'type': 'Point', 'coordinates': [10.449340000000063, 44.700360000000046]}","Montecchio Emilia, MONTECCHIO EMILIA, RE, Emilia Romagna",POINT
"Zone A Sud Di Via A.Grandi E Via L.Landini, Comprese Vie Montale, Quasimodo E Battisti",389,MONTECCHIO EMILIA,RE,"Montecchio Emilia, RE","{'type': 'Point', 'coordinates': [10.449340000000063, 44.700360000000046]}","Zone A Sand Di Via A.Grandi E Via L.Landini, Comprese Vie Montale, Quasimodo E Battisti, MONTECCHIO EMILIA, RE, Emilia Romagna",POINT
Novellara,265,NOVELLARA,RE,"Novellara, RE","{'type': 'Point', 'coordinates': [10.731480000000033, 44.84920000000005]}","Novellara, NOVELLARA, RE, Emilia Romagna",POINT
Poviglio,266,POVIGLIO,RE,"Poviglio, RE","{'type': 'Point', 'coordinates': [10.536280000000033, 44.84133000000003]}","Poviglio, POVIGLIO, RE, Emilia Romagna",POINT
Tutte Le Altre Zone,271,QUATTRO CASTELLA,RE,"Quattro Castella, RE","{'type': 'Point', 'coordinates': [10.471110000000067, 44.63613000000004]}","Tutte Le Altre Zone, QUATTRO CASTELLA, RE, Emilia Romagna",POINT
Fornaci Di Quattro Castella,370,QUATTRO CASTELLA,RE,"Ca' Fornace, 42020, Quattro Castella, RE","{'type': 'Point', 'coordinates': [10.470334499999996, 44.64342]}","Fornaci Di Quattro Castella, QUATTRO CASTELLA, RE, Emilia Romagna",POINT
Quattro Castella Capoluogo (Zona Nord),371,QUATTRO CASTELLA,RE,"Quattro Castella, RE","{'type': 'Point', 'coordinates': [10.471110000000067, 44.63613000000004]}","Quattro Castella Capoluogo (Zona Nord), QUATTRO CASTELLA, RE, Emilia Romagna",POINT
Selvarola,390,QUATTRO CASTELLA,RE,"Quattro Castella, RE","{'type': 'Point', 'coordinates': [10.471110000000067, 44.63613000000004]}","Sanlvarola, QUATTRO CASTELLA, RE, Emilia Romagna",POINT
Puianello Zone Rimaneneti,402,QUATTRO CASTELLA,RE,"Puianello, Quattro Castella, RE","{'type': 'Point', 'coordinates': [10.560780000000022, 44.627230000000054]}","Puianello Zone Rimaneneti, QUATTRO CASTELLA, RE, Emilia Romagna",POINT
Camporella,272,RAMISETO,RE,"Camporella, Ventasso, RE","{'type': 'Point', 'coordinates': [10.235290000000077, 44.420990000000074]}","Camporella, RAMISETO, RE, Emilia Romagna",POINT
Canova,273,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Canova, RAMISETO, RE, Emilia Romagna",POINT
Casalobbio,274,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Casalobbio, RAMISETO, RE, Emilia Romagna",POINT
Castagneto,275,RAMISETO,RE,"Castagneto, Baiso, RE","{'type': 'Point', 'coordinates': [10.59250000000003, 44.48390000000006]}","Castagneto, RAMISETO, RE, Emilia Romagna",POINT
Cecciola,276,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Cecciola, RAMISETO, RE, Emilia Romagna",POINT
Cerreggio,277,RAMISETO,RE,"Cerreggio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.276100000000042, 44.44231000000008]}","Cerreggio, RAMISETO, RE, Emilia Romagna",POINT
La Costa Ramiseto,278,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","La Costa Ramiseto, RAMISETO, RE, Emilia Romagna",POINT
Le Teggie,279,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Le Teggie, RAMISETO, RE, Emilia Romagna",POINT
Lugolo,280,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Lugolo, RAMISETO, RE, Emilia Romagna",POINT
Montedello,281,RAMISETO,RE,"Montedello, Ventasso, RE","{'type': 'Point', 'coordinates': [10.230870000000039, 44.41513000000003]}","Montedello, RAMISETO, RE, Emilia Romagna",POINT
Nigone,282,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Nigone, RAMISETO, RE, Emilia Romagna",POINT
Ramiseto Centro,284,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Ramiseto Centro, RAMISETO, RE, Emilia Romagna",POINT
Storlo,285,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Sanorlo, RAMISETO, RE, Emilia Romagna",POINT
Succiso,286,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Sancciso, RAMISETO, RE, Emilia Romagna",POINT
Taviano,287,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Taviano, RAMISETO, RE, Emilia Romagna",POINT
Temporia,288,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Temporia, RAMISETO, RE, Emilia Romagna",POINT
Varvilla,289,RAMISETO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Varvilla, RAMISETO, RE, Emilia Romagna",POINT
Ventasso Laghi,290,RAMISETO,RE,"Ventasso, RE","{'type': 'Point', 'coordinates': [10.319260000000043, 44.36949000000004]}","Ventasso Laghi, RAMISETO, RE, Emilia Romagna",POINT
Reggio Emilia - Centro,97,REGGIO EMILIA,RE,Poste Italiane Reggio Emilia Centro,"{'type': 'Point', 'coordinates': [10.632259981678212, 44.698500051070475]}","Reggio Emilia - Centro, REGGIO EMILIA, RE, Emilia Romagna",POINT
Bagno,102,REGGIO EMILIA,RE,"Bagno, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.745600000000024, 44.654810000000055]}","Bagno, REGGIO EMILIA, RE, Emilia Romagna",POINT
Baragalla,106,REGGIO EMILIA,RE,"Via Baragalla, 42031, Baiso, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.643901061822135, 44.53168331529923]}","Baragalla, REGGIO EMILIA, RE, Emilia Romagna",POINT
Bazzarola,107,REGGIO EMILIA,RE,"Reggio Emilia, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.64125000000007, 44.69559000000004]}","Bazzarola, REGGIO EMILIA, RE, Emilia Romagna",POINT
Buco Del Signore,108,REGGIO EMILIA,RE,"Reggio Emilia, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.64125000000007, 44.69559000000004]}","Buco Del Sangnore, REGGIO EMILIA, RE, Emilia Romagna",POINT
Buda (Modolena),109,REGGIO EMILIA,RE,"Reggio Emilia, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.64125000000007, 44.69559000000004]}","Buda (Modolena), REGGIO EMILIA, RE, Emilia Romagna",POINT
CadÈ,110,REGGIO EMILIA,RE,"Cadè, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.51335000000006, 44.739400000000046]}","CadÈ, REGGIO EMILIA, RE, Emilia Romagna",POINT
Calvetro (Masone),111,REGGIO EMILIA,RE,"Calvetro, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.717640000000074, 44.68180000000007]}","Calvetro (Masone), REGGIO EMILIA, RE, Emilia Romagna",POINT
Campo Gelsi (Massenzatico),112,REGGIO EMILIA,RE,"Massenzatico, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.698910000000069, 44.73635000000007]}","Campo Gelsi (Massenzatico), REGGIO EMILIA, RE, Emilia Romagna",POINT
Canali,113,REGGIO EMILIA,RE,"Via Enrico Casali, 42122, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.644146583650562, 44.69263730200427]}","Canali, REGGIO EMILIA, RE, Emilia Romagna",POINT
Casale Di Rivalta,114,REGGIO EMILIA,RE,"Rivalta, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.589090000000056, 44.65856000000008]}","Casale Di Rivalta, REGGIO EMILIA, RE, Emilia Romagna",POINT
Castellazzo,117,REGGIO EMILIA,RE,"Castellazzo, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.739730000000066, 44.67533000000003]}","Castellazzo, REGGIO EMILIA, RE, Emilia Romagna",POINT
Castello Di Pratofontana,118,REGGIO EMILIA,RE,"Pratofontana, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.672360000000026, 44.741810000000044]}","Castello Di Pratofontana, REGGIO EMILIA, RE, Emilia Romagna",POINT
Castello Di Vialato,119,REGGIO EMILIA,RE,"Via Castello, 42124, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.511699535814538, 44.73340715544235]}","Castello Di Vialato, REGGIO EMILIA, RE, Emilia Romagna",POINT
Castello Motti (Gavassa),120,REGGIO EMILIA,RE,"Via Castello Motti, 42122, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.689181224498954, 44.71442970241879]}","Castello Motti (Gavassa), REGGIO EMILIA, RE, Emilia Romagna",POINT
Cavazzoli,121,REGGIO EMILIA,RE,"Cavazzoli, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.610370000000046, 44.72280000000006]}","Cavazzoli, REGGIO EMILIA, RE, Emilia Romagna",POINT
Cella,122,REGGIO EMILIA,RE,"Cella, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.545470000000023, 44.72832000000005]}","Cella, REGGIO EMILIA, RE, Emilia Romagna",POINT
CÒ Di Sotto (Massenzatico),123,REGGIO EMILIA,RE,"Massenzatico, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.698910000000069, 44.73635000000007]}","CÒ Di Santto (Massenzatico), REGGIO EMILIA, RE, Emilia Romagna",POINT
Codemondo,124,REGGIO EMILIA,RE,"Codemondo, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.550690000000031, 44.68837000000008]}","Codemondo, REGGIO EMILIA, RE, Emilia Romagna",POINT
Corticella,125,REGGIO EMILIA,RE,"Corticella, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.751390000000072, 44.635530000000074]}","Corticella, REGGIO EMILIA, RE, Emilia Romagna",POINT
Coviolo,126,REGGIO EMILIA,RE,"Coviolo, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.594620000000077, 44.67876000000007]}","Coviolo, REGGIO EMILIA, RE, Emilia Romagna",POINT
Due MaestÀ,127,REGGIO EMILIA,RE,Due Maestà,"{'type': 'Point', 'coordinates': [10.650000000000034, 44.66667000000007]}","Due MaestÀ, REGGIO EMILIA, RE, Emilia Romagna",POINT
Fogliano,128,REGGIO EMILIA,RE,"Fogliano, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.64537000000007, 44.649290000000065]}","Fogliano, REGGIO EMILIA, RE, Emilia Romagna",POINT
Foscato,129,REGGIO EMILIA,RE,"Via Enrico Foscato, 42123, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.596006130662655, 44.693864764978635]}","Foscato, REGGIO EMILIA, RE, Emilia Romagna",POINT
Gaida,130,REGGIO EMILIA,RE,"Gaida, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.503030000000024, 44.74294000000003]}","Gaida, REGGIO EMILIA, RE, Emilia Romagna",POINT
Gavassa,132,REGGIO EMILIA,RE,"Gavassa, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.689940000000036, 44.710240000000056]}","Gavassa, REGGIO EMILIA, RE, Emilia Romagna",POINT
Gavasseto,133,REGGIO EMILIA,RE,"Gavasseto, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.674310000000048, 44.65471000000008]}","Gavasseto, REGGIO EMILIA, RE, Emilia Romagna",POINT
Chionso,136,REGGIO EMILIA,RE,"Il Chionso, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.664450000000045, 44.71284000000003]}","Chionso, REGGIO EMILIA, RE, Emilia Romagna",POINT
La Villa,137,REGGIO EMILIA,RE,"Via Emidio Villa, 42124, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.656085272519979, 44.735209792836166]}","La Villa, REGGIO EMILIA, RE, Emilia Romagna",POINT
Le Rotte (Confine Bagnolo),138,REGGIO EMILIA,RE,Le Rotte,"{'type': 'Point', 'coordinates': [10.66761002553528, 44.75589994113931]}","Le Rotte (Confine Bagnolo), REGGIO EMILIA, RE, Emilia Romagna",POINT
Mancasale E Zona Industriale A Sud Di Via Lama,139,REGGIO EMILIA,RE,Zona Industriale Mancasale,"{'type': 'Point', 'coordinates': [10.649800000000027, 44.736410000000035]}","Mancasale E Zona Industriale A Sand Di Via Lama, REGGIO EMILIA, RE, Emilia Romagna",POINT
Mancasale Zona Industriale A Nord Di Via Lama,140,REGGIO EMILIA,RE,Zona Industriale Mancasale,"{'type': 'Point', 'coordinates': [10.649800000000027, 44.736410000000035]}","Mancasale Zona Industriale A Nord Di Via Lama, REGGIO EMILIA, RE, Emilia Romagna",POINT
Marmirolo,141,REGGIO EMILIA,RE,"Marmirolo, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.720050000000072, 44.65862000000004]}","Marmirolo, REGGIO EMILIA, RE, Emilia Romagna",POINT
Masone,142,REGGIO EMILIA,RE,"Masone, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.703990000000033, 44.67184000000003]}","Masone, REGGIO EMILIA, RE, Emilia Romagna",POINT
Massenzatico,143,REGGIO EMILIA,RE,"Massenzatico, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.698910000000069, 44.73635000000007]}","Massenzatico, REGGIO EMILIA, RE, Emilia Romagna",POINT
Modolena,144,REGGIO EMILIA,RE,"Reggio Emilia, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.64125000000007, 44.69559000000004]}","Modolena, REGGIO EMILIA, RE, Emilia Romagna",POINT
Orologio (RE),145,REGGIO EMILIA,RE,"Reggio Emilia, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.64125000000007, 44.69559000000004]}","Orologio (RE), REGGIO EMILIA, RE, Emilia Romagna",POINT
Penizzo (Pratofontana),147,REGGIO EMILIA,RE,"Pratofontana, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.672360000000026, 44.741810000000044]}","Penizzo (Pratofontana), REGGIO EMILIA, RE, Emilia Romagna",POINT
Pieve Modolena,148,REGGIO EMILIA,RE,"Pieve Modolena, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.597180000000037, 44.710300000000075]}","Pieve Modolena, REGGIO EMILIA, RE, Emilia Romagna",POINT
Pratofontana,150,REGGIO EMILIA,RE,"Pratofontana, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.672360000000026, 44.741810000000044]}","Pratofontana, REGGIO EMILIA, RE, Emilia Romagna",POINT
Quaresimo,151,REGGIO EMILIA,RE,"Via del Quaresimo, 42123, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.542256594420378, 44.68433295576757]}","Quaresimo, REGGIO EMILIA, RE, Emilia Romagna",POINT
Rivalta,154,REGGIO EMILIA,RE,"Rivalta, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.589090000000056, 44.65856000000008]}","Rivalta, REGGIO EMILIA, RE, Emilia Romagna",POINT
Roncadella,155,REGGIO EMILIA,RE,"Roncadelli, Casalgrande, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.756230000000073, 44.56371000000007]}","Roncadella, REGGIO EMILIA, RE, Emilia Romagna",POINT
Roncina,156,REGGIO EMILIA,RE,"Via Roncina, 42123, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.592691963600718, 44.69430393712979]}","Roncina, REGGIO EMILIA, RE, Emilia Romagna",POINT
Roncocesi,157,REGGIO EMILIA,RE,"Roncocesi, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.578910000000064, 44.73822000000007]}","Roncocesi, REGGIO EMILIA, RE, Emilia Romagna",POINT
S. Grisante E Daria (Masone),159,REGGIO EMILIA,RE,"Via Santi Grisante e Daria, 42124, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.636760021641907, 44.74647817045521]}","San Grisante E Daria (Masone), REGGIO EMILIA, RE, Emilia Romagna",POINT
S. Maurizio,160,REGGIO EMILIA,RE,"San Maurizio, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.66972000000004, 44.68506000000008]}","San Maurizio, REGGIO EMILIA, RE, Emilia Romagna",POINT
S. Nicola (Masone),161,REGGIO EMILIA,RE,"Masone, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.703990000000033, 44.67184000000003]}","San Nicola (Masone), REGGIO EMILIA, RE, Emilia Romagna",POINT
S. Prospero Strinati,162,REGGIO EMILIA,RE,"San Prospero, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.636300000000062, 44.71882000000005]}","San Prospero Sanrinati, REGGIO EMILIA, RE, Emilia Romagna",POINT
S. Rigo,163,REGGIO EMILIA,RE,"San Rigo, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.576320000000067, 44.66625000000005]}","San Rigo, REGGIO EMILIA, RE, Emilia Romagna",POINT
Sabbione,164,REGGIO EMILIA,RE,"Sabbione, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.704840000000047, 44.64343000000008]}","Sanbbione, REGGIO EMILIA, RE, Emilia Romagna",POINT
Sesso,167,REGGIO EMILIA,RE,"Reggio Emilia, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.64125000000007, 44.69559000000004]}","Sansso, REGGIO EMILIA, RE, Emilia Romagna",POINT
Sesso Zona Industriale,168,REGGIO EMILIA,RE,Zona Industriale Cade,"{'type': 'Point', 'coordinates': [10.510160000000042, 44.73988000000003]}","Sansso Zona Industriale, REGGIO EMILIA, RE, Emilia Romagna",POINT
Vialato,169,REGGIO EMILIA,RE,"Via Vialato, 42023, Cadelbosco di Sopra, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.627937630254909, 44.78489788375818]}","Vialato, REGGIO EMILIA, RE, Emilia Romagna",POINT
