alias_address,alias_address_value,alias_city,alias_province,geocode,geometry,georeferencingString,type
Villa Curta,170,REGGIO EMILIA,RE,"Villa Curta, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.68906000000004, 44.69292000000007]}","Villa Curta, REGGIO EMILIA, RE, Emilia Romagna",POINT
Zimella (Corticella),171,REGGIO EMILIA,RE,"Corticella, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.751390000000072, 44.635530000000074]}","Zimella (Corticella), REGGIO EMILIA, RE, Emilia Romagna",POINT
Zona Annonaria,172,REGGIO EMILIA,RE,"Reggio Emilia, Reggio nell'Emilia","{'type': 'Point', 'coordinates': [10.64125000000007, 44.69559000000004]}","Zona Annonaria, REGGIO EMILIA, RE, Emilia Romagna",POINT
Ghiarda,391,REGGIO EMILIA,RE,"Ghiarda, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.564320000000066, 44.66423000000003]}","Ghiarda, REGGIO EMILIA, RE, Emilia Romagna",POINT
Massenzatico Battibana,392,REGGIO EMILIA,RE,"Massenzatico, Reggio nell'Emilia, RE","{'type': 'Point', 'coordinates': [10.698910000000069, 44.73635000000007]}","Massenzatico Battibana, REGGIO EMILIA, RE, Emilia Romagna",POINT
Bettolino,291,REGGIOLO,RE,"Bettolino, Reggiolo, RE","{'type': 'Point', 'coordinates': [10.776640000000043, 44.890480000000025]}","Bettolino, REGGIOLO, RE, Emilia Romagna",POINT
Zone A Sud Del Cavo BPM,292,REGGIOLO,RE,"Reggiolo, RE","{'type': 'Point', 'coordinates': [10.808910000000026, 44.91707000000008]}","Zone A Sand Del Cavo BPM, REGGIOLO, RE, Emilia Romagna",POINT
Tutte Le Altre Zone,293,REGGIOLO,RE,"Reggiolo, RE","{'type': 'Point', 'coordinates': [10.808910000000026, 44.91707000000008]}","Tutte Le Altre Zone, REGGIOLO, RE, Emilia Romagna",POINT
Rio Saliceto,294,RIO SALICETO,RE,"Rio Saliceto, RE","{'type': 'Point', 'coordinates': [10.803130000000067, 44.810790000000054]}","Rio Sanliceto, RIO SALICETO, RE, Emilia Romagna",POINT
Rolo,295,ROLO,RE,"Rolo, RE","{'type': 'Point', 'coordinates': [10.856180000000052, 44.886540000000025]}","Rolo, ROLO, RE, Emilia Romagna",POINT
Rubiera,296,RUBIERA,RE,"Rubiera, RE","{'type': 'Point', 'coordinates': [10.78239000000002, 44.65456000000006]}","Rubiera, RUBIERA, RE, Emilia Romagna",POINT
San Martino In Rio,297,SAN MARTINO IN RIO,RE,"San Martino in Rio, RE","{'type': 'Point', 'coordinates': [10.786080000000027, 44.73356000000007]}","Sann Martino In Rio, SAN MARTINO IN RIO, RE, Emilia Romagna",POINT
Carbognano,298,SAN POLO D'ENZA,RE,"Carbognano, San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.464980000000025, 44.58496000000008]}","Carbognano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Grassano,299,SAN POLO D'ENZA,RE,"Grassano, San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.451780000000042, 44.59165000000007]}","Grassano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Macigno,300,SAN POLO D'ENZA,RE,"Macigno, San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.474200000000053, 44.597840000000076]}","Macigno, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Montemoro,301,SAN POLO D'ENZA,RE,"Montemoro, San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.477130000000045, 44.60781000000003]}","Montemoro, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Vetto,302,SAN POLO D'ENZA,RE,"Via Vetto, 42020, San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.465757717819796, 44.58326863364843]}","Vetto, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Tutte Le Altre Zone,303,SAN POLO D'ENZA,RE,"San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.432640000000049, 44.62653000000006]}","Tutte Le Altre Zone, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Borsea,393,SAN POLO D'ENZA,RE,"Borsea, San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.439510000000041, 44.60387000000003]}","Borsea, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Caverzano,394,SAN POLO D'ENZA,RE,"San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.432640000000049, 44.62653000000006]}","Caverzano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Madonna Della Battaglia,395,SAN POLO D'ENZA,RE,"San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.432640000000049, 44.62653000000006]}","Madonna Della Battaglia, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Pezzano,396,SAN POLO D'ENZA,RE,"Pezzano, San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.431720000000041, 44.61441000000008]}","Pezzano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Pietre,397,SAN POLO D'ENZA,RE,"Pietre, San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.451490000000035, 44.58834000000007]}","Pietre, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Sedignano,398,SAN POLO D'ENZA,RE,"Sedignano, San Polo d'Enza, RE","{'type': 'Point', 'coordinates': [10.448170000000061, 44.60814000000005]}","Sandignano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
Sant'Ilario D'Enza,304,SANT'ILARIO D'ENZA,RE,"Sant'Ilario d'Enza, RE","{'type': 'Point', 'coordinates': [10.447780000000023, 44.75992000000008]}","Sannt'Ilario D'Enza, SANT'ILARIO D'ENZA, RE, Emilia Romagna",POINT
Cacciola,305,SCANDIANO,RE,"Cacciola, Scandiano, RE","{'type': 'Point', 'coordinates': [10.717290000000048, 44.633020000000045]}","Cacciola, SCANDIANO, RE, Emilia Romagna",POINT
Chiozzino,308,SCANDIANO,RE,"Via Chizzino, 42019, Scandiano, RE","{'type': 'Point', 'coordinates': [10.711163856418134, 44.600464631044936]}","Chiozzino, SCANDIANO, RE, Emilia Romagna",POINT
La Braglia,309,SCANDIANO,RE,"La Braglia, Scandiano, RE","{'type': 'Point', 'coordinates': [10.67357000000004, 44.55141000000003]}","La Braglia, SCANDIANO, RE, Emilia Romagna",POINT
La Riva,310,SCANDIANO,RE,"La Riva, Scandiano, RE","{'type': 'Point', 'coordinates': [10.667620000000056, 44.541840000000036]}","La Riva, SCANDIANO, RE, Emilia Romagna",POINT
Rondinara,311,SCANDIANO,RE,"Rondinara, Scandiano, RE","{'type': 'Point', 'coordinates': [10.651270000000068, 44.56251000000003]}","Rondinara, SCANDIANO, RE, Emilia Romagna",POINT
Tutte Le Altre Zone,313,SCANDIANO,RE,"Scandiano, RE","{'type': 'Point', 'coordinates': [10.69387000000006, 44.60020000000003]}","Tutte Le Altre Zone, SCANDIANO, RE, Emilia Romagna",POINT
Via Madonna Della Tosse,399,SCANDIANO,RE,"Via Madonna della Tosse, 42019, Scandiano, RE","{'type': 'Point', 'coordinates': [10.712500079668674, 44.602338210165655]}","Via Madonna Della Tosse, SCANDIANO, RE, Emilia Romagna",POINT
Cerreto Laghi E Cerreto Passo,403,VENTASSO,RE,"Cerreto Laghi, Ventasso, RE","{'type': 'Point', 'coordinates': [10.243190000000027, 44.29797000000008]}","Cerreto Laghi E Cerreto Passo, VENTASSO, RE, Emilia Romagna",POINT
Ramiseto Centro,404,VENTASSO,RE,"Ramiseto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.270220000000052, 44.41414000000003]}","Ramiseto Centro, VENTASSO, RE, Emilia Romagna",POINT
Valbona,405,VENTASSO,RE,"Valbona, Ventasso, RE","{'type': 'Point', 'coordinates': [10.247880000000066, 44.35191000000003]}","Valbona, VENTASSO, RE, Emilia Romagna",POINT
Vallisnera Sopra,406,VENTASSO,RE,"Vallisnera, Ventasso, RE","{'type': 'Point', 'coordinates': [10.269400000000076, 44.36101000000008]}","Vallisnera Sanpra, VENTASSO, RE, Emilia Romagna",POINT
Ligonchio E Ospitaletto,407,VENTASSO,RE,"Ospitaletto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.316530000000057, 44.29852000000005]}","Ligonchio E Ospitaletto, VENTASSO, RE, Emilia Romagna",POINT
Montecagno,408,VENTASSO,RE,"Montecagno, Ventasso, RE","{'type': 'Point', 'coordinates': [10.36641000000003, 44.33212000000003]}","Montecagno, VENTASSO, RE, Emilia Romagna",POINT
Piolo,409,VENTASSO,RE,"Piolo, Ventasso, RE","{'type': 'Point', 'coordinates': [10.35525000000007, 44.330760000000055]}","Piolo, VENTASSO, RE, Emilia Romagna",POINT
"Casalino, C&Agrave; Bracchi",410,VENTASSO,RE,"Ca' Bracchi, Ventasso, RE","{'type': 'Point', 'coordinates': [10.35895000000005, 44.32367000000005]}","Casalino, C&Agrave; Bracchi, VENTASSO, RE, Emilia Romagna",POINT
"Cerreto Alpi , Ponte Barone, Vaccareccia",411,VENTASSO,RE,"Ventasso, RE","{'type': 'Point', 'coordinates': [10.319260000000043, 44.36949000000004]}","Cerreto Alpi , Ponte Barone, Vaccareccia, VENTASSO, RE, Emilia Romagna",POINT
Collagna Centro,412,VENTASSO,RE,"Collagna, Ventasso, RE","{'type': 'Point', 'coordinates': [10.275480000000073, 44.347410000000025]}","Collagna Centro, VENTASSO, RE, Emilia Romagna",POINT
Vallisnera Sotto,413,VENTASSO,RE,"Vallisnera, Ventasso, RE","{'type': 'Point', 'coordinates': [10.269400000000076, 44.36101000000008]}","Vallisnera Santto, VENTASSO, RE, Emilia Romagna",POINT
Camporella,414,VENTASSO,RE,"Camporella, Ventasso, RE","{'type': 'Point', 'coordinates': [10.235290000000077, 44.420990000000074]}","Camporella, VENTASSO, RE, Emilia Romagna",POINT
Castagneto,415,VENTASSO,RE,"Castagneto, Ventasso, RE","{'type': 'Point', 'coordinates': [10.23911000000004, 44.408300000000054]}","Castagneto, VENTASSO, RE, Emilia Romagna",POINT
Montedello,416,VENTASSO,RE,"Montedello, Ventasso, RE","{'type': 'Point', 'coordinates': [10.230870000000039, 44.41513000000003]}","Montedello, VENTASSO, RE, Emilia Romagna",POINT
Storlo,417,VENTASSO,RE,"Ventasso, RE","{'type': 'Point', 'coordinates': [10.319260000000043, 44.36949000000004]}","Sanorlo, VENTASSO, RE, Emilia Romagna",POINT
"Casalobbio, Cereggio, Gazzolo, Le Tegge, Nigone, Taviano, Temporia",418,VENTASSO,RE,"Temporia, Ventasso, RE","{'type': 'Point', 'coordinates': [10.281220000000076, 44.449370000000044]}","Casalobbio, Cereggio, Gazzolo, Le Tegge, Nigone, Taviano, Temporia, VENTASSO, RE, Emilia Romagna",POINT
"Cecciola, Succiso, Varvilla",419,VENTASSO,RE,"Ventasso, RE","{'type': 'Point', 'coordinates': [10.319260000000043, 44.36949000000004]}","Cecciola, Sancciso, Varvilla, VENTASSO, RE, Emilia Romagna",POINT
La Costa,420,VENTASSO,RE,"Via La Costa, 42032, Ventasso, RE","{'type': 'Point', 'coordinates': [10.354851175843143, 44.336213648313745]}","La Costa, VENTASSO, RE, Emilia Romagna",POINT
Poviglio Nuovo,421,VENTASSO,RE,"Poviglio, Ventasso, RE","{'type': 'Point', 'coordinates': [10.235430000000065, 44.38382000000007]}","Poviglio Nuovo, VENTASSO, RE, Emilia Romagna",POINT
Ventasso Laghi,422,VENTASSO,RE,"Ventasso, RE","{'type': 'Point', 'coordinates': [10.319260000000043, 44.36949000000004]}","Ventasso Laghi, VENTASSO, RE, Emilia Romagna",POINT
"Costa Di Piolo, Piazza Di Piolo",423,VENTASSO,RE,"Piolo, Ventasso, RE","{'type': 'Point', 'coordinates': [10.35525000000007, 44.330760000000055]}","Costa Di Piolo, Piazza Di Piolo, VENTASSO, RE, Emilia Romagna",POINT
Loggia,424,VENTASSO,RE,"Loggia, Ventasso, RE","{'type': 'Point', 'coordinates': [10.355720000000076, 44.32503000000003]}","Loggia, VENTASSO, RE, Emilia Romagna",POINT
Campo,425,VENTASSO,RE,"Campo, Ventasso, RE","{'type': 'Point', 'coordinates': [10.319920000000025, 44.35465000000005]}","Campo, VENTASSO, RE, Emilia Romagna",POINT
Caprile,426,VENTASSO,RE,"Caprile, Ventasso, RE","{'type': 'Point', 'coordinates': [10.335830000000044, 44.33513000000005]}","Caprile, VENTASSO, RE, Emilia Romagna",POINT
Casenove,427,VENTASSO,RE,"Ventasso, RE","{'type': 'Point', 'coordinates': [10.319260000000043, 44.36949000000004]}","Casenove, VENTASSO, RE, Emilia Romagna",POINT
Cinquecerri,428,VENTASSO,RE,"Cinquecerri, Ventasso, RE","{'type': 'Point', 'coordinates': [10.330080000000066, 44.349860000000035]}","Cinquecerri, VENTASSO, RE, Emilia Romagna",POINT
Giarola,429,VENTASSO,RE,"Giarola, Ventasso, RE","{'type': 'Point', 'coordinates': [10.313570000000027, 44.35333000000003]}","Giarola, VENTASSO, RE, Emilia Romagna",POINT
Le Vaglie,430,VENTASSO,RE,"Le Vaglie, Ventasso, RE","{'type': 'Point', 'coordinates': [10.316400000000044, 44.32134000000008]}","Le Vaglie, VENTASSO, RE, Emilia Romagna",POINT
"Campeggio, Tavernetta E Hotel Hilton",431,VENTASSO,RE,"Ventasso, RE","{'type': 'Point', 'coordinates': [10.319260000000043, 44.36949000000004]}","Campeggio, Tavernetta E Hotel Hilton, VENTASSO, RE, Emilia Romagna",POINT
"Cervarezza, Frassinedolo, Case Ferrari, Casale",432,VENTASSO,RE,"Frassinedolo, Ventasso, RE","{'type': 'Point', 'coordinates': [10.347700000000032, 44.397020000000055]}","Cervarezza, Frassinedolo, Case Ferrari, Casale, VENTASSO, RE, Emilia Romagna",POINT
Vetto D'Enza,315,VETTO,RE,"Vetto, RE","{'type': 'Point', 'coordinates': [10.335960000000057, 44.48375000000004]}","Vetto D'Enza, VETTO, RE, Emilia Romagna",POINT
Vezzano Sul Crostolo Tutto Il Territorio,317,VEZZANO SUL CROSTOLO,RE,"Vezzano sul Crostolo, RE","{'type': 'Point', 'coordinates': [10.546160000000043, 44.60095000000007]}","Vezzano Sanl Crostolo Tutto Il Territorio, VEZZANO SUL CROSTOLO, RE, Emilia Romagna",POINT
Viano,319,VIANO,RE,"Viano, RE","{'type': 'Point', 'coordinates': [10.622490000000028, 44.54499000000004]}","Viano, VIANO, RE, Emilia Romagna",POINT
Zone Al Confine Di Cerro Di Rondinara,400,VIANO,RE,"Il Cerro, Viano, RE","{'type': 'Point', 'coordinates': [10.648510000000044, 44.55803000000003]}","Zone Al Confine Di Cerro Di Rondinara, VIANO, RE, Emilia Romagna",POINT
Asta,320,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","Asta, VILLA MINOZZO, RE, Emilia Romagna",POINT
Bedogno,321,VILLA MINOZZO,RE,"Bedogno, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.467900000000043, 44.35767000000004]}","Bedogno, VILLA MINOZZO, RE, Emilia Romagna",POINT
Braglie,322,VILLA MINOZZO,RE,"Braglie, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.38014000000004, 44.36656000000005]}","Braglie, VILLA MINOZZO, RE, Emilia Romagna",POINT
Bruciata,323,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","Bruciata, VILLA MINOZZO, RE, Emilia Romagna",POINT
Budriotto,324,VILLA MINOZZO,RE,"Via Budriotto, 42030, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.375234953053488, 44.374239466236155]}","Budriotto, VILLA MINOZZO, RE, Emilia Romagna",POINT
CÀ Dell'Onesta,325,VILLA MINOZZO,RE,"Ca' dell'Onestà, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.50705000000005, 44.334460000000036]}","CÀ Dell'Onesta, VILLA MINOZZO, RE, Emilia Romagna",POINT
Calvello,327,VILLA MINOZZO,RE,"Via Calvello, 42030, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.508197212777196, 44.32447667697035]}","Calvello, VILLA MINOZZO, RE, Emilia Romagna",POINT
Campolungo,328,VILLA MINOZZO,RE,"Campolungo, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.512150000000076, 44.328320000000076]}","Campolungo, VILLA MINOZZO, RE, Emilia Romagna",POINT
Campomagnano,329,VILLA MINOZZO,RE,"Campomagnano, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.504890000000046, 44.32056000000006]}","Campomagnano, VILLA MINOZZO, RE, Emilia Romagna",POINT
Carniana,330,VILLA MINOZZO,RE,"Carniana, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.46646000000004, 44.38868000000008]}","Carniana, VILLA MINOZZO, RE, Emilia Romagna",POINT
CarÙ,331,VILLA MINOZZO,RE,"Carù, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.376310000000046, 44.36430000000007]}","CarÙ, VILLA MINOZZO, RE, Emilia Romagna",POINT
Case Bagatti,332,VILLA MINOZZO,RE,"Case Bagatti, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.45524000000006, 44.29857000000004]}","Case Bagatti, VILLA MINOZZO, RE, Emilia Romagna",POINT
Case Balocchi,333,VILLA MINOZZO,RE,"Case Balocchi, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.45649000000003, 44.295840000000055]}","Case Balocchi, VILLA MINOZZO, RE, Emilia Romagna",POINT
Case Bondi,334,VILLA MINOZZO,RE,"Case Bondi, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.505520000000047, 44.32871000000006]}","Case Bondi, VILLA MINOZZO, RE, Emilia Romagna",POINT
Case Rossi,335,VILLA MINOZZO,RE,"Via Case Rossi, 42030, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.510318890983271, 44.31293573255231]}","Case Rossi, VILLA MINOZZO, RE, Emilia Romagna",POINT
Case Stantini,336,VILLA MINOZZO,RE,"Case Stantini, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.443560000000048, 44.30675000000008]}","Case Sanantini, VILLA MINOZZO, RE, Emilia Romagna",POINT
Castellaro,337,VILLA MINOZZO,RE,"Castellaro, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.368160000000046, 44.370040000000074]}","Castellaro, VILLA MINOZZO, RE, Emilia Romagna",POINT
Castiglione,338,VILLA MINOZZO,RE,"Castiglione, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.461140000000057, 44.30639000000008]}","Castiglione, VILLA MINOZZO, RE, Emilia Romagna",POINT
CerrÈ Sologno,339,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","CerrÈ Sanlogno, VILLA MINOZZO, RE, Emilia Romagna",POINT
Costabona,340,VILLA MINOZZO,RE,"Costabona, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.49243000000007, 44.34944000000007]}","Costabona, VILLA MINOZZO, RE, Emilia Romagna",POINT
Costalta,341,VILLA MINOZZO,RE,"Costalta, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.499310000000037, 44.29401000000007]}","Costalta, VILLA MINOZZO, RE, Emilia Romagna",POINT
Deusi,342,VILLA MINOZZO,RE,"Deusi, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.471070000000054, 44.320190000000025]}","Deusi, VILLA MINOZZO, RE, Emilia Romagna",POINT
Gacciola,343,VILLA MINOZZO,RE,"Gacciola, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.374370000000056, 44.37152000000003]}","Gacciola, VILLA MINOZZO, RE, Emilia Romagna",POINT
Garfagno,344,VILLA MINOZZO,RE,"Garfagno, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.417890000000057, 44.35644000000008]}","Garfagno, VILLA MINOZZO, RE, Emilia Romagna",POINT
Gova,345,VILLA MINOZZO,RE,"Gova, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.514140000000054, 44.335480000000075]}","Gova, VILLA MINOZZO, RE, Emilia Romagna",POINT
Governara,346,VILLA MINOZZO,RE,"Governara, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.463950000000068, 44.30956000000003]}","Governara, VILLA MINOZZO, RE, Emilia Romagna",POINT
Landibasi,347,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","Landibasi, VILLA MINOZZO, RE, Emilia Romagna",POINT
Le Bore,348,VILLA MINOZZO,RE,"Le Bore, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.507560000000069, 44.31671000000006]}","Le Bore, VILLA MINOZZO, RE, Emilia Romagna",POINT
Minozzo,349,VILLA MINOZZO,RE,"Minozzo, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.433680000000038, 44.357290000000035]}","Minozzo, VILLA MINOZZO, RE, Emilia Romagna",POINT
Montefelecchio,350,VILLA MINOZZO,RE,"Monte Felecchio, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.44124000000005, 44.35573000000005]}","Montefelecchio, VILLA MINOZZO, RE, Emilia Romagna",POINT
Morsiano,351,VILLA MINOZZO,RE,"Morsiano, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.506570000000067, 44.304940000000045]}","Morsiano, VILLA MINOZZO, RE, Emilia Romagna",POINT
Novellano,352,VILLA MINOZZO,RE,"Novellano, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.483020000000067, 44.303450000000055]}","Novellano, VILLA MINOZZO, RE, Emilia Romagna",POINT
Pigazzo,353,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","Pigazzo, VILLA MINOZZO, RE, Emilia Romagna",POINT
Poiano,354,VILLA MINOZZO,RE,"Poiano, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.435110000000066, 44.38250000000005]}","Poiano, VILLA MINOZZO, RE, Emilia Romagna",POINT
Primaore,355,VILLA MINOZZO,RE,"Primaore, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.349080000000072, 44.35269000000005]}","Primaore, VILLA MINOZZO, RE, Emilia Romagna",POINT
Razzolo,356,VILLA MINOZZO,RE,"Via Razzolo, 42030, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.454710500000015, 44.37544503145912]}","Razzolo, VILLA MINOZZO, RE, Emilia Romagna",POINT
Rescadore,357,VILLA MINOZZO,RE,"Via Rescadore, 42030, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.429367094936639, 44.300444598052636]}","Rescadore, VILLA MINOZZO, RE, Emilia Romagna",POINT
Roncolo,358,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","Roncolo, VILLA MINOZZO, RE, Emilia Romagna",POINT
Roncomezzano,359,VILLA MINOZZO,RE,"Via Roncomezzano, 42030, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.478662518449365, 44.29506575253165]}","Roncomezzano, VILLA MINOZZO, RE, Emilia Romagna",POINT
Roncopianigi,360,VILLA MINOZZO,RE,"Ronco Pianigi, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.424390000000074, 44.30892000000006]}","Roncopianigi, VILLA MINOZZO, RE, Emilia Romagna",POINT
S. Rocco,361,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","San Rocco, VILLA MINOZZO, RE, Emilia Romagna",POINT
Sassatello,362,VILLA MINOZZO,RE,"Sassatello, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.485510000000033, 44.36076000000003]}","Sanssatello, VILLA MINOZZO, RE, Emilia Romagna",POINT
Secchio,363,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","Sancchio, VILLA MINOZZO, RE, Emilia Romagna",POINT
Segalare,364,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","Sangalare, VILLA MINOZZO, RE, Emilia Romagna",POINT
Sonareto,365,VILLA MINOZZO,RE,"Sonareto, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.455610000000036, 44.38264000000004]}","Sannareto, VILLA MINOZZO, RE, Emilia Romagna",POINT
Strinati,366,VILLA MINOZZO,RE,"Strinati, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.50040000000007, 44.31311000000005]}","Sanrinati, VILLA MINOZZO, RE, Emilia Romagna",POINT
Triglia,367,VILLA MINOZZO,RE,"Triglia, Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.42766000000006, 44.35630000000003]}","Triglia, VILLA MINOZZO, RE, Emilia Romagna",POINT
Villa Minozzo,368,VILLA MINOZZO,RE,"Villa Minozzo, RE","{'type': 'Point', 'coordinates': [10.466020000000071, 44.36710000000005]}","Villa Minozzo, VILLA MINOZZO, RE, Emilia Romagna",POINT
