alias_province,alias_city,alias_address,alias_address_value,georeferencingString,type
RE,REGGIO EMILIA,Pieve Modolena,148,"Pieve Modolena, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Pratofontana,150,"Pratofontana, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Quaresimo,151,"Quaresimo, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Rivalta,154,"Rivalta, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Roncadella,155,"Roncadella, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Roncina,156,"Roncina, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Roncocesi,157,"Roncocesi, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,S. Grisante E Daria (Masone),159,"San Grisante E Daria (Masone), REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,S. Maurizio,160,"San Maurizio, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,S. Nicola (Masone),161,"San Nicola (Masone), REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,S. Prospero Strinati,162,"San Prospero Sanrinati, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,S. Rigo,163,"San Rigo, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Sabbione,164,"Sanbbione, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Sesso,167,"Sansso, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Sesso Zona Industriale,168,"Sansso Zona Industriale, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Vialato,169,"Vialato, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Villa Curta,170,"Villa Curta, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Zimella (Corticella),171,"Zimella (Corticella), REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Zona Annonaria,172,"Zona Annonaria, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Ghiarda,391,"Ghiarda, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIO EMILIA,Massenzatico Battibana,392,"Massenzatico Battibana, REGGIO EMILIA, RE, Emilia Romagna",POINT
RE,REGGIOLO,Bettolino,291,"Bettolino, REGGIOLO, RE, Emilia Romagna",POINT
RE,REGGIOLO,Zone A Sud Del Cavo BPM,292,"Zone A Sand Del Cavo BPM, REGGIOLO, RE, Emilia Romagna",POINT
RE,REGGIOLO,Tutte Le Altre Zone,293,"Tutte Le Altre Zone, REGGIOLO, RE, Emilia Romagna",POINT
RE,RIO SALICETO,Rio Saliceto,294,"Rio Sanliceto, RIO SALICETO, RE, Emilia Romagna",POINT
RE,ROLO,Rolo,295,"Rolo, ROLO, RE, Emilia Romagna",POINT
RE,RUBIERA,Rubiera,296,"Rubiera, RUBIERA, RE, Emilia Romagna",POINT
RE,SAN MARTINO IN RIO,San Martino In Rio,297,"Sann Martino In Rio, SAN MARTINO IN RIO, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Carbognano,298,"Carbognano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Grassano,299,"Grassano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Macigno,300,"Macigno, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Montemoro,301,"Montemoro, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Vetto,302,"Vetto, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Tutte Le Altre Zone,303,"Tutte Le Altre Zone, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Borsea,393,"Borsea, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Caverzano,394,"Caverzano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Madonna Della Battaglia,395,"Madonna Della Battaglia, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Pezzano,396,"Pezzano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Pietre,397,"Pietre, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SAN POLO D'ENZA,Sedignano,398,"Sandignano, SAN POLO D'ENZA, RE, Emilia Romagna",POINT
RE,SANT'ILARIO D'ENZA,Sant'Ilario D'Enza,304,"Sannt'Ilario D'Enza, SANT'ILARIO D'ENZA, RE, Emilia Romagna",POINT
RE,SCANDIANO,Cacciola,305,"Cacciola, SCANDIANO, RE, Emilia Romagna",POINT
RE,SCANDIANO,Chiozzino,308,"Chiozzino, SCANDIANO, RE, Emilia Romagna",POINT
RE,SCANDIANO,La Braglia,309,"La Braglia, SCANDIANO, RE, Emilia Romagna",POINT
RE,SCANDIANO,La Riva,310,"La Riva, SCANDIANO, RE, Emilia Romagna",POINT
RE,SCANDIANO,Rondinara,311,"Rondinara, SCANDIANO, RE, Emilia Romagna",POINT
RE,SCANDIANO,Tutte Le Altre Zone,313,"Tutte Le Altre Zone, SCANDIANO, RE, Emilia Romagna",POINT
RE,SCANDIANO,Via Madonna Della Tosse,399,"Via Madonna Della Tosse, SCANDIANO, RE, Emilia Romagna",POINT
RE,VENTASSO,Cerreto Laghi E Cerreto Passo,403,"Cerreto Laghi E Cerreto Passo, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Ramiseto Centro,404,"Ramiseto Centro, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Valbona,405,"Valbona, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Vallisnera Sopra,406,"Vallisnera Sanpra, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Ligonchio E Ospitaletto,407,"Ligonchio E Ospitaletto, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Montecagno,408,"Montecagno, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Piolo,409,"Piolo, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,"Casalino, C&Agrave; Bracchi",410,"Casalino, C&Agrave; Bracchi, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,"Cerreto Alpi , Ponte Barone, Vaccareccia",411,"Cerreto Alpi , Ponte Barone, Vaccareccia, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Collagna Centro,412,"Collagna Centro, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Vallisnera Sotto,413,"Vallisnera Santto, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Camporella,414,"Camporella, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Castagneto,415,"Castagneto, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Montedello,416,"Montedello, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Storlo,417,"Sanorlo, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,"Casalobbio, Cereggio, Gazzolo, Le Tegge, Nigone, Taviano, Temporia",418,"Casalobbio, Cereggio, Gazzolo, Le Tegge, Nigone, Taviano, Temporia, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,"Cecciola, Succiso, Varvilla",419,"Cecciola, Sancciso, Varvilla, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,La Costa,420,"La Costa, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Poviglio Nuovo,421,"Poviglio Nuovo, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Ventasso Laghi,422,"Ventasso Laghi, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,"Costa Di Piolo, Piazza Di Piolo",423,"Costa Di Piolo, Piazza Di Piolo, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Loggia,424,"Loggia, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Campo,425,"Campo, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Caprile,426,"Caprile, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Casenove,427,"Casenove, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Cinquecerri,428,"Cinquecerri, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Giarola,429,"Giarola, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,Le Vaglie,430,"Le Vaglie, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,"Campeggio, Tavernetta E Hotel Hilton",431,"Campeggio, Tavernetta E Hotel Hilton, VENTASSO, RE, Emilia Romagna",POINT
RE,VENTASSO,"Cervarezza, Frassinedolo, Case Ferrari, Casale",432,"Cervarezza, Frassinedolo, Case Ferrari, Casale, VENTASSO, RE, Emilia Romagna",POINT
RE,VETTO,Vetto D'Enza,315,"Vetto D'Enza, VETTO, RE, Emilia Romagna",POINT
RE,VEZZANO SUL CROSTOLO,Vezzano Sul Crostolo Tutto Il Territorio,317,"Vezzano Sanl Crostolo Tutto Il Territorio, VEZZANO SUL CROSTOLO, RE, Emilia Romagna",POINT
RE,VIANO,Viano,319,"Viano, VIANO, RE, Emilia Romagna",POINT
RE,VIANO,Zone Al Confine Di Cerro Di Rondinara,400,"Zone Al Confine Di Cerro Di Rondinara, VIANO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Asta,320,"Asta, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Bedogno,321,"Bedogno, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Braglie,322,"Braglie, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Bruciata,323,"Bruciata, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Budriotto,324,"Budriotto, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,CÀ Dell'Onesta,325,"CÀ Dell'Onesta, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Calvello,327,"Calvello, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Campolungo,328,"Campolungo, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Campomagnano,329,"Campomagnano, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Carniana,330,"Carniana, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,CarÙ,331,"CarÙ, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Case Bagatti,332,"Case Bagatti, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Case Balocchi,333,"Case Balocchi, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Case Bondi,334,"Case Bondi, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Case Rossi,335,"Case Rossi, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Case Stantini,336,"Case Sanantini, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Castellaro,337,"Castellaro, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Castiglione,338,"Castiglione, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,CerrÈ Sologno,339,"CerrÈ Sanlogno, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Costabona,340,"Costabona, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Costalta,341,"Costalta, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Deusi,342,"Deusi, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Gacciola,343,"Gacciola, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Garfagno,344,"Garfagno, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Gova,345,"Gova, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Governara,346,"Governara, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Landibasi,347,"Landibasi, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Le Bore,348,"Le Bore, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Minozzo,349,"Minozzo, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Montefelecchio,350,"Montefelecchio, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Morsiano,351,"Morsiano, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Novellano,352,"Novellano, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Pigazzo,353,"Pigazzo, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Poiano,354,"Poiano, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Primaore,355,"Primaore, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Razzolo,356,"Razzolo, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Rescadore,357,"Rescadore, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Roncolo,358,"Roncolo, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Roncomezzano,359,"Roncomezzano, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Roncopianigi,360,"Roncopianigi, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,S. Rocco,361,"San Rocco, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Sassatello,362,"Sanssatello, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Secchio,363,"Sancchio, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Segalare,364,"Sangalare, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Sonareto,365,"Sannareto, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Strinati,366,"Sanrinati, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Triglia,367,"Triglia, VILLA MINOZZO, RE, Emilia Romagna",POINT
RE,VILLA MINOZZO,Villa Minozzo,368,"Villa Minozzo, VILLA MINOZZO, RE, Emilia Romagna",POINT
