alias_address,alias_city,geocode,geometry,georeferencingString,type
Ippodromo,Varese zona 1,"Viale dell'Ippodromo, 21100, Varese","{'type': 'Point', 'coordinates': [8.828837045104132, 45.8303943741909]}","Ippodromo, Varese  1, Lombardia, Italia",POINT
Valganna,Varese zona 1,"Valganna, Varese","{'type': 'Point', 'coordinates': [8.825120000000027, 45.92802000000006]}","Valganna, Varese  1, Lombardia, Italia",POINT
Valmonte- Mentasti,Varese zona 1,"Mentasti, Varese","{'type': 'Point', 'coordinates': [8.865120000000047, 45.816670000000045]}","Valmonte- Mentasti, Varese  1, Lombardia, Italia",POINT
via Vela,Varese zona 1,"Via Vincenzo Vela, 21100, Varese","{'type': 'Point', 'coordinates': [8.801286160537371, 45.82611932437533]}","via Vela, Varese  1, Lombardia, Italia",POINT
Campigli,Varese zona 1,"Via dei Campigli, 21100, Varese","{'type': 'Point', 'coordinates': [8.803770048206488, 45.82468937618353]}","Campigli, Varese  1, Lombardia, Italia",POINT
Lissago,Varese zona 1,"Lissago, Varese","{'type': 'Point', 'coordinates': [8.783260000000041, 45.81326000000007]}","Lissago, Varese  1, Lombardia, Italia",POINT
Capolago,Varese zona 1,"Capolago, Varese","{'type': 'Point', 'coordinates': [8.809250000000077, 45.79359000000005]}","Capolago, Varese  1, Lombardia, Italia",POINT
Casbeno,Varese zona 1,Varese Casbeno,"{'type': 'Point', 'coordinates': [8.811350000000061, 45.81514000000004]}","Casbeno, Varese  1, Lombardia, Italia",POINT
Bustecche,Varese zona 2,"Via delle Bustecche, 21100, Varese","{'type': 'Point', 'coordinates': [8.857262816664422, 45.80283400769335]}","Bustecche, Varese  2, Lombardia, Italia",POINT
Avigno,Varese zona 3,"Avigno, Cadegliano-Viconago, Varese","{'type': 'Point', 'coordinates': [8.818190000000072, 45.983700000000056]}","Avigno, Varese  3, Lombardia, Italia",POINT
Brunella,Varese zona 3,"Via della Brunella, 21100, Varese","{'type': 'Point', 'coordinates': [8.819500797185409, 45.82228599061802]}","Brunella, Varese  3, Lombardia, Italia",POINT
Biumo Superiore,Varese zona 3,Biumo Superiore (Litta),"{'type': 'Point', 'coordinates': [8.829140000000052, 45.825360000000046]}","Biumo Superiore, Varese  3, Lombardia, Italia",POINT
Morosolo,Varese zona 3,"Morosolo, Casciago, Varese","{'type': 'Point', 'coordinates': [8.768220000000042, 45.823660000000075]}","Morosolo, Varese  3, Lombardia, Italia",POINT
Velate,Varese zona 3,"Velate, Varese","{'type': 'Point', 'coordinates': [8.791530000000023, 45.845740000000035]}","Velate, Varese  3, Lombardia, Italia",POINT
loc.Oronco,Varese zona 3,"Via Oronco, 21100, Varese","{'type': 'Point', 'coordinates': [8.798226925929317, 45.850109007464056]}","loc.Oronco, Varese  3, Lombardia, Italia",POINT
S. Ambrogio,Varese zona 4,"Via San'Ambrogio, 21050, Cuasso al Monte, Varese","{'type': 'Point', 'coordinates': [8.878490522611983, 45.91315632600378]}","S. Ambrogio, Varese  4, Lombardia, Italia",POINT
Bregazzana,Varese zona 4,"Bregazzana, Varese","{'type': 'Point', 'coordinates': [8.819920000000025, 45.84877000000006]}","Bregazzana, Varese  4, Lombardia, Italia",POINT
Molinetto Mulini Grassi,Varese zona 4,"Via dei Mulini Grassi, 21100, Varese","{'type': 'Point', 'coordinates': [8.816929532378806, 45.843417070644676]}","Molinetto Mulini Grassi, Varese  4, Lombardia, Italia",POINT
Rasa,Varese zona 5,"Rasa, Varese","{'type': 'Point', 'coordinates': [8.805880000000059, 45.86573000000004]}","Rasa, Varese  5, Lombardia, Italia",POINT
Provinciale per la Rasa,Varese zona 5,"Via Provinciale Rasa, 21100, Varese","{'type': 'Point', 'coordinates': [8.802965502020358, 45.848861513391775]}","Provinciale per la Rasa, Varese  5, Lombardia, Italia",POINT
S.M. Del Monte,Varese zona 6,"Via del Monte, 21029, Vergiate, Varese","{'type': 'Point', 'coordinates': [8.689165183415342, 45.71946458292324]}","S.M. Del Monte, Varese  6, Lombardia, Italia",POINT
Bobbiate,Varese zona 7,"Dobbiate, Daverio, Varese","{'type': 'Point', 'coordinates': [8.781730000000039, 45.77328000000006]}","Bobbiate, Varese  7, Lombardia, Italia",POINT
Schiranna,Varese zona 7,"Schiranna, Varese","{'type': 'Point', 'coordinates': [8.784190000000024, 45.80430000000007]}","Schiranna, Varese  7, Lombardia, Italia",POINT
Comune,Veddasca,"Veddasca, Provincia di Varese","{'type': 'Point', 'coordinates': [8.798730000000035, 46.070580000000064]}",", Veddasca, Lombardia, Italia",POINT
