alias_address,alias_city,type,georeferencingString
Capoluogo,Trieste,POINT,TRIESTE
Trieste,Muggia,POINT,MUGGIA
Trieste,Duino-Aurisina,POINT,DUINO-AURISINA
Trieste,San Dorligo della Valle,POINT,SAN DORLIGO DELLA VALLE
Trieste,Sgonico,POINT,SGONICO
Trieste,Monrupino,POINT,MONRUPINO

