alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,ferro,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
VIA BARONE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA RAMELLO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
L.TA' SVIZZERA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DEL SOLE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
C.SO M.TE S. GABRIELE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
C.SO MONTE ORTIGARA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BERNI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LO PORTICHETTI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DE AMICIS,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SPREAFICO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA RAVALLE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SS. PIETRO E PAOLO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LO CAMARCHETTI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SETTALA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CROGNO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA GRIGNA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DA PORTO LUIGI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CAMPOVAI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA VALPOZZA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA GUGGIAROLO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA VALCALONDEN,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PAOLO VI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA VALSASSINA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PACINOTTI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA VARIGIONE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA STOPPANI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA TORRI TARELLI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA NAVA PIETRO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SIRTORI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BIXIO NINO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA MANARA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PARINI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA GRASSI G.B.,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
L.GO MONTENERO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA CERMENATI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LO DEL TORCHIO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA XX SETTEMBRE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA ANGHILERI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DEL POZZO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LO AIROLDI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BOVARA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LO CIMA A.,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA MASCARI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CAVOUR,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA DIAZ,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA LEGA LOMBARDA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA MONTELLO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SASSI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CARLO CATTANEO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA F.LLI CAIROLI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA ROMA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LO S.GIACOMO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LE COSTITUZIONE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA MAZZINI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA GARIBALDI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA NAZARIO SAURO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA DEGLI AFFARI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
L.GO EUROPA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
LUNGO LARIO ISONZO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CORNELIO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA NULLO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DA VINCI L.,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA RAFFAELLO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CANTU' CESARE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA ADDA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA S. FRANCESCO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA LAZZARETTO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BEZZECCA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA ASPROMONTE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA TRIESTE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CAPRERA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA MANZONI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LE DANTE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA D' OGGIONO M.,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DIGIONE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PIZZI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA AMENDOLA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA FERRIERA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA XI FEBBRAIO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BALICCO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA TUBI GRAZIANO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CORTISELLA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CANTARELLI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PASCOLI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DON POZZI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA F.LLI TICOZZI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LO LA LUNGA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA F.LLI ROSSELLI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
V.LE RIMEMBRANZA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CROLLALANZA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SANTA MARIA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CALDONE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DELLA PACE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA LUSCIANA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA FIUME,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA SS.VITALE E VALERIA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA TONALE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA ALLE VILLETTE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA GRISO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BELLAVISTA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA GALILEI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PILONI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PRATO RUBINO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PONTE ALIMASCO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA GUERRAZZI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BALBO CESARE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BASSI UGO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
C.SO CARLO ALBERTO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA ROSMINI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SANT' AMBROGIO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA FIGINI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA MACON,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PONCHIELLI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA ALLE FORNACI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DONIZETTI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SANT' ANTONIO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA ROSSINI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PETRELLA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PAISIELLO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZA S.ANDREA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA LEONCAVALLO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BOITO ARRIGO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA LUINI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PONCIONE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CIMAROSA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA LAGO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA TOSCANINI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA OLIVIERI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SAN ROCCO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA MASCAGNI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA GIOBERTI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA CATALANI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
C.SO BERGAMO,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA GONDOLA,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA PUCCINI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA SCARLATTI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA BRODOLINI,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA OVERIJSE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
VIA DON MORAZZONE,Lecco,0.0,0.0,232.78,47.88,0.09,3.64,372.7,13/04/2020,21.34,0.0,0.05,22.79,0.0,8.36,0.0,7.79,0.71,268.34,2.17,24.43
P.ZZA ASINARA (RESINELLI),Lecco,,,,,,,,13/04/2020,,,,,,,,,,,,
