alias_address,alias_city,geocode,geometry,georeferencingString,type
ROGNANO,ROGNANO,"Rognano, PV","{'type': 'Point', 'coordinates': [9.089930000000038, 45.28783000000004]}","ROGNANO, PV",POINT
C-Cura Carpignano,RONCARO,"Cura Carpignano, PV","{'type': 'Point', 'coordinates': [9.253430000000037, 45.21407000000005]}","C-Cura Carpignano, PV",POINT
C-Rosasco - Via Marconi - PO0181309UIM01,ROSASCO,"Via Guglielmo Marconi, 27030, Rosasco, Pavia","{'type': 'Point', 'coordinates': [8.581596070571551, 45.24906052938792]}","C-Rosasco - Via Marconi - PO0181309UIM01, PV",POINT
R-Rovescala Via Castello,ROVESCALA,"Via del Castello, 27040, Rovescala, Pavia","{'type': 'Point', 'coordinates': [9.350312395015374, 45.014197170600035]}","R-Rovescala Via Castello, PV",POINT
"R-Rovescala Via Roma, 50 - RE0181319U0011",ROVESCALA,"Via Roma 50, 27040, Rovescala, Pavia","{'type': 'Point', 'coordinates': [9.34942856203471, 45.01244093366611]}","R-Rovescala Via Roma, 50 - RE0181319U0011, PV",POINT
RUINO,RUINO,"Ruino, Colli Verdi, PV","{'type': 'Point', 'coordinates': [9.274780000000021, 44.91166000000004]}","RUINO, PV",POINT
SAN CIPRIANO PO,SAN CIPRIANO PO,"San Cipriano Po, PV","{'type': 'Point', 'coordinates': [9.282620000000065, 45.108790000000056]}","SAN CIPRIANO PO, PV",POINT
R-San Damiano al Colle,SAN DAMIANO AL COLLE,"San Damiano al Colle, PV","{'type': 'Point', 'coordinates': [9.348280000000045, 45.02662000000004]}","R-San Damiano al Colle, PV",POINT
C-San Genesio ed Uniti,SAN GENESIO ED UNITI,"San Genesio ed Uniti, PV","{'type': 'Point', 'coordinates': [9.179770000000076, 45.23360000000008]}","C-San Genesio ed Uniti, PV",POINT
SAN GIORGIO DI LOMELLINA,SAN GIORGIO DI LOMELLINA,"San Giorgio di Lomellina, PV","{'type': 'Point', 'coordinates': [8.791210000000035, 45.17461000000003]}","SAN GIORGIO DI LOMELLINA, PV",POINT
C-San Martino Siccomario,SAN MARTINO SICCOMARIO,"San Martino Siccomario, PV","{'type': 'Point', 'coordinates': [9.137550000000033, 45.16028000000006]}","C-San Martino Siccomario, PV",POINT
SAN ZENONE AL PO,SAN ZENONE AL PO,"San Zenone al Po, PV","{'type': 'Point', 'coordinates': [9.361470000000054, 45.10868000000005]}","SAN ZENONE AL PO, PV",POINT
SANNAZZARO DE’ BURGONDI,SANNAZZARO DE’ BURGONDI,"Sannazzaro de' Burgondi, PV","{'type': 'Point', 'coordinates': [8.905380000000036, 45.10275000000007]}","SANNAZZARO DE’ BURGONDI, PV",POINT
SANTA CRISTINA E BISSONE,SANTA CRISTINA E BISSONE,"Santa Cristina e Bissone, PV","{'type': 'Point', 'coordinates': [9.401400000000024, 45.15743000000003]}","SANTA CRISTINA E BISSONE, PV",POINT
SANTA GIULETTA,SANTA GIULETTA,"PV, País Vasco","{'type': 'Point', 'coordinates': [-2.617003246999957, 43.04317555400007]}",", PV",POINT
C-Santa Giuletta,SANTA GIULETTA,"Santa Giuletta, PV","{'type': 'Point', 'coordinates': [9.181320000000028, 45.03296000000006]}","C-Santa Giuletta, PV",POINT
SANTA MARGHERITA DI STAFFORA,SANTA MARGHERITA DI STAFFORA,"Santa Margherita di Staffora, PV","{'type': 'Point', 'coordinates': [9.253700000000038, 44.764710000000036]}","SANTA MARGHERITA DI STAFFORA, PV",POINT
SANTA MARIA DELLA VERSA,SANTA MARIA DELLA VERSA,"Santa Maria della Versa, PV","{'type': 'Point', 'coordinates': [9.300490000000025, 44.986680000000035]}","SANTA MARIA DELLA VERSA, PV",POINT
C-Sant'Alessio con Vialone,SANT’ALESSIO CON VIALONE,"Sant'Alessio con Vialone, PV","{'type': 'Point', 'coordinates': [9.22547000000003, 45.22201000000007]}","C-Sant'Alessio con Vialone, PV",POINT
C-Sant'Angelo Lomellina- V.lo Prati -,SANT’ANGELO LOMELLINA,"Via dei Prati, 27030, Sant'Angelo Lomellina, Pavia","{'type': 'Point', 'coordinates': [8.644558109582238, 45.244754924507255]}","C-Sant'Angelo Lomellina- V.lo Prati -, PV",POINT
SARTIRANA LOMELLINA,SARTIRANA LOMELLINA,"Sartirana Lomellina, PV","{'type': 'Point', 'coordinates': [8.665170000000046, 45.11565000000007]}","SARTIRANA LOMELLINA, PV",POINT
SCALDASOLE,SCALDASOLE,"Scaldasole, PV","{'type': 'Point', 'coordinates': [8.908800000000042, 45.124280000000056]}","SCALDASOLE, PV",POINT
SEMIANA,SEMIANA,"Semiana, PV","{'type': 'Point', 'coordinates': [8.728490000000022, 45.13807000000003]}","SEMIANA, PV",POINT
SILVANO PIETRA,SILVANO PIETRA,"Silvano Pietra, PV","{'type': 'Point', 'coordinates': [8.947430000000054, 45.039330000000064]}","SILVANO PIETRA, PV",POINT
SIZIANO,SIZIANO,"Siziano, PV","{'type': 'Point', 'coordinates': [9.20085000000006, 45.31859000000003]}","SIZIANO, PV",POINT
SOMMO,SOMMO,"Sommo, PV","{'type': 'Point', 'coordinates': [9.082430000000045, 45.12877000000003]}","SOMMO, PV",POINT
C-Spessa,SPESSA,"Spessa, PV","{'type': 'Point', 'coordinates': [9.349560000000054, 45.11403000000007]}","C-Spessa, PV",POINT
STRADELLA,STRADELLA,"Stradella, PV","{'type': 'Point', 'coordinates': [9.30230000000006, 45.07890000000003]}","STRADELLA, PV",POINT
SUARDI,SUARDI,"Suardi, PV","{'type': 'Point', 'coordinates': [8.74165000000005, 45.034290000000055]}","SUARDI, PV",POINT
TORRAZZA COSTE,TORRAZZA COSTE,"Torrazza Coste, PV","{'type': 'Point', 'coordinates': [9.085200000000043, 44.97629000000006]}","TORRAZZA COSTE, PV",POINT
TORRE BERETTI,TORRE BERETTI,"Torre Beretti, Torre Beretti e Castellaro, PV","{'type': 'Point', 'coordinates': [8.671840000000032, 45.06104000000005]}","TORRE BERETTI, PV",POINT
C-Belgioioso,TORRE DE’ NEGRI,"Belgioioso, PV","{'type': 'Point', 'coordinates': [9.314700000000073, 45.15958000000006]}","C-Belgioioso, PV",POINT
TORRE D’ARESE,TORRE D’ARESE,"Torre d'Arese, PV","{'type': 'Point', 'coordinates': [9.316430000000025, 45.24279000000007]}","TORRE D’ARESE, PV",POINT
TORRE D’ISOLA,TORRE D’ISOLA,"Torre d'Isola, PV","{'type': 'Point', 'coordinates': [9.07743000000005, 45.21692000000007]}","TORRE D’ISOLA, PV",POINT
TORREVECCHIA PIA,TORREVECCHIA PIA,"Torrevecchia Pia, PV","{'type': 'Point', 'coordinates': [9.298920000000066, 45.28365000000008]}","TORREVECCHIA PIA, PV",POINT
TORRICELLA VERZATE,TORRICELLA VERZATE,"Torricella Verzate, PV","{'type': 'Point', 'coordinates': [9.174160000000029, 45.01792000000006]}","TORRICELLA VERZATE, PV",POINT
TRAVACO’ SICCOMARIO,TRAVACO’ SICCOMARIO,"Travacò Siccomario, PV","{'type': 'Point', 'coordinates': [9.162100000000066, 45.153050000000064]}","TRAVACO’ SICCOMARIO, PV",POINT
TRIVOLZIO,TRIVOLZIO,"Trivolzio, PV","{'type': 'Point', 'coordinates': [9.042730000000063, 45.25884000000008]}","TRIVOLZIO, PV",POINT
TROMELLO,TROMELLO,"Tromello, PV","{'type': 'Point', 'coordinates': [8.872390000000053, 45.21009000000004]}","TROMELLO, PV",POINT
TROVO,TROVO,"Trovo, PV","{'type': 'Point', 'coordinates': [9.03499000000005, 45.28221000000008]}","TROVO, PV",POINT
VAL DI NIZZA,VAL DI NIZZA,"Val di Nizza, PV","{'type': 'Point', 'coordinates': [9.164250000000038, 44.87781000000007]}","VAL DI NIZZA, PV",POINT
VALEGGIO,VALEGGIO,"Valeggio, PV","{'type': 'Point', 'coordinates': [8.861890000000074, 45.15085000000005]}","VALEGGIO, PV",POINT
VALLE LOMELLINA,VALLE LOMELLINA,"Valle Lomellina, PV","{'type': 'Point', 'coordinates': [8.663530000000037, 45.150180000000034]}","VALLE LOMELLINA, PV",POINT
C-Valle Salimbene,VALLE SALIMBENE,"Valle Salimbene, PV","{'type': 'Point', 'coordinates': [9.233960000000025, 45.17232000000007]}","C-Valle Salimbene, PV",POINT
VALVERDE,VALVERDE,"Valverde, Colli Verdi, PV","{'type': 'Point', 'coordinates': [9.234290000000044, 44.86861000000005]}","VALVERDE, PV",POINT
VARZI,VARZI,"Varzi, PV","{'type': 'Point', 'coordinates': [9.19360000000006, 44.82325000000003]}","VARZI, PV",POINT
C-Velezzo Lomellina - via Roma -,VELEZZO LOMELLINA,"Via Roma, 27020, Velezzo Lomellina, Pavia","{'type': 'Point', 'coordinates': [8.73785639203428, 45.16341729722768]}","C-Velezzo Lomellina - via Roma -, PV",POINT
"C-Vellezzo Bellini - Via Cesare Battisti, 24 -",VELLEZZO BELLINI,"Via Cesare Battisti, 27010, Vellezzo Bellini, Pavia","{'type': 'Point', 'coordinates': [9.096941665238152, 45.26944333749867]}","C-Vellezzo Bellini - Via Cesare Battisti, 24 -, PV",POINT
C-Verretto,VERRETTO,"Verretto, PV","{'type': 'Point', 'coordinates': [9.10662000000002, 45.040950000000066]}","C-Verretto, PV",POINT
VERRUA PO,VERRUA PO,"Verrua Po, PV","{'type': 'Point', 'coordinates': [9.176450000000045, 45.11158000000006]}","VERRUA PO, PV",POINT
C-Vidigulfo,VIDIGULFO,"Vidigulfo, PV","{'type': 'Point', 'coordinates': [9.234780000000057, 45.29340000000008]}","C-Vidigulfo, PV",POINT
VIGEVANO,VIGEVANO,"Vigevano, PV","{'type': 'Point', 'coordinates': [8.858700000000056, 45.317060000000026]}","VIGEVANO, PV",POINT
VILLA BISCOSSI,VILLA BISCOSSI,"Villa Biscossi, PV","{'type': 'Point', 'coordinates': [8.788020000000074, 45.09029000000004]}","VILLA BISCOSSI, PV",POINT
C-Villanova d'Ardenghi,VILLANOVA D’ARDENGHI,"Villanova d'Ardenghi, PV","{'type': 'Point', 'coordinates': [9.041360000000054, 45.17123000000004]}","C-Villanova d'Ardenghi, PV",POINT
VILLANTERIO,VILLANTERIO,"Villanterio, PV","{'type': 'Point', 'coordinates': [9.361820000000023, 45.21648000000005]}","VILLANTERIO, PV",POINT
VISTARINO,VISTARINO,"Vistarino, PV","{'type': 'Point', 'coordinates': [9.308020000000056, 45.20922000000007]}","VISTARINO, PV",POINT
VOGHERA,VOGHERA,"Voghera, PV","{'type': 'Point', 'coordinates': [9.010500000000036, 44.988740000000064]}","VOGHERA, PV",POINT
VOLPARA,VOLPARA,"Volpara, PV","{'type': 'Point', 'coordinates': [9.29714000000007, 44.95456000000007]}","VOLPARA, PV",POINT
"C-Zeccone - Via Italia, 25 - RE0181859U0015",ZECCONE,"Zeccone, PV","{'type': 'Point', 'coordinates': [9.203380000000038, 45.258560000000045]}","C-Zeccone - Via Italia, 25 - RE0181859U0015, PV",POINT
ZEME,ZEME,"Zeme, PV","{'type': 'Point', 'coordinates': [8.667210000000068, 45.19775000000004]}","ZEME, PV",POINT
ZENEVREDO,ZENEVREDO,"Zenevredo, PV","{'type': 'Point', 'coordinates': [9.326190000000054, 45.05368000000004]}","ZENEVREDO, PV",POINT
ZERBO,ZERBO,"Zerbo, PV","{'type': 'Point', 'coordinates': [9.395800000000065, 45.11071000000004]}","ZERBO, PV",POINT
C-Zerbolò,ZERBOLO’,"Zerbolò, PV","{'type': 'Point', 'coordinates': [9.015850000000057, 45.20647000000008]}","C-Zerbolò, PV",POINT
"C-Zerbolò - Via Borgo San Siro, 112 -",ZERBOLO’,"Via Borgo San Siro, 27020, Zerbolò, Pavia","{'type': 'Point', 'coordinates': [8.974077954826338, 45.23852045173677]}","C-Zerbolò - Via Borgo San Siro, 112 -, PV",POINT
ZINASCO,ZINASCO,"Zinasco, PV","{'type': 'Point', 'coordinates': [9.054120000000069, 45.13882000000007]}","ZINASCO, PV",POINT
