Data prelievo / Entnahme Datum ,Codice Comune / Gemeindekodex,Comune / Gemeinde,Codice acquedotto / Kodex TWL,Denominazione acquedotto / TWL Benennung,Codice punto di prel. / Kodex Entnahmepunkt,Punto di prelievo / Entnahmepunkt,Conduc. Elettr. Spec.µS/cm,pH,Durezza totale F°,Durezza totale °D,Alcalinità CO3 mg/L,Alcalinità HCO3 mg/L,Ossidabilità O2 mg/L,Ammonio NH4 mg/L,Nitriti NO2 mg/L,Fluoruri mg/L,Cloruri mg/L,Nitrati NO3 mg/L,Solfati mg/L,Sodiomg/L,Boro µg/L,Alluminio µg/L,Cromo µg/L,Selenio µg/L,Vanadio µg/L,Rame mg/L,Nichel µg/L,Zinco µg/L,Arsenico µg/L,Antimonio µg/L,Cadmioµg/L,Piomboµg/L,Uranio µg/L,Ferro µg/L,Manganese µg/L,Mercurio µg/L,Idrocarburi policiclici aromatici µg/L,Benzo(a)pirene µg/L,Benzene µg/L,"1,2-Dicloroetano µg/L",Tricloroetilene (Trielina)µg/L,Tetracloroetileneµg/L,Trialometani µg/L,Cloroformioµg/L,Bromoformioµg/L,Dibromoclorometanoµg/L,Bromodiclorometanoµg/L
03/10/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E09,Brunnen Friedhof Gummer  /  Brunnen Friedhof Gummer,369,7.6,19,10.64,0,247,< 0.5,< 0.02,< 0.01,< 0.05,5,2,15,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,640,< 1,< 0.5,2,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
21/11/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E05,Casa di riposo Clara / Altersheim Clara,356,7.9,13,7.280000000000001,0,115,,< 0.02,< 0.01,0.05,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E05,Casa di riposo Clara / Altersheim Clara,377,8,24,13.440000000000001,0,240,,< 0.02,< 0.01,< 0.05,3,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E02,Fontana cimitero / Brunnen Friedhof,371,8.1,26,14.560000000000002,0,241,< 0.5,< 0.02,< 0.01,< 0.05,3,2,24,2,< 0.1,< 4,< 1,< 1,< 1,0.3,< 1,177,< 1,< 0.5,< 0.5,1,< 0.5,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
10/09/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E02,Fontana cimitero / Brunnen Friedhof,370,8.1,22,12.32,0,240,,< 0.02,< 0.01,< 0.05,4,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E02,Fontana cimitero / Brunnen Friedhof,367,8.2,23,12.88,0,248,,< 0.02,< 0.01,< 0.05,5,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E06,Fontana cimitero Collepietra / Brunnen Friedhof Steinegg,377,7.9,22,12.32,0,243,,< 0.02,< 0.01,< 0.05,5,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E06,Fontana cimitero Collepietra / Brunnen Friedhof Steinegg,366,8,23,12.88,0,237,,< 0.02,< 0.01,< 0.05,4,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E07,Gummer - Scuole elementari M. Pichler / Gummer - Grundschule M. Pichler,378,8,23,12.88,0,243,,< 0.02,< 0.01,< 0.05,3,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E01,"Scuola elementare Cornedo "" Martin Wenter"" / Grundschule Karneid ""Martin Wenter""",363,8.2,20,11.200000000000001,0,238,,< 0.02,< 0.01,< 0.05,4,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2018,23.0,CORNEDO ALL'ISARCO/KARNEID,T0001,Cornedo / Karneid,E03,Scuole medie Prato Isarco / Mittelschule in Blumau,375,8.1,23,12.88,0,239,,< 0.02,< 0.01,< 0.05,3,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0001,Cortaccia / Kurtatsch,E04,Ditta Finstral zona industriale / Fa. Finstral Industriezone,360,7.8,21,11.760000000000002,0,237,< 0.5,< 0.02,< 0.01,0.07,4,5,5,2,< 0.1,15,< 1,< 1,2,< 0.1,< 1,165,< 1,< 0.5,< 0.5,< 1,1.4,42,< 2,< 0.2,,,,,,,,,,,
05/04/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0008,Entiklar / Entiklar,E05,F. p. Weg K. von Fenner / Öff. Brunnen Weg K. von Fenner,446,7.9,31,17.360000000000003,0,288,< 0.5,< 0.02,< 0.01,0.07,5,11,17,2,< 0.1,< 4,< 1,< 1,2,< 0.1,< 1,< 1,< 1,< 0.5,< 0.5,< 1,4.1,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
11/04/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0008,Entiklar / Entiklar,E05,F. p. Weg K. von Fenner / Öff. Brunnen Weg K. von Fenner,452,7.9,31,17.360000000000003,0,288,,< 0.02,< 0.01,0.07,5,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0001,Cortaccia / Kurtatsch,E07,Fontana pubblica Platzl / Öffentlicher Brunnen Platzl,358,7.7,19,10.64,0,241,,< 0.02,< 0.01,0.06,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0001,Cortaccia / Kurtatsch,E07,Fontana pubblica Platzl / Öffentlicher Brunnen Platzl,351,7.8,20,11.200000000000001,0,238,,< 0.02,< 0.01,0.06,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0001,Cortaccia / Kurtatsch,E01,Fontana pubblica piazza H.M.Schweiggl / Ö.B. Hauptmann Schweigglplatz,346,7.8,23,12.88,0,244,< 0.5,< 0.02,< 0.01,0.07,3,5,5,2,< 0.1,4,< 1,< 1,3,< 0.1,< 1,< 1,< 1,< 0.5,< 0.5,< 1,1.4,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
16/07/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0003,Graun / Graun,E03,Fontana pubblica vicino albergo Goldener Adler / Öffentlicher Brunnen neben Gasthaus Adler,375,8.1,22,12.32,0,259,< 0.5,< 0.02,< 0.01,< 0.05,1,9,7,< 1,< 0.1,< 4,< 1,< 1,2,< 0.1,< 1,2,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
26/02/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0003,Graun / Graun,E03,Fontana pubblica vicino albergo Goldener Adler / Öffentlicher Brunnen neben Gasthaus Adler,339,8.2,23,12.88,0,240,,< 0.02,< 0.01,< 0.05,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0008,Entiklar / Entiklar,E04,Ufficio Cantina Tiefenbrunner / Büro Kellerei Tiefenbrunner,447,7.9,31,17.360000000000003,0,292,,< 0.02,< 0.01,< 0.05,5,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0002,Penon / Penon,E01,Öffentlicher Brunnen Kirchplatz Penon / Öffentlicher Brunnen Kirchplatz Penon,302,7.9,19,10.64,0,225,< 0.5,< 0.02,< 0.01,0.08,2,2,2,< 1,< 0.1,< 4,< 1,< 1,2,< 0.1,< 1,3,< 1,< 0.5,< 0.5,< 1,1.4,< 10,< 2,< 0.2,,,,,,,,,,,
26/02/2018,24.0,CORTACCIA SULLA STRADA DEL VINO/KURTATSCH AN DER WEINSTRASSE,T0002,Penon / Penon,E01,Öffentlicher Brunnen Kirchplatz Penon / Öffentlicher Brunnen Kirchplatz Penon,295,8,19,10.64,0,223,,< 0.02,< 0.01,< 0.05,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2018,25.0,CORTINA SULLA STRADA DEL VINO/KURTINIG AN DER WEINSTRASSE,T0001,Cortina / Kurtinig,E05,Privato/Privat,421,7.7,25,14.000000000000002,0,283,,< 0.02,< 0.01,0.09,2,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2018,25.0,CORTINA SULLA STRADA DEL VINO/KURTINIG AN DER WEINSTRASSE,T0001,Cortina / Kurtinig,E01,fontana pubblica piazza S. Martino / öff. Brunnen St. Martin Platz,401,7.8,28,15.680000000000001,0,282,,< 0.02,< 0.01,0.08,2,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2018,25.0,CORTINA SULLA STRADA DEL VINO/KURTINIG AN DER WEINSTRASSE,T0001,Cortina / Kurtinig,E01,fontana pubblica piazza S. Martino / öff. Brunnen St. Martin Platz,392,7.8,28,15.680000000000001,0,277,,< 0.02,< 0.01,0.05,2,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2018,26.0,CORVARA IN BADIA/CORVARA,T0003,Calfosch / Calfosch,E02,Azienda turistica / Tourismusverein,164,7.9,16,8.96,0,156,,< 0.02,< 0.01,0.87,< 1,< 1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2018,26.0,CORVARA IN BADIA/CORVARA,T0003,Calfosch / Calfosch,E02,Azienda turistica / Tourismusverein,170,8.1,9,5.040000000000001,0,118,,< 0.02,< 0.01,< 0.05,< 1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2018,26.0,CORVARA IN BADIA/CORVARA,T0003,Calfosch / Calfosch,E02,Azienda turistica / Tourismusverein,169,7.7,8,4.48,0,125,,< 0.02,< 0.01,< 0.05,< 1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2018,26.0,CORVARA IN BADIA/CORVARA,T0001,Corvara / Corvara,E06,Brunnen Friedhof,233,7.9,13,7.280000000000001,0,168,,< 0.02,< 0.01,0.06,< 1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2018,26.0,CORVARA IN BADIA/CORVARA,T0001,Corvara / Corvara,E01,Costabiei / Costabiei,189,8.1,14,7.840000000000001,0,134,,< 0.02,< 0.01,0.06,< 1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2018,26.0,CORVARA IN BADIA/CORVARA,T0001,Corvara / Corvara,E01,Costabiei / Costabiei,232,8.1,13,7.280000000000001,0,170,,< 0.02,< 0.01,0.07,< 1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2018,26.0,CORVARA IN BADIA/CORVARA,T0002,Pcei Saning / Pcei Saning,E01,Garni Pcei / Garni Pcei,230,8.1,12,6.720000000000001,0,152,< 0.5,< 0.02,< 0.01,0.08,2,3,11,4,< 0.1,6,< 1,< 1,< 1,< 0.1,< 1,18,< 1,< 0.5,< 0.5,< 1,< 0.5,11,< 2,< 0.2,,,,,,,,,,,
12/12/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0001,Curon / Graun,E02,Comune - WC / Gemeinde - WC,253,7.4,13,7.280000000000001,0,15,,< 0.02,< 0.01,0.2,< 1,< 1,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0009,Passo di Resia / Reschenpaß,E03,Pizzeria Irene/Pizzeria Irene,,,,0.56,,,,,,,,,,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,6,< 1,5.2,< 0.5,< 1,7.3,< 10,< 2,< 0.2,,,,,,,,,,,
12/12/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0009,Passo di Resia / Reschenpaß,E03,Pizzeria Irene/Pizzeria Irene,255,7.9,16,8.96,0,156,,< 0.02,< 0.01,0.77,< 1,< 1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0006,Klopair Arlund / Klopair Arlund,E02,Privato/Privat,178,7.7,8,4.48,0,93,< 0.5,< 0.02,< 0.01,0.75,< 1,2,22,3,< 0.1,< 4,< 1,1,< 1,< 0.1,< 1,13,4,< 0.5,< 0.5,< 1,10,< 10,< 2,< 0.2,,,,,,,,,,,
20/09/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0005,San Valentino alla Muta / St.Valentin a.d.H.,E03,Res. Plagätt - Einlauf,121,7.2,5,2.8000000000000003,0,25,,< 0.02,< 0.01,0.16,< 1,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0005,San Valentino alla Muta / St.Valentin a.d.H.,E05,WC - scuola media  /  WC - Mittelschule,122,7.3,6,3.3600000000000003,0,25,,< 0.02,< 0.01,0.2,< 1,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0005,San Valentino alla Muta / St.Valentin a.d.H.,E09,f. p. S. Valentino - cimitero / Ö. B. St. Valentin - Friedhof,114,7.7,5,2.8000000000000003,0,25,,< 0.02,< 0.01,0.23,< 1,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0005,San Valentino alla Muta / St.Valentin a.d.H.,E09,f. p. S. Valentino - cimitero / Ö. B. St. Valentin - Friedhof,118,6.7,6,3.3600000000000003,0,24,< 0.5,< 0.02,< 0.01,0.16,< 1,1,40,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,2,2,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
14/11/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0007,Kaschon / Kaschon,E01,f.p. Kaschon / ö.B. Kaschon,107,7.5,5,2.8000000000000003,0,34,< 0.5,< 0.02,< 0.01,0.53,< 1,< 1,25,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,< 1,2,< 0.5,< 0.5,< 1,1.5,< 10,< 2,< 0.2,,,,,,,,,,,
14/05/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0005,San Valentino alla Muta / St.Valentin a.d.H.,E02,f.p. Monteplai / Öffentlicher Brunnen Dörfl,112,7,6,3.3600000000000003,0,22,,< 0.02,< 0.01,0.12,< 1,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0003,Vallelunga di fuori / Ausserlangtaufers,E01,f.p. Pedrossi Vallelunga di fuori / Öffentlicher Brunnen Pedross Außerlangtaufers,206,6.5,11,6.16,0,12,< 0.5,< 0.02,< 0.01,0.19,< 1,1,100,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,5,5,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
25/06/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0005,San Valentino alla Muta / St.Valentin a.d.H.,E01,f.p. San Valentino alla Muta / Öffentlicher Brunnen - St. Valentin a.d.H.,117,7.2,5,2.8000000000000003,0,23,< 0.5,< 0.02,< 0.01,0.19,< 1,2,42,3,< 0.1,< 4,< 1,< 1,< 1,< 0.1,2,2,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
14/05/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0002,Resia / Reschen,E04,f.p. parcheggio  / Ö.B. Parkplatz,262,7.9,18,10.080000000000002,0,150,,< 0.02,< 0.01,0.85,< 1,< 1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0002,Resia / Reschen,E04,f.p. parcheggio  / Ö.B. Parkplatz,258,7.9,4,2.24,0,53,,< 0.02,< 0.01,0.08,< 1,< 1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0002,Resia / Reschen,E04,f.p. parcheggio  / Ö.B. Parkplatz,255,7.8,16,8.96,0,154,< 0.5,< 0.02,< 0.01,0.85,< 1,< 1,30,< 1,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,< 1,< 1,5.2,< 0.5,< 1,6.6,< 10,< 2,< 0.2,,,,,,,,,,,
14/05/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0001,Curon / Graun,E06,f.p. parcheggio torre / ö.B. beim Parkplatz Turm,204,7.5,11,6.16,0,22,,< 0.02,< 0.01,0.14,< 1,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0001,Curon / Graun,E06,f.p. parcheggio torre / ö.B. beim Parkplatz Turm,245,6.8,12,6.720000000000001,0,22,< 0.5,< 0.02,< 0.01,0.21,< 1,< 1,120,3,< 0.1,6,< 1,< 1,< 1,< 0.1,3,8,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
25/06/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0001,Curon / Graun,E06,f.p. parcheggio torre / ö.B. beim Parkplatz Turm,120,7.5,6,3.3600000000000003,0,51,,< 0.02,< 0.01,0.25,< 1,< 1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0004,Vallelunga di dentro / Innerlangtaufers,E01,f.p. vallelunga di dentro / Öffentlicher Brunnen Innerlangtaufers,268,6.8,14,7.840000000000001,0,23,< 0.5,< 0.02,< 0.01,< 0.05,< 1,1,130,2,< 0.1,< 4,< 1,< 1,< 1,< 0.1,< 1,< 1,< 1,< 0.5,< 0.5,< 1,< 0.5,< 10,< 2,< 0.2,,,,,,,,,,,
12/12/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0002,Resia / Reschen,E11,Öff. Brunnen unter der Strasse  /  Öff. Brunnen unter der Strasse,253,8,16,8.96,0,157,,< 0.02,< 0.01,0.8,< 1,< 1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2018,27.0,CURON VENOSTA/GRAUN IM VINSCHGAU,T0002,Resia / Reschen,E11,Öff. Brunnen unter der Strasse  /  Öff. Brunnen unter der Strasse,260,8,14,7.840000000000001,0,156,,< 0.02,< 0.01,0.8,< 1,< 1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2018,28.0,DOBBIACO/TOBLACH,T0003,S. Maria - Melatta / Aufkirchen - Melatten,E02,Fontana chiesa / Brunnen Kirche,138,7.3,7,3.9200000000000004,0,77,,< 0.02,< 0.01,0.12,< 1,< 1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2018,28.0,DOBBIACO/TOBLACH,T0001,Dobbiaco / Toblach,E01,Fontana municipio / Brunnen Rathaus,191,7.7,11,6.16,0,129,,< 0.02,< 0.01,0.07,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2018,28.0,DOBBIACO/TOBLACH,T0001,Dobbiaco / Toblach,E01,Fontana municipio / Brunnen Rathaus,186,7.9,10,5.6000000000000005,0,120,,< 0.02,< 0.01,0.06,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2018,28.0,DOBBIACO/TOBLACH,T0001,Dobbiaco / Toblach,E04,Latteria / Sennerei,187,7.9,13,7.280000000000001,0,125,,< 0.02,< 0.01,0.06,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2018,28.0,DOBBIACO/TOBLACH,T0001,Dobbiaco / Toblach,E08,Panificio Trenker / Bäckerei Trenker,206,8,12,6.720000000000001,0,137,,< 0.02,< 0.01,< 0.05,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2018,28.0,DOBBIACO/TOBLACH,T0002,Monterota / Ratsberg,E01,Privato/Privat,81,7.4,15,8.4,0,176,,< 0.02,< 0.01,0.16,6,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2018,28.0,DOBBIACO/TOBLACH,T0005,Stadlan / Stadlan,E01,Privato/Privat,66,7.1,3,1.6800000000000002,0,33,,< 0.02,< 0.01,0.1,< 1,< 1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2018,28.0,DOBBIACO/TOBLACH,T0004,Franadega / Frondeigen,E01,Privato/Privat,64,7.1,3,1.6800000000000002,0,32,,< 0.02,< 0.01,0.14,< 1,< 1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2018,29.0,EGNA/NEUMARKT,T0002,Vill obere / Vill obere,E03,Fontana pubblica  Via Villa / Öffentlicher Brunnen Vill,428,8,29,16.240000000000002,0,201,,< 0.02,< 0.01,0.09,4,5,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2018,29.0,EGNA/NEUMARKT,T0002,Vill obere / Vill obere,E03,Fontana pubblica  Via Villa / Öffentlicher Brunnen Vill,422,7.9,24,13.440000000000001,0,201,< 0.5,< 0.02,< 0.01,0.09,3,5,83,4,< 0.1,< 4,< 1,< 1,2,< 0.1,< 1,1,< 1,< 0.5,< 0.5,< 1,2.8,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,1,< 1,< 1,< 1
19/11/2018,29.0,EGNA/NEUMARKT,T0002,Vill obere / Vill obere,E03,Fontana pubblica  Via Villa / Öffentlicher Brunnen Vill,387,8,19,10.64,0,185,,< 0.02,< 0.01,0.1,3,5,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2018,29.0,EGNA/NEUMARKT,T0002,Vill obere / Vill obere,E03,Fontana pubblica  Via Villa / Öffentlicher Brunnen Vill,325,7.9,17,9.520000000000001,0,174,,< 0.02,< 0.01,0.1,3,5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2018,29.0,EGNA/NEUMARKT,T0001,Egna / Neumarkt,E08,"Fontana pubblica 2015, Via Portici 2  /  Öff. Brunnen 2015, Laubengasse 2",411,7.8,23,12.88,0,193,< 0.5,< 0.02,< 0.01,0.09,4,6,73,4,< 0.1,< 4,< 1,< 1,2,< 0.1,< 1,2,< 1,< 0.5,< 0.5,< 1,2.9,17,2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,1,< 1,< 1,1
19/11/2018,29.0,EGNA/NEUMARKT,T0003,Laghetti / Laag,E03,Fontana pubblica Piazza Giovanni Prati / Öffentliche Brunnen Giovanni Prati Platz,308,7.9,15,8.4,0,186,,< 0.02,< 0.01,< 0.05,< 1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2018,29.0,EGNA/NEUMARKT,T0003,Laghetti / Laag,E02,Fontana pubblica Piazza della Libertà / Öffentliche Brunnen Freiheitsplatz,334,7.9,19,10.64,0,189,< 0.5,< 0.02,< 0.01,0.12,14,5,14,7,< 0.1,< 4,< 1,< 1,2,< 0.1,< 1,1,2,< 0.5,< 0.5,< 1,1.9,< 10,< 2,< 0.2,< 0.02,< 0.001,< 0.1,< 0.1,< 1,< 1,< 3,< 1,< 1,< 1,< 1
04/04/2018,29.0,EGNA/NEUMARKT,T0003,Laghetti / Laag,E01,Fontana pubblica Piazza principale / Öffentlicher  Brunnen Hauptplatz,319,7.9,21,11.760000000000002,0,190,,< 0.02,< 0.01,0.14,14,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2018,29.0,EGNA/NEUMARKT,T0003,Laghetti / Laag,E01,Fontana pubblica Piazza principale / Öffentlicher  Brunnen Hauptplatz,317,7.7,18,10.080000000000002,0,177,,< 0.02,< 0.01,0.2,7,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2018,29.0,EGNA/NEUMARKT,T0001,Egna / Neumarkt,E01,Fontana pubblica Piazza principale / Öffentlicher Brunnen Hauptplatz,426,7.8,28,15.680000000000001,0,210,,< 0.02,< 0.01,0.11,6,7,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2018,29.0,EGNA/NEUMARKT,T0001,Egna / Neumarkt,E01,Fontana pubblica Piazza principale / Öffentlicher Brunnen Hauptplatz,354,8,18,10.080000000000002,0,191,,< 0.02,< 0.01,0.1,3,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2018,29.0,EGNA/NEUMARKT,T0001,Egna / Neumarkt,E02,Fontana pubblica via A. Hofer / Öffentliche Brunnen A. Hofer Straße,552,7.6,32,17.92,0,231,,< 0.02,< 0.01,0.16,8,8,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2018,29.0,EGNA/NEUMARKT,T0004,Mazzon / Mazzon,E01,Privato/Privat,248,7.8,14,7.840000000000001,0,163,< 0.5,< 0.02,< 0.01,< 0.05,3,5,6,4,< 0.1,< 4,< 1,< 1,2,< 0.1,< 1,87,< 1,< 0.5,< 0.5,< 1,2.9,< 10,< 2,< 0.2,,,,,,,,,,,
28/08/2018,29.0,EGNA/NEUMARKT,T0004,Mazzon / Mazzon,E01,Privato/Privat,247,8,13,7.280000000000001,0,152,,< 0.02,< 0.01,0.13,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/08/2018,30.0,FALZES/PFALZEN,T0001,Falzes / Pfalzen,E02,Fontana Osnerplatz / Brunnen Osnerplatz,60,7,3,1.6800000000000002,0,33,,< 0.02,< 0.01,0.37,< 1,< 1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2018,30.0,FALZES/PFALZEN,T0003,Molini / Mühlen,E01,Fontana Reichegger / Brunnen Reichegger,84,7,3,1.6800000000000002,0,36,< 0.5,< 0.02,< 0.01,0.47,6,2,6,6,< 0.1,12,< 1,< 1,< 1,< 0.1,< 1,3,2,< 0.5,< 0.5,< 1,0.7,< 10,< 2,< 0.2,,,,,,,,,,,
