alias_address,alias_city,georeferencingString,geocode,geometry
VIA VARMO,UDINE,UDINE VIA VARMO,"Via Varmo, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2237783, 46.04338]}"
VIA VAT,UDINE,UDINE VIA VAT,"Viale Vât, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2438559, 46.0849167]}"
VIA VENDOGLIO,UDINE,UDINE VIA VENDOGLIO,"Via Vendoglio, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2275189, 46.0867128]}"
VIA VENETO,UDINE,UDINE VIA VENETO,"Via Veneto, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2470744, 46.0397726]}"
VIA VENETO 2/B,UDINE,UDINE VIA VENETO 2/B,"Via Veneto, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2470744, 46.0397726]}"
VIA VENEZUELA,UDINE,UDINE VIA VENEZUELA,"Via Venezuela, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2785071, 46.0781474]}"
VIA VENZONE,UDINE,UDINE VIA VENZONE,"Via Venzone, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2371055, 46.0725934]}"
VIA VERBANIA,UDINE,UDINE VIA VERBANIA,"Via Verbania, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2340961, 46.0917013]}"
VIA VERCELLI,UDINE,UDINE VIA VERCELLI,"Via Vercelli, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2381081, 46.087868]}"
VIA VERONA,UDINE,UDINE VIA VERONA,"Via Verona, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2527089, 46.0311425]}"
VIA VERSA,UDINE,UDINE VIA VERSA,"Via Versa, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.24398700029512, 46.0536008]}"
VIA VERZEGNIS,UDINE,UDINE VIA VERZEGNIS,"Via Verzegnis, Molin Nuovo, Tavagnacco, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.232749, 46.0968051]}"
VIA VICENZA,UDINE,UDINE VIA VICENZA,"Via Vicenza, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.256203, 46.0305135]}"
VIA VICOLO,UDINE,UDINE VIA VICOLO,,
VIA VIGNA,UDINE,UDINE VIA VIGNA,"Via della Vigna, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2341042, 46.0568329]}"
VIA VILLA GLORI,UDINE,UDINE VIA VILLA GLORI,"Via Villa Glori, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2220231, 46.0619922]}"
VIA VILLACACCIA,UDINE,UDINE VIA VILLACACCIA,"Via Villacaccia, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2260254, 46.0417361]}"
VIA VILLALTA,UDINE,UDINE VIA VILLALTA,"Via Villalta, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2277903, 46.065987]}"
VIA VILLAORBA,UDINE,UDINE VIA VILLAORBA,"Via Villaorba, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2254388, 46.0419238]}"
VIA VINCENZO JOPPI,UDINE,UDINE VIA VINCENZO JOPPI,"Via Vincenzo Joppi, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.222655, 46.0528604]}"
VIA VINCENZO LUCCARDI,UDINE,UDINE VIA VINCENZO LUCCARDI,"Via Vincenzo Luccardi, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2539808, 46.053635]}"
VIA VINCENZO MANZINI,UDINE,UDINE VIA VINCENZO MANZINI,"Via Vincenzo Manzini, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.246992, 46.0590523]}"
VIA VINCENZO MONTI,UDINE,UDINE VIA VINCENZO MONTI,"Via Vincenzo Monti, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2464684, 46.061351]}"
VIA VIOLA,UDINE,UDINE VIA VIOLA,"Via Viola, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2301282, 46.0617027]}"
VIA VIPACCO,UDINE,UDINE VIA VIPACCO,"Via Vipacco, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2220607, 46.0540258]}"
VIA VISCO,UDINE,UDINE VIA VISCO,"Via Visco, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2567297, 46.0611834]}"
VIA VITTORIO ALFIERI,UDINE,UDINE VIA VITTORIO ALFIERI,"Via Vittorio Alfieri, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2460958, 46.0622349]}"
VIA VITTORIO CADEL,UDINE,UDINE VIA VITTORIO CADEL,"Via Vittorio Cadel, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2662293, 46.0787958]}"
VIA VITTORIO PODRECCA,UDINE,UDINE VIA VITTORIO PODRECCA,"Via Vittorio Podrecca, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2235591, 46.085091]}"
VIA VITTORIO VENETO,UDINE,UDINE VIA VITTORIO VENETO,"Via Vittorio Veneto, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2388806, 46.0620392]}"
VIA VOLTURNO,UDINE,UDINE VIA VOLTURNO,"Via Volturno, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.228711674663131, 46.055626950000004]}"
VIA XXV APRILE,UDINE,UDINE VIA XXV APRILE,"Viale Udine, Sutrio, UTI della Carnia, Friuli Venezia Giulia, 33022, Italia","{'type': 'Point', 'coordinates': [12.9922203, 46.4996086]}"
VIA XXX OTTOBRE,UDINE,UDINE VIA XXX OTTOBRE,"Via XXX Ottobre, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2484692, 46.064469]}"
VIA ZANUSSI - LOC. Z.I.U.,UDINE,UDINE VIA ZANUSSI - LOC. Z.I.U.,,
VIA ZARA,UDINE,UDINE VIA ZARA,"Via Zara, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2471351, 46.0669106]}"
VIA ZIRARDINI,UDINE,UDINE VIA ZIRARDINI,,
VIA ZOLETTI,UDINE,UDINE VIA ZOLETTI,"Via Zoletti, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2435008, 46.060188]}"
VIA ZUCCO,UDINE,UDINE VIA ZUCCO,,
VIA ZUGLIANO,UDINE,UDINE VIA ZUGLIANO,"Via Zugliano, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2248704, 46.043639]}"
VIA ZUGLIO,UDINE,UDINE VIA ZUGLIO,"Via Zuglio, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2266935, 46.0736327]}"
VIA 23 MARZO 1848,UDINE,UDINE VIA 23 MARZO 1848,"Viale 23 marzo 1848, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2461744, 46.0576464]}"
VIA 3 NOVEMBRE,UDINE,UDINE VIA 3 NOVEMBRE,,
VIALE ADENAUER,UDINE,UDINE VIALE ADENAUER,"Viale Konrad Adenauer, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2467403, 46.0396869]}"
VIALE AFRO,UDINE,UDINE VIALE AFRO,"Viale Afro, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2650654, 46.0782897]}"
VIALE AGOSTINO E ANGELO CANDOLINI,UDINE,UDINE VIALE AGOSTINO E ANGELO CANDOLINI,"Viale Agostino e Angelo Candolini, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.1971604, 46.082291]}"
VIALE ALCIDE DE GASPERI,UDINE,UDINE VIALE ALCIDE DE GASPERI,"Viale Alcide De Gasperi, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2416862, 46.0339435]}"
VIALE ARMANDO DIAZ,UDINE,UDINE VIALE ARMANDO DIAZ,"Viale Armando Diaz, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.24203, 46.069221]}"
VIALE BERNARDINO DA MORCOTE,UDINE,UDINE VIALE BERNARDINO DA MORCOTE,"Viale Bernardino da Morcote, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2146476, 46.0694147]}"
VIALE CADORE,UDINE,UDINE VIALE CADORE,"Viale Cadore, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.221345, 46.0723165]}"
VIALE CANDOLINI,UDINE,UDINE VIALE CANDOLINI,"Viale Agostino e Angelo Candolini, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2026884, 46.0773373]}"
VIALE DEL LEDRA,UDINE,UDINE VIALE DEL LEDRA,"Viale del Ledra, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2276063, 46.0625774]}"
VIALE DELLA LIBERTA',UDINE,UDINE VIALE DELLA LIBERTA',"Via della Libertà, Cortello, Pavia di Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33050, Italia","{'type': 'Point', 'coordinates': [13.2426729, 45.9978205]}"
VIALE DELLA RESISTENZA,UDINE,UDINE VIALE DELLA RESISTENZA,"Viale della Resistenza, Quartiere Riccardo di Giusto, Villaggio Resistenza, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33047, Italia","{'type': 'Point', 'coordinates': [13.2827903, 46.0770067]}"
VIALE DELLA VITTORIA,UDINE,UDINE VIALE DELLA VITTORIA,"Via della Vittoria, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.235691, 46.0692956]}"
VIALE DELLE FERRIERE,UDINE,UDINE VIALE DELLE FERRIERE,"Viale delle Ferriere, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2316619, 46.0550058]}"
VIALE DELLO SPORT,UDINE,UDINE VIALE DELLO SPORT,"Viale dello Sport, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2033375, 46.0764841]}"
VIALE DINO,UDINE,UDINE VIALE DINO,"Viale Dino, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2677306, 46.0806633]}"
VIALE DIV GARIB OSOPPO,UDINE,UDINE VIALE DIV GARIB OSOPPO,,
VIALE DIV GARIBALDI OSOPPO,UDINE,UDINE VIALE DIV GARIBALDI OSOPPO,,
VIALE DIVISIONE GARIBALDI - OSOPPO,UDINE,UDINE VIALE DIVISIONE GARIBALDI - OSOPPO,"Viale Divisione Garibaldi-Osoppo, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2689544, 46.07781]}"
VIALE DIVISIONI GARIBALDI-OSOPPO,UDINE,UDINE VIALE DIVISIONI GARIBALDI-OSOPPO,,
VIALE DUODO,UDINE,UDINE VIALE DUODO,"Viale Giuseppe Duodo, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2295999, 46.0552109]}"
VIALE EUROPA UNITA,UDINE,UDINE VIALE EUROPA UNITA,"Udine, Viale Europa Unita, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2419377, 46.0559936]}"
VIALE FIRENZE,UDINE,UDINE VIALE FIRENZE,"Viale Firenze, Borgo Villalta, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2188885, 46.0600019]}"
VIALE FIRENZE 12,UDINE,UDINE VIALE FIRENZE 12,"Viale Firenze, Borgo Villalta, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2196881, 46.059086]}"
VIALE FORZE ARMATE,UDINE,UDINE VIALE FORZE ARMATE,"Viale Forze Armate, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2687979, 46.0764905]}"
VIALE GARIBALDI OSOPPO,UDINE,UDINE VIALE GARIBALDI OSOPPO,"Viale Divisione Garibaldi-Osoppo, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2689544, 46.07781]}"
VIALE GIACOMO LEOPARDI,UDINE,UDINE VIALE GIACOMO LEOPARDI,"Viale Giacomo Leopardi, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2428457, 46.0579341]}"
VIALE GIO BATTA BASSI,UDINE,UDINE VIALE GIO BATTA BASSI,"Viale Gio Batta Bassi, Borgo Villalta, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2259135, 46.0676142]}"
VIALE GIOVANNI BOCCACCIO,UDINE,UDINE VIALE GIOVANNI BOCCACCIO,"Viale Giovanni Boccaccio, Cormôr Basso, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2003736, 46.0617967]}"
VIALE GIOVANNI PAOLO II,UDINE,UDINE VIALE GIOVANNI PAOLO II,"Viale Giovanni Paolo Secondo, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2334841, 46.0954861]}"
VIALE GIUSEPPE DUODO,UDINE,UDINE VIALE GIUSEPPE DUODO,"Viale Giuseppe Duodo, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2295999, 46.0552109]}"
VIALE LEDRA / VIA MARCO,UDINE,UDINE VIALE LEDRA / VIA MARCO,,
VIALE LEONARDO DA VINCI,UDINE,UDINE VIALE LEONARDO DA VINCI,"Viale Leonardo da Vinci, Borgo Villalta, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.215541, 46.0719149]}"
VIALE LEOPARDI N.,UDINE,UDINE VIALE LEOPARDI N.,,
VIALE LUIGI MORETTI,UDINE,UDINE VIALE LUIGI MORETTI,"Via Luigi Moretti, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2256935, 46.061876]}"
VIALE MIRKO,UDINE,UDINE VIALE MIRKO,"Viale Mirko, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2712039, 46.0799542]}"
VIALE MONSIGNORE GIUSEPPE NOGARA,UDINE,UDINE VIALE MONSIGNORE GIUSEPPE NOGARA,,
VIALE PALMANOVA,UDINE,UDINE VIALE PALMANOVA,"Viale Palmanova, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.2663513, 46.0214266]}"
VIALE PALMANOVA 102-104-106-108,UDINE,UDINE VIALE PALMANOVA 102-104-106-108,"Viale Palmanova, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.2649604, 46.0215193]}"
VIALE PIER PAOLO PASOLINI,UDINE,UDINE VIALE PIER PAOLO PASOLINI,"Viale Pier Paolo Pasolini, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2220778, 46.0741578]}"
VIALE RESISTENCIA,UDINE,UDINE VIALE RESISTENCIA,"Viale Resistencia, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2109591, 46.0708695]}"
VIALE ROBERT SCHUMANN,UDINE,UDINE VIALE ROBERT SCHUMANN,"Viale Robert Schumann, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2452252, 46.037841]}"
VIALE SAN DANIELE,UDINE,UDINE VIALE SAN DANIELE,"Viale San Daniele, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2345647, 46.0710933]}"
VIALE SCHUMANN,UDINE,UDINE VIALE SCHUMANN,"Viale Robert Schumann, Baldasseria Bassa, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2450292, 46.0380288]}"
VIALE TITA MARZUTTINI,UDINE,UDINE VIALE TITA MARZUTTINI,"Viale Tita Marzuttini, Borgo Villalta, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2086119, 46.0628353]}"
VIALE TRICESIMO,UDINE,UDINE VIALE TRICESIMO,"Via Tricesimo, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2311438, 46.0953388]}"
VIALE TRIESTE,UDINE,UDINE VIALE TRIESTE,"Viale Trieste, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2462152, 46.0653411]}"
VIALE UGHERIA,UDINE,UDINE VIALE UGHERIA,,
VIALE UNGHERIA,UDINE,UDINE VIALE UNGHERIA,"Viale Ungheria, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2447967, 46.0591387]}"
VIALE V. DELLA LIBERTA',UDINE,UDINE VIALE V. DELLA LIBERTA',"Via della Libertà, Cortello, Pavia di Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33050, Italia","{'type': 'Point', 'coordinates': [13.2426729, 45.9978205]}"
VIALE VANT,UDINE,UDINE VIALE VANT,,
VIALE VAT,UDINE,UDINE VIALE VAT,"Viale Vât, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2438559, 46.0849167]}"
VIALE VENEZIA,UDINE,UDINE VIALE VENEZIA,"Udine - Viale Venezia, Tangenziale Sud, Cormôr Basso, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2050967, 46.0493615]}"
VIALE VOL  DELLA LIBERTA,UDINE,UDINE VIALE VOL  DELLA LIBERTA,,
VIALE VOL DELLA LIBERTA,UDINE,UDINE VIALE VOL DELLA LIBERTA,,
VIALE VOLON DELLA LIBERTA',UDINE,UDINE VIALE VOLON DELLA LIBERTA',,
VIALE VOLONT DELLA LIBERTA,UDINE,UDINE VIALE VOLONT DELLA LIBERTA,,
VIALE VOLONTARI DELLA LIBERTA',UDINE,UDINE VIALE VOLONTARI DELLA LIBERTA',"Viale Volontari della Libertà, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2346297, 46.0713554]}"
VIALE VOLONTARI LEBRTA,UDINE,UDINE VIALE VOLONTARI LEBRTA,,
VIALE VOLONTARI LIBERTA,UDINE,UDINE VIALE VOLONTARI LIBERTA,"Viale Volontari della Libertà, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2346753, 46.0772402]}"
VIALE XXIII MARZO,UDINE,UDINE VIALE XXIII MARZO,,
VIALE XXIII MARZO 1848,UDINE,UDINE VIALE XXIII MARZO 1848,,
VIALE XXV APRILE,UDINE,UDINE VIALE XXV APRILE,"Viale Udine, Sutrio, UTI della Carnia, Friuli Venezia Giulia, 33022, Italia","{'type': 'Point', 'coordinates': [12.9922203, 46.4996086]}"
VICOLO AGRICOLA,UDINE,UDINE VICOLO AGRICOLA,"Vicolo Agricola, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2363447, 46.068841]}"
VICOLO ALNICCO,UDINE,UDINE VICOLO ALNICCO,"Vicolo Alnicco, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2267595, 46.0884678]}"
VICOLO BROVEDAN,UDINE,UDINE VICOLO BROVEDAN,"Vicolo Brovedan, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2322841, 46.0632065]}"
VICOLO CAISELLI,UDINE,UDINE VICOLO CAISELLI,"Via Caiselli, Borgo Poscolle, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2325057, 46.0654468]}"
VICOLO D' ARCANO,UDINE,UDINE VICOLO D' ARCANO,,
VICOLO DEGLI ORTI,UDINE,UDINE VICOLO DEGLI ORTI,"Vicolo degli Orti, Borgo Villalta, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2292594, 46.0668737]}"
VICOLO DEL CUCCO,UDINE,UDINE VICOLO DEL CUCCO,"Vicolo del Cucco, Borgo Grazzano, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2318992, 46.0578527]}"
VICOLO DEL PANGRASSO,UDINE,UDINE VICOLO DEL PANGRASSO,"Vicolo del Pangrasso, Borgo Grazzano, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2322036, 46.0583121]}"
VICOLO DEL PARADISO,UDINE,UDINE VICOLO DEL PARADISO,"Vicolo del Paradiso, Borgo Grazzano, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2322549, 46.0585224]}"
