alias_address,alias_city,georeferencingString
CORSO DEGLI ALPINI,AGORDO,AGORDO CORSO DEGLI ALPINI
CORSO PATRIOTI,AGORDO,AGORDO CORSO PATRIOTI
FRAZIONE BRUGNACH,AGORDO,AGORDO FRAZIONE BRUGNACH
FRAZIONE COLVIGNAS,AGORDO,AGORDO FRAZIONE COLVIGNAS
FRAZIONE CROSTOLIN,AGORDO,AGORDO FRAZIONE CROSTOLIN
FRAZIONE FARENZENA,AGORDO,AGORDO FRAZIONE FARENZENA
FRAZIONE GIOVE,AGORDO,AGORDO FRAZIONE GIOVE
FRAZIONE PARECH,AGORDO,AGORDO FRAZIONE PARECH
FRAZIONE PIASENT,AGORDO,AGORDO FRAZIONE PIASENT
FRAZIONE RIF,AGORDO,AGORDO FRAZIONE RIF
FRAZIONE TOCCOL,AGORDO,AGORDO FRAZIONE TOCCOL
FRAZIONE VALCOZZENA,AGORDO,AGORDO FRAZIONE VALCOZZENA
FRAZIONE VERAN,AGORDO,AGORDO FRAZIONE VERAN
LOCALITA' CAMPON,AGORDO,AGORDO LOCALITA' CAMPON
LOCALITA' CAMPREGANA,AGORDO,AGORDO LOCALITA' CAMPREGANA
LOCALITA' CERAMASSE,AGORDO,AGORDO LOCALITA' CERAMASSE
LOCALITA' FAION,AGORDO,AGORDO LOCALITA' FAION
LOCALITA' FOCHE,AGORDO,AGORDO LOCALITA' FOCHE
LOCALITA' GRAVE,AGORDO,AGORDO LOCALITA' GRAVE
LOCALITA' MISSIAGA,AGORDO,AGORDO LOCALITA' MISSIAGA
LOCALITA' MOGN,AGORDO,AGORDO LOCALITA' MOGN
LOCALITA' MOLIN DEI COT,AGORDO,AGORDO LOCALITA' MOLIN DEI COT
LOCALITA' MOZZACH,AGORDO,AGORDO LOCALITA' MOZZACH
LOCALITA' NAGOL,AGORDO,AGORDO LOCALITA' NAGOL
LOCALITA' PAS,AGORDO,AGORDO LOCALITA' PAS
LOCALITA' PIANIZZE,AGORDO,AGORDO LOCALITA' PIANIZZE
LOCALITA' POLANE,AGORDO,AGORDO LOCALITA' POLANE
LOCALITA' PONTE ALTO,AGORDO,AGORDO LOCALITA' PONTE ALTO
LOCALITA' VAL DI FRELA,AGORDO,AGORDO LOCALITA' VAL DI FRELA
LOCALITA' VALCOZZENA,AGORDO,AGORDO LOCALITA' VALCOZZENA
CORSO ITALIA,ALLEGHE,ALLEGHE CORSO ITALIA
CORSO TRIESTE,ALLEGHE,ALLEGHE CORSO TRIESTE
CORSO VENETO,ALLEGHE,ALLEGHE CORSO VENETO
CORSO VENEZIA,ALLEGHE,ALLEGHE CORSO VENEZIA
PIAZZA J.F. KENNEDY,ALLEGHE,ALLEGHE PIAZZA J.F. KENNEDY
PIAZZA OTTAVIO DOGLIANI,ALLEGHE,ALLEGHE PIAZZA OTTAVIO DOGLIANI
PIAZZA VECCHIA,ALLEGHE,ALLEGHE PIAZZA VECCHIA
VIA A. DE GASPERI,ALLEGHE,ALLEGHE VIA A. DE GASPERI
VIA ANTONIO STOPPANI,ALLEGHE,ALLEGHE VIA ANTONIO STOPPANI
VIA BELVEDERE,ALLEGHE,ALLEGHE VIA BELVEDERE
VIA CASARIL,ALLEGHE,ALLEGHE VIA CASARIL
VIA COI,ALLEGHE,ALLEGHE VIA COI
VIA COL DI LANA,ALLEGHE,ALLEGHE VIA COL DI LANA
VIA COLDAI,ALLEGHE,ALLEGHE VIA COLDAI
VIA COLDEFONTANA,ALLEGHE,ALLEGHE VIA COLDEFONTANA
VIA COLDEMIES,ALLEGHE,ALLEGHE VIA COLDEMIES
VIA CORDELLA,ALLEGHE,ALLEGHE VIA CORDELLA
VIA DEGLI ALPINI,ALLEGHE,ALLEGHE VIA DEGLI ALPINI
VIA DEI PINI,ALLEGHE,ALLEGHE VIA DEI PINI
VIA DELLA PACE,ALLEGHE,ALLEGHE VIA DELLA PACE
VIA DELLE SCUOLE,ALLEGHE,ALLEGHE VIA DELLE SCUOLE
VIA EUROPA,ALLEGHE,ALLEGHE VIA EUROPA
VIA FERNAZZA,ALLEGHE,ALLEGHE VIA FERNAZZA
VIA G. CARDUCCI,ALLEGHE,ALLEGHE VIA G. CARDUCCI
VIA G. PASCOLI,ALLEGHE,ALLEGHE VIA G. PASCOLI
VIA LAGUSELLO,ALLEGHE,ALLEGHE VIA LAGUSELLO
VIA LUNGOLAGO,ALLEGHE,ALLEGHE VIA LUNGOLAGO
VIA MARMOLADA,ALLEGHE,ALLEGHE VIA MARMOLADA
VIA MONTE CIVETTA,ALLEGHE,ALLEGHE VIA MONTE CIVETTA
VIA MONTE FERTAZZA,ALLEGHE,ALLEGHE VIA MONTE FERTAZZA
BORGO S. NICOLO' - GARNA,ALPAGO,ALPAGO BORGO S. NICOLO' - GARNA
CORSO ALPINO,ALPAGO,ALPAGO CORSO ALPINO
FRAZIONE BASTIA,ALPAGO,ALPAGO FRAZIONE BASTIA
FRAZIONE S.CROCE,ALPAGO,ALPAGO FRAZIONE S.CROCE
FRAZIONE S.CROCE - LASTRA,ALPAGO,ALPAGO FRAZIONE S.CROCE - LASTRA
FRAZIONE SPERT,ALPAGO,ALPAGO FRAZIONE SPERT
FRAZIONE TORCH,ALPAGO,ALPAGO FRAZIONE TORCH
FRAZIONE TORRES,ALPAGO,ALPAGO FRAZIONE TORRES
FRAZIONE VALZELLA,ALPAGO,ALPAGO FRAZIONE VALZELLA
LOCALITA' BASSAN,ALPAGO,ALPAGO LOCALITA' BASSAN
LOCALITA' BERNARDET,ALPAGO,ALPAGO LOCALITA' BERNARDET
LOCALITA' BORGA,ALPAGO,ALPAGO LOCALITA' BORGA
LOCALITA' BUTAZ,ALPAGO,ALPAGO LOCALITA' BUTAZ
LOCALITA' CAMPON,ALPAGO,ALPAGO LOCALITA' CAMPON
LOCALITA' CAROTA - PLOIS,ALPAGO,ALPAGO LOCALITA' CAROTA - PLOIS
LOCALITA' COL DE VI,ALPAGO,ALPAGO LOCALITA' COL DE VI
LOCALITA' CORDELE,ALPAGO,ALPAGO LOCALITA' CORDELE
LOCALITA' COSSOTAI,ALPAGO,ALPAGO LOCALITA' COSSOTAI
LOCALITA' COSTELLA,ALPAGO,ALPAGO LOCALITA' COSTELLA
LOCALITA' FALISETTA,ALPAGO,ALPAGO LOCALITA' FALISETTA
LOCALITA' FONTANA,ALPAGO,ALPAGO LOCALITA' FONTANA
LOCALITA' FOSSA,ALPAGO,ALPAGO LOCALITA' FOSSA
LOCALITA' GNOLA,ALPAGO,ALPAGO LOCALITA' GNOLA
LOCALITA' I MAS,ALPAGO,ALPAGO LOCALITA' I MAS
LOCALITA' LA RIVA,ALPAGO,ALPAGO LOCALITA' LA RIVA
LOCALITA' LA STORTA,ALPAGO,ALPAGO LOCALITA' LA STORTA
LOCALITA' LONGARAZZA,ALPAGO,ALPAGO LOCALITA' LONGARAZZA
LOCALITA' MALOLT,ALPAGO,ALPAGO LOCALITA' MALOLT
LOCALITA' MEDELE,ALPAGO,ALPAGO LOCALITA' MEDELE
LOCALITA' MONTAGNA,ALPAGO,ALPAGO LOCALITA' MONTAGNA
BORGO SAN GIUSTO,ARSIE',ARSIE' BORGO SAN GIUSTO
BORGO SAN LORENZO,ARSIE',ARSIE' BORGO SAN LORENZO
LOC. FORNACI-MELLAME,ARSIE',ARSIE' LOC. FORNACI-MELLAME
LOCALITA' COL PERER,ARSIE',ARSIE' LOCALITA' COL PERER
LOCALITA' GAJOLE,ARSIE',ARSIE' LOCALITA' GAJOLE
PIAZZA CESCATO,ARSIE',ARSIE' PIAZZA CESCATO
PIAZZA G. MARCONI,ARSIE',ARSIE' PIAZZA G. MARCONI
PIAZZA MARTIRI,ARSIE',ARSIE' PIAZZA MARTIRI
PIAZZA S. MARCO,ARSIE',ARSIE' PIAZZA S. MARCO
PIAZZA SAN ANTONIO,ARSIE',ARSIE' PIAZZA SAN ANTONIO
PIAZZA SAN MARTINO,ARSIE',ARSIE' PIAZZA SAN MARTINO
PIAZZA SAN VITO,ARSIE',ARSIE' PIAZZA SAN VITO
PIAZZETTA D. ORSI,ARSIE',ARSIE' PIAZZETTA D. ORSI
VIA A. DIAZ,ARSIE',ARSIE' VIA A. DIAZ
VIA A. MANZONI,ARSIE',ARSIE' VIA A. MANZONI
VIA ANGELO ARBOIT,ARSIE',ARSIE' VIA ANGELO ARBOIT
VIA ANGOA,ARSIE',ARSIE' VIA ANGOA
VIA BARBARIGO,ARSIE',ARSIE' VIA BARBARIGO
VIA BELVEDERE,ARSIE',ARSIE' VIA BELVEDERE
VIA BERNARDI,ARSIE',ARSIE' VIA BERNARDI
VIA BORGOFORTE,ARSIE',ARSIE' VIA BORGOFORTE
VIA CADORNA,ARSIE',ARSIE' VIA CADORNA
VIA CAMPAGNA,ARSIE',ARSIE' VIA CAMPAGNA
VIA CANEVAL,ARSIE',ARSIE' VIA CANEVAL
VIA CANOVA,ARSIE',ARSIE' VIA CANOVA
VIA CARAZZAGNO,ARSIE',ARSIE' VIA CARAZZAGNO
VIA CASERE,ARSIE',ARSIE' VIA CASERE
VIA CASTELLIR,ARSIE',ARSIE' VIA CASTELLIR
VIA CAVOUR,ARSIE',ARSIE' VIA CAVOUR
VIA CESARE BATTISTI,ARSIE',ARSIE' VIA CESARE BATTISTI
BORGO RIO MURI,AURONZO DI CADORE,AURONZO DI CADORE BORGO RIO MURI
BORGO ZANDEGIACOMO,AURONZO DI CADORE,AURONZO DI CADORE BORGO ZANDEGIACOMO
LARGO TARIN,AURONZO DI CADORE,AURONZO DI CADORE LARGO TARIN
LOCALITA' LA BOA,AURONZO DI CADORE,AURONZO DI CADORE LOCALITA' LA BOA
LOCALITA' PALUS S. MARCO,AURONZO DI CADORE,AURONZO DI CADORE LOCALITA' PALUS S. MARCO
LOCALITA' POSPIZZA,AURONZO DI CADORE,AURONZO DI CADORE LOCALITA' POSPIZZA
LOCALITA' STABIZIANE,AURONZO DI CADORE,AURONZO DI CADORE LOCALITA' STABIZIANE
LOCALITA' TORNEDE,AURONZO DI CADORE,AURONZO DI CADORE LOCALITA' TORNEDE
PIAZZA REGINA PACIS,AURONZO DI CADORE,AURONZO DI CADORE PIAZZA REGINA PACIS
PIAZZA RIZZARDI,AURONZO DI CADORE,AURONZO DI CADORE PIAZZA RIZZARDI
PIAZZA SAN LUCANO,AURONZO DI CADORE,AURONZO DI CADORE PIAZZA SAN LUCANO
PIAZZA SANTA GIUSTINA,AURONZO DI CADORE,AURONZO DI CADORE PIAZZA SANTA GIUSTINA
PIAZZA VIGO,AURONZO DI CADORE,AURONZO DI CADORE PIAZZA VIGO
PIAZZALE IV NOVEMBRE,AURONZO DI CADORE,AURONZO DI CADORE PIAZZALE IV NOVEMBRE
PIAZZALE OSTERRA,AURONZO DI CADORE,AURONZO DI CADORE PIAZZALE OSTERRA
VIA AIARNOLA,AURONZO DI CADORE,AURONZO DI CADORE VIA AIARNOLA
VIA ALPINI,AURONZO DI CADORE,AURONZO DI CADORE VIA ALPINI
VIA AMBATA,AURONZO DI CADORE,AURONZO DI CADORE VIA AMBATA
VIA ANSIEI,AURONZO DI CADORE,AURONZO DI CADORE VIA ANSIEI
VIA ANTONIO BERTI,AURONZO DI CADORE,AURONZO DI CADORE VIA ANTONIO BERTI
VIA CELLA,AURONZO DI CADORE,AURONZO DI CADORE VIA CELLA
VIA CIASTEL,AURONZO DI CADORE,AURONZO DI CADORE VIA CIASTEL
VIA CIMA GOGNA,AURONZO DI CADORE,AURONZO DI CADORE VIA CIMA GOGNA
VIA COLLESIEI,AURONZO DI CADORE,AURONZO DI CADORE VIA COLLESIEI
VIA CORTE,AURONZO DI CADORE,AURONZO DI CADORE VIA CORTE
VIA DANTE,AURONZO DI CADORE,AURONZO DI CADORE VIA DANTE
VIA DE FILIPPO,AURONZO DI CADORE,AURONZO DI CADORE VIA DE FILIPPO
VIA DELLA GROTTA,AURONZO DI CADORE,AURONZO DI CADORE VIA DELLA GROTTA
VIA DELLA VELMA,AURONZO DI CADORE,AURONZO DI CADORE VIA DELLA VELMA
VIA DELL'ANGELO,AURONZO DI CADORE,AURONZO DI CADORE VIA DELL'ANGELO
LOCALITA' ANDREANE,BELLUNO,BELLUNO LOCALITA' ANDREANE
LOCALITA' PONTE DOLOMITI,BELLUNO,BELLUNO LOCALITA' PONTE DOLOMITI
PIAZZA A. DE LUCA,BELLUNO,BELLUNO PIAZZA A. DE LUCA
PIAZZA CASTELLO,BELLUNO,BELLUNO PIAZZA CASTELLO
PIAZZA DEI MARTIRI,BELLUNO,BELLUNO PIAZZA DEI MARTIRI
PIAZZA DUOMO,BELLUNO,BELLUNO PIAZZA DUOMO
PIAZZA FONTANA OGOL,BELLUNO,BELLUNO PIAZZA FONTANA OGOL
PIAZZA G. MAZZINI,BELLUNO,BELLUNO PIAZZA G. MAZZINI
PIAZZA G. PILONI,BELLUNO,BELLUNO PIAZZA G. PILONI
PIAZZA L. LOLLINO,BELLUNO,BELLUNO PIAZZA L. LOLLINO
PIAZZA MERCATO,BELLUNO,BELLUNO PIAZZA MERCATO
PIAZZA OLTRARDO,BELLUNO,BELLUNO PIAZZA OLTRARDO
PIAZZA S.LUCANO BORGO PRA,BELLUNO,BELLUNO PIAZZA S.LUCANO BORGO PRA
PIAZZA SAN GIOVANNI BOSCO,BELLUNO,BELLUNO PIAZZA SAN GIOVANNI BOSCO
PIAZZA SANTO STEFANO,BELLUNO,BELLUNO PIAZZA SANTO STEFANO
PIAZZA VITTIME VIA FANI,BELLUNO,BELLUNO PIAZZA VITTIME VIA FANI
PIAZZA VITTORIO EMANUELE,BELLUNO,BELLUNO PIAZZA VITTORIO EMANUELE
PIAZZALE C. BATTISTI,BELLUNO,BELLUNO PIAZZALE C. BATTISTI
PIAZZALE DELLA STAZIONE,BELLUNO,BELLUNO PIAZZALE DELLA STAZIONE
PIAZZALE G.MARCONI,BELLUNO,BELLUNO PIAZZALE G.MARCONI
PIAZZALE NEVEGAL,BELLUNO,BELLUNO PIAZZALE NEVEGAL
PIAZZALE RESISTENZA,BELLUNO,BELLUNO PIAZZALE RESISTENZA
PIAZZALE STAZIONE,BELLUNO,BELLUNO PIAZZALE STAZIONE
PIAZZALE VITTIME DELLE FOIBE,BELLUNO,BELLUNO PIAZZALE VITTIME DELLE FOIBE
PIAZZETTA SAN LUCANO,BELLUNO,BELLUNO PIAZZETTA SAN LUCANO
PIAZZETTA SANTO STEFANO,BELLUNO,BELLUNO PIAZZETTA SANTO STEFANO
VIA 10 MARZO 1945,BELLUNO,BELLUNO VIA 10 MARZO 1945
VIA A. ALPAGO,BELLUNO,BELLUNO VIA A. ALPAGO
VIA A. BETTIO,BELLUNO,BELLUNO VIA A. BETTIO
VIA A. BOITO,BELLUNO,BELLUNO VIA A. BOITO
FRAZIONE CORTE DI CADORE,BORCA DI CADORE,BORCA DI CADORE FRAZIONE CORTE DI CADORE
VIA ANTELAO,BORCA DI CADORE,BORCA DI CADORE VIA ANTELAO
VIA CAVOUR,BORCA DI CADORE,BORCA DI CADORE VIA CAVOUR
VIA CROERA,BORCA DI CADORE,BORCA DI CADORE VIA CROERA
VIA DEL CRISTO,BORCA DI CADORE,BORCA DI CADORE VIA DEL CRISTO
VIA DELLA CHIESA,BORCA DI CADORE,BORCA DI CADORE VIA DELLA CHIESA
VIA DON CARLO DE LUCA,BORCA DI CADORE,BORCA DI CADORE VIA DON CARLO DE LUCA
VIA DON GIOVANNI DE LUCA,BORCA DI CADORE,BORCA DI CADORE VIA DON GIOVANNI DE LUCA
VIA DON NATALE TALAMINI,BORCA DI CADORE,BORCA DI CADORE VIA DON NATALE TALAMINI
VIA DON OSVALDO VARETTON,BORCA DI CADORE,BORCA DI CADORE VIA DON OSVALDO VARETTON
VIA ENRICO MATTEI,BORCA DI CADORE,BORCA DI CADORE VIA ENRICO MATTEI
VIA FERRANDINA,BORCA DI CADORE,BORCA DI CADORE VIA FERRANDINA
VIA FRATE TOMMASO DE LUCA,BORCA DI CADORE,BORCA DI CADORE VIA FRATE TOMMASO DE LUCA
VIA FUSINELES,BORCA DI CADORE,BORCA DI CADORE VIA FUSINELES
VIA GIOVANNA ZANGRANDI,BORCA DI CADORE,BORCA DI CADORE VIA GIOVANNA ZANGRANDI
VIA GIUSEPPE GARIBALDI,BORCA DI CADORE,BORCA DI CADORE VIA GIUSEPPE GARIBALDI
VIA GIUSEPPE MAZZINI,BORCA DI CADORE,BORCA DI CADORE VIA GIUSEPPE MAZZINI
VIA LA VARES,BORCA DI CADORE,BORCA DI CADORE VIA LA VARES
VIA MARCONI,BORCA DI CADORE,BORCA DI CADORE VIA MARCONI
VIA METANOPOLI,BORCA DI CADORE,BORCA DI CADORE VIA METANOPOLI
VIA OLIVO SALA - VILLANOVA,BORCA DI CADORE,BORCA DI CADORE VIA OLIVO SALA - VILLANOVA
VIA P.F. CALVI,BORCA DI CADORE,BORCA DI CADORE VIA P.F. CALVI
VIA PARABELUN,BORCA DI CADORE,BORCA DI CADORE VIA PARABELUN
VIA PEZES,BORCA DI CADORE,BORCA DI CADORE VIA PEZES
VIA RIVA DEL PONTE,BORCA DI CADORE,BORCA DI CADORE VIA RIVA DEL PONTE
VIA ROMA,BORCA DI CADORE,BORCA DI CADORE VIA ROMA
VIA S. ROCCO,BORCA DI CADORE,BORCA DI CADORE VIA S. ROCCO
VIA SALIETO,BORCA DI CADORE,BORCA DI CADORE VIA SALIETO
VIA T. VECELLIO,BORCA DI CADORE,BORCA DI CADORE VIA T. VECELLIO
VIA TAULEN MARCEANA,BORCA DI CADORE,BORCA DI CADORE VIA TAULEN MARCEANA
LOCALITA' ETOLA,CALALZO DI CADORE,CALALZO DI CADORE LOCALITA' ETOLA
LOCALITA' LA BELLA,CALALZO DI CADORE,CALALZO DI CADORE LOCALITA' LA BELLA
LOCALITA' PIAN DE STUFFO,CALALZO DI CADORE,CALALZO DI CADORE LOCALITA' PIAN DE STUFFO
LOCALITA' PRACIADELAN,CALALZO DI CADORE,CALALZO DI CADORE LOCALITA' PRACIADELAN
LOCALITA' S.FRANCESCO D'ORSINA,CALALZO DI CADORE,CALALZO DI CADORE LOCALITA' S.FRANCESCO D'ORSINA
LOCALITA' STRAPIEDO,CALALZO DI CADORE,CALALZO DI CADORE LOCALITA' STRAPIEDO
LOCALITA' TAUNIA,CALALZO DI CADORE,CALALZO DI CADORE LOCALITA' TAUNIA
LOCALITA' TRASAGHE,CALALZO DI CADORE,CALALZO DI CADORE LOCALITA' TRASAGHE
LOCALITA' TUORO,CALALZO DI CADORE,CALALZO DI CADORE LOCALITA' TUORO
PIAZZA IV NOVEMBRE,CALALZO DI CADORE,CALALZO DI CADORE PIAZZA IV NOVEMBRE
VIA A. FRESCURA,CALALZO DI CADORE,CALALZO DI CADORE VIA A. FRESCURA
VIA ANTELAO,CALALZO DI CADORE,CALALZO DI CADORE VIA ANTELAO
VIA B. TOFFOLI,CALALZO DI CADORE,CALALZO DI CADORE VIA B. TOFFOLI
VIA C. A. DALLA CHIESA,CALALZO DI CADORE,CALALZO DI CADORE VIA C. A. DALLA CHIESA
VIA C. FANTON,CALALZO DI CADORE,CALALZO DI CADORE VIA C. FANTON
VIA CADARIA,CALALZO DI CADORE,CALALZO DI CADORE VIA CADARIA
VIA D. ALIGHIERI,CALALZO DI CADORE,CALALZO DI CADORE VIA D. ALIGHIERI
VIA E. BONAZZOLA,CALALZO DI CADORE,CALALZO DI CADORE VIA E. BONAZZOLA
VIA E. TOFFOLI,CALALZO DI CADORE,CALALZO DI CADORE VIA E. TOFFOLI
VIA FIORI,CALALZO DI CADORE,CALALZO DI CADORE VIA FIORI
VIA G. CARDUCCI,CALALZO DI CADORE,CALALZO DI CADORE VIA G. CARDUCCI
VIA G. DE STEFANI,CALALZO DI CADORE,CALALZO DI CADORE VIA G. DE STEFANI
VIA G. GIACOMELLI,CALALZO DI CADORE,CALALZO DI CADORE VIA G. GIACOMELLI
VIA G. LEOPARDI,CALALZO DI CADORE,CALALZO DI CADORE VIA G. LEOPARDI
VIA G. MAZZINI,CALALZO DI CADORE,CALALZO DI CADORE VIA G. MAZZINI
VIA GIOVANNI XXIII,CALALZO DI CADORE,CALALZO DI CADORE VIA GIOVANNI XXIII
VIA LAGOLE,CALALZO DI CADORE,CALALZO DI CADORE VIA LAGOLE
VIA LIGURIA,CALALZO DI CADORE,CALALZO DI CADORE VIA LIGURIA
VIA MARMAROLE,CALALZO DI CADORE,CALALZO DI CADORE VIA MARMAROLE
VIA MOLINA',CALALZO DI CADORE,CALALZO DI CADORE VIA MOLINA'
FRAZIONE FEDER,CANALE D'AGORDO,CANALE D'AGORDO FRAZIONE FEDER
FRAZIONE FREGONA,CANALE D'AGORDO,CANALE D'AGORDO FRAZIONE FREGONA
LOCALITA' CAMPION,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' CAMPION
LOCALITA' CARFON,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' CARFON
LOCALITA' CASATE,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' CASATE
LOCALITA' COLMEAN,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' COLMEAN
LOCALITA' GARES,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' GARES
LOCALITA' LA MORA,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' LA MORA
LOCALITA' LA SOTTA,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' LA SOTTA
LOCALITA' LAGAZZON,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' LAGAZZON
LOCALITA' PIAN DE GIARE,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' PIAN DE GIARE
LOCALITA' PISOLIVA,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' PISOLIVA
LOCALITA' TEGOSA,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' TEGOSA
LOCALITA' VAL,CANALE D'AGORDO,CANALE D'AGORDO LOCALITA' VAL
PIAZZA PAPA LUCIANI,CANALE D'AGORDO,CANALE D'AGORDO PIAZZA PAPA LUCIANI
VIA 20 AGOSTO,CANALE D'AGORDO,CANALE D'AGORDO VIA 20 AGOSTO
VIA AL FORN,CANALE D'AGORDO,CANALE D'AGORDO VIA AL FORN
VIA CAVALLERA,CANALE D'AGORDO,CANALE D'AGORDO VIA CAVALLERA
VIA FREGONA,CANALE D'AGORDO,CANALE D'AGORDO VIA FREGONA
VIA GIUSEPPE XAIZ,CANALE D'AGORDO,CANALE D'AGORDO VIA GIUSEPPE XAIZ
VIA LOTTA,CANALE D'AGORDO,CANALE D'AGORDO VIA LOTTA
VIA MEZZAVILLA,CANALE D'AGORDO,CANALE D'AGORDO VIA MEZZAVILLA
VIA MONSIGNOR A. BRAMEZZA,CANALE D'AGORDO,CANALE D'AGORDO VIA MONSIGNOR A. BRAMEZZA
VIA PAVIER-FRAZ.FEDER,CANALE D'AGORDO,CANALE D'AGORDO VIA PAVIER-FRAZ.FEDER
VIA PRADE,CANALE D'AGORDO,CANALE D'AGORDO VIA PRADE
VIA RIVIDELLA,CANALE D'AGORDO,CANALE D'AGORDO VIA RIVIDELLA
VIA ROMA,CANALE D'AGORDO,CANALE D'AGORDO VIA ROMA
VIA SOFRAIDE,CANALE D'AGORDO,CANALE D'AGORDO VIA SOFRAIDE
VIA SOIA,CANALE D'AGORDO,CANALE D'AGORDO VIA SOIA
VIA SOMMAVILLA,CANALE D'AGORDO,CANALE D'AGORDO VIA SOMMAVILLA
LOCALITA' CALCHERE,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO LOCALITA' CALCHERE
LOCALITA' CHIOIT,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO LOCALITA' CHIOIT
LOCALITA' I LARES,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO LOCALITA' I LARES
PIAZZA IV NOVEMBRE,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO PIAZZA IV NOVEMBRE
PIAZZA PICCOLA,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO PIAZZA PICCOLA
PIAZZA VECCHIA,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO PIAZZA VECCHIA
STATALE AGORDINA 203,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO STATALE AGORDINA 203
VIA ATTILIO TISSI,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA ATTILIO TISSI
VIA BALESTIER,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA BALESTIER
VIA BASTIANI,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA BASTIANI
VIA BOGO,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA BOGO
VIA CAMPO,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA CAMPO
VIA CAVARZAN,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA CAVARZAN
VIA CHENET,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA CHENET
VIA CHIOIPE,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA CHIOIPE
VIA COI,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA COI
VIA COLESIN,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA COLESIN
VIA COLLAZ,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA COLLAZ
VIA DANTE ALIGHIERI,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA DANTE ALIGHIERI
VIA FOCH,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA FOCH
VIA GHIRLO,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA GHIRLO
VIA GIORDANO SOPPELSA,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA GIORDANO SOPPELSA
VIA GIOVANNI DE BIASIO,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA GIOVANNI DE BIASIO
VIA ISIDORO SOPPELSA,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA ISIDORO SOPPELSA
VIA LORENZON,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA LORENZON
VIA MARIO DE BIASIO,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA MARIO DE BIASIO
VIA MARTIN,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA MARTIN
VIA MARTINAZZE,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA MARTINAZZE
VIA MORBIACH,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA MORBIACH
VIA PENNSYLVANIA,CENCENIGHE AGORDINO,CENCENIGHE AGORDINO VIA PENNSYLVANIA
BORGATA DE LAZZER-BUSCHE,CESIOMAGGIORE,CESIOMAGGIORE BORGATA DE LAZZER-BUSCHE
