alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,ferro,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
Comune,Affi,<0.05,<1,312,83,0.15,11,559,Analisi2°Semestre2019,30,<20,0.01,22,<5.0,31,<0.02,7.6,1,419,4.9,22
Comune,Bardolino,<0.05,<1,295,82,0.11,11,560,Analisi2°Semestre2019,32,<20,0.15,28,<5.0,16,<0.02,7.7,7.7,419,8.7,8.2
Comune,Brentino Belluno,<0.05,<1,299,68,0.07,<2,444,Analisi2°Semestre2019,25,<20,0.09,19,<5,7.7,<0.02,7.6,<1.0,333,1.3,5
Comune,Brenzone,<0.05,<1,202,59,0.07,6.6,302,Analisi2°Semestre2019,18,<20,0.09,9,<5,6.4,<0.02,7.9,2,226,3.6,9.2
Comune,Caprino Veronese,<0.05,<1,193,43,0.15,2.3,278,Analisi2°Semestre2019,16,<20,0.11,7.8,<5,6.4,<0.02,8.2,<1.0,208,<3,3.3
Comune,Castelnuovo del Garda,<0.05,<1,312,116,0.06,11,594,Analisi2°Semestre2019,30,<20,0.06,27,<5,34,<0.02,7.3,1.2,445,6.1,39
Comune,Cavaion Veronese,<0.05,<1,293,98,<0.05,17,567,Analisi2°Semestre2019,34,<20,0.1,29,<5,30,<0.02,7.5,1.4,429,7.5,26
