alias_city,alias_address,georeferencingString,type
BENE VAGIENNA,Comune,"BENE VAGIENNA, CN, Piemonte",POINT
BENE VAGIENNA,Comune,"BENE VAGIENNA, CN, Piemonte",POINT
BRIAGLIA,Comune,"BRIAGLIA, CN, Piemonte",POINT
FRABOSA SOPRANA,Comune,"FRABOSA SOPRANA, CN, Piemonte",POINT
MONDOVÌ,Comune,"MONDOVÌ, CN, Piemonte",POINT
ROCCAFORTE MONDOVì,Comune,"ROCCAFORTE MONDOVì, CN, Piemonte",POINT
S. MICHELE MONDOVì,Comune,"S. MICHELE MONDOVì, CN, Piemonte",POINT
VICOFORTE,Comune,"VICOFORTE, CN, Piemonte",POINT
