alias_city,alias_address,data_report
DOBBIACO/TOBLACH,Fontana chiesa / Brunnen Kirche,24/09/2018
DOBBIACO/TOBLACH,Fontana municipio / Brunnen Rathaus,20/11/2018
DOBBIACO/TOBLACH,Latteria / Sennerei,04/03/2018
DOBBIACO/TOBLACH,Panificio Trenker / Bäckerei Trenker,14/02/2018
DOBBIACO/TOBLACH,Privato/Privat,28/11/2018
EGNA/NEUMARKT,Fontana pubblica  Via Villa / Öffentlicher Brunnen Vill,28/08/2018
EGNA/NEUMARKT,"Fontana pubblica 2015, Via Portici 2  /  Öff. Brunnen 2015, Laubengasse 2",15/05/2018
EGNA/NEUMARKT,Fontana pubblica Piazza Giovanni Prati / Öffentliche Brunnen Giovanni Prati Platz,19/11/2018
EGNA/NEUMARKT,Fontana pubblica Piazza della Libertà / Öffentliche Brunnen Freiheitsplatz,15/05/2018
EGNA/NEUMARKT,Fontana pubblica Piazza principale / Öffentlicher  Brunnen Hauptplatz,28/08/2018
EGNA/NEUMARKT,Fontana pubblica Piazza principale / Öffentlicher Brunnen Hauptplatz,19/11/2018
EGNA/NEUMARKT,Fontana pubblica via A. Hofer / Öffentliche Brunnen A. Hofer Straße,28/08/2018
EGNA/NEUMARKT,Privato/Privat,28/08/2018
FALZES/PFALZEN,Fontana Osnerplatz / Brunnen Osnerplatz,08/09/2018
FALZES/PFALZEN,Fontana Reichegger / Brunnen Reichegger,08/06/2018
FALZES/PFALZEN,Fontana chiesa / Brunnen Kirche,08/06/2018
FALZES/PFALZEN,Fontana farmacia / Brunnen Apotheke,27/03/2018
FALZES/PFALZEN,Privato/Privat,08/09/2018
FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,Autobahnraststätte Atzwang-Schlern West/Autobahnraststätte Atzwang-Schlern West,25/01/2018
FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,Fontana Hotel Perwanger/Brunnen Hotel Perwanger,28/08/2018
FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,Fontana pubblica / Öffentlicher Brunnen,13/08/2018
FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,Fontana pubblica Binderplatz / Öffentlicher Brunnen Binderplatz,27/02/2018
FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,Fontana pubblica vicino chiesa / Öffentlicher Brunnen Kirche,30/07/2018
FIÈ ALLO SCILIAR/VÖLS AM SCHLERN,GH Kircher / GH Kircher - Ums,26/02/2018
FORTEZZA/FRANZENSFESTE,"Albergo Brückenwirt, Mezzaselva / Gasthof Brückenwirt, Mittewald - WH Bar - ohne Abflaemmen",08/07/2018
FORTEZZA/FRANZENSFESTE,"Albergo Riol, Fortezza / Gasthof Riol, Franzenfeste",10/02/2018
FORTEZZA/FRANZENSFESTE,"Albergo Riol, Fortezza / Gasthof Riol, Franzenfeste - Riolbar, WH Bar - Entnahme ohne abflammen",19/03/2018
FORTEZZA/FRANZENSFESTE,"Albergo Riol, Fortezza / Gasthof Riol, Franzenfeste - WH Bar - ohne Abfalmmen",08/07/2018
FORTEZZA/FRANZENSFESTE,"Fontana pubblica, Le Cave / Öffentlicher Brunnen, Grasstein",07/03/2018
FUNES/VILLNÖSS,"Albergo Edelweiss, S. Maddalena 77 / Gasthof Edelweiss, St. Magdalena 77 - WH Bar",27/03/2018
FUNES/VILLNÖSS,"Albergo Edelweiss, S. Maddalena 77 / Gasthof Edelweiss, St. Magdalena 77; WH Bar",07/09/2018
FUNES/VILLNÖSS,"Fa. Hewoline, Schmelze 4/Fa. Hewoline, Schmelze 4, WH Garage",24/09/2018
FUNES/VILLNÖSS,Font. pubbl. sede del circolo Tiso/Öff. Brunnen Vereinshaus Teis,27/11/2018
FUNES/VILLNÖSS,Fontana S. Pietro / Dorfbrunnen St. Peter,24/09/2018
FUNES/VILLNÖSS,Privato/Privat,24/09/2018
FUNES/VILLNÖSS,"Scuola elementare S. Pietro, S. Pietro 140 / Grundschule St. Peter, St. Peter 140; WH WC",27/11/2018
FUNES/VILLNÖSS,"Scuola elementare S. Pietro, S. Pietro 140 / Grundschule St. Peter, St. Peter 140; WH WC Vereinslokale",07/09/2018
FUNES/VILLNÖSS,"Scuola materna S. Maddalena/Kindergarten St. Magdalen, St. Magdalena 114; WH Küche",24/09/2018
FUNES/VILLNÖSS,"Scuola materna S. Maddalena/Kindergarten St. Magdalena, WH Küche",27/11/2018
FUNES/VILLNÖSS,Scuola materna S. Maddalena/Kindergarten St. Magdalena; WH Küche,05/07/2018
GAIS/GAIS,Albergo Huber / Gasthaus Huber,24/10/2018
GAIS/GAIS,Fontana Brunner / Brunner Brunnen,17/04/2018
GAIS/GAIS,Fontana chiesa / Brunnen Kirche,24/09/2018
GAIS/GAIS,Fontana municipio / Brunnen Rathaus,24/09/2018
GAIS/GAIS,Miraval / Miraval,24/10/2018
GARGAZZONE/GARGAZON,WC - municipio / WC - Gemeinde,28/02/2018
GARGAZZONE/GARGAZON,f.p. centro / Öffentlicher Brunnen Zentrum,19/06/2018
GLORENZA/GLURNS,f.p. centro / Öffentlicher Brunnen Zentrum,08/06/2018
GLORENZA/GLURNS,f.p. vicino la chiesa e ristorante Stambecco / Öffentlicher Brunnen neben Kirche u. Gh. Steinbock,26/11/2018
LA VALLE/WENGEN,Municipio / Rathaus,23/10/2018
LACES/LATSCH,Coldrano: f.p. incrocio via Castello - via Tschanderle / Goldrain: Öffentlicher Brunnen Kreuzung Schlossstr. - Tschanderleweg,03/12/2018
LACES/LATSCH,Privato/Privat,21/11/2018
LACES/LATSCH,f.p. Coldrano - piazzetta / Öffentlicher Brunnen Goldrain - Platzl,26/06/2018
LACES/LATSCH,"f.p. Tarres / Öffentlicher Brunnen, Tarsch",27/02/2018
LACES/LATSCH,f.p. Tiss / Öffentlicher Brunnen Tiss,09/11/2018
LACES/LATSCH,f.p. pista ciclabile / Öff. Brunnen bei Radweg,05/03/2018
LACES/LATSCH,"f.p. via Schuler / Öffentlicher Brunnen, Schulerstrasse",27/08/2018
LACES/LATSCH,fontana pubblica zona industriale Pedross / Öffentlicher Brunnen Industriezone Pedross,28/05/2018
LACES/LATSCH,ristorante stazione a monte a San Martino / Restaurant Bergstation in St. Martin,07/02/2018
LACES/LATSCH,Ö.B. neben Kirche,27/02/2018
LAGUNDO /ALGUND,"Albergo ""Maratscher, Plars di Mezzo / Gasthaus Maratscher, Mitterplars",12/06/2018
LAGUNDO /ALGUND,"GH Gruber, Vellau",07/09/2018
LAGUNDO /ALGUND,"Gasthaus Ladurner, Vellau / Gasthaus Ladurner, Vellau",12/06/2018
LAGUNDO /ALGUND,Privato/Privat,22/05/2018
LAGUNDO /ALGUND,Servizi pubblici seggiovia stazione di monte  /  Öffentl. Toiletten Bergstation Seilbahn,22/05/2018
LAGUNDO /ALGUND,WC - municipio / Gemeinde -  WC,18/12/2018
LAGUNDO /ALGUND,f.p. via B. Leiter / ö.B. B. Leiter Str.,28/03/2018
LAGUNDO /ALGUND,"f.p., Plars di Sopra / Öffentlicher Brunnen, Oberplars",27/09/2018
LAGUNDO /ALGUND,fontana pubblica presso la chiesa / Öffentlicher Brunnen bei Kirche,27/09/2018
LAGUNDO/ALGUND,f.p. via B. Leiter / ö.B. B. Leiter Str.,07/09/2018
LAGUNDO/ALGUND,"f.p., Plars di Sopra / Öffentlicher Brunnen, Oberplars",07/09/2018
LAION/LAJEN,"Ditta ELA Srl, Zona Artigianale Pontives 10 / Fa. ELA GmbH, Gewerbezone Pontives 10",17/04/2018
LAION/LAJEN,Fontana pubblica Albions / Öff. Brunnen Albions,19/03/2018
LAION/LAJEN,Fontana pubblica Ceves / Öffentlicher Brunnen Tschöfas,09/10/2018
LAION/LAJEN,Fontana pubblica Tanürz  /  Öffentlicher Brunnen Tanürz,14/11/2018
LAION/LAJEN,Fontana pubblica scuola elementare Lajener Ried/Öff. Brunnen Grundschule Lajener Ried,09/10/2018
LAION/LAJEN,Hotel Überbacher / Hotel Überbacher,17/05/2018
LAION/LAJEN,Privato/Privat,17/05/2018
LAIVES/LEIFERS,Bagni 1° compagnia,12/11/2018
LAIVES/LEIFERS,Caserma CC. Guella - rubinetto cucina carabinieri / Kaserne CC. Guella - Wasserhahn der Küche der Carabinieri,21/02/2018
LAIVES/LEIFERS,Fontana Pubblica S.Giacomo / öff. Brunnen St.Jakob,24/09/2018
LAIVES/LEIFERS,Fontana pubblica Pineta di Laives  /  Fontana pubblica Pineta di Laives,14/06/2018
LAIVES/LEIFERS,Fontana pubblica parco Marconi / öff. Brunnen Marconipark,17/10/2018
LAIVES/LEIFERS,Laboratorio Biologico / Biologisches Landeslabor,21/02/2018
LAIVES/LEIFERS,Magazzino comunale zona industriale/ Magazin der Gemeinde Industriezone,14/06/2018
LAIVES/LEIFERS,Scuola Elementare Fraz. Pineta / Grundschule Steinmannwald,19/02/2018
LAIVES/LEIFERS,Scuola elementare San Giacomo / Grundschule St. Jakob,29/11/2018
LAIVES/LEIFERS,WC piscina coperta comunale / WC Gemeindehallenbad,28/02/2018
LAIVES/LEIFERS,f.p. giardino zona 46/Öff. Brunnen Garten Zone 46,24/09/2018
LAIVES/LEIFERS,"f.p. parco giochi via Sottomonte / öff. Brunnen, Spielplatz, Unterbergstr.",23/08/2018
LANA/LANA,"Albergo ""Pawiglerwirt"" - Pavicolo / Gasthaus Pawiglerwirt - Pawigl",03/07/2018
LANA/LANA,Bar Nordkap / Bar Nordkap,26/07/2018
LANA/LANA,Privato/Privat,03/07/2018
LANA/LANA,f.p. p.zza della chiesa / Öffentlicher Brunnen Kirchplatz,28/02/2018
LANA/LANA,"f.p. presso la chiesa ""Kapuziner"" / Öffentlicher Brunnen bei Kapuziner Kirche",27/09/2018
LANA/LANA,"f.p. presso la chiesa, Foiana / Öffentlicher Brunnen neben Kirche, Völlan",25/10/2018
LANA/LANA,mensa zona industriale / Mensa Industriezone,03/01/2018
LASA/LAAS,Fontana pubblica Tarnell/Öffentlicher Brunnen Tarnell,15/05/2018
LASA/LAAS,Oris: WC scuola elementare/Eyrs: WC Grundschule,12/11/2018
LASA/LAAS,f.p. - Cengles / Öffentlicher Brunnen - Tschengls,08/08/2018
LASA/LAAS,f.p. - parcheggio / Öffentlicher Brunnen am Parkplatz,30/07/2018
LASA/LAAS,f.p. Alliz / Öffentlicher Brunnen - Allitz,19/11/2018
LASA/LAAS,f.p. Oris / Öffentlicher Brunnen - Eyrs,23/04/2018
LASA/LAAS,f.p. Tanas / Öffentlicher Brunnen - Tanas,19/11/2018
LASA/LAAS,"f.p. ciclabile ""Zapferbad"" / ö.B. Radweg Zapferbad",27/08/2018
LASA/LAAS,f.p. strada principale / Öffentlicher Brunnen Hauptstrasse,27/08/2018
LAUREGNO/LAUREIN,Privato/Privat,08/08/2018
LAUREGNO/LAUREIN,fontana pubblica cimitero / Öffentlicher Brunnen Friedhof,08/08/2018
LUSON/LÜSEN,Albergo Lüsnerhof / Hotel Lüsnerhof,17/10/2018
LUSON/LÜSEN,Albergo Lüsnerhof / Hotel Lüsnerhof WH WC,30/08/2018
LUSON/LÜSEN,Albergo Lüsnerhof / Hotel Lüsnerhof; WH WC,04/12/2018
LUSON/LÜSEN,Privato/Privat,18/04/2018
LUSON/LÜSEN,fontana pubblica piazza paese / Öffentlicher Brunnen Dorfplatz,30/08/2018
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,Fontana pubblica Caserma dei Pompieri / Öffentlicher Brunnen neben Feuerwehrhalle,16/05/2018
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,"Fontana pubblica Comune / Öffentlicher Brunnen, Rathaus",16/07/2018
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,Fontana pubblica cimitero / Öffentlicher Brunnen - Friedhof,16/05/2018
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,Fontana pubblica vicino casa padronale Löwengang / Öffentl. Brunnen neben Ansitz Löwengang,19/11/2018
MAGRÈ SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,Tischlerei Amegg / Tischlerei Amegg,26/02/2018
MALLES VENOSTA /MALS,Fontana pubblica presso Stazione  /  Öff. Brunnen bei Bahnhof,15/03/2018
MALLES VENOSTA /MALS,Fürstenburg - Käse Produktionsraum,03/06/2018
MALLES VENOSTA /MALS,Hotel Glieshof,22/10/2018
MALLES VENOSTA /MALS,Knottbergquellen nach AB / Knottbergquellen nach AB,24/10/2018
MALLES VENOSTA /MALS,Knottbergquellen vor AB /  Knottbergquellen vor AB,24/10/2018
MALLES VENOSTA /MALS,Privato/Privat,22/10/2018
MALLES VENOSTA /MALS,Sammelschacht Quellen Mischwasser,26/09/2018
MALLES VENOSTA /MALS,Sennerei Burgeis Arbeitsraum,03/06/2018
MALLES VENOSTA /MALS,albergo Moriggl - dispensa del latte / Gasthaus Moriggl - Milchkammer,20/11/2018
MALLES VENOSTA /MALS,"f.p. ""Kreuzweg"" / Öffentl. Brunnen Kreuzweg",28/08/2018
MALLES VENOSTA /MALS,"f.p. Burgusio / Öffentlicher Brunnen, Burgeis",20/11/2018
MALLES VENOSTA /MALS,"f.p. Clusio / Öffentlicher Brunnen, Schleis",17/10/2018
MALLES VENOSTA /MALS,"f.p. Laudes / Öffentlicher Brunnen, Laatsch",28/08/2018
MALLES VENOSTA /MALS,"f.p. Mazia / Öffentlicher Brunnen, Matsch",31/07/2018
MALLES VENOSTA /MALS,"f.p. Piavenna / Öffentlicher Brunnen, Plawenn",09/11/2018
MALLES VENOSTA /MALS,"f.p. Planol / Öffentlicher Brunnen, Planeil",22/03/2018
MALLES VENOSTA /MALS,"f.p. Slingia / Öffentlicher Brunnen, Schlinig",14/03/2018
MALLES VENOSTA /MALS,"f.p. Tarces / Öffentlicher Brunnen, Tartsch",31/07/2018
MALLES VENOSTA /MALS,fontana pubblica / Öffentlicher Brunnen,23/01/2018
MALLES VENOSTA /MALS,"ristoro di campagna ""Patzleid"" / Buschenschank: Platzleid",22/10/2018
MALLES VENOSTA /MALS,Öffentlicher Brunnen vor Kirche vierzehn Nothelfer / Öffentlicher Brunnen vor Kirche vierzehn Nothelfer,05/02/2018
MAREBBE/ENNEBERG,Albergo Posta / Gasthaus Post,19/04/2018
MAREBBE/ENNEBERG,Centro visite / Naturparkhaus,09/11/2018
MAREBBE/ENNEBERG,Fontana Posta / Brunnen Post,19/04/2018
MAREBBE/ENNEBERG,Fontana chiesa / Brunnen Kirche,10/01/2018
MAREBBE/ENNEBERG,Privato/Privat,10/01/2018
MARLENGO/MARLING,Garni Prantnerhof  /  Garni Prantnerhof,30/05/2018
MARLENGO/MARLING,Privato/Privat,23/05/2018
MARLENGO/MARLING,f.p. di fronte al parcheggio / Öffentlicher Brunnen gegenüber Parkplatz,28/02/2018
MARTELLO/MARTELL,Privato/Privat,25/09/2018
MARTELLO/MARTELL,Serbatoio Thairmühl -  entrata delle sorgenti Platzer Mahd e sorgente Grub / Reservoir Thairmühl - Einlauf der Platzer Mahd Quellen und Grubquelle,09/05/2018
MARTELLO/MARTELL,Stallwies: Trattoria Hölderle / Stallwies: GH Hölderle,06/05/2018
MARTELLO/MARTELL,WC - vicino comune /WC - neben Gemeinde,21/11/2018
MARTELLO/MARTELL,WC-Gemeindebauhof,21/11/2018
MARTELLO/MARTELL,"centro ""Biathlon"" - WC malga di ""Grogg"" / Biathlonzentrum -  WC Groggalm",20/03/2018
MARTELLO/MARTELL,f.p. Ganda / ö.B. Gand,25/09/2018
MARTELLO/MARTELL,f.p. vicino Obkirchhof / öffentlicher Brunnen beim Obkirchhof,06/05/2018
MELTINA/MÖLTEN,Font. pubb. vicino chiesa / Öffentlicher Brunnen neben Kirche,30/05/2018
MELTINA/MÖLTEN,Fontana pubblica piazza S. Teßmann / Öff. Brunnen Siegfried Teßmann Platz,26/09/2018
MELTINA/MÖLTEN,Municipio / Rathaus,17/04/2018
MELTINA/MÖLTEN,Scuola media Meltina - WC / Grundschule Mölten - WC parterre,20/03/2018
MELTINA/MÖLTEN,fontana pubblica Schlaneid  /  Öff. Brunnen Schlaneid,07/03/2018
MERANO/MERAN,Asilo Girotondo - Maia Bassa / Asilo Girotondo - Untermais,31/01/2018
MERANO/MERAN,Bar Cinzia / Bar Cinzia,24/01/2018
MERANO/MERAN,Bar Vittoria - Sinigo / Bar Vittoria - Sinich,24/01/2018
MERANO/MERAN,Buschenschank Rauthof  /  Buschenschank Rauthof,11/07/2018
MERANO/MERAN,Fontana pubblica via Steinach / Öffentlicher Brunnen Steinachweg,20/12/2018
MERANO/MERAN,"Ufficio Igiene, via Goethe n. 7 / Hygieneamt, Goethestr. 7",24/01/2018
MERANO/MERAN,"Via Planta, condotta delle sorgenti / Plantastrasse Leitung von Quellen",22/02/2018
MERANO/MERAN,"f.p. ""Brunnegger Brunnen"" via Planta / Öff. Brunnen, Brunegger Brunnen, Plantastrasse",17/10/2018
MERANO/MERAN,f.p. Portici / Öffentlicher Brunnen - Laubengasse,07/12/2018
MERANO/MERAN,"f.p. Sinigo / Öffentlicher Brunnen, Sinich",28/03/2018
MERANO/MERAN,f.p. p.zza fontana / ö.B. Brunnenplatz,16/08/2018
MERANO/MERAN,f.p. presso il Bar Cinzia / Ö.B. bei Bar Cinzia,28/03/2018
MERANO/MERAN,"f.p. presso il serbatoio ""Naif"" / Öffentlicher Brunnen bei Reservoir Naiftal",16/08/2018
MERANO/MERAN,f.p. via Brennero/via Roma / Öffentlicher Brunnen Kreuzung Brennerstr./Romstr.,23/05/2018
MERANO/MERAN,f.p. via Mainardo/via O. Huber / Öffentlicher Brunnen Meinhardstraße/O.-Huber-Str.,28/03/2018
MERANO/MERAN,"ospedale, dialisi dopo l'impianto osmosi / Krankenhaus Meran, Dialyseabteilung nach der Osmoseanlage",27/03/2018
MERANO/MERAN,"ospedale, dialisi prima dell'impianto osmosi / Krankenhaus Meran, Dialyseabteilung vor der Osmoseanlage",27/03/2018
MERANO/MERAN,pozzo di distribuzione Tell / Verteilerschacht Töll,28/06/2018
MERANO/MERAN,Ö.B. Steinachweg,22/02/2018
MONGUELFO - TESIDO/WELSBERG - TAISTEN,Fontana chiesa / Brunnen Kirche,17/09/2018
MONGUELFO - TESIDO/WELSBERG - TAISTEN,Municipio / Rathaus,17/09/2018
MONGUELFO - TESIDO/WELSBERG - TAISTEN,Pensione Panorama / Pension Panorama,26/03/2018
MONTAGNA/MONTAN,Fontana pubblica Pinzon / Öffentlicher Brunnen Pinzon,15/11/2018
MONTAGNA/MONTAN,Fontana pubblica verso Pinzon / Öffentlicher Brunnen Richtung Pinzon,16/07/2018
MONTAGNA/MONTAN,Fontana pubblica vicino Gasthaus Pernter Gschnon / Öffentlicher Brunnen neben Gasthaus Pernter Gschnon,09/06/2018
MONTAGNA/MONTAN,"Fontana pubblica, via Collina di sopra / Öffentlicher Hügelgasse Brunnen oben",16/07/2018
MOSO DI PASSIRIA /MOOS IN PASSEIER,Reservoir (Einlauf) bei Schneebergbrücke / Reservoir (Einlauf) bei Schneebergbrücke,13/11/2018
MOSO DI PASSIRIA /MOOS IN PASSEIER,Scuola elementare Corvara / Grundschule Rabenstein,13/11/2018
MOSO DI PASSIRIA /MOOS IN PASSEIER,Scuola elementare Plata / Grundschule Platt,03/12/2018
MOSO DI PASSIRIA /MOOS IN PASSEIER,"f.p. Plan / Öffentlicher Brunnen, Pfelders",13/08/2018
MOSO DI PASSIRIA /MOOS IN PASSEIER,"f.p. centro / Öffentlicher Brunnen, Zentrum",20/11/2018
MOSO DI PASSIRIA /MOOS IN PASSEIER,f.p. presso la chiesa di Stulles / Ö.B. bei der Kirche in Stuls,08/09/2018
NALLES/NALS,"Fontana pubbl. via Schwanburg/Öff. Brunnen, Schwanburgerstr.",30/05/2018
NALLES/NALS,fontana pubb. municipio nuovo / Brunnen Rathausplatz neu,09/11/2018
NATURNO/NATURNS,"f.p. ""Sport Unterholzner"" / Öffentlicher Brunnen bei Sport Unterholzner",04/04/2018
NATURNO/NATURNS,f.p. Stava / Ö.B. Staben,30/07/2018
NATURNO/NATURNS,f.p. Tabla' / Öffentlicher Brunnen Tabland,28/02/2018
NATURNO/NATURNS,f.p. presso cassa di risparmio / Öff. Brunnen bei Sparkasse,23/04/2018
NATURNO/NATURNS,f.p. presso il luogo di sosta - ciclabile / Öffentlicher Brunnen bei Raststätte-Radweg,11/06/2018
NATURNO/NATURNS,"f.p. vicino bar ""Rössl"" / Öffentlicher Brunnen bei  Bar Rössl",12/06/2018
NATURNO/NATURNS,serb. Cirlano - ingresso / Res. Tschirland - Einlauf,11/06/2018
NAZ-SCIAVES/NATZ-SCHABS,Fontana pubblica Aica / Öffentlicher Brunnen Aicha,20/06/2018
NAZ-SCIAVES/NATZ-SCHABS,Fontana pubblica Rasa / Öff. Brunnen Raas,15/05/2018
NAZ-SCIAVES/NATZ-SCHABS,Fontana pubblica davanti alla cassa rurale / Öffentlicher Brunnen vor Raiffeisenkasse,22/03/2018
NAZ-SCIAVES/NATZ-SCHABS,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18",15/05/2018
NAZ-SCIAVES/NATZ-SCHABS,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18 - WH WC",07/02/2018
NAZ-SCIAVES/NATZ-SCHABS,"Rathaus Schabs, Peter-Kemenater-Str. 18/Rathaus Schabs, Peter-Kemenater-Str. 18, WH WC",22/03/2018
NAZ-SCIAVES/NATZ-SCHABS,Scuola materna Rasa / Kindergarten Raas,11/12/2018
NAZ-SCIAVES/NATZ-SCHABS,"Scuola materna Rasa / Kindergarten Raas, WH WC",22/03/2018
NAZ-SCIAVES/NATZ-SCHABS,"Viumser Speck snc, via S. Maddalena n.2 / Viumser Speck OHG, St. Magdalena Straße 2",20/06/2018
NOVA LEVANTE/WELSCHNOFEN,Fontana pubblica presso Chiesa / Öffentlicher Brunnen vor Kirche,13/09/2018
NOVA LEVANTE/WELSCHNOFEN,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,26/06/2018
NOVA LEVANTE/WELSCHNOFEN,GH Luis  / GH Luis,30/01/2018
NOVA LEVANTE/WELSCHNOFEN,Gasthaus Meierei / Gasthaus Meierei,10/03/2018
NOVA LEVANTE/WELSCHNOFEN,Hotel Latemar / Hotel Latemar,17/01/2018
NOVA LEVANTE/WELSCHNOFEN,Scuola Media / Mittelschule,30/01/2018
NOVA LEVANTE/WELSCHNOFEN,WC pubblici vicino ufficio skipass/Öff. Toiletten bei Skipassbüro,30/01/2018
NOVA PONENTE/DEUTSCHNOFEN,Asilo Eggen / Kindergarten Eggen,28/03/2018
NOVA PONENTE/DEUTSCHNOFEN,Asilo Monte S. Pietro / Kindergarten Petersberg,28/03/2018
NOVA PONENTE/DEUTSCHNOFEN,Fontana pubblica Eggen / Dorfbrunnen Eggen,19/09/2018
NOVA PONENTE/DEUTSCHNOFEN,Fontana pubblica Petersberg / Dorfbrunnen Petersberg,30/07/2018
NOVA PONENTE/DEUTSCHNOFEN,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,30/07/2018
NOVA PONENTE/DEUTSCHNOFEN,GH Wagger - Hennewinkl 12 / GH Wagger - Hennewinkl 12,10/03/2018
NOVA PONENTE/DEUTSCHNOFEN,Hotel Royal / Hotel Royal,17/01/2018
NOVA PONENTE/DEUTSCHNOFEN,Hotel Sonnalp / Hotel Sonnalp,23/08/2018
NOVA PONENTE/DEUTSCHNOFEN,Scuola elementare Petersberg / Grundschule Petersberg,11/07/2018
NOVA PONENTE/DEUTSCHNOFEN-,Fontana pubblica presso Municipio / Öffentlicher Brunnen vor Rathaus,11/07/2018
ORA/AUER,fontana pubblica via val di Fiemme / öff. Brunnen Fleimstalstraße,24/09/2018
ORA/AUER,scuola elementare / Grundschule,02/07/2018
ORA/AUER,Öfficina Falser / Maschinenbau Falser,26/03/2018
ORTISEI/ST. ULRICH,Gasthaus Samont / Gasthaus Samont,12/04/2018
ORTISEI/ST. ULRICH,Privato/Privat,08/01/2018
ORTISEI/ST. ULRICH,Rathaus St. Ulrich / Rathaus St. Ulrich,03/07/2018
ORTISEI/ST. ULRICH,"font. pubb. Raetiaplatz / Öffentlicher Brunnen, Raetiaplatz",28/08/2018
ORTISEI/ST. ULRICH,sede distretto sanitario / Sitz Sanitätssprengel,07/09/2018
PARCINES/PARTSCHINS,f.p. piazza Gerold - Rabla' / Öffentlicher Brunnen Geroldplatz in Rabland,27/03/2018
PARCINES/PARTSCHINS,f.p. via Peter Mitterhofer / Öffentl. Brunnen Peter Mitterhoferstr.,19/12/2018
PARCINES/PARTSCHINS,pozzetto via Stampf / Schacht Stampfstr.,31/05/2018
PERCA/PERCHA,Fontana municipio / Brunnen Rathaus,14/02/2018
PLAUS/PLAUS,"f.p. presso pensione ""Stefanshof"" / Öffentlicher Brunnen bei Pension Stefanshof",10/03/2018
PONTE GARDENA/WAIDBRUCK,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck,19/03/2018
PONTE GARDENA/WAIDBRUCK,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck  - WH WC,09/11/2018
PONTE GARDENA/WAIDBRUCK,Uffici comunali Ponte Gardena / Gemeindeamt Waidbruck; WH WC,07/05/2018
POSTAL/BURGSTALL,WC municipio / Gemeinde WC,28/02/2018
POSTAL/BURGSTALL,f.p. presso il comune / Öffentl. Brunnen neben Gemeinde,19/06/2018
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,"f.p. Agumes / Öffentlicher Brunnen, Agums",16/05/2018
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,f.p. Kirchweg / Öffentlicher Brunnen Kirchweg,16/05/2018
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,"f.p. Montechiaro / Öffentlicher Brunnen, Lichtenberg",03/05/2018
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,"f.p. presso ""Sport Fahrner"" / Öffentlicher Brunnen bei Sport Fahrner",02/12/2018
PRATO ALLO STELVIO/PRAD AM STILFSERJOCH,"f.p. presso albergo ""Stern"" / ö.B. bei Gasthaus Stern",19/06/2018
PREDOI/PRETTAU,Fontana municipio / Brunnen Rathaus,19/09/2018
PREDOI/PRETTAU,Municipio / Rathaus,13/11/2018
PROVES/PROVEIS,"f.p. presso albergo ""neue Post"" / Ö.B. bei GH Neue Post",08/08/2018
RACINES/RATSCHINGS,Albergo Gilfenklamm / Gasthaus Gilfenklamm - Stange Alte TWL WH Bar,20/08/2018
RACINES/RATSCHINGS,Asilo di Maretta / Kindergarten in Mareit,26/04/2018
RACINES/RATSCHINGS,Asilo di Maretta / Kindergarten in Mareit - WH Garten,22/08/2018
RACINES/RATSCHINGS,Asilo di Maretta / Kindergarten in Mareit - WH Küche - Entnahme ohne abflammen,27/03/2018
RACINES/RATSCHINGS,"Auto Gasser, Industriezone Unterackern, WH WC Personal",07/12/2018
RACINES/RATSCHINGS,"Cappella S.Antonio, fontana pubblica / Kapelle St. Anton, Öff. Brunnen",20/08/2018
RACINES/RATSCHINGS,Fontana pubblica Ridanna / Öffentlicher Brunnen in Ridnaun,27/03/2018
RACINES/RATSCHINGS,Fontana pubblica comune Stanga / Öff. Brunnen Gemeindeamt Stange,07/03/2018
RACINES/RATSCHINGS,Hotel Kalcherhof / Hotel Kalcherhof WH Bar,20/08/2018
RACINES/RATSCHINGS,Kindergarten Maiern; WH Küche,30/05/2018
RACINES/RATSCHINGS,Mareit Sonnenseite / Fam . Schölzhorn Herbert / Fam. Schölzhorn Herbert; WH Milchkammer,30/05/2018
RACINES/RATSCHINGS,Museo minerario - amministrazione / Bergbaumuseum Verwaltungsgebäude - WH WC Verwaltungsgebäude,30/05/2018
