alias_address,alias_city,geocode,geometry,georeferencingString,type
F.P. - S. SALVATORE - ROMA,Sospiro,"San Salvatore, Sospiro, Cremona","{'type': 'Point', 'coordinates': [10.18073000000004, 45.095380000000034]}","S. SALVATORE - ROMA, Sospiro, Lombardia",POINT
F.P. - SPINADESCO - V. XXV APRILE,Spinadesco,"Via 25 Aprile, 26020, Spinadesco, Cremona","{'type': 'Point', 'coordinates': [9.931339336951478, 45.14888088044657]}","SPINADESCO - V. XXV APRILE, Spinadesco, Lombardia",POINT
F.P. - SPINEDA - P.ZZA FELLINI,Spineda,"Spineda, Cremona","{'type': 'Point', 'coordinates': [10.513610000000028, 45.06031000000007]}","SPINEDA - P.ZZA FELLINI, Spineda, Lombardia",POINT
F.P. - ARTIGIANI,Spino d'Adda,"Via Artigiani, 26016, Spino d'Adda, Cremona","{'type': 'Point', 'coordinates': [9.494494431535127, 45.409642422917344]}","ARTIGIANI, Spino d'Adda, Lombardia",POINT
F.P. - DELLE INDUSTRIE,Spino d'Adda,"Via dell'Industria, 26016, Spino d'Adda, Cremona","{'type': 'Point', 'coordinates': [9.476656950434508, 45.403029577405185]}","DELLE INDUSTRIE, Spino d'Adda, Lombardia",POINT
F.P. - BRANCERE - CIMITERO,Stagno Lombardo,"Brancere, Stagno Lombardo, Cremona","{'type': 'Point', 'coordinates': [10.06824000000006, 45.06710000000004]}","BRANCERE - CIMITERO, Stagno Lombardo, Lombardia",POINT
F.P. - PAGLIARI,Stagno Lombardo,"Via Giacomo Pagliari, 26049, Stagno Lombardo, Cremona","{'type': 'Point', 'coordinates': [10.089364482477563, 45.078408867364814]}","PAGLIARI, Stagno Lombardo, Lombardia",POINT
F.P. - TICENGO - V. EUROPA,Ticengo,"Via Europa, 26020, Ticengo, Cremona","{'type': 'Point', 'coordinates': [9.825466213078553, 45.36741754408988]}","TICENGO - V. EUROPA, Ticengo, Lombardia",POINT
F.P. - FRAZ. AZZANO VIA CHIESA - TORLINO VIMERCATI,Torlino Vimarcati,"Via Chiesa, 26017, Torlino Vimercati, Cremona","{'type': 'Point', 'coordinates': [9.59618223888673, 45.41862919443368]}","FRAZ. AZZANO VIA CHIESA - TORLINO VIMERCATI, Torlino Vimarcati, Lombardia",POINT
F.P. - PIAZZA ROMA - TORLINO VIMERCATI,Torlino Vimarcati,"Via Roma, 26017, Torlino Vimercati, Cremona","{'type': 'Point', 'coordinates': [9.594827210466732, 45.417915000000015]}","PIAZZA ROMA - TORLINO VIMERCATI, Torlino Vimarcati, Lombardia",POINT
F.P. - ROMA,Tornata,"Via Roma, 26030, Tornata, Cremona","{'type': 'Point', 'coordinates': [10.430611307618646, 45.104734182569125]}","ROMA, Tornata, Lombardia",POINT
F.P. - ROMPREZZAGNO - VIA SOLFERINO,Tornata,"Via Solferino, 26030, Tornata, Cremona","{'type': 'Point', 'coordinates': [10.4536936867778, 45.104617415061796]}","ROMPREZZAGNO - VIA SOLFERINO, Tornata, Lombardia",POINT
F.P. - S. LORENZO PICENARDI - Via Martini,Torre de' Picenardi,"Via Palmiro Martini, 26038, Torre de' Picenardi, Cremona","{'type': 'Point', 'coordinates': [10.30782322513686, 45.14575614863483]}","S. LORENZO PICENARDI - Via Martini, Torre de' Picenardi, Lombardia",POINT
F.P. - TORRE PICENARDI - CAMPO VECCHIO,Torre de' Picenardi,"Torre de' Picenardi, Cremona","{'type': 'Point', 'coordinates': [10.287190000000066, 45.14534000000003]}","TORRE PICENARDI - CAMPO VECCHIO, Torre de' Picenardi, Lombardia",POINT
F.P. - GUIDO ROSSA,Torricella del Pizzo,"Via Guido Rossa, 26040, Torricella del Pizzo, Cremona","{'type': 'Point', 'coordinates': [10.297453500000012, 45.01998357478702]}","GUIDO ROSSA, Torricella del Pizzo, Lombardia",POINT
F.P. - TRESCORE - VIA MULINO,Trescore Cremasco,"Via Mulino, 26017, Trescore Cremasco, Cremona","{'type': 'Point', 'coordinates': [9.626300298080533, 45.400503410095965]}","TRESCORE - VIA MULINO, Trescore Cremasco, Lombardia",POINT
F.P. - TRIGOLO - P.ZA EUROPA,Trigolo,"Trigolo, Cremona","{'type': 'Point', 'coordinates': [9.807440000000042, 45.331360000000075]}","TRIGOLO - P.ZA EUROPA, Trigolo, Lombardia",POINT
F.P. - VAIANO - LIBERAZIONE,Vaiano Cremasco,"Viale Liberazione, 26010, Vaiano Cremasco, Cremona","{'type': 'Point', 'coordinates': [9.591761172805224, 45.36955583612099]}","VAIANO - LIBERAZIONE, Vaiano Cremasco, Lombardia",POINT
F.P. - VERDI,Vailate,"Via Giuseppe Verdi, 26019, Vailate, Cremona","{'type': 'Point', 'coordinates': [9.60188021160263, 45.46059235495977]}","VERDI, Vailate, Lombardia",POINT
F.P. - VIA ROMA,Vailate,"Via Roma, 26019, Vailate, Cremona","{'type': 'Point', 'coordinates': [9.605067598265677, 45.4548837908878]}","VIA ROMA, Vailate, Lombardia",POINT
F.P. - VESCOVATO - MONTANARA,Vescovato,"Vescovato, Cremona","{'type': 'Point', 'coordinates': [10.163830000000075, 45.17399000000006]}","VESCOVATO - MONTANARA, Vescovato, Lombardia",POINT
F.P. - VESCOVATO - ROMA,Vescovato,"Vescovato, Cremona","{'type': 'Point', 'coordinates': [10.163830000000075, 45.17399000000006]}","VESCOVATO - ROMA, Vescovato, Lombardia",POINT
F.P. - VOLONGO - CHIESA - Via AGAZZI,Volongo,"Volongo, Cremona","{'type': 'Point', 'coordinates': [10.30260000000004, 45.21187000000003]}","VOLONGO - CHIESA - Via AGAZZI, Volongo, Lombardia",POINT
F.P. - VOLTIDO - Via delle Libertá,Voltido,"Via della Libertà, 26034, Piadena Drizzona, Cremona","{'type': 'Point', 'coordinates': [10.345029701111102, 45.13930691697223]}","VOLTIDO - Via delle Libertá, Voltido, Lombardia",POINT
