alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
Fontana Loc. Baiacca,Sondrio,<0.05,0.9,89.0,63.2,<0.010,<0.5,408,Analisi effettuata il 01/07/2019,20.5(11.5),0.15,11.5,2.4,2.7,<0.05,7.9,2.0,306,1.8,136.7
Fontana Via Maffei (presso Fontanello),Sondrio,<0.05,0.9,89.5,64.2,<0.010,<0.5,412,Analisi effettuata il 01/07/2019,20.9(11.7),0.15,11.8,<0.5,2.8,<0.05,7.8,2.0,309,1.8,138.1
Fontana Loc. Ponchiera (Scuole),Sondrio,<0.05,4.2,72.1,34.0,<0.010,<0.5,246,Analisi effettuata il 01/07/2019,11.8(6.6),0.28,8.1,<0.5,1.4,<0.05,8.0,2.1,185,2.1,65.1
Fontana Largo Sertoli,Sondrio,<0.05,4.2,71.7,34.7,<0.010,<0.5,247,Analisi effettuata il 01/07/2019,12.2(6.8),0.28,8.7,1.2,1.4,<0.05,8.1,2.2,185,2.1,65.1
Fontana Via Brigate Orobiche,Sondrio,<0.05,3.0,100.2,47.8,<0.010,3.4,350,Analisi effettuata il 01/07/2019,17.2(9.6),0.23,12.7,1.0,3.9,<0.05,8.1,2.4,263,5.0,70.0
Fontana Centro,Spriana,<0.05,0.5,69.6,25.8,<0.010,<0.5,156,Analisi effettuata il 31/07/2019,7.1(4.0),<0.10,1.6,<0.5,5.7,<0.05,8.1,1.9,117,1.3,18.3
Fontana Loc. Marveggia,Spriana,<0.05,2.5,63.9,38.5,<0.010,0.5,237,Analisi effettuata il 31/07/2019,10.9(6.1),<0.10,3.2,0.5,5.1,<0.05,7.8,1.5,178,1.6,59.6
Fontana Via Latteria/Via Cerri,Talamona,<0.05,0.8,24.9,8.4,<0.010,0.5,78,Analisi effettuata il 09/09/2019,2.7(1.5),<0.10,1.5,0.5,4.2,<0.05,7.2,2.0,59,2.0,12.0
Fontana Via Garibaldi,Tartano,<0.05,<0.5,8.9,2.0,<0.010,<0.5,27,Analisi effettuata il 09/09/2019,0.7(0.4),<0.10,0.5,1.8,0.9,<0.05,6.8,0.7,20,1.3,4.5
Fontana Loc. Marconi,Tartano,<0.05,<0.5,14.8,2.9,<0.010,<0.5,34,Analisi effettuata il 09/09/2019,1.0(0.6),<0.10,0.7,<0.5,1.5,<0.05,6.9,0.8,26,1.6,3.8
Fontana Loc. Arale,Tartano,<0.05,<0.5,18.6,5.6,<0.010,<0.5,42,Analisi effettuata il 09/09/2019,1.6(0.9),<0.10,0.6,<0.5,1.4,<0.05,6.8,0.7,32,1.4,3.9
Fontana Loc. Case,Tartano,<0.05,<0.5,12.8,3.0,<0.010,0.5,34,Analisi effettuata il 09/09/2019,1.0(0.6),<0.10,0.7,<0.5,1.6,<0.05,6.9,0.8,26,1.6,3.9
Fontana Loc. Canali,Teglio,<0.05,1.0,102.1,27.2,<0.010,0.6,203,Analisi effettuata il 16/07/2019,10.0(5.6),0.30,7.7,<0.5,1.7,<0.05,8.1,2.0,152,3.0,30.3
Fontana Loc. S. Rocco,Teglio,<0.05,2.5,37.1,8.7,<0.010,<0.5,77,Analisi effettuata il 16/07/2019,3.2(1.8),0.22,2.6,<0.5,0.9,<0.05,7.8,1.3,58,2.4,11.6
Fontana Loc. S. Giovanni,Teglio,<0.05,4.2,38.5,10.6,<0.010,<0.5,87,Analisi effettuata il 16/07/2019,3.8(2.1),0.31,2.7,<0.5,0.8,<0.05,7.6,1.0,65,2.2,14.0
Fontana Via S. Silvestro (Teglio Centro),Teglio,<0.05,3.1,54.1,15.0,<0.010,<0.5,112,Analisi effettuata il 16/07/2019,5.1(2.8),0.41,3.3,<0.5,1.0,<0.05,7.6,1.2,84,2.3,14.8
Fontana Via Sagli (Teglio Nord),Teglio,<0.05,5.5,36.9,12.7,<0.010,<0.5,97,Analisi effettuata il 16/07/2019,4.3(2.4),0.43,2.8,0.5,0.8,<0.05,7.6,0.7,73,2.0,16.9
Fontana Loc. Somasassa,Teglio,<0.05,3.0,54.3,15.0,<0.010,<0.5,113,Analisi effettuata il 16/07/2019,5.1(2.8),0.41,3.3,<0.5,0.9,<0.05,7.7,1.2,85,2.3,14.8
Fontana Loc. Castelvetro,Teglio,<0.05,3.0,56.9,14.8,<0.010,<0.5,113,Analisi effettuata il 16/07/2019,5.1(2.8),0.41,3.3,<0.5,1.0,<0.05,7.7,1.2,85,2.2,14.8
Fontana Loc. Nigola,Teglio,<0.05,8.8,33.7,6.6,<0.010,<0.5,63,Analisi effettuata il 16/07/2019,3.0(1.7),<0.10,3.2,<0.5,1.7,<0.05,7.8,<0.5,47,1.0,6.3
Fontana Loc. Bondone,Teglio,<0.05,0.9,22.9,6.0,<0.010,<0.5,48,Analisi effettuata il 16/07/2018,2.1(1.2),<0.10,1.4,<0.5,2.1,<0.05,7.3,<0.5,36,0.6,5.8
Fontana Loc. Tresenda,Teglio,<0.05,7.0,49.2,7.7,<0.010,<0.5,73,Analisi effettuata il 16/07/2019,3.6(2.0),<0.10,4.0,<0.5,1.7,<0.05,7.6,<0.5,55,0.9,6.3
Fontana Loc. Calcarola,Teglio,<0.05,7.1,49.1,7.7,<0.010,<0.5,74,Analisi effettuata il 16/07/2019,3.6(2.0),<0.10,4.0,<0.5,1.5,<0.05,7.6,<0.5,56,0.9,6.3
Fontana Loc. Franchesi,Teglio,<0.05,1.0,57.2,18.6,<0.010,5.4,147,Analisi effettuata il 16/07/2019,6.0(3.4),0.10,3.3,<0.5,1.3,<0.05,7.4,1.1,110,4.2,23.4
Serbatoio Bongetti,Teglio,<0.05,<0.5,50.9,17.3,<0.010,9.5,157,Analisi effettuata il 16/07/2019,6.0(3.4),0.10,4.2,<0.5,5.2,<0.05,7.2,1.3,118,5.5,22.9
Fontana Loc. Crespinedo (Via Falck),Teglio,<0.05,7.2,51.8,7.9,<0.010,<0.5,75,Analisi effettuata il 16/07/2019,3.7(2.1),<0.10,4.1,<0.5,1.5,<0.05,7.5,<0.5,56,0.9,6.3
Fontana Loc. Monegatti,Teglio,<0.05,7.3,39.5,7.7,<0.010,<0.5,75,Analisi effettuata il 16/07/2019,3.6(2.0),<0.10,4.0,<0.5,1.6,<0.05,7.3,<0.5,56,0.9,6.3
Fontana Loc. Piodiscia,Teglio,<0.05,3.4,37.3,9.6,<0.010,<0.5,69,Analisi effettuata il 16/07/2019,2.9(1.6),<0.10,1.3,<0.5,2.2,<0.05,7.5,0.5,52,1.3,10.4
Fontana Loc. S. Giacomo,Teglio,<0.05,7.1,43.6,9.2,<0.010,<0.5,91,Analisi effettuata il 30/09/2019,4.3(2.4),<0.10,4.9,<0.5,1.5,<0.05,7.7,<0.5,68,0.8,6.4
Fontana Via Bellotti,Tirano,<0.05,<0.5,51.4,34.4,<0.010,<0.5,225,Analisi effettuata il 14/10/2019,10.6(5.9),0.11,4.8,<0.5,1.0,<0.05,7.7,2.8,169,2.6,64.6
Fontana Loc. Mocchioni,Tirano,<0.05,<0.5,52.0,36.3,<0.010,<0.5,225,Analisi effettuata il 14/10/2019,11.1(6.2),0.11,5.0,<0.5,1.0,<0.05,7.7,2.8,169,2.6,63.3
Fontana Via Dossello,Tirano,<0.05,<0.5,56.9,37.6,<0.010,<0.5,237,Analisi effettuata il 14/10/2019,11.7(6.5),0.11,5.6,1.0,0.8,<0.05,7.6,2.8,178,2.7,58.0
Fontana Loc. Roncaiola,Tirano,<0.05,<0.5,55.3,27.9,<0.010,<0.5,194,Analisi effettuata il 14/10/2019,9.3(5.2),0.16,5.7,<0.5,0.8,<0.05,7.7,2.8,146,3.1,43.5
Fontana Via Salis,Tirano,<0.05,<0.5,54.3,30.5,<0.010,<0.5,203,Analisi effettuata il 14/10/2019,9.9(5.5),0.15,5.6,<0.5,0.9,<0.05,7.7,2.8,152,3.0,48.3
Fontana Loc. Cologna,Tirano,<0.05,<0.5,126.6,65.0,<0.010,0.6,407,Analisi effettuata il 14/10/2019,20.8(11.6),0.21,11.0,<0.5,5.3,<0.05,8.0,3.3,305,6.3,98.4
Fontana Via Elvezia,Tirano,<0.05,6.4,102.3,40.6,<0.010,1.4,288,Analisi effettuata il 14/10/2019,15.2(8.5),0.41,12.3,<0.5,1.4,<0.05,7.8,2.7,216,4.8,49.9
Fontana Loc. Dosso,Tirano,<0.05,<0.5,85.7,34.4,<0.010,0.5,200,Analisi effettuata il 14/10/2019,9.8(5.5),<0.10,3.0,<0.5,4.4,<0.05,7.9,1.3,150,1.9,18.9
Fontana Loc. Trivigno,Tirano,<0.05,1.8,87.8,33.9,<0.010,0.5,195,Analisi effettuata il 14/10/2019,9.7(5.4),<0.10,3.0,5.4,<0.5,<0.05,7.9,1.0,146,2.2,19.1
Fontana Via Porta Milanese,Tirano,<0.05,0.5,146.5,59.8,<0.010,4.3,369,Analisi effettuata il 14/10/2019,19.2(10.7),0.14,10.4,<0.5,13.3,<0.05,7.7,3.0,277,4.2,45.8
Fontana Loc. S. Anna,Torre di Santa Maria,<0.05,1.4,110.9,41.0,<0.010,<0.5,309,Analisi effettuata il 31/07/2019,15.2(8.5),<0.10,12.0,<0.5,2.3,<0.05,8.2,4.3,232,0.7,65.5
Fontana Loc. Tornadù,Torre di Santa Maria,<0.05,3.6,95.7,73.4,<0.010,0.7,468,Analisi effettuata il 31/07/2019,22.5(12.6),0.10,10.1,0.6,1.5,<0.05,7.9,4.4,351,1.8,153.6
Fontana Loc. Cagnoletti,Torre di Santa Maria,<0.05,<0.5,41.6,12.7,<0.010,<0.5,92,Analisi effettuata il 31/07/2019,3.8(2.1),<0.10,1.6,<0.5,4.5,<0.05,7.8,1.2,69,1.9,9.5
Fontana Loc. Cristini,Torre di Santa Maria,<0.05,4.5,69.1,31.4,<0.010,<0.5,244,Analisi effettuata il 31/07/2019,11.2(6.3),0.27,8.2,<0.5,1.5,<0.05,8.2,2.1,183,2.0,62.0
Fontana Loc. Molinaccio,Torre di Santa Maria,<0.05,1.2,89.7,22.3,<0.010,<0.5,216,Analisi effettuata il 31/07/2019,10.5(5.9),<0.10,12.0,<0.5,2.4,<0.05,8.2,2.3,162,0.7,33.4
Fontana Loc. San Giuseppe,Torre di Santa Maria,<0.05,7.7,66.0,34.6,<0.010,<0.5,223,Analisi effettuata il 31/07/2019,10.2(5.7),<0.10,3.7,<0.5,1.8,<0.05,7.9,2.1,167,1.4,53.7
Fontana Piazza Roma,Torre di Santa Maria,<0.05,0.5,77.1,35.7,<0.010,<0.5,242,Analisi effettuata il 31/07/2019,11.3(6.3),<0.10,5.7,<0.5,2.0,<0.05,8.0,3.6,182,1.0,54.9
Fontana Via Prestino,Tovo Sant'Agata,<0.05,<0.5,41.2,11.4,<0.010,<0.5,98,Analisi effettuata il 07/08/2019,4.0(2.2),0.54,2.9,<0.5,3.2,<0.05,7.7,1.8,74,1.7,10.9
Fontana Via Corignola,Tovo Sant'Agata,<0.05,<0.5,40.9,11.3,<0.010,<0.5,98,Analisi effettuata il 07/08/2019,4.0(2.2),0.54,2.8,<0.5,3.4,<0.05,7.7,1.8,74,1.7,10.9
Fontana Piazza Caduti,Traona,<0.05,<0.5,23.8,5.8,<0.010,<0.5,47,Analisi effettuata il 21/08/2019,1.4(0.8),<0.10,<0.5,<0.5,1.8,<0.05,7.7,1.6,35,2.0,3.8
Fontana Loc.Valletta (Via Pedemontana),Traona,<0.05,<0.5,22.9,5.7,<0.010,<0.5,47,Analisi effettuata il 21/08/2019,1.4(0.8),<0.10,<0.5,<0.5,1.8,<0.05,7.7,1.6,35,1.9,3.8
Fontana Via S. Tomaso,Tresivio,<0.05,4.6,43.4,14.5,<0.010,<0.5,99,Analisi effettuata il 12/08/2019,4.5(2.5),<0.10,2.1,<0.5,1.3,<0.05,7.7,0.6,74,1.0,13.9
Fontana Loc. S. Antonio,Tresivio,<0.05,4.7,42.6,14.0,<0.010,<0.5,99,Analisi effettuata il 12/08/2019,4.4(2.5),<0.10,2.2,<0.5,1.3,<0.05,7.7,0.6,74,1.0,13.8
Fontana loc. Cataeggio,Valmasino,<0.05,<0.5,34.9,17.0,<0.010,0.5,137,Analisi effettuata il 06/08/2019,5.2(2.9),0.19,2.3,<0.5,3.5,<0.05,7.6,3.1,103,2.3,31.2
Fontana loc. San Martino,Valmasino,<0.05,<0.5,10.7,3.6,<0.010,<0.5,32,Analisi effettuata il 06/08/2019,0.9(0.5),<0.10,<0.5,0.6,2.1,<0.05,7.0,1.2,24,1.1,5.0
Fontana loc. Zocca,Valmasino,<0.05,<0.5,34.2,17.3,<0.010,0.5,138,Analisi effettuata il 06/08/2019,5.3(3.0),0.19,2.5,<0.5,3.3,<0.05,7.6,3.3,104,2.4,30.9
Fontana loc. S. Carlo,Valdidentro,<0.05,4.7,43.6,57.9,<0.010,0.8,395,Analisi effettuata il 11/03/2019,20.4(11.4),<0.10,14.4,<0.5,1.1,<0.05,7.4,0.7,296,3.1,172.0
Punto Prelievo Loc. Arnoga,Valdidentro,<0.05,4.6,24.3,9.9,<0.010,<0.5,70,Analisi effettuata il 18/09/2019,3.0(1.7),<0.10,1.2,<0.5,<0.5,<0.05,7.3,<0.5,53,1.0,12.6
Fontana Loc. S. Carlo,Valdidentro,<0.05,4.3,35.8,35.2,<0.010,0.9,311,Analisi effettuata il 18/09/2019,13.7(7.7),<0.10,11.9,<0.5,1.0,<0.05,7.4,0.5,233,2.2,113.3
Fontana Loc. Semogo (Via Cima Piazzi),Valdidentro,<0.05,6.2,39.7,28.6,<0.010,0.8,228,Analisi effettuata il 18/09/2019,10.2(5.7),<0.10,7.5,<0.5,0.9,<0.05,7.5,0.5,171,2.3,71.8
Fontana Loc. Isolaccia,Valdidentro,<0.05,3.9,49.6,30.6,<0.010,0.9,170,Analisi effettuata il 18/09/2019,9.7(5.4),0.12,5.1,<0.5,1.4,<0.05,7.5,1.2,128,3.1,37.2
Fontana Loc. Sant Antonio,Valdidentro,<0.05,6.4,91.8,21.3,<0.010,<0.5,178,Analisi effettuata il 18/09/2019,8.9(5.0),<0.10,8.6,<0.5,0.8,<0.05,8.0,<0.5,134,0.8,11.5
Fontana Loc. Pedenosso (Piazza S. Martino),Valdidentro,<0.05,5.8,102.1,22.7,<0.010,<0.5,203,Analisi effettuata il 18/09/2019,9.9(5.5),<0.10,10.2,0.8,0.8,<0.05,8.1,<0.5,152,0.7,14.6
Fontana Loc. Pedenosso (Via Degola),Valdidentro,<0.05,5.5,103.6,23.5,<0.010,<0.5,203,Analisi effettuata il 18/09/2019,10.2(5.7),<0.10,10.4,0.7,0.8,<0.05,8.0,<0.5,152,0.7,14.3
Fontana Loc. Pedenosso (Via Pecé),Valdidentro,<0.05,7.9,41.1,18.4,<0.010,<0.5,137,Analisi effettuata il 18/09/2019,5.4(3.0),0.11,2.0,0.5,2.0,<0.05,7.6,0.8,103,1.9,27.6
Fontana Loc. Premadio (Via ai Forni),Valdidentro,<0.05,2.7,124.6,40.3,<0.010,<0.5,333,Analisi effettuata il 18/09/2019,17.3(9.7),0.30,17.5,<0.5,1.0,<0.05,8.0,<0.5,250,0.5,56.2
Fontana Loc. Molina (Via Ripa Fontana),Valdidentro,<0.05,2.7,125.3,39.3,<0.010,<0.5,334,Analisi effettuata il 18/09/2019,16.8(9.4),0.32,17.0,<0.5,1.0,<0.05,8.0,<0.5,251,0.5,57.5
Fontana Loc. Oga (Via Roma),Valdisotto,<0.05,1.3,32.4,11.7,<0.010,<0.5,80,Analisi effettuata il 23/07/2019,3.5(2.0),0.12,1.4,<0.5,1.0,<0.05,7.3,1.0,60,1.9,13.4
Fontana Loc. Piatta,Valdisotto,<0.05,0.5,38.4,30.3,<0.010,1.2,230,Analisi effettuata il 23/07/2019,10.6(5.9),0.10,7.3,8.7,3.6,<0.05,7.4,1.0,173,3.1,79.0
Fontana Loc. S. Lucia (Via Fumarogo),Valdisotto,<0.05,4.0,55.2,17.7,<0.010,<0.5,114,Analisi effettuata il 23/07/2019,5.1(2.8),0.27,1.6,0.7,1.4,<0.05,7.8,1.6,86,2.2,16.1
Fontana Loc. Piazza,Valdisotto,<0.05,0.5,41.3,32.6,<0.010,<0.5,233,Analisi effettuata il 23/07/2019,10.7(6.0),0.15,6.1,<0.5,1.2,<0.05,7.2,1.3,175,3.3,78.1
Fontana Loc. Cepina (Via Piccagnoni/Via Roma),Valdisotto,<0.05,1.9,50.7,24.4,<0.010,<0.5,174,Analisi effettuata il 23/07/2019,7.8(4.4),0.23,4.2,<0.5,1.5,<0.05,7.6,1.8,131,2.4,46.6
Fontana Loc. Tola,Valdisotto,<0.05,2.4,42.6,15.7,<0.010,<0.5,114,Analisi effettuata il 23/07/2019,4.8(2.7),0.33,2.2,2.8,1.5,<0.05,7.5,1.7,86,2.6,25.2
Fontana Loc. Fontane,Valdisotto,<0.05,4.6,45.3,14.7,<0.010,<0.5,105,Analisi effettuata il 23/07/2019,4.5(2.5),0.29,2.1,<0.5,1.6,<0.05,7.6,1.7,79,2.3,18.9
Fontana Via Carpin,Valdisotto,<0.05,4.6,45.6,14.9,<0.010,<0.5,106,Analisi effettuata il 23/07/2019,4.6(2.6),0.29,2.1,<0.5,1.6,<0.05,7.6,1.7,80,2.4,18.9
Fontana Via Teregua,Valfurva,<0.05,2.0,43.3,19.8,<0.010,0.5,129,Analisi effettuata il 19/08/2019,5.8(3.2),0.17,2.0,1.6,0.8,<0.05,7.5,0.5,97,2.2,28.6
Fontana Loc. Madonna dei Monti (Salita Baita Veglia),Valfurva,<0.05,2.6,63.1,52.3,<0.010,<0.5,336,Analisi effettuata il 19/08/2019,16.6(9.3),<0.10,8.6,0.6,0.7,<0.05,7.9,0.5,252,1.6,120.3
Fontana Loc. S. Antonio (Via Fosgina),Valfurva,<0.05,4.7,52.2,42.1,<0.010,<0.5,276,Analisi effettuata il 19/08/2019,12.9(7.2),0.10,5.7,1.1,0.9,<0.05,7.8,1.0,207,2.4,94.9
Fontana Loc. S. Gottardo,Valfurva,<0.05,4.2,56.9,30.0,<0.010,<0.5,189,Analisi effettuata il 19/08/2019,8.6(5.3),<0.10,2.6,1.5,0.6,<0.05,7.9,0.7,142,1.8,47.0
Fontana Loc. S. Caterina (Via Magliaga),Valfurva,<0.05,<0.5,88.5,24.5,<0.010,1.3,183,Analisi effettuata il 19/08/2019,9.0(5.0),<0.10,7.0,0.8,1.0,<0.05,7.7,0.7,137,1.9,18.0
Fontana Loc. S. Caterina (Via Frodolfo),Valfurva,<0.05,1.8,93.8,39.1,<0.010,0.6,418,Analisi effettuata il 19/08/2019,21.2(11.8),<0.10,27.8,1.5,0.8,<0.05,7.8,0.5,314,1.7,134.8
Fontana Loc. Cataeggio (Municipio),Val Masino,<0.05,<0.5,34.9,17.0,<0.010,0.5,137,Analisi effettuata il 06/08/2019,5.2(2.9),0.19,2.3,<0.5,3.5,<0.05,7.6,3.1,103,2.3,31.2
Fontana Loc. S. Martino (Via Cavarini-Via ai Bagni),Val Masino,<0.05,<0.5,10.7,3.6,<0.010,<0.5,32,Analisi effettuata il 06/08/2019,0.9(0.5),<0.10,<0.5,0.6,2.1,<0.05,7.0,1.2,24,1.1,5.0
Fontana Loc. Zocca,Val Masino,<0.05,<0.5,28.6,5.4,<0.010,0.5,45,Analisi effettuata il 11/02/2019,1.9(1.1),<0.10,1.4,<0.5,1.8,<0.05,7.5,1.5,34,1.4,4.8
Fontana Loc. Cappella di S. Andrea,Verceia,<0.05,<0.5,20.2,7.3,<0.010,0.5,72,Analisi effettuata il 10/09/2019,2.4(1.3),0.30,1.3,<0.5,4.1,<0.05,7.5,1.8,54,2.0,11.9
Fontana Via S. Francesco (Piazza Copes Costante),Verceia,<0.05,0.5,25.3,8.5,<0.010,<0.5,68,Analisi effettuata il 10/09/2019,2.5(1.4),0.17,1.0,<0.5,1.4,<0.05,7.4,1.3,51,2.1,9.5
Fontana Loc. Sceglio (Crotti),Verceia,<0.05,0.5,25.6,10.0,<0.010,0.6,97,Analisi effettuata il 10/09/2019,3.3(1.8),0.48,1.9,<0.5,4.4,<0.05,7.4,2.3,73,2.8,17.9
Fontana Via Villa,Verceia,<0.05,<0.5,20.7,7.3,<0.010,0.5,72,Analisi effettuata il 10/09/2019,2.4(1.3),0.31,1.3,<0.5,4.1,<0.05,7.3,1.8,54,2.0,11.6
Fontana Via Roma,Vervio,<0.05,3.4,24.5,8.8,<0.010,<0.5,73,Analisi effettuata il 07/08/2019,2.8(1.7),<0.10,1.5,0.5,2.1,<0.05,7.5,1.0,55,1.8,13.1
Fontana Via Ca’ Torchio,Vervio,<0.05,3.4,23.9,8.8,<0.010,<0.5,73,Analisi effettuata il 07/08/2019,2.8(1.6),<0.10,1.5,0.7,2.0,<0.05,7.5,1.0,55,1.7,13.1
Fontana Loc. Nova,Vervio,<0.05,3.4,23.8,9.0,<0.010,<0.5,73,Analisi effettuata il 07/08/2019,2.9(1.6),<0.10,1.5,<0.5,2.1,<0.05,7.5,1.0,55,1.7,13.1
Fontana Loc. S. Sebastiano (Chiesa),Villa di Chiavenna,<0.05,1.7,13.5,5.4,<0.010,<0.5,52,Analisi effettuata il 11/09/2019,1.8(1.0),<0.10,1.1,<0.5,3.0,<0.05,7.0,1.1,39,1.4,6.2
Fontana Loc. Dogana,Villa di Chiavenna,<0.05,1.3,14.8,5.1,<0.010,0.5,45,Analisi effettuata il 11/09/2019,1.6(0.9),<0.10,0.9,0.9,3.5,<0.05,7.2,0.9,34,1.4,6.4
Fontana Loc. S. Barnaba (Lavatoio Coperto),Villa di Chiavenna,<0.05,1.4,15.0,4.9,<0.010,<0.5,45,Analisi effettuata il 11/09/2019,1.6(0.9),<0.10,0.9,<0.5,3.4,<0.05,7.1,0.9,34,1.1,6.1
Fontana Via S. Antonio,Villa di Tirano,<0.05,<0.5,22.4,5.3,<0.010,<0.5,64,Analisi effettuata il 20/08/2019,2.2(1.2),0.51,2.1,<0.5,0.6,<0.05,7.3,1.4,48,2.9,11.8
Fontana Loc. Stazzona (Via Piazza),Villa di Tirano,<0.05,<0.5,135.8,26.0,<0.010,0.9,233,Analisi effettuata il 20/08/2019,11.8(6.6),0.10,12.8,<0.5,1.4,<0.05,7.9,0.9,175,2.8,9.4
Fontana Loc. Motta,Villa di Tirano,<0.05,1.3,49.7,19.0,<0.010,5.0,148,Analisi effettuata il 20/08/2019,6.1(3.4),0.10,3.2,<0.5,1.2,<0.05,7.3,1.0,111,4.2,22.5
Fontana Loc. S. Bernardo,Villa di Tirano,<0.05,<0.5,151.4,23.1,<0.010,1.2,263,Analisi effettuata il 20/08/2019,14.3(8.0),0.17,20.8,<0.5,1.2,<0.05,7.8,2.8,197,5.8,12.3
Serbatoio Loc. Piangembro,Villa di Tirano,<0.05,<0.5,55.3,13.6,<0.010,3.6,115,Analisi effettuata il 20/08/2019,4.7(2.6),<0.10,3.2,4.5,4.5,<0.05,7.3,0.6,86,3.8,3.7
Fontana Loc. Bait,Villa di Tirano,<0.05,1.3,50.0,24.2,<0.010,5.1,149,Analisi effettuata il 20/08/2019,7.5(4.2),0.10,3.6,0.5,1.2,<0.05,7.3,1.0,112,4.1,22.8
Fontana Loc. Sonvico,Villa di Tirano,<0.05,<0.5,22.8,5.4,<0.010,<0.5,65,Analisi effettuata il 20/08/2019,2.2(1.2),0.52,2.1,<0.5,0.6,<0.05,7.3,1.5,49,2.9,12.0
Fontana Loc. Lera,Villa di Tirano,<0.05,<0.5,87.0,25.8,<0.010,1.0,171,Analisi effettuata il 20/08/2019,8.0(4.5),<0.10,3.7,<0.5,3.0,<0.05,7.6,1.1,128,2.1,10.9
