alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
Acquedotto Le Grazie,PORTOVENERE,<0.05,0.08,186.7,74.5,0.18,40.7,457,22/03/19,21.7,<0.05,7.5,<5,2.9,<0.05,7.6,1.9,398.1,26.6,57.3
Acquedotto  Riccò capoluogo,RICCO' DEL GOLFO,<0.05,<0.05,73.2,20.8,0.1,11.3,149,09/01/19,5.9,<0.05,1.8,<5,0.4,<0.05,7.7,0.6,121.7,8.7,4.9
Acquedotto Bovecchio,RICCO' DEL GOLFO,<0.05,<0.05,56.1,15.5,0.2,11.2,118,09/01/19,4.5,<0.05,1.6,<5,0.2,<0.05,7.6,0.7,98.3,8.3,4.7
Acquedotto Carpena,RICCO' DEL GOLFO,<0.05,0.33,117.2,36.1,0.13,13.6,208,21/10/19,10.1,<0.05,2.6,<5,1.2,<0.05,8.0,0.7,430.8,10.5,6
Acquedotto Falabiana,RICCO' DEL GOLFO,<0.05,<0.05,61,17.6,0.1,17.7,154,09/01/19,5.3,<0.05,2.3,<5,0.1,<0.05,7.4,0.7,118.5,11.9,7.2
Acquedotto Piandibarca,RICCO' DEL GOLFO,<0.05,<0.05,64.7,18.4,0.2,10.4,135,09/01/19,5.2,<0.05,1.6,<5,0.3,<0.05,7.6,0.7,111.3,8.6,6.6
Acquedotto Polverara,RICCO' DEL GOLFO,<0.05,,191,70.2,0.15,35.5,430,08/11/19,21.6,<0.05,10,,2.4,<0.05,7.8,1.6,389,26.7,51.6
Acquedotto Ponzò,RICCO' DEL GOLFO,<0.05,<0.05,59.8,15.6,0.14,18,153,01/04/19,5.6,<0.05,4.1,<5,0.1,<0.05,7.7,0.7,117.4,12.2,6.9
Acquedotto Quaratica,RICCO' DEL GOLFO,<0.05,<0.05,74.4,23,0.1,11.2,153,09/01/19,6.3,<0.05,1.4,<5,0.6,<0.05,7.6,0.6,125,8.5,5.3
Acquedotto Riccò del Golfo capoluogo,RICCO' DEL GOLFO,<0.05,0.97,80,20.9,0.11,11,148,21/10/19,6.5,<0.05,3.1,<5,0.4,<0.05,7.9,0.6,338.1,9.2,4.8
Acquedotto S. Benedetto,RICCO' DEL GOLFO,<0.05,<0.05,183.1,70.1,,41.5,487,09/01/19,20.2,<0.05,6.5,<5,2.8,<0.05,7.5,1.8,391.2,28.3,57.1
Acquedotto Valdipino,RICCO' DEL GOLFO,<0.05,0.13,81,21.1,0.14,11.2,148,21/10/19,6.6,<0.05,3.2,<5,0.4,<0.05,7.8,0.6,132.05,9.4,5
Acquedotto Valgraveglia,RICCO' DEL GOLFO,<0.05,0.11,201,74.1,0.02,46.2,503,21/10/19,21.7,<0.05,7.7,<5,6.3,<0.05,7.6,1.7,440,33.5,69.1
Acquedotto Groppo,RIOMAGGIORE,<0.05,1.50,81,29.8,0.13,24.7,226,28/11/19,9.2,<0.05,4.2,<5,3.5,<0.05,7.7,1.1,170.4,12.8,13.8
Acquedotto Manarola,RIOMAGGIORE,<0.05,1.70,90.9,22.9,0.16,19.6,200,23/07/19,7.6,<0.05,4.7,<5,0.9,<0.05,7.9,0.8,162.6,12.5,10.3
Acquedotto Riomaggiore capoluogo,RIOMAGGIORE,<0.05,0.50,171,57.7,0.1,31,397,28/11/19,18.1,<0.05,9.1,<5,2.5,<0.05,7.7,1.6,337,23.9,40.3
Acquedotto Volastra,RIOMAGGIORE,<0.05,1.20,80,29.6,0.11,24.7,224,28/11/19,9.2,<0.05,4.3,<5,3.4,<0.05,7.7,1.2,169.8,12.9,13.8
Acquedotto Beverone,ROCCHETTA VARA,<0.05,<0.05,15.3,4.9,0.2,10.8,67,22/01/19,1.8,<0.05,1.3,<5,4.8,<0.05,6.2,0.6,46.4,6.7,2
Acquedotto Casoni,ROCCHETTA VARA,<0.05,<0.05,122,46.6,,5.7,251,22/01/19,12.4,<0.05,1.8,<5,2.9,<0.05,7.5,0.6,209,5,24.4
Acquedotto Foce,ROCCHETTA VARA,<0.05,<0.05,244.1,70.9,0.1,6.2,356,22/01/19,20.1,<0.05,5.8,<5,1.3,<0.05,7.5,0.3,338.6,4.8,5.2
Acquedotto Garbugliaga,ROCCHETTA VARA,<0.05,<0.05,239.2,23.2,0.2,8.7,338,22/01/19,20.3,<0.05,35.3,<5,3.9,<0.05,7.6,0.2,321.4,6.1,4.8
Acquedotto Manzile,ROCCHETTA VARA,<0.05,<0.05,78.1,18.7,0.2,10.2,154,22/01/19,6.7,<0.05,4.9,<5,0.4,<0.05,7.0,0.5,126.9,7.9,6.2
Acquedotto Molino Rotato,ROCCHETTA VARA,<0.05,<0.05,129.4,42.3,<0.01,5.5,239,22/01/19,11.9,<0.05,3.2,<5,2.3,<0.05,7.7,1,208.5,6.1,18.7
Acquedotto Rocchetta capoluogo,ROCCHETTA VARA,<0.05,<0.05,184.3,17.3,,6.7,266,22/01/19,16,<0.05,28.4,<5,1.5,<0.05,8.0,0.4,253.3,5.2,9.5
Acquedotto Stadomelli,ROCCHETTA VARA,<0.05,<0.05,109.8,35.3,0.4,11.1,200,22/01/19,9.5,<0.05,1.6,<5,1,<0.05,7.3,0.6,172,7,5.6
Acquedotto Suvero Perfagliaga,ROCCHETTA VARA,<0.05,<0.05,128.1,42.7,<0.01,5.5,241,22/01/19,12,<0.05,3.2,<5,2.3,<0.05,7.7,1,208.2,6.2,19.2
Acquedotto Suvero Vicchieda,ROCCHETTA VARA,<0.05,<0.05,129.4,42.7,<0.01,5.5,241,22/01/19,12.1,<0.05,3.4,<5,2.4,<0.05,7.7,1,209.9,6.2,19.3
Acquedotto Veppo,ROCCHETTA VARA,<0.05,<0.05,189.8,54.7,0.2,6.7,299,22/01/19,16.4,<0.05,6.8,<5,2.1,<0.05,7.7,0.5,275.2,5.1,9.5
Acquedotto Veppo Volpara,ROCCHETTA VARA,<0.05,<0.05,268.5,82.3,0.1,8.1,405,22/01/19,22.5,<0.05,4.7,<5,0.8,<0.05,7.3,0.6,383.2,7.4,10.8
Acquedotto Ponzano,SANTO STEFANO MAGRA,<0.05,0.22,244,95.1,0.24,45.6,590,22/11/19,28.7,<0.05,12,<5,3.1,<0.05,7.5,2.3,512.1,36.9,73
Acquedotto S. Stefano capoluogo,SANTO STEFANO MAGRA,<0.05,0.13,182,92,0.09,76.2,624,18/09/19,26.8,<0.05,9.4,<5,1.5,<0.05,7.6,1.8,7145,44.5,113.4
Acquedotto Santo Stefano capoluogo,SANTO STEFANO MAGRA,<0.05,<0.05,173.9,76.2,<0.01,60.2,562,23/01/19,21.9,<0.05,7,<5,1.5,<0.05,7.8,1.9,452.1,44.3,87.1
Acquedotto Marinella,SARZANA,<0.05,0.22,289.8,79,0.16,34.2,562,31/07/19,27.3,<0.05,18.5,<5,6.1,<0.05,7.4,1.9,498.8,22.7,46.6
Acquedotto Sarzana capoluogo,SARZANA,<0.05,0.28,247,75.7,0.01,34.8,497,12/09/19,23.6,<0.05,11.5,<5,4.1,<0.05,7.4,1.3,3234.1,25.2,50.5
Acquedotto Airola,SESTA GODANO,<0.05,<0.05,72.6,22.6,,6.7,128,29/01/19,6.1,<0.05,1,<5,0.2,<0.05,7.4,0.8,115.5,6,5.6
Acquedotto Airola inferiore,SESTA GODANO,<0.05,0.32,74.4,22.2,0.01,6.5,126,13/06/19,6,<0.05,1.2,<5,0.1,<0.05,7.8,0.6,115.6,5.9,4.7
Acquedotto Airola superiore,SESTA GODANO,<0.05,<0.05,72,22.2,,7.4,129,29/01/19,6,<0.05,1,<5,0.2,<0.05,7.6,0.8,115.6,6.5,5.5
Acquedotto Antessio,SESTA GODANO,<0.05,<0.05,191,59.1,<0.01,6.3,271,17/06/19,16.4,<0.05,4.1,<5,0.7,<0.05,7.6,0.5,275.1,5,8.4
Acquedotto Bergassana,SESTA GODANO,<0.05,1.03,137.9,38,<0.01,9.1,230,17/06/19,11.7,<0.05,5.5,<5,0.3,<0.05,7.6,0.8,208.7,10.1,7
Acquedotto Ca'di Vara,SESTA GODANO,<0.05,<0.05,67.7,15.6,<0.01,11.5,152,13/06/19,5.8,<0.05,4.7,<5,4.7,<0.05,7.3,2.1,126.4,11.3,8.8
Acquedotto Calabria,SESTA GODANO,<0.05,<0.05,184.3,58.9,<0.01,6.4,272,13/06/19,16.3,<0.05,4,<5,0.9,<0.05,7.9,0.4,268.1,5,8.2
Acquedotto Chiusola,SESTA GODANO,<0.05,<0.05,83.6,21,<0.01,4.4,131,17/06/19,7,<0.05,4.3,<5,0.9,<0.05,8.1,0.7,123.2,3.6,4.7
Acquedotto Codarmo,SESTA GODANO,<0.05,<0.05,143.4,42.6,0.36,12.3,246,17/06/19,12.9,<0.05,5.5,<5,6.1,<0.05,7.3,0.9,234.5,12.1,11.6
Acquedotto Cornice,SESTA GODANO,<0.05,<0.05,120.2,20.9,<0.01,7.4,194,13/06/19,10.7,<0.05,13.4,<5,1.3,<0.05,8.1,0.3,177,7.1,6.4
Acquedotto Godano,SESTA GODANO,<0.05,<0.05,186.7,57.4,0.01,6.3,273,13/06/19,15.9,<0.05,3.8,<5,0.9,<0.05,7.9,0.4,268.3,4.8,8
Acquedotto Groppo,SESTA GODANO,<0.05,<0.05,56.1,13.8,<0.01,5.9,94,17/06/19,3.9,<0.05,1.1,<5,0.9,<0.05,7.2,0.7,89.2,6.6,4.1
Acquedotto Mangia,SESTA GODANO,<0.05,<0.05,200,59.3,,9.2,293,13/06/19,17.1,<0.05,5.6,<5,0.3,<0.05,7.8,0.8,287.1,8.4,10.7
Acquedotto Merzò,SESTA GODANO,<0.05,<0.05,122,21.1,0.03,8.1,200,13/06/19,10.7,<0.05,13.1,<5,1.4,<0.05,8.0,0.4,180,7.5,6.4
Acquedotto Oradoro,SESTA GODANO,<0.05,<0.05,152.5,32.9,,7.6,242,30/01/19,13,<0.05,11.7,<5,0.7,<0.05,7.5,0.3,218,5.8,6.5
Acquedotto Orneto,SESTA GODANO,<0.05,<0.05,44.5,13.2,<0.01,4.5,77,17/06/19,3.5,<0.05,0.6,<5,0.8,<0.05,7.6,0.5,70.6,3.8,2.7
Acquedotto Pignona,SESTA GODANO,<0.05,<0.05,227,67.1,0.04,6.6,325,13/06/19,20,<0.05,8,<5,0.5,<0.05,7.8,0.7,327.8,6.8,11.1
Acquedotto Rio,SESTA GODANO,<0.05,<0.05,48.8,12.5,<0.01,5.9,90,17/06/19,3.6,<0.05,1.2,<5,1,<0.05,7.3,0.7,80.8,6.6,4.1
Acquedotto Rio Case sparse,SESTA GODANO,<0.05,<0.05,51.3,14.6,,6.5,93,30/01/19,4.1,<0.05,1.2,<5,1.1,<0.05,7.4,0.8,87.4,6.8,5.1
Acquedotto Roggiano,SESTA GODANO,<0.05,<0.05,110.4,30.5,0.03,11.4,200,13/06/19,8.8,<0.05,3,9.6,2.8,<0.05,7.3,1.2,179.6,12.6,7.7
Acquedotto S.Maria,SESTA GODANO,<0.05,<0.05,152.5,32.9,,7.6,242,30/01/19,13.1,<0.05,11.8,<5,0.7,<0.05,7.5,0.3,218,5.7,6.5
Acquedotto Sanata Maria,SESTA GODANO,<0.05,<0.05,150.1,32.9,0.18,7.5,236,13/06/19,13.4,<0.05,12.7,<5,0.6,<0.05,7.5,0.2,215.9,5.6,6.3
Acquedotto Scogna,SESTA GODANO,<0.05,<0.05,185.5,57.9,0.03,6.4,272,13/06/19,16.1,<0.05,3.9,<5,0.9,<0.05,8.1,0.4,268.1,4.9,8.2
Acquedotto Serò,SESTA GODANO,<0.05,<0.05,139.1,44.6,0.1,4,247,07/01/19,12.6,<0.05,3.6,<5,4.1,<0.05,7.7,0.7,222.9,6,20.8
Acquedotto Sesta Godano capoluogo,SESTA GODANO,<0.05,<0.05,76.3,21,<0.01,7.3,146,17/06/19,7.1,<0.05,4.5,<5,0.6,<0.05,7.4,0.5,123.5,5.6,7.7
Acquedotto Corniglia,VERNAZZA,<0.05,1.30,75.7,24.9,0.07,22.9,218,31/07/19,8.2,0.1,4.8,<5,2.3,<0.05,7.9,1,156.9,11.9,13.3
Acquedotto San Bernardino,VERNAZZA,<0.05,<0.05,62.8,16.9,0.14,14.9,140,17/06/19,5.2,<0.05,2.5,<5,0.5,<0.05,7.8,0.7,115.6,9.9,7.4
Acquedotto Vernazza capoluogo,VERNAZZA,<0.05,0.50,59.2,17.1,0.15,14.2,135,26/02/19,5,0.1,1.8,<5,0.4,<0.05,8.0,0.7,110.1,9.3,7.3
Acquedotto Prati,VEZZANO LIGURE,<0.05,0.24,224,80,0.02,32.3,483,25/11/19,24.6,<0.05,11.2,<5,3.2,<0.05,7.6,2.2,433.5,28.3,52.4
Acquedotto Valeriano,VEZZANO LIGURE,<0.05,<0.05,195.3,57.6,0.1,16.4,351,23/01/19,17.7,<0.05,8,<5,11.5,<0.05,7.8,2.5,320.7,12.9,16.5
Acquedotto Vezzano basso,VEZZANO LIGURE,<0.05,<0.05,201.4,74.1,,42,504,23/01/19,22,<0.05,8.6,<5,3.2,<0.05,7.6,2.3,418.1,28.7,57.8
Acquedotto Debbio,ZIGNAGO,<0.05,0.30,232,72.5,0.05,7.3,397,11/12/19,23.1,<0.05,12.2,<5,0.1,<0.05,7.8,1.2,370.3,8.8,36.3
Acquedotto Pieve,ZIGNAGO,<0.05,0.19,146,44.6,0.42,5.7,243,02/10/19,13.1,<0.05,4.8,<5,2.2,<0.05,8.0,0.5,1345.9,6.7,21
Acquedotto Sasseta,ZIGNAGO,<0.05,0.60,177,54.3,0.16,5.6,293,11/12/19,15.7,<0.05,5.3,<5,0.6,<0.05,8.0,1.1,274.7,6.7,24.1
Acquedotto Serò,ZIGNAGO,<0.05,0.30,147,44.8,0.03,5.5,245,11/12/19,13.6,<0.05,5.8,<5,3.8,<0.05,7.9,1,227.3,5.5,13.8
Acquedotto Torpiana Via Canale,ZIGNAGO,<0.05,1.20,105,32.3,0.3,6.3,178,11/12/19,9.1,<0.05,2.5,<5,2,<0.05,7.7,0.5,161.9,5.4,7.9
Acquedotto Torpiana zona Cimitero,ZIGNAGO,<0.05,<0.05,205,63.9,,8.4,309,07/01/19,17,<0.05,2.6,<5,1,<0.05,7.7,0.6,297.9,5.8,10.6
Acquedotto Torpiana zona Via Canale,ZIGNAGO,<0.05,<0.05,90.3,30.6,0.1,7.2,167,07/01/19,8,<0.05,1,<5,2.5,<0.05,7.5,0.4,146.7,5.4,9.3
Acquedotto Torpiana zona cimitero,ZIGNAGO,<0.05,0.60,199,62.1,0.09,6.4,305,11/12/19,17.7,<0.05,5.3,<5,2.6,<0.05,7.7,1.1,289.7,5.8,7.5
Acquedotto Vezzola,ZIGNAGO,<0.05,1.60,146,44.4,0.11,5.4,245,11/12/19,13.5,<0.05,5.8,<5,3.7,<0.05,7.8,0.8,225.6,5.4,14.3
