alias_city,alias_address,data_report,georeferencingString,type
BEVERINO,Acquedotto Corvara,10/12/19,"Corvara, BEVERINO, SP, Liguria",POINT
BEVERINO,Acquedotto Padivarma,10/12/19,"Padivarma, BEVERINO, SP, Liguria",POINT
BEVERINO,Acquedotto Piandibarca,21/10/19,"Piandibarca, BEVERINO, SP, Liguria",POINT
BEVERINO,Acquedotto San Remigio,10/12/19,"San Remigio, BEVERINO, SP, Liguria",POINT
BEVERINO,Acquedotto Stagnedo,26/07/19,"Stagnedo, BEVERINO, SP, Liguria",POINT
BEVERINO,Acquedotto Trezzo,10/12/19,"Trezzo, BEVERINO, SP, Liguria",POINT
BOLANO,Acquedotto Ceparana,30/09/19,"Ceparana, BOLANO, SP, Liguria",POINT
BONASSOLA,Acquedotto Montaretto,14/10/19,"Montaretto, BONASSOLA, SP, Liguria",POINT
BORGHETTO VARA,Acquedotto Cassana Chiesa,16/10/19,"Cassana Chiesa, BORGHETTO VARA, SP, Liguria",POINT
BORGHETTO VARA,Acquedotto Cassana Corneto,16/10/19,"Cassana Corneto, BORGHETTO VARA, SP, Liguria",POINT
BORGHETTO VARA,Acquedotto L'Ago,16/10/19,"L'Ago, BORGHETTO VARA, SP, Liguria",POINT
BORGHETTO VARA,Acquedotto Pogliasca,16/10/19,"Pogliasca, BORGHETTO VARA, SP, Liguria",POINT
BRUGNATO,Acquedotto Bozzolo,16/10/19,"Bozzolo, BRUGNATO, SP, Liguria",POINT
BRUGNATO,Acquedotto Brugnato capoluogo,16/10/19,"Brugnato capoluogo, BRUGNATO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto Borseda,21/11/19,"Borseda, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto Bruscarolo,21/11/19,"Bruscarolo, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto Debeduse,21/11/19,"Debeduse, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto Nasso,21/11/19,"Nasso, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto S. Maria Beigo,17/10/19,"S. Maria Beigo, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto S. Maria Beigo,21/11/19,"S. Maria Beigo, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto S. Maria Cassorane,21/11/19,"S. Maria Cassorane, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto Terrugiara,21/11/19,"Terrugiara, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto Villagrossa,11/09/19,"Villagrossa, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CALICE AL CORNOVIGLIO,Acquedotto Villagrossa,21/11/19,"Villagrossa, CALICE AL CORNOVIGLIO, SP, Liguria",POINT
CARRO,Acquedotto Agnola,05/12/19,"Agnola, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Carro capoluogo,05/12/19,"Carro capoluogo, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Carro Capoluogo Castellaro,05/12/19,"Carro Capoluogo Castellaro, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Carro Capoluogo Costa,05/12/19,"Carro Capoluogo Costa, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Castello,11/09/19,"Castello, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Castello,21/11/19,"Castello, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Castello,05/12/19,"Castello, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Castello,05/12/19,"Castello, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Cerreta,05/12/19,"Cerreta, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Pavareto,05/12/19,"Pavareto, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Pavareto Rocche di Maggio,05/12/19,"Pavareto Rocche di Maggio, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Ponte S. Margherita,05/12/19,"Ponte S. Margherita, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Ziona Massucasco,05/12/19,"Ziona Massucasco, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Ziona Muettola,05/12/19,"Ziona Muettola, CARRO, SP, Liguria",POINT
CARRO,Acquedotto Ziona Muettola,05/12/19,"Ziona Muettola, CARRO, SP, Liguria",POINT
FOLLO,Acquedotto Piana Battolla,04/12/19,"Piana Battolla, FOLLO, SP, Liguria",POINT
FRAMURA,Acquedotto Anzo,25/07/19,"Anzo, FRAMURA, SP, Liguria",POINT
FRAMURA,Acquedotto Castagnola,25/07/19,"Castagnola, FRAMURA, SP, Liguria",POINT
FRAMURA,Acquedotto Laviosa,25/07/19,"Laviosa, FRAMURA, SP, Liguria",POINT
FRAMURA,Acquedotto Ravecca,25/07/19,"Ravecca, FRAMURA, SP, Liguria",POINT
FRAMURA,Acquedotto Setta,25/07/19,"Setta, FRAMURA, SP, Liguria",POINT
FRAMURA,Acquedotto Tarì,25/07/19,"Tarì, FRAMURA, SP, Liguria",POINT
LA SPEZIA,Acquedotto La Spezia capoluogo (Capitaneria),01/10/19,"La Spezia capoluogo (Capitaneria), LA SPEZIA, SP, Liguria",POINT
LA SPEZIA,Acquedotto Pitelli,17/10/19,"Pitelli, LA SPEZIA, SP, Liguria",POINT
LA SPEZIA,Acquedotto Ruffino,07/10/19,"Ruffino, LA SPEZIA, SP, Liguria",POINT
LERICI,Acquedotto Lerici capoluogo,08/10/19,"Lerici capoluogo, LERICI, SP, Liguria",POINT
LEVANTO,Acquedotto  Vignana inferiore,18/07/19,"Vignana inferiore, LEVANTO, SP, Liguria",POINT
LEVANTO,Acquedotto Chiesanuova,17/07/19,"Chiesanuova, LEVANTO, SP, Liguria",POINT
LEVANTO,Acquedotto Fontona,17/07/19,"Fontona, LEVANTO, SP, Liguria",POINT
LEVANTO,Acquedotto Gallona,17/07/19,"Gallona, LEVANTO, SP, Liguria",POINT
LEVANTO,Acquedotto Lavaggiorosso,18/07/19,"Lavaggiorosso, LEVANTO, SP, Liguria",POINT
LEVANTO,Acquedotto Legnaro,17/07/19,"Legnaro, LEVANTO, SP, Liguria",POINT
LEVANTO,Acquedotto Lizza,18/07/19,"Lizza, LEVANTO, SP, Liguria",POINT
LEVANTO,Acquedotto Montale,18/07/19,"Montale, LEVANTO, SP, Liguria",POINT
LEVANTO,Acquedotto Ridarolo,17/07/19,"Ridarolo, LEVANTO, SP, Liguria",POINT
LEVANTO,Casella,18/07/19,"Casella, LEVANTO, SP, Liguria",POINT
MONTEROSSO,Acquedotto Fegina,24/07/19,"Fegina, MONTEROSSO, SP, Liguria",POINT
PIGNONE,Acquedotto Villa,14/10/19,"Villa, PIGNONE, SP, Liguria",POINT
RICCO' DEL GOLFO,Acquedotto Carpena,21/10/19,"Carpena, RICCO' DEL GOLFO, SP, Liguria",POINT
RICCO' DEL GOLFO,Acquedotto Polverara,08/11/19,"Polverara, RICCO' DEL GOLFO, SP, Liguria",POINT
RICCO' DEL GOLFO,Acquedotto Riccò del Golfo capoluogo,21/10/19,"Riccò del Golfo capoluogo, RICCO' DEL GOLFO, SP, Liguria",POINT
RICCO' DEL GOLFO,Acquedotto Valdipino,21/10/19,"Valdipino, RICCO' DEL GOLFO, SP, Liguria",POINT
RICCO' DEL GOLFO,Acquedotto Valgraveglia,21/10/19,"Valgraveglia, RICCO' DEL GOLFO, SP, Liguria",POINT
