alias_address,alias_city,geocode,geometry,georeferencingString,type
Comune,MONTABONE,"Montabone, Asti","{'type': 'Point', 'coordinates': [8.388240000000053, 44.698570000000075]}","MONTABONE, AL, Piemonte",POINT
Comune,FRAZ. S.ROCCO DI GAMALERO,"Via San Rocco, 15010, Gamalero, AL","{'type': 'Point', 'coordinates': [8.539604046440388, 44.80979387285872]}","FRAZ. S.ROCCO DI GAMALERO, AL, Piemonte",POINT
Comune,Mombaldone,"Mombaldone, Asti","{'type': 'Point', 'coordinates': [8.332380000000057, 44.56991000000005]}","Mombaldone, AL, Piemonte",POINT
Comune,CASTELSPINA,"Castelspina, AL","{'type': 'Point', 'coordinates': [8.584170000000029, 44.81007000000005]}","CASTELSPINA, AL, Piemonte",POINT
Comune,CASSINELLE,"Cassinelle, AL","{'type': 'Point', 'coordinates': [8.560600000000022, 44.60691000000003]}","CASSINELLE, AL, Piemonte",POINT
Comune,OVIGLIO,"Oviglio, AL","{'type': 'Point', 'coordinates': [8.485580000000027, 44.86284000000006]}","OVIGLIO, AL, Piemonte",POINT
Comune,BERGAMASCO,"Bergamasco, AL","{'type': 'Point', 'coordinates': [8.455280000000073, 44.83221000000003]}","BERGAMASCO, AL, Piemonte",POINT
Comune,CARENTINO,"Carentino, AL","{'type': 'Point', 'coordinates': [8.470080000000053, 44.82863000000003]}","CARENTINO, AL, Piemonte",POINT
Comune,ALICE BEL COLLE,"Alice Bel Colle, AL","{'type': 'Point', 'coordinates': [8.449640000000045, 44.72575000000006]}","ALICE BEL COLLE, AL, Piemonte",POINT
Comune,RICALDONE,"Ricaldone, AL","{'type': 'Point', 'coordinates': [8.46968000000004, 44.737190000000055]}","RICALDONE, AL, Piemonte",POINT
