alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
F.P. Piazza Roma,DELLO,<0.05,<1,374,125,0.13,21,717,1° semestre 2019,40.7,<0.20,20.4,<5,46,<0.05,7.1,1.8,520,8.8,50
F.P. Via Manzoni (Corticelle),DELLO,<0.05,<1,374,125,0.13,21,717,1° semestre 2019,40.7,<0.20,20.4,<5,46,<0.05,7.1,1.8,520,8.8,50
F.P. Via Puccini,DELLO,<0.05,<1,374,125,0.13,21,717,1° semestre 2019,40.7,<0.20,20.4,<5,46,<0.05,7.1,1.8,520,8.8,50
P.R. Cimitero,DESENZANO DEL GARDA,<0.05,<1,133,33,nan,7,218,1° semestre 2019,11.8,<0.20,8.61,6.1,2,<0.05,7.7,1.2,109,4.4,11
P.R. Loc. Colombare,DESENZANO DEL GARDA,<0.05,<1,133,33,nan,7,218,1° semestre 2019,11.8,<0.20,8.61,6.1,2,<0.05,7.7,1.2,109,4.4,11
P.R. Loc. Grole,DESENZANO DEL GARDA,<0.05,<1,133,33,nan,7,218,1° semestre 2019,11.8,<0.20,8.61,6.1,2,<0.05,7.7,1.2,109,4.4,11
P.R. Piazza Malvezzi,DESENZANO DEL GARDA,<0.05,<1,133,33,nan,7,218,1° semestre 2019,11.8,<0.20,8.61,6.1,2,<0.05,7.7,1.2,109,4.4,11
P.R. Via Cassio,DESENZANO DEL GARDA,<0.05,<1,133,33,nan,7,218,1° semestre 2019,11.8,<0.20,8.61,6.1,2,<0.05,7.7,1.2,109,4.4,11
P.R. Via Gramsci,DESENZANO DEL GARDA,<0.05,<1,133,33,nan,7,218,1° semestre 2019,11.8,<0.20,8.61,6.1,2,<0.05,7.7,1.2,109,4.4,11
P.R. Via Italia,DESENZANO DEL GARDA,<0.05,<1,133,33,nan,7,218,1° semestre 2019,11.8,<0.20,8.61,6.1,2,<0.05,7.7,1.2,109,4.4,11
F.P. P.zza Brigata Alpina Orobica,EDOLO,<0.05,2,80,23,nan,<1,173,1° semestre 2019,9,<0.20,7.5,<5,3,<0.05,8.1,0.5,120,<2,26
F.P. P.zza Cavour,EDOLO,<0.05,2,80,23,nan,<1,173,1° semestre 2019,9,<0.20,7.5,<5,3,<0.05,8.1,0.5,120,<2,26
F.P. Via Adamello (parco giochi),EDOLO,<0.05,2,80,23,nan,<1,173,1° semestre 2019,9,<0.20,7.5,<5,3,<0.05,8.1,0.5,120,<2,26
F.P. Via Bortolo Vidilini,EDOLO,<0.05,2,80,23,nan,<1,173,1° semestre 2019,9,<0.20,7.5,<5,3,<0.05,8.1,0.5,120,<2,26
F.P. Via Canale,EDOLO,<0.05,2,80,23,nan,<1,173,1° semestre 2019,9,<0.20,7.5,<5,3,<0.05,8.1,0.5,120,<2,26
F.P. Via Cinque Martiri,EDOLO,<0.05,2,80,23,nan,<1,173,1° semestre 2019,9,<0.20,7.5,<5,3,<0.05,8.1,0.5,120,<2,26
F.P. Via Nazionale,EDOLO,<0.05,2,80,23,nan,<1,173,1° semestre 2019,9,<0.20,7.5,<5,3,<0.05,8.1,0.5,120,<2,26
F.P. Via San Gregorio,EDOLO,<0.05,2,80,23,nan,<1,173,1° semestre 2019,9,<0.20,7.5,<5,3,<0.05,8.1,0.5,120,<2,26
F.P Via Castello,ERBUSCO,<0.05,<1,159,63,<0.05,8,428,1° semestre 2019,20.2,<0.20,10.4,<5,20,<0.05,7.3,1,219,4,37
F.P Via Fermi,ERBUSCO,<0.05,<1,159,63,<0.05,8,428,1° semestre 2019,20.2,<0.20,10.4,<5,20,<0.05,7.3,1,219,4,37
F.P Via Iseo,ERBUSCO,<0.05,<1,159,63,<0.05,8,428,1° semestre 2019,20.2,<0.20,10.4,<5,20,<0.05,7.3,1,219,4,37
F.P Via Manzoni,ERBUSCO,<0.05,<1,159,63,<0.05,8,428,1° semestre 2019,20.2,<0.20,10.4,<5,20,<0.05,7.3,1,219,4,37
F.P. Municipio,FLERO,<0.05,<1,284,79,0.1,14,505,1° semestre 2019,29.1,<0.20,22.2,<5,22,<0.05,7.4,0.9,337,4.2,32
Via A. Moro,FLERO,<0.05,<1,284,79,0.1,14,505,1° semestre 2019,29.1,<0.20,22.2,<5,22,<0.05,7.4,0.9,337,4.2,32
P.R. Parcheggio Vittoriale,GARDONE RIVIERA,<0.05,<1,216,59,nan,2,325,1° semestre 2019,19.5,<0.20,11.8,<5,9,<0.05,7.9,<0.5,152,<2,6
P.R. Via Chiesa Morgnaga,GARDONE RIVIERA,<0.05,<1,216,59,nan,2,325,1° semestre 2019,19.5,<0.20,11.8,<5,9,<0.05,7.9,<0.5,152,<2,6
P.R. Via Fasano Sopra,GARDONE RIVIERA,<0.05,<1,216,59,nan,2,325,1° semestre 2019,19.5,<0.20,11.8,<5,9,<0.05,7.9,<0.5,152,<2,6
P.R. Via Fontana S. Michele,GARDONE RIVIERA,<0.05,<1,216,59,nan,2,325,1° semestre 2019,19.5,<0.20,11.8,<5,9,<0.05,7.9,<0.5,152,<2,6
P.R. Via Porto Fasano,GARDONE RIVIERA,<0.05,<1,216,59,nan,2,325,1° semestre 2019,19.5,<0.20,11.8,<5,9,<0.05,7.9,<0.5,152,<2,6
P.R. Piazza Zanini (Navazzo),GARGNANO,<0.05,<1,198,44,nan,4,312,1° semestre 2019,20,<0.20,21.7,<5,6,<0.05,8.2,0.6,212,2.2,8
P.R. Via Battocletti Bogliaco,GARGNANO,<0.05,<1,198,44,nan,4,312,1° semestre 2019,20,<0.20,21.7,<5,6,<0.05,8.2,0.6,212,2.2,8
P.R. Via Costa,GARGNANO,<0.05,<1,198,44,nan,4,312,1° semestre 2019,20,<0.20,21.7,<5,6,<0.05,8.2,0.6,212,2.2,8
P.R. Via Donatori di Sangue,GARGNANO,<0.05,<1,198,44,nan,4,312,1° semestre 2019,20,<0.20,21.7,<5,6,<0.05,8.2,0.6,212,2.2,8
P.R. Via Poggio degli Ulivi,GARGNANO,<0.05,<1,198,44,nan,4,312,1° semestre 2019,20,<0.20,21.7,<5,6,<0.05,8.2,0.6,212,2.2,8
P.R. Via Torrazzo,GARGNANO,<0.05,<1,198,44,nan,4,312,1° semestre 2019,20,<0.20,21.7,<5,6,<0.05,8.2,0.6,212,2.2,8
Cimitero Pilzone,ISEO,<0.05,<1,344,92,<0.05,11,532,1° semestre 2019,30.3,<0.20,15.7,<5,19,<0.05,7.4,1.7,352,8.3,17
F.P. Piazza Garibaldi,ISEO,<0.05,<1,344,92,<0.05,11,532,1° semestre 2019,30.3,<0.20,15.7,<5,19,<0.05,7.4,1.7,352,8.3,17
F.P. Via Bonomelli,ISEO,<0.05,<1,344,92,<0.05,11,532,1° semestre 2019,30.3,<0.20,15.7,<5,19,<0.05,7.4,1.7,352,8.3,17
F.P. Via Carlo Bonardi,ISEO,<0.05,<1,344,92,<0.05,11,532,1° semestre 2019,30.3,<0.20,15.7,<5,19,<0.05,7.4,1.7,352,8.3,17
F.P. Via San Rocco (Clusane),ISEO,<0.05,<1,344,92,<0.05,11,532,1° semestre 2019,30.3,<0.20,15.7,<5,19,<0.05,7.4,1.7,352,8.3,17
P.R. Piazza Giovanni Gentile,LENO,<0.05,<1,312,87,nan,15,544.5,1° semestre 2019,32.2,<0.20,25.6,<5,23,0.07,7.4,1.1,320,4.2,34
P.R. Quartiere Tita Secchi,LENO,<0.05,<1,312,87,nan,15,544.5,1° semestre 2019,32.2,<0.20,25.6,<5,23,0.07,7.4,1.1,320,4.2,34
P.R. Via Aldo Moro,LENO,<0.05,<1,312,87,nan,15,544.5,1° semestre 2019,32.2,<0.20,25.6,<5,23,0.07,7.4,1.1,320,4.2,34
P.R. Via Bravi,LENO,<0.05,<1,312,87,nan,15,544.5,1° semestre 2019,32.2,<0.20,25.6,<5,23,0.07,7.4,1.1,320,4.2,34
P.R. Via Manzoni,LENO,<0.05,<1,312,87,nan,15,544.5,1° semestre 2019,32.2,<0.20,25.6,<5,23,0.07,7.4,1.1,320,4.2,34
P.R. Via Marconi,LENO,<0.05,<1,312,87,nan,15,544.5,1° semestre 2019,32.2,<0.20,25.6,<5,23,0.07,7.4,1.1,320,4.2,34
P.R. Via Tiepolo,LENO,<0.05,<1,312,87,nan,15,544.5,1° semestre 2019,32.2,<0.20,25.6,<5,23,0.07,7.4,1.1,320,4.2,34
P.R. Via Viganovo,LENO,<0.05,<1,312,87,nan,15,544.5,1° semestre 2019,32.2,<0.20,25.6,<5,23,0.07,7.4,1.1,320,4.2,34
F.P. Via Calini,LOGRATO,<0.05,<1,273,97,<0.05,20,548,1° semestre 2019,31.7,<0.20,17.9,<5,42,<0.05,7.3,1.5,390,4.3,36
F.P. Località Camerata,LOZIO,<0.05,<1,117,32,nan,<1,165,1° semestre 2019,9.5,<0.20,2.3,<5,2,<0.05,8.2,<0.5,117,<2,3
F.P. Piazza S.Marco (Laveno),LOZIO,<0.05,<1,117,32,nan,<1,165,1° semestre 2019,9.5,<0.20,2.3,<5,2,<0.05,8.2,<0.5,117,<2,3
F.P. San Giovanni,LOZIO,<0.05,<1,117,32,nan,<1,165,1° semestre 2019,9.5,<0.20,2.3,<5,2,<0.05,8.2,<0.5,117,<2,3
F.P. Via Armando Diaz,LOZIO,<0.05,<1,117,32,nan,<1,165,1° semestre 2019,9.5,<0.20,2.3,<5,2,<0.05,8.2,<0.5,117,<2,3
P.R. Località Magasa - Via XXIV Maggio,MAGASA,<0.05,<1,196,58,nan,<1,290,1° semestre 2019,17.8,<0.20,8.5,<5,5,<0.05,8.1,<0.5,206,<2,<1
F.P. Centro-Landò,MALONNO,<0.05,<1,81,12,nan,<1,117,1° semestre 2019,5.6,<0.20,6.5,<5,2,<0.05,7.9,0.6,83,2.2,6
F.P. Centro-Miravalle,MALONNO,<0.05,<1,81,12,nan,<1,117,1° semestre 2019,5.6,<0.20,6.5,<5,2,<0.05,7.9,0.6,83,2.2,6
