alias_city,alias_address,georeferencingString,type
TOSCOLANO MADERNO,P.R. Via Marconi,"Via Marconi, TOSCOLANO MADERNO, Brescia,  Lombardia, Italia",POINT
TOSCOLANO MADERNO,P.R. Via S. Michele,"Via S. Michele, TOSCOLANO MADERNO, Brescia,  Lombardia, Italia",POINT
TOSCOLANO MADERNO,P.R. Via Sanico,"Via Sanico, TOSCOLANO MADERNO, Brescia,  Lombardia, Italia",POINT
TOSCOLANO MADERNO,P.R. Via Setti,"Via Setti, TOSCOLANO MADERNO, Brescia,  Lombardia, Italia",POINT
TRAVAGLIATO,F.P. Chiesa S.Maria dei Campi,"Chiesa S.Maria dei Campi, TRAVAGLIATO, Brescia,  Lombardia, Italia",POINT
TRAVAGLIATO,F.P. Via della Tecnica,"Via della Tecnica, TRAVAGLIATO, Brescia,  Lombardia, Italia",POINT
TRAVAGLIATO,F.P. Via Mulini,"Via Mulini, TRAVAGLIATO, Brescia,  Lombardia, Italia",POINT
TRAVAGLIATO,F.P. Via Napoleone,"Via Napoleone, TRAVAGLIATO, Brescia,  Lombardia, Italia",POINT
TREMOSINE,P.R. P.zza Comboni (Voltino),"P.zza Comboni (Voltino), TREMOSINE, Brescia,  Lombardia, Italia",POINT
TREMOSINE,P.R. Piazza Arrighini (Campione),"Piazza Arrighini (Campione), TREMOSINE, Brescia,  Lombardia, Italia",POINT
TREMOSINE,P.R. P.zza Fossato (Pieve),"P.zza Fossato (Pieve), TREMOSINE, Brescia,  Lombardia, Italia",POINT
TREMOSINE,P.R. Via Cadignano,"Via Cadignano, TREMOSINE, Brescia,  Lombardia, Italia",POINT
TREMOSINE,P.R. Via Lesine (Arias),"Via Lesine (Arias), TREMOSINE, Brescia,  Lombardia, Italia",POINT
TREMOSINE,P.R. Via Terra (Sermerio),"Via Terra (Sermerio), TREMOSINE, Brescia,  Lombardia, Italia",POINT
TREMOSINE,P.R. Via Zanini (Vesio),"Via Zanini (Vesio), TREMOSINE, Brescia,  Lombardia, Italia",POINT
TRENZANO,F.P. Scuole Trenzano,"Scuole Trenzano, TRENZANO, Brescia,  Lombardia, Italia",POINT
URAGO D’OGLIO,F.P. Cimitero,"Cimitero, URAGO D’OGLIO, Brescia,  Lombardia, Italia",POINT
URAGO D’OGLIO,F.P. Piazza Marconi,"Piazza Marconi, URAGO D’OGLIO, Brescia,  Lombardia, Italia",POINT
VALVESTINO,P.R. Località Persone,"Localitàlità Persone, VALVESTINO, Brescia,  Lombardia, Italia",POINT
VALVESTINO,P.R. Località Armo,"Localitàlità Armo, VALVESTINO, Brescia,  Lombardia, Italia",POINT
VALVESTINO,P.R. Località Bollone,"Localitàlità Bollone, VALVESTINO, Brescia,  Lombardia, Italia",POINT
VALVESTINO,P.R. Località Moerna Cimitero,"Localitàlità Moerna Cimitero, VALVESTINO, Brescia,  Lombardia, Italia",POINT
VEROLAVECCHIA,F.P. Fraz. Monticelli,"Fraz. Monticelli, VEROLAVECCHIA, Brescia,  Lombardia, Italia",POINT
VEROLAVECCHIA,F.P. Via Ghislandi,"Via Ghislandi, VEROLAVECCHIA, Brescia,  Lombardia, Italia",POINT
VILLACHIARA,F.P. Bompensiero,"Bompensiero, VILLACHIARA, Brescia,  Lombardia, Italia",POINT
ZONE,F.P. Via Valurbes,"Via Valurbes, ZONE, Brescia,  Lombardia, Italia",POINT
ZONE,F.P. Piazza Caduti,"Piazza Caduti, ZONE, Brescia,  Lombardia, Italia",POINT
ZONE,F.P. Piramidi,"Piramidi, ZONE, Brescia,  Lombardia, Italia",POINT
ZONE,F.P. Via Dazze,"Via Dazze, ZONE, Brescia,  Lombardia, Italia",POINT
