alias_city,alias_address,urlReport,page,data_report
ANGOLO TERME,F.P. Loc. Bedosco,https://www.acquebresciane.it/public/dam/jcr:c09737ac-7b21-4a2f-a06b-b687dc284c2f/Analisi_Acqua_AngoloTerme_1_sem_2019.pdf,0,1° semestre 2019
ANGOLO TERME,F.P. Piazza Clè,https://www.acquebresciane.it/public/dam/jcr:c09737ac-7b21-4a2f-a06b-b687dc284c2f/Analisi_Acqua_AngoloTerme_1_sem_2019.pdf,1,1° semestre 2019
ANGOLO TERME,F.P. Pzza. Zanardelli,https://www.acquebresciane.it/public/dam/jcr:c09737ac-7b21-4a2f-a06b-b687dc284c2f/Analisi_Acqua_AngoloTerme_1_sem_2019.pdf,2,1° semestre 2019
ANGOLO TERME,F.P. Via Italia,https://www.acquebresciane.it/public/dam/jcr:c09737ac-7b21-4a2f-a06b-b687dc284c2f/Analisi_Acqua_AngoloTerme_1_sem_2019.pdf,3,1° semestre 2019
Azzano Mella,F.P Via Marconi,https://www.acquebresciane.it/public/dam/jcr:410e8ec9-fdd7-480f-b241-6dd05c470f3e/Analisi_Acqua_AzzanoMella_1_sem_2019.pdf,0,1° semestre 2019
BARBARIGA,F.P. P.zza Marconi,https://www.acquebresciane.it/public/dam/jcr:d9ff1e4a-06bd-49d3-8f21-efd0d7e01457/Analisi_Acqua_Barbariga_1_sem_2019.pdf,0,1° semestre 2019
BARBARIGA,F.P. Via Caselle,https://www.acquebresciane.it/public/dam/jcr:d9ff1e4a-06bd-49d3-8f21-efd0d7e01457/Analisi_Acqua_Barbariga_1_sem_2019.pdf,1,1° semestre 2019
BORGO SAN GIACOMO,F.P. Via Castello,https://www.acquebresciane.it/public/dam/jcr:6d9927e5-ec4e-486f-9505-be23c3186373/Analisi_Acqua_BorgoSanGiacomo_1_sem_2019.pdf,0,1° semestre 2019
BORGO SAN GIACOMO,F.P. Chiesa Motella,https://www.acquebresciane.it/public/dam/jcr:6d9927e5-ec4e-486f-9505-be23c3186373/Analisi_Acqua_BorgoSanGiacomo_1_sem_2019.pdf,1,1° semestre 2019
BORGO SAN GIACOMO,F.P. Via A. Moro (parco giochi),https://www.acquebresciane.it/public/dam/jcr:6d9927e5-ec4e-486f-9505-be23c3186373/Analisi_Acqua_BorgoSanGiacomo_1_sem_2019.pdf,2,1° semestre 2019
BORGO SAN GIACOMO,Acqualunga,https://www.acquebresciane.it/public/dam/jcr:6d9927e5-ec4e-486f-9505-be23c3186373/Analisi_Acqua_BorgoSanGiacomo_1_sem_2019.pdf,3,1° semestre 2019
CALCINATO,Calcinato - P.R. Piazza Repubblica,https://www.acquebresciane.it/public/dam/jcr:7d4a7e29-d71f-4f42-8b95-80550028d18e/Analisi_Acqua_Calcinato_1_sem_2019.pdf,0,1° semestre 2019
CALCINATO,Calcinato - P.R. Via Carlo Alberto,https://www.acquebresciane.it/public/dam/jcr:7d4a7e29-d71f-4f42-8b95-80550028d18e/Analisi_Acqua_Calcinato_1_sem_2019.pdf,1,1° semestre 2019
CALCINATO,Calcinato - P.R. Via Faustino,https://www.acquebresciane.it/public/dam/jcr:7d4a7e29-d71f-4f42-8b95-80550028d18e/Analisi_Acqua_Calcinato_1_sem_2019.pdf,2,1° semestre 2019
CALVAGESE DELLA RIVIERA,P.R. Piazza Giacomini Mocasina,https://www.acquebresciane.it/public/dam/jcr:b0268094-9eaa-4b24-b188-2494aab29910/Analisi_Acqua_Calvagese_1_sem_2019.pdf,0,1° semestre 2019
CALVAGESE DELLA RIVIERA,P.R. Piazza Municipio,https://www.acquebresciane.it/public/dam/jcr:b0268094-9eaa-4b24-b188-2494aab29910/Analisi_Acqua_Calvagese_1_sem_2019.pdf,1,1° semestre 2019
CAPRIOLO,F.P. Via Donatori di sangue,https://www.acquebresciane.it/public/dam/jcr:9b5132b3-c5d5-41d0-a338-28e0db7352ea/Analisi_Acqua_Capriolo_1_sem_2019.pdf,0,1° semestre 2019
CAPRIOLO,F.P. Via Molinara,https://www.acquebresciane.it/public/dam/jcr:9b5132b3-c5d5-41d0-a338-28e0db7352ea/Analisi_Acqua_Capriolo_1_sem_2019.pdf,1,1° semestre 2019
CARPENEDOLO,P.R. Via 8 Marzo,https://www.acquebresciane.it/public/dam/jcr:61b316c6-cf12-4df0-a863-739471ee777a/Analisi_Acqua_Carpenedolo_1_sem_2019.pdf,0,1° semestre 2019
CARPENEDOLO,P.R. Via Papa Giovanni XXIII,https://www.acquebresciane.it/public/dam/jcr:61b316c6-cf12-4df0-a863-739471ee777a/Analisi_Acqua_Carpenedolo_1_sem_2019.pdf,1,1° semestre 2019
CASTEGNATO,F.P. Chiesa via Trebeschi/via S.Martino,https://www.acquebresciane.it/public/dam/jcr:5e97aabc-ae6e-460b-a1f0-ec8b158d66ae/Analisi_Acqua_Castegnato_1_sem_2019.pdf,0,1° semestre 2019
CASTEGNATO,F.P. Via del lavoro,https://www.acquebresciane.it/public/dam/jcr:5e97aabc-ae6e-460b-a1f0-ec8b158d66ae/Analisi_Acqua_Castegnato_1_sem_2019.pdf,1,1° semestre 2019
CASTEGNATO,F.P. Via Europa (parco),https://www.acquebresciane.it/public/dam/jcr:5e97aabc-ae6e-460b-a1f0-ec8b158d66ae/Analisi_Acqua_Castegnato_1_sem_2019.pdf,2,1° semestre 2019
CASTEGNATO,F.P. Via Franchi,https://www.acquebresciane.it/public/dam/jcr:5e97aabc-ae6e-460b-a1f0-ec8b158d66ae/Analisi_Acqua_Castegnato_1_sem_2019.pdf,3,1° semestre 2019
CASTEL MELLA,F.P. Via Bevilacqua,https://www.acquebresciane.it/public/dam/jcr:d2373c73-e6d6-4953-b6bd-41008c8a6246/Analisi_Acqua_CastelMella_1_sem_2019.pdf,0,1° semestre 2019
CASTELCOVATI,F.P. Parco Giochi Via Fiume Po',https://www.acquebresciane.it/public/dam/jcr:1b537983-6221-44ba-93ed-cb326a896b47/Analisi_Acqua_Castelcovati_1_sem_2019.pdf,0,1° semestre 2019
CASTREZZATO,Cimitero,https://www.acquebresciane.it/public/dam/jcr:56c48aa1-793a-4a08-9595-afce458955f3/Analisi_Acqua_Castrezzato_1_sem_2019.pdf,0,1° semestre 2019
CAZZAGO SAN MARTINO,F.P. Calino,https://www.acquebresciane.it/public/dam/jcr:b09ef65a-2334-4436-9963-14cb2fc981ee/Analisi_Acqua_CazzagoSanMartino_1_sem_2019.pdf,0,1° semestre 2019
CAZZAGO SAN MARTINO,F.P. Via Caduti,https://www.acquebresciane.it/public/dam/jcr:b09ef65a-2334-4436-9963-14cb2fc981ee/Analisi_Acqua_CazzagoSanMartino_1_sem_2019.pdf,1,1° semestre 2019
CAZZAGO SAN MARTINO,F.p. Via Garibaldi,https://www.acquebresciane.it/public/dam/jcr:b09ef65a-2334-4436-9963-14cb2fc981ee/Analisi_Acqua_CazzagoSanMartino_1_sem_2019.pdf,2,1° semestre 2019
CAZZAGO SAN MARTINO,F.P. Via Ungaretti (barco),https://www.acquebresciane.it/public/dam/jcr:b09ef65a-2334-4436-9963-14cb2fc981ee/Analisi_Acqua_CazzagoSanMartino_1_sem_2019.pdf,3,1° semestre 2019
CEDEGOLO,F.P. Piazza Mazzini,https://www.acquebresciane.it/public/dam/jcr:9013028a-cec1-4802-ae78-1838277acd01/Analisi_Acqua_Cedegolo_1_sem_2019.pdf,0,1° semestre 2019
CHIARI,F.P. Via Cologne,https://www.acquebresciane.it/public/dam/jcr:f6007b6e-8de2-4f44-905a-fa7420c64d22/Analisi_Acqua_Chiari_1_sem_2019.pdf,0,1° semestre 2019
CHIARI,F.P. Via dalla Chiesa,https://www.acquebresciane.it/public/dam/jcr:f6007b6e-8de2-4f44-905a-fa7420c64d22/Analisi_Acqua_Chiari_1_sem_2019.pdf,1,1° semestre 2019
CHIARI,F.P. Via F.lli Sirani (Parcheggio ITC),https://www.acquebresciane.it/public/dam/jcr:f6007b6e-8de2-4f44-905a-fa7420c64d22/Analisi_Acqua_Chiari_1_sem_2019.pdf,2,1° semestre 2019
CHIARI,F.P. Via Milano,https://www.acquebresciane.it/public/dam/jcr:f6007b6e-8de2-4f44-905a-fa7420c64d22/Analisi_Acqua_Chiari_1_sem_2019.pdf,3,1° semestre 2019
CHIARI,F.P. Via Pontoglio,https://www.acquebresciane.it/public/dam/jcr:f6007b6e-8de2-4f44-905a-fa7420c64d22/Analisi_Acqua_Chiari_1_sem_2019.pdf,4,1° semestre 2019
COCCAGLIO,F.P. Parco Francesca,https://www.acquebresciane.it/public/dam/jcr:e1522b85-f47c-476f-9c9f-ac694772d043/Analisi_Acqua_Coccaglio_1_sem_2019.pdf,0,1° semestre 2019
COCCAGLIO,F.P. Piazza Moro,https://www.acquebresciane.it/public/dam/jcr:e1522b85-f47c-476f-9c9f-ac694772d043/Analisi_Acqua_Coccaglio_1_sem_2019.pdf,1,1° semestre 2019
COMEZZANO-CIZZAGO,F.P. Piazza Italia (Cizzago),https://www.acquebresciane.it/public/dam/jcr:abc5760e-cf83-40ef-8b76-919b48d22b6e/Analisi_Acqua_ComezzanoCizzago_1_sem_2019.pdf,0,1° semestre 2019
CORTE FRANCA,F.P. Via Covour Borgonato,https://www.acquebresciane.it/public/dam/jcr:ccab7599-0d84-49ed-b50c-4b9d60fc211e/Analisi_Acqua_CorteFranca_1_sem_2019.pdf,0,1° semestre 2019
CORTE FRANCA,F.P. Via A. Moro,https://www.acquebresciane.it/public/dam/jcr:ccab7599-0d84-49ed-b50c-4b9d60fc211e/Analisi_Acqua_CorteFranca_1_sem_2019.pdf,1,1° semestre 2019
CORTE FRANCA,F.P. Via Conicchio Timoline,https://www.acquebresciane.it/public/dam/jcr:ccab7599-0d84-49ed-b50c-4b9d60fc211e/Analisi_Acqua_CorteFranca_1_sem_2019.pdf,2,1° semestre 2019
CORZANO,F.P. Via Colombo (Bargnano),https://www.acquebresciane.it/public/dam/jcr:8e415b33-7889-4566-b77e-afeb3e236bd2/Analisi_Acqua_Corzano_1_sem_2019.pdf,0,1° semestre 2019
DELLO,F.P. Chiesa (Boldeniga),https://www.acquebresciane.it/public/dam/jcr:0b7f2d63-d3b2-48b9-b910-6bf17b1327c6/Analisi_Acqua_Dello_1_sem_2019.pdf,0,1° semestre 2019
DELLO,F.P. Piazza Roma,https://www.acquebresciane.it/public/dam/jcr:0b7f2d63-d3b2-48b9-b910-6bf17b1327c6/Analisi_Acqua_Dello_1_sem_2019.pdf,1,1° semestre 2019
DELLO,F.P. Via Manzoni (Corticelle),https://www.acquebresciane.it/public/dam/jcr:0b7f2d63-d3b2-48b9-b910-6bf17b1327c6/Analisi_Acqua_Dello_1_sem_2019.pdf,2,1° semestre 2019
DELLO,F.P. Via Puccini,https://www.acquebresciane.it/public/dam/jcr:0b7f2d63-d3b2-48b9-b910-6bf17b1327c6/Analisi_Acqua_Dello_1_sem_2019.pdf,3,1° semestre 2019
DESENZANO DEL GARDA,P.R. Cimitero,https://www.acquebresciane.it/public/dam/jcr:e78acfbc-9fdb-48c8-8107-3cd4f772ea88/Analisi_Acqua_Desenzano_1_sem_2019.pdf,0,1° semestre 2019
DESENZANO DEL GARDA,P.R. Loc. Colombare,https://www.acquebresciane.it/public/dam/jcr:e78acfbc-9fdb-48c8-8107-3cd4f772ea88/Analisi_Acqua_Desenzano_1_sem_2019.pdf,1,1° semestre 2019
DESENZANO DEL GARDA,P.R. Loc. Grole,https://www.acquebresciane.it/public/dam/jcr:e78acfbc-9fdb-48c8-8107-3cd4f772ea88/Analisi_Acqua_Desenzano_1_sem_2019.pdf,2,1° semestre 2019
DESENZANO DEL GARDA,P.R. Piazza Malvezzi,https://www.acquebresciane.it/public/dam/jcr:e78acfbc-9fdb-48c8-8107-3cd4f772ea88/Analisi_Acqua_Desenzano_1_sem_2019.pdf,3,1° semestre 2019
DESENZANO DEL GARDA,P.R. Via Cassio,https://www.acquebresciane.it/public/dam/jcr:e78acfbc-9fdb-48c8-8107-3cd4f772ea88/Analisi_Acqua_Desenzano_1_sem_2019.pdf,4,1° semestre 2019
DESENZANO DEL GARDA,P.R. Via Gramsci,https://www.acquebresciane.it/public/dam/jcr:e78acfbc-9fdb-48c8-8107-3cd4f772ea88/Analisi_Acqua_Desenzano_1_sem_2019.pdf,5,1° semestre 2019
DESENZANO DEL GARDA,P.R. Via Italia,https://www.acquebresciane.it/public/dam/jcr:e78acfbc-9fdb-48c8-8107-3cd4f772ea88/Analisi_Acqua_Desenzano_1_sem_2019.pdf,6,1° semestre 2019
EDOLO,F.P. P.zza Brigata Alpina Orobica,https://www.acquebresciane.it/public/dam/jcr:05f48178-8bc3-40e8-ac55-faa5ded8d6a5/Analisi_Acqua_Edolo_1_sem_2019.pdf,0,1° semestre 2019
EDOLO,F.P. P.zza Cavour,https://www.acquebresciane.it/public/dam/jcr:05f48178-8bc3-40e8-ac55-faa5ded8d6a5/Analisi_Acqua_Edolo_1_sem_2019.pdf,1,1° semestre 2019
EDOLO,F.P. Via Adamello (parco giochi),https://www.acquebresciane.it/public/dam/jcr:05f48178-8bc3-40e8-ac55-faa5ded8d6a5/Analisi_Acqua_Edolo_1_sem_2019.pdf,2,1° semestre 2019
EDOLO,F.P. Via Bortolo Vidilini,https://www.acquebresciane.it/public/dam/jcr:05f48178-8bc3-40e8-ac55-faa5ded8d6a5/Analisi_Acqua_Edolo_1_sem_2019.pdf,3,1° semestre 2019
EDOLO,F.P. Via Canale,https://www.acquebresciane.it/public/dam/jcr:05f48178-8bc3-40e8-ac55-faa5ded8d6a5/Analisi_Acqua_Edolo_1_sem_2019.pdf,4,1° semestre 2019
EDOLO,F.P. Via Cinque Martiri,https://www.acquebresciane.it/public/dam/jcr:05f48178-8bc3-40e8-ac55-faa5ded8d6a5/Analisi_Acqua_Edolo_1_sem_2019.pdf,5,1° semestre 2019
EDOLO,F.P. Via Nazionale,https://www.acquebresciane.it/public/dam/jcr:05f48178-8bc3-40e8-ac55-faa5ded8d6a5/Analisi_Acqua_Edolo_1_sem_2019.pdf,6,1° semestre 2019
EDOLO,F.P. Via San Gregorio,https://www.acquebresciane.it/public/dam/jcr:05f48178-8bc3-40e8-ac55-faa5ded8d6a5/Analisi_Acqua_Edolo_1_sem_2019.pdf,7,1° semestre 2019
ERBUSCO,F.P Via Castello,https://www.acquebresciane.it/public/dam/jcr:c6fd4c6b-3b6d-448c-ac60-3c285e080c75/Analisi_Acqua_Erbusco_1_sem_2019.pdf,0,1° semestre 2019
ERBUSCO,F.P Via Fermi,https://www.acquebresciane.it/public/dam/jcr:c6fd4c6b-3b6d-448c-ac60-3c285e080c75/Analisi_Acqua_Erbusco_1_sem_2019.pdf,1,1° semestre 2019
ERBUSCO,F.P Via Iseo,https://www.acquebresciane.it/public/dam/jcr:c6fd4c6b-3b6d-448c-ac60-3c285e080c75/Analisi_Acqua_Erbusco_1_sem_2019.pdf,2,1° semestre 2019
ERBUSCO,F.P Via Manzoni,https://www.acquebresciane.it/public/dam/jcr:c6fd4c6b-3b6d-448c-ac60-3c285e080c75/Analisi_Acqua_Erbusco_1_sem_2019.pdf,3,1° semestre 2019
FLERO,F.P. Municipio,https://www.acquebresciane.it/public/dam/jcr:c91a1059-3c89-454f-b104-7b08fa0a5153/Analisi_Acqua_Flero_1_sem_2019.pdf,0,1° semestre 2019
FLERO,Via A. Moro,https://www.acquebresciane.it/public/dam/jcr:c91a1059-3c89-454f-b104-7b08fa0a5153/Analisi_Acqua_Flero_1_sem_2019.pdf,1,1° semestre 2019
GARDONE RIVIERA,P.R. Parcheggio Vittoriale,https://www.acquebresciane.it/public/dam/jcr:8ef76a54-38ee-4adf-8702-7e0df29b7053/Analisi_Acqua_GardoneRiviera_1_sem_2019.pdf,0,1° semestre 2019
GARDONE RIVIERA,P.R. Via Chiesa Morgnaga,https://www.acquebresciane.it/public/dam/jcr:8ef76a54-38ee-4adf-8702-7e0df29b7053/Analisi_Acqua_GardoneRiviera_1_sem_2019.pdf,1,1° semestre 2019
GARDONE RIVIERA,P.R. Via Fasano Sopra,https://www.acquebresciane.it/public/dam/jcr:8ef76a54-38ee-4adf-8702-7e0df29b7053/Analisi_Acqua_GardoneRiviera_1_sem_2019.pdf,2,1° semestre 2019
GARDONE RIVIERA,P.R. Via Fontana S. Michele,https://www.acquebresciane.it/public/dam/jcr:8ef76a54-38ee-4adf-8702-7e0df29b7053/Analisi_Acqua_GardoneRiviera_1_sem_2019.pdf,3,1° semestre 2019
GARDONE RIVIERA,P.R. Via Porto Fasano,https://www.acquebresciane.it/public/dam/jcr:8ef76a54-38ee-4adf-8702-7e0df29b7053/Analisi_Acqua_GardoneRiviera_1_sem_2019.pdf,4,1° semestre 2019
GARGNANO,P.R. Piazza Zanini (Navazzo),https://www.acquebresciane.it/public/dam/jcr:d80f1aee-f2f0-4db4-b96c-19a223607498/Analisi_Acqua_Gargnano_1_sem_2019.pdf,0,1° semestre 2019
GARGNANO,P.R. Via Battocletti Bogliaco,https://www.acquebresciane.it/public/dam/jcr:d80f1aee-f2f0-4db4-b96c-19a223607498/Analisi_Acqua_Gargnano_1_sem_2019.pdf,1,1° semestre 2019
GARGNANO,P.R. Via Costa,https://www.acquebresciane.it/public/dam/jcr:d80f1aee-f2f0-4db4-b96c-19a223607498/Analisi_Acqua_Gargnano_1_sem_2019.pdf,2,1° semestre 2019
GARGNANO,P.R. Via Donatori di Sangue,https://www.acquebresciane.it/public/dam/jcr:d80f1aee-f2f0-4db4-b96c-19a223607498/Analisi_Acqua_Gargnano_1_sem_2019.pdf,3,1° semestre 2019
GARGNANO,P.R. Via Poggio degli Ulivi,https://www.acquebresciane.it/public/dam/jcr:d80f1aee-f2f0-4db4-b96c-19a223607498/Analisi_Acqua_Gargnano_1_sem_2019.pdf,4,1° semestre 2019
GARGNANO,P.R. Via Torrazzo,https://www.acquebresciane.it/public/dam/jcr:d80f1aee-f2f0-4db4-b96c-19a223607498/Analisi_Acqua_Gargnano_1_sem_2019.pdf,5,1° semestre 2019
ISEO,Cimitero Pilzone,https://www.acquebresciane.it/public/dam/jcr:ac2ff9a5-63b7-48a6-9e9c-fdf5fc5bc4e2/Analisi_Acqua_Iseo_1_sem_2019.pdf,0,1° semestre 2019
ISEO,F.P. Piazza Garibaldi,https://www.acquebresciane.it/public/dam/jcr:ac2ff9a5-63b7-48a6-9e9c-fdf5fc5bc4e2/Analisi_Acqua_Iseo_1_sem_2019.pdf,1,1° semestre 2019
ISEO,F.P. Via Bonomelli,https://www.acquebresciane.it/public/dam/jcr:ac2ff9a5-63b7-48a6-9e9c-fdf5fc5bc4e2/Analisi_Acqua_Iseo_1_sem_2019.pdf,2,1° semestre 2019
ISEO,F.P. Via Carlo Bonardi,https://www.acquebresciane.it/public/dam/jcr:ac2ff9a5-63b7-48a6-9e9c-fdf5fc5bc4e2/Analisi_Acqua_Iseo_1_sem_2019.pdf,3,1° semestre 2019
ISEO,F.P. Via San Rocco (Clusane),https://www.acquebresciane.it/public/dam/jcr:ac2ff9a5-63b7-48a6-9e9c-fdf5fc5bc4e2/Analisi_Acqua_Iseo_1_sem_2019.pdf,4,1° semestre 2019
LENO,P.R. Piazza Giovanni Gentile,https://www.acquebresciane.it/public/dam/jcr:e3ccebec-286c-41e2-8ba2-32aa7cd4dd9b/Analisi_Acqua_Leno_1_sem_2019.pdf,0,1° semestre 2019
LENO,P.R. Quartiere Tita Secchi,https://www.acquebresciane.it/public/dam/jcr:e3ccebec-286c-41e2-8ba2-32aa7cd4dd9b/Analisi_Acqua_Leno_1_sem_2019.pdf,1,1° semestre 2019
LENO,P.R. Via Aldo Moro,https://www.acquebresciane.it/public/dam/jcr:e3ccebec-286c-41e2-8ba2-32aa7cd4dd9b/Analisi_Acqua_Leno_1_sem_2019.pdf,2,1° semestre 2019
LENO,P.R. Via Bravi,https://www.acquebresciane.it/public/dam/jcr:e3ccebec-286c-41e2-8ba2-32aa7cd4dd9b/Analisi_Acqua_Leno_1_sem_2019.pdf,3,1° semestre 2019
LENO,P.R. Via Manzoni,https://www.acquebresciane.it/public/dam/jcr:e3ccebec-286c-41e2-8ba2-32aa7cd4dd9b/Analisi_Acqua_Leno_1_sem_2019.pdf,4,1° semestre 2019
LENO,P.R. Via Marconi,https://www.acquebresciane.it/public/dam/jcr:e3ccebec-286c-41e2-8ba2-32aa7cd4dd9b/Analisi_Acqua_Leno_1_sem_2019.pdf,5,1° semestre 2019
LENO,P.R. Via Tiepolo,https://www.acquebresciane.it/public/dam/jcr:e3ccebec-286c-41e2-8ba2-32aa7cd4dd9b/Analisi_Acqua_Leno_1_sem_2019.pdf,6,1° semestre 2019
LENO,P.R. Via Viganovo,https://www.acquebresciane.it/public/dam/jcr:e3ccebec-286c-41e2-8ba2-32aa7cd4dd9b/Analisi_Acqua_Leno_1_sem_2019.pdf,7,1° semestre 2019
LOGRATO,F.P. Via Calini,https://www.acquebresciane.it/public/dam/jcr:ad911621-eb3a-4073-b414-475ff712e6d2/Analisi_Acqua_Lograto_1_sem_2019.pdf,0,1° semestre 2019
LOZIO,F.P. Località Camerata,https://www.acquebresciane.it/public/dam/jcr:c411015b-8687-40e1-a6b2-4ea5b8c7f7e8/Analisi_Acqua_Lozio_1_sem_2019.pdf,0,1° semestre 2019
LOZIO,F.P. Piazza S.Marco (Laveno),https://www.acquebresciane.it/public/dam/jcr:c411015b-8687-40e1-a6b2-4ea5b8c7f7e8/Analisi_Acqua_Lozio_1_sem_2019.pdf,1,1° semestre 2019
LOZIO,F.P. San Giovanni,https://www.acquebresciane.it/public/dam/jcr:c411015b-8687-40e1-a6b2-4ea5b8c7f7e8/Analisi_Acqua_Lozio_1_sem_2019.pdf,2,1° semestre 2019
LOZIO,F.P. Via Armando Diaz,https://www.acquebresciane.it/public/dam/jcr:c411015b-8687-40e1-a6b2-4ea5b8c7f7e8/Analisi_Acqua_Lozio_1_sem_2019.pdf,3,1° semestre 2019
MAGASA,P.R. Località Magasa - Via XXIV Maggio,https://www.acquebresciane.it/public/dam/jcr:925f3a7f-de85-438e-94c6-787fda63b12d/Analisi_Acqua_Magasa_1_sem_2019.pdf,0,1° semestre 2019
MALONNO,F.P. Centro-Landò,https://www.acquebresciane.it/public/dam/jcr:642cfad8-4aad-4eb9-a212-b0aba95037b3/Analisi_Acqua_Malonno_1_sem_2019.pdf,0,1° semestre 2019
MALONNO,F.P. Centro-Miravalle,https://www.acquebresciane.it/public/dam/jcr:642cfad8-4aad-4eb9-a212-b0aba95037b3/Analisi_Acqua_Malonno_1_sem_2019.pdf,1,1° semestre 2019
MALONNO,F.P. Moscio,https://www.acquebresciane.it/public/dam/jcr:642cfad8-4aad-4eb9-a212-b0aba95037b3/Analisi_Acqua_Malonno_1_sem_2019.pdf,2,1° semestre 2019
MALONNO,F.P. Nazio,https://www.acquebresciane.it/public/dam/jcr:642cfad8-4aad-4eb9-a212-b0aba95037b3/Analisi_Acqua_Malonno_1_sem_2019.pdf,3,1° semestre 2019
MALONNO,F.P. Odecla,https://www.acquebresciane.it/public/dam/jcr:642cfad8-4aad-4eb9-a212-b0aba95037b3/Analisi_Acqua_Malonno_1_sem_2019.pdf,4,1° semestre 2019
MALONNO,F.P. Piazzale Chiesa-Zazza,https://www.acquebresciane.it/public/dam/jcr:642cfad8-4aad-4eb9-a212-b0aba95037b3/Analisi_Acqua_Malonno_1_sem_2019.pdf,5,1° semestre 2019
MALONNO,F.P. Via Gallena,https://www.acquebresciane.it/public/dam/jcr:642cfad8-4aad-4eb9-a212-b0aba95037b3/Analisi_Acqua_Malonno_1_sem_2019.pdf,6,1° semestre 2019
MALONNO,F.P. Via Miravalle,https://www.acquebresciane.it/public/dam/jcr:642cfad8-4aad-4eb9-a212-b0aba95037b3/Analisi_Acqua_Malonno_1_sem_2019.pdf,7,1° semestre 2019
MANERBA DEL GARDA,P.R. Via Europa (cimitero),https://www.acquebresciane.it/public/dam/jcr:e64726cd-bc93-4f31-875e-3d1a35807505/Analisi_Acqua_Manerba_1_sem_2019.pdf,0,1° semestre 2019
MANERBA DEL GARDA,P.R. Via San Rocco (Pieve),https://www.acquebresciane.it/public/dam/jcr:e64726cd-bc93-4f31-875e-3d1a35807505/Analisi_Acqua_Manerba_1_sem_2019.pdf,1,1° semestre 2019
MONIGA DEL GARDA,P.R. Piazza San Martino,https://www.acquebresciane.it/public/dam/jcr:5f987051-cc14-46ad-8007-39d2f1d0cb28/Analisi_Acqua_MonigaDelGarda_1_sem_2019.pdf,0,1° semestre 2019
MONIGA DEL GARDA,P.R. Via Rossera,https://www.acquebresciane.it/public/dam/jcr:5f987051-cc14-46ad-8007-39d2f1d0cb28/Analisi_Acqua_MonigaDelGarda_1_sem_2019.pdf,1,1° semestre 2019
MONTE ISOLA,F.P. Carzano,https://www.acquebresciane.it/public/dam/jcr:e95f3061-38a2-4cc6-80d9-9a6ba5db5b5e/Analisi_Acqua_MonteIsola_1_sem_2019.pdf,0,1° semestre 2019
MONTE ISOLA,F.P. Cure,https://www.acquebresciane.it/public/dam/jcr:e95f3061-38a2-4cc6-80d9-9a6ba5db5b5e/Analisi_Acqua_MonteIsola_1_sem_2019.pdf,1,1° semestre 2019
MONTE ISOLA,F.P. Masse,https://www.acquebresciane.it/public/dam/jcr:e95f3061-38a2-4cc6-80d9-9a6ba5db5b5e/Analisi_Acqua_MonteIsola_1_sem_2019.pdf,2,1° semestre 2019
MONTE ISOLA,F.P. Senzano,https://www.acquebresciane.it/public/dam/jcr:e95f3061-38a2-4cc6-80d9-9a6ba5db5b5e/Analisi_Acqua_MonteIsola_1_sem_2019.pdf,3,1° semestre 2019
MONTICELLI BRUSATI,F.P. Via Foina,https://www.acquebresciane.it/public/dam/jcr:ce3539cd-6a91-470a-b5aa-8c1a24cdf665/Analisi_Acqua_MonticelliBrusati_1_sem_2019.pdf,0,1° semestre 2019
MONTICELLI BRUSATI,F.P. Cimitero,https://www.acquebresciane.it/public/dam/jcr:ce3539cd-6a91-470a-b5aa-8c1a24cdf665/Analisi_Acqua_MonticelliBrusati_1_sem_2019.pdf,1,1° semestre 2019
MONTICELLI BRUSATI,F.P. Gaina,https://www.acquebresciane.it/public/dam/jcr:ce3539cd-6a91-470a-b5aa-8c1a24cdf665/Analisi_Acqua_MonticelliBrusati_1_sem_2019.pdf,2,1° semestre 2019
MONTICELLI BRUSATI,F.P. Via Europa,https://www.acquebresciane.it/public/dam/jcr:ce3539cd-6a91-470a-b5aa-8c1a24cdf665/Analisi_Acqua_MonticelliBrusati_1_sem_2019.pdf,3,1° semestre 2019
